LGA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
LGA17550,3,9,3,21,20,11,20,16,5,99,0,3,3,11,12,22,41,31,13,120,0,4,4,34,8,0,7,3,0,56,0,3,5,7,0,3,0,0,0,23,0,0,0,0,0,3,4,0,0,6,0,0,0,6,13,10,4,0,0,34,0,0,0,0,0,10,17,13,3,37,0,0,0,5,3,3,8,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,0,0,13,0,0,3,6,8,28,55,45,14,160,4,57,58,322,196,224,191,112,30,1195,0,0,0,5,10,7,10,17,6,52,0,0,0,7,0,0,0,0,0,16,0,0,3,19,23,8,4,4,0,56,3,26,19,36,16,3,3,0,0,106,0,0,0,5,0,8,8,4,3,33,4,3,3,9,34,36,73,67,28,258,0,4,0,4,12,6,3,0,0,28,0,9,13,47,27,26,22,15,0,154
LGA17620,0,5,3,16,3,9,3,3,0,38,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,10,0,3,9,23,18,8,21,6,0,88,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,3,0,27,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,3,20,0,0,0,0,0,0,0,0,0,0,0,8,0,5,5,0,3,0,0,24
LGA17640,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,3,7,5,6,9,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA17650,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,13,0,0,0,7,5,7,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10
LGA17750,0,10,0,7,6,3,6,3,0,31,0,0,0,0,0,6,12,6,4,28,0,0,3,3,0,0,0,0,0,9,0,4,0,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,9,0,21,4,3,4,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,3,7,12,50,6,0,0,0,0,79,0,7,3,26,3,3,0,0,0,40,0,0,3,5,3,10,19,6,7,55,0,18,27,64,53,35,27,4,3,237,0,0,0,0,0,4,4,7,0,14,4,8,3,26,5,3,0,0,0,51,3,0,0,3,8,3,0,0,0,14,3,34,20,136,10,3,3,0,0,205,0,0,0,3,3,0,0,0,0,13,0,0,13,12,18,10,14,6,3,63,3,0,0,0,3,0,0,0,0,7,0,12,22,35,19,13,9,3,0,119
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,5,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,6,0,3,0,8,0,9,4,3,0,27,0,0,0,0,0,0,0,3,0,6,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
LGA17950,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA18020,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,0,3,12,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5
LGA18050,0,6,16,414,46,19,14,8,6,522,4,3,25,279,29,17,28,35,18,443,0,0,11,41,12,4,8,3,0,90,0,9,5,32,3,7,0,3,0,56,0,0,0,13,8,3,6,8,0,40,0,0,3,20,13,11,4,0,0,51,0,0,0,3,0,4,15,8,3,31,0,0,0,8,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,4,25,0,0,0,0,0,29,0,3,0,42,9,11,6,9,3,86,0,18,35,479,177,100,39,23,5,883,0,0,0,34,6,4,6,0,0,50,0,0,0,9,3,5,0,0,0,13,0,0,0,13,12,0,0,0,0,24,0,15,9,91,19,14,4,3,0,147,0,0,0,53,0,23,24,10,24,135,0,0,7,86,29,29,19,13,3,192,3,14,5,22,7,19,14,11,3,95,5,27,99,503,299,233,122,58,33,1377
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,8,8,8,9,6,0,0,40,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18230,0,3,0,15,0,3,4,3,0,28,0,0,0,0,0,0,10,3,4,17,0,3,0,0,0,0,0,0,0,5,0,0,4,22,0,0,0,0,0,30,0,0,0,5,0,0,7,3,0,16,0,0,0,11,6,4,0,0,0,21,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,7,3,100,0,0,0,0,0,108,0,0,0,3,0,0,14,6,7,23,0,16,17,58,38,27,38,3,3,207,0,3,4,3,3,0,4,0,0,17,3,4,5,26,4,3,0,0,0,39,0,0,0,0,3,3,0,0,0,6,0,17,3,32,18,0,0,0,0,68,0,0,0,0,0,0,0,0,0,3,0,0,4,10,3,4,7,6,3,37,0,0,3,0,0,0,4,0,0,12,0,0,8,15,7,14,4,0,0,38
LGA18250,0,8,0,71,43,22,19,6,10,170,0,0,5,27,16,26,39,71,40,225,25,91,38,195,132,47,29,3,0,561,9,53,181,487,154,56,37,14,0,991,0,0,3,22,23,25,26,20,4,121,3,17,30,207,64,65,49,24,9,456,0,0,0,0,0,0,0,0,0,10,0,0,0,9,4,8,3,0,0,19,0,0,3,3,0,0,3,0,3,14,0,5,33,153,5,0,0,3,0,193,0,10,5,21,18,13,11,11,6,81,8,41,49,211,155,114,65,10,11,665,0,0,0,9,11,5,3,0,0,36,7,7,7,33,6,3,6,0,0,70,0,3,3,20,30,25,18,18,11,118,3,22,24,197,42,23,13,3,0,333,0,0,3,35,8,13,9,6,7,78,0,7,3,28,39,18,18,9,3,130,18,48,15,75,30,18,14,8,0,218,4,11,28,141,48,54,36,11,7,343
LGA18350,0,3,0,13,11,12,21,10,0,70,0,0,4,14,11,20,33,14,7,110,0,0,0,3,0,0,0,0,0,9,0,0,4,4,0,0,0,0,0,14,3,0,0,3,8,0,5,0,0,16,0,0,4,0,3,4,8,0,0,15,0,0,0,0,0,7,20,6,0,32,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,63,0,0,0,0,0,65,0,0,0,3,5,20,38,21,3,92,0,4,11,55,59,67,83,31,3,317,0,0,0,0,10,4,14,3,0,31,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,10,0,6,7,15,3,3,0,0,0,46,0,0,0,4,4,5,17,3,3,32,0,0,0,10,21,30,53,32,10,162,0,10,0,0,0,0,3,7,0,18,0,5,9,25,19,18,21,13,0,106
LGA18400,0,0,4,21,14,20,18,4,0,80,0,0,0,4,15,25,45,23,7,120,0,0,3,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,9,0,0,0,13,21,23,7,9,0,63,0,0,0,3,4,3,0,0,0,12,0,0,0,3,4,34,39,8,0,91,0,0,0,4,3,0,4,0,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,21,21,9,5,69,0,8,8,76,58,44,22,13,0,229,0,0,0,11,3,7,8,5,3,33,0,0,0,3,0,0,0,0,0,11,0,0,0,5,3,3,0,0,0,13,0,3,3,7,3,0,0,0,0,21,0,0,0,3,5,7,8,0,0,18,0,0,0,15,20,36,24,14,3,116,0,0,0,0,4,7,0,0,0,7,0,7,7,32,19,7,11,4,0,75
LGA18450,0,33,4,70,43,24,32,34,4,252,0,5,10,53,73,231,300,406,191,1263,5,7,5,18,3,3,0,0,0,44,0,14,28,61,27,14,3,3,0,149,5,6,15,99,73,57,45,13,15,320,0,5,102,39,15,26,16,10,3,212,0,3,0,3,22,40,70,61,10,214,0,0,0,3,3,8,0,4,0,19,3,6,19,41,13,7,3,3,0,97,3,0,11,27,3,0,3,0,0,47,0,3,4,14,23,50,157,82,30,370,11,72,111,355,230,152,89,40,15,1063,0,10,3,12,16,14,25,12,3,87,0,12,58,92,11,8,4,0,0,182,0,3,8,14,19,11,3,0,0,51,4,40,30,140,35,39,14,0,3,307,0,0,0,34,8,44,24,25,14,152,0,6,14,43,132,150,179,131,43,702,12,5,4,13,7,10,3,3,0,54,0,11,35,110,50,41,26,16,3,285
LGA18500,0,4,5,149,18,12,9,7,0,202,0,0,7,75,21,13,28,27,10,184,3,3,5,14,7,3,9,0,0,40,0,5,6,19,14,7,3,0,0,51,0,0,0,12,18,5,6,4,0,44,0,0,5,37,19,22,17,7,0,108,0,0,0,0,0,3,6,0,0,13,0,0,0,7,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,8,4,0,7,4,0,0,0,0,0,14,0,3,0,30,6,6,18,3,0,65,0,21,49,231,135,121,76,22,8,660,0,0,0,10,4,3,3,4,0,31,0,0,0,8,4,0,0,0,0,8,0,4,6,11,9,5,0,0,0,28,0,7,7,42,12,6,3,0,0,82,0,0,0,29,0,13,28,15,23,107,0,0,4,59,35,18,13,14,4,147,5,23,16,27,13,12,7,3,0,107,6,21,49,304,160,206,162,65,29,1006
LGA18710,0,3,0,6,0,3,3,0,0,22,0,0,0,3,0,4,7,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,8,3,4,28,0,3,6,27,18,12,11,3,0,84,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,4,8,3,5,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,4,10,8,4,3,0,0,19
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,6,11,3,0,3,0,0,31,0,0,5,17,3,5,3,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,4,7,0,0,0,0,0,18,0,0,0,13,8,0,3,0,0,32,0,0,0,7,3,3,0,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,5,10,0,0,0,0,0,13,0,0,3,6,3,7,14,0,0,27,3,3,24,54,38,33,21,4,0,181,0,0,4,3,0,0,0,0,0,11,4,0,4,16,0,0,0,0,0,23,0,0,0,3,3,0,0,0,0,4,0,0,6,13,5,5,0,0,0,33,0,0,0,3,0,0,4,0,0,6,0,0,4,3,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,5,16,3,5,5,0,0,40
LGA19799,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
