LGA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
LGA14100,0,3,6,5,13,5,3,0,0,33,0,4,0,3,4,13,33,29,3,87,0,3,3,3,3,0,3,0,0,12,0,7,3,4,9,3,3,3,0,34,0,0,0,8,12,4,7,0,0,28,0,0,0,9,4,12,9,0,0,37,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,3,3,0,0,0,0,0,4,0,3,0,5,0,0,13,0,0,20,0,4,5,30,25,27,15,10,0,117,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,10,0,0,0,0,0,20,0,0,0,10,3,3,5,0,7,29,0,0,0,6,4,5,3,3,0,27,0,4,0,4,7,3,3,0,0,24,0,3,3,19,17,4,4,7,6,67
LGA14170,3,13,12,476,123,67,53,18,3,767,8,21,41,311,130,187,300,407,209,1607,4,18,26,82,29,8,5,3,0,182,0,18,25,146,38,26,18,21,6,295,3,4,6,64,79,102,130,80,21,488,0,10,49,225,73,77,38,10,3,486,0,0,0,6,9,23,37,24,16,119,0,4,4,24,14,13,4,7,0,73,0,0,5,22,12,16,9,6,3,70,5,23,353,956,34,7,5,0,0,1383,7,16,6,64,27,13,37,11,3,181,14,37,116,902,480,349,141,33,5,2086,0,0,0,46,30,14,12,3,0,97,0,0,12,55,5,8,0,0,0,79,0,4,0,27,20,9,0,0,0,62,7,41,67,438,108,87,53,5,7,806,3,0,3,98,18,42,28,10,11,214,0,5,15,187,109,80,54,35,7,486,11,11,17,77,38,20,18,3,0,194,3,3,30,225,85,55,28,3,0,436
LGA14200,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,4,12,3,15,0,0,0,6,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,4,3,9,12,12,7,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,19,10,32,10,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,6,3,0,0,21
LGA14300,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,22,9,6,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA14350,0,0,0,3,0,3,3,0,0,9,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,3,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,7,0,34,0,0,3,27,27,33,17,9,4,122,0,0,0,0,0,0,3,3,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,3,0,0,8,0,5,3,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,12,12,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,3,0,0,15
LGA14400,0,5,0,16,0,4,11,4,4,41,0,0,0,0,0,18,11,9,10,54,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,17,6,0,30,0,5,7,50,35,23,20,6,0,140,0,0,0,0,3,4,8,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,3,3,7,13,22,10,3,65,0,0,0,0,0,0,0,0,0,3,0,0,8,8,7,10,11,0,3,49
LGA14500,0,16,8,59,62,27,24,12,3,217,0,4,3,16,20,32,52,49,29,205,9,40,34,86,44,34,22,5,0,277,8,106,153,386,217,130,77,32,8,1118,0,0,3,3,24,18,21,8,3,69,4,31,54,177,130,114,92,40,5,635,0,0,0,0,3,6,3,0,3,14,0,0,0,4,6,3,4,0,3,27,0,0,0,3,8,3,7,3,7,32,0,0,10,27,3,4,4,0,0,47,0,23,15,20,36,25,30,30,11,182,8,91,143,180,261,197,100,72,22,1078,0,0,0,11,14,4,14,7,0,43,0,3,3,34,11,15,9,3,0,75,0,0,0,18,50,35,11,21,3,132,0,15,26,95,30,23,13,5,0,209,0,8,0,17,11,28,18,8,3,101,0,8,10,35,79,44,49,33,24,283,7,91,76,80,48,28,30,11,3,377,18,178,232,441,427,348,169,79,20,1915
LGA14550,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,17,0,4,3,9,8,29,17,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,5,3,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13
LGA14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA14650,5,17,10,49,23,23,29,14,0,168,0,0,3,6,17,41,62,78,25,239,0,5,0,7,3,0,0,0,0,22,0,6,15,40,8,0,3,0,0,78,0,0,0,6,6,4,3,0,0,21,0,0,10,40,33,24,26,12,0,146,0,0,0,3,4,7,42,5,3,62,0,0,0,4,0,5,3,0,0,18,0,0,0,9,3,0,0,0,3,18,0,3,0,7,3,0,0,0,0,18,0,7,0,12,16,35,109,62,24,261,14,51,78,339,225,206,144,71,25,1152,0,0,0,4,13,9,23,11,0,61,0,4,0,33,3,0,3,0,0,41,0,0,0,25,23,12,0,0,0,70,3,22,38,74,18,14,0,0,0,166,0,0,0,11,6,13,16,16,15,77,3,15,6,54,63,86,132,66,21,438,0,0,4,3,7,4,3,8,0,34,0,25,49,98,66,41,28,24,0,333
LGA14700,0,3,3,75,16,3,15,4,0,120,0,3,4,39,6,13,17,18,7,114,3,11,10,65,21,9,12,3,0,132,5,8,3,67,12,4,10,3,0,118,0,0,0,8,16,6,4,4,3,33,0,5,14,89,31,34,24,5,3,199,0,0,0,0,0,4,0,0,0,10,0,0,0,3,3,3,0,0,0,15,0,0,0,0,3,0,5,0,0,11,0,7,41,134,4,0,0,0,0,191,0,0,0,16,10,6,10,10,4,55,9,12,32,145,86,63,43,11,3,409,0,0,0,8,4,3,3,0,0,20,0,3,3,28,3,3,0,0,0,40,0,0,0,5,0,3,9,0,0,14,4,14,7,106,16,11,3,0,0,166,3,0,0,19,4,9,11,0,5,50,0,3,5,21,18,9,25,3,3,90,3,18,9,29,11,6,6,0,0,90,3,3,9,96,37,39,17,3,0,212
LGA14750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,31,31,12,95,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,14,4,6,8,4,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,3,26,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,13
LGA14850,0,0,0,10,7,3,5,3,3,31,0,0,3,3,0,7,17,38,16,88,0,0,0,3,6,0,0,0,0,7,0,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,6,0,3,0,23,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,5,10,15,13,3,53,0,7,12,54,57,80,35,7,0,246,0,0,0,0,3,4,0,0,3,11,0,3,0,8,0,3,0,0,0,15,0,0,0,15,4,0,0,0,0,16,0,8,3,6,5,4,0,0,0,29,0,0,0,0,3,3,0,0,3,10,0,0,3,6,13,15,12,7,3,50,0,0,0,4,6,0,0,0,0,6,3,3,7,16,10,10,4,0,5,54
LGA14870,0,0,0,10,0,3,11,0,0,18,0,0,0,0,0,11,8,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,12,0,0,3,6,4,3,0,0,0,11,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,3,30,0,4,6,29,24,23,13,3,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,3,3,3,3,0,0,0,18,0,0,0,0,0,3,3,0,3,12,0,0,0,8,5,11,25,4,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,11
LGA14900,0,10,0,27,19,16,12,7,3,95,4,10,19,80,153,242,378,316,117,1325,0,4,0,7,3,0,3,0,0,26,0,0,7,45,12,12,12,6,0,86,9,39,87,831,549,364,246,68,9,2203,3,15,26,101,40,43,29,9,3,269,0,0,4,12,20,88,147,65,9,340,0,7,11,45,34,44,42,18,9,204,0,4,14,38,18,5,3,0,0,81,0,11,13,170,12,3,5,0,0,216,0,4,3,8,4,19,16,19,9,75,45,207,360,650,213,153,50,13,5,1688,0,3,5,9,12,16,11,4,0,50,8,89,93,284,159,61,7,5,0,701,0,4,3,12,4,6,0,0,0,28,5,60,129,616,358,353,110,30,3,1662,0,0,7,69,43,107,50,14,10,301,0,0,3,21,23,58,37,19,6,174,3,7,12,24,13,12,8,0,0,88,0,9,21,76,42,39,30,11,0,234
LGA14920,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,3,8,3,3,0,0,21,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA15050,3,4,0,10,6,9,8,12,3,51,0,0,0,3,7,5,9,13,4,44,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,3,0,0,0,19,0,0,0,4,0,0,0,0,0,3,3,0,3,8,12,3,0,0,0,32,0,0,0,0,4,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,10,0,16,21,13,0,57,5,18,36,145,78,68,39,12,0,405,0,0,0,3,3,5,8,7,0,21,0,6,3,12,7,8,0,0,0,38,0,0,0,4,0,0,0,0,0,6,3,12,14,43,15,6,0,0,0,96,0,0,0,4,0,0,7,3,3,24,0,11,0,30,21,36,27,20,4,152,0,0,0,0,3,3,0,0,0,8,3,19,24,51,39,13,3,4,0,169
LGA15240,0,0,0,10,7,3,26,22,7,70,0,0,0,3,6,11,33,21,7,88,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,3,0,0,0,23,0,0,0,4,6,0,0,0,0,12,0,0,3,3,3,3,7,0,0,23,0,0,0,0,3,19,32,12,0,60,0,0,0,3,0,3,6,0,0,11,0,0,0,4,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,10,0,0,0,3,17,30,86,46,20,202,3,7,10,74,84,121,107,44,13,465,0,0,0,3,6,6,18,7,0,38,0,0,0,9,0,0,0,0,0,10,0,0,0,3,5,11,0,3,0,19,0,13,10,21,7,0,3,0,0,57,0,0,0,0,3,8,13,3,0,29,0,0,0,8,11,32,68,30,5,163,0,0,0,3,0,4,0,0,0,9,0,9,5,15,9,22,32,11,0,106
LGA15270,0,0,0,8,5,0,3,0,0,21,0,0,0,0,3,3,3,4,3,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,5,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,3,0,33,0,3,0,28,29,19,19,13,3,112,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,5,0,0,0,20,0,0,0,0,0,0,0,3,3,10,0,0,0,4,3,9,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,3,8,6,5,7,0,0,35
LGA15300,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,3,10,10,6,13,3,3,0,50,0,0,0,3,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,3,8,4,3,0,0,0,27
LGA15350,0,9,0,51,13,13,9,0,0,103,0,0,3,28,15,10,20,5,3,89,0,13,9,15,10,3,0,3,0,46,0,3,0,12,8,4,3,0,0,29,0,0,0,0,4,5,0,0,0,9,0,3,5,21,14,12,11,4,0,74,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,0,45,0,6,0,13,15,4,7,3,4,64,3,23,16,87,92,78,31,20,7,359,0,0,0,5,7,6,3,0,0,24,0,0,0,3,3,0,0,0,0,3,0,0,0,0,5,3,0,3,0,14,0,3,0,23,6,3,3,3,0,49,0,0,0,20,3,8,4,0,3,34,0,3,6,26,28,22,11,12,4,110,3,13,3,5,4,4,4,0,0,38,0,9,9,95,31,41,31,6,3,224
LGA15520,0,0,0,4,0,0,4,0,0,7,0,0,0,0,0,3,9,9,0,20,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,14,5,0,20,0,0,5,13,9,6,3,3,0,48,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,26,0,0,0,3,0,0,0,0,0,3,3,3,0,0,3,0,3,0,0,13
LGA15560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,5,3,0,0,0,17,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA15650,0,3,3,18,5,0,3,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,5,3,0,12,0,3,10,35,22,26,5,5,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,12,3,18,6,0,3,0,0,40,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,3,4,9,0,0,0,0,24
LGA15700,0,0,0,12,3,0,4,0,0,23,0,0,0,0,4,0,14,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,4,3,26,0,0,6,16,22,35,19,3,0,109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,4,3,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,0,0,18
LGA15750,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,6,0,0,14,0,3,3,10,14,13,8,0,0,45,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6
LGA15800,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,10,0,0,3,0,4,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
