LGA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
LGA14000,..,71,2761,7310,7515,6179,4298,2188,604,30927,..,147,609,559,552,362,150,48,8,2436,..,8,21,104,255,240,90,69,43,834,13910,..,..,..,..,..,..,..,..,13910,..,5170,..,..,..,..,..,..,..,5170,..,2566,2099,477,297,124,11,0,0,5570,..,332,261,99,97,96,112,80,49,1122,..,206,306,82,79,72,36,11,7,801,..,220,328,177,161,149,107,36,17,1185,..,103,300,462,564,579,553,372,266,3200,95,132,147,106,110,72,67,21,8,765,14004,8950,6827,9378,9627,7871,5416,2828,1007,65914,..,147,3814,8117,7769,5778,3786,1604,301,31321,..,193,646,608,563,312,95,21,7,2452,..,31,181,696,1259,820,300,214,155,3655,12988,..,..,..,..,..,..,..,..,12988,..,5163,..,..,..,..,..,..,..,5163,..,1899,1445,320,197,100,26,0,0,3986,..,296,236,87,98,372,352,331,182,1951,..,252,202,69,57,39,24,10,0,657
LGA14100,..,0,153,531,669,507,473,221,74,2620,..,10,69,66,57,48,37,5,3,293,..,0,3,5,24,16,6,3,0,59,1250,..,..,..,..,..,..,..,..,1250,..,487,..,..,..,..,..,..,..,487,..,170,148,39,20,14,0,0,0,391,..,26,11,5,5,11,8,7,0,68,..,9,14,4,9,3,0,3,0,45,..,15,28,19,17,13,13,3,6,115,..,14,48,54,75,83,66,48,34,421,24,16,13,10,13,9,4,4,3,92,1268,739,495,734,888,694,612,290,117,5847,..,4,228,611,707,531,406,168,29,2682,..,11,70,70,67,47,21,3,0,285,..,6,9,66,112,69,18,28,20,322,1156,..,..,..,..,..,..,..,..,1156,..,424,..,..,..,..,..,..,..,424,..,121,128,26,21,7,0,0,0,300,..,20,9,7,15,17,20,17,15,110,..,17,10,9,4,3,0,3,0,46
LGA14170,..,107,3958,7226,5630,3979,2906,1616,457,25887,..,447,3734,2730,1863,1022,389,81,12,10274,..,9,42,141,310,263,144,98,57,1068,13263,..,..,..,..,..,..,..,..,13263,..,3093,..,..,..,..,..,..,..,3093,..,1492,1497,666,532,190,25,0,0,4399,..,547,583,189,155,154,141,73,50,1881,..,518,858,211,132,102,37,10,4,1863,..,1906,3688,930,594,467,264,83,14,7955,..,291,1269,1591,1614,1467,999,518,214,7970,140,255,459,274,220,127,96,55,22,1648,13407,8668,16087,13961,11054,7757,5001,2543,829,79301,..,292,5095,7600,5452,3851,2516,1134,167,26100,..,725,3993,2569,1755,915,263,36,8,10257,..,65,308,1026,1607,933,459,418,224,5038,12620,..,..,..,..,..,..,..,..,12620,..,2957,..,..,..,..,..,..,..,2957,..,1120,1063,395,325,145,32,0,0,3081,..,485,549,173,192,312,307,297,172,2481,..,566,714,146,66,59,27,6,7,1586
LGA14200,..,15,256,406,530,588,566,309,67,2728,..,83,196,112,89,62,30,10,0,589,..,6,17,24,38,28,7,10,3,130,1506,..,..,..,..,..,..,..,..,1506,..,301,..,..,..,..,..,..,..,301,..,282,98,54,39,30,3,0,0,505,..,51,21,16,12,19,12,10,7,154,..,33,19,14,11,7,0,3,0,83,..,44,40,16,28,26,18,11,3,186,..,44,69,87,139,168,167,113,25,809,38,47,41,26,14,17,31,9,0,231,1544,904,761,751,904,943,840,476,115,7227,..,38,295,457,572,619,507,237,26,2750,..,139,187,119,89,51,30,9,0,619,..,71,146,173,138,58,35,38,22,681,1477,..,..,..,..,..,..,..,..,1477,..,254,..,..,..,..,..,..,..,254,..,163,55,28,22,11,8,0,0,281,..,37,3,5,13,25,27,15,5,132,..,29,8,3,4,0,3,0,0,47
LGA14300,..,7,84,142,183,213,166,71,23,891,..,30,52,35,36,27,7,0,0,184,..,0,0,16,19,11,3,4,0,51,507,..,..,..,..,..,..,..,..,507,..,74,..,..,..,..,..,..,..,74,..,123,42,26,15,3,0,0,0,205,..,18,3,0,6,6,3,0,0,45,..,11,12,3,6,3,0,0,0,36,..,14,37,9,7,11,6,0,0,76,..,12,28,29,35,67,57,32,8,259,13,9,13,5,9,14,11,0,0,76,523,287,264,260,316,351,251,118,34,2405,..,13,109,156,193,224,159,54,9,908,..,38,55,35,41,20,5,0,0,185,..,22,40,51,44,21,8,11,5,194,484,..,..,..,..,..,..,..,..,484,..,90,..,..,..,..,..,..,..,90,..,71,22,7,4,6,0,0,0,105,..,3,0,0,7,5,12,5,0,37,..,10,8,3,3,0,0,0,0,20
LGA14350,..,10,273,576,726,1065,1175,547,106,4483,..,87,192,158,208,207,99,30,0,992,..,6,19,60,96,68,39,17,13,312,2298,..,..,..,..,..,..,..,..,2298,..,478,..,..,..,..,..,..,..,478,..,497,247,144,122,46,8,0,0,1064,..,94,32,20,37,45,39,24,19,319,..,38,38,30,27,28,11,5,0,186,..,56,54,24,64,85,64,18,4,379,..,29,105,129,245,440,358,194,72,1575,46,62,79,53,52,64,54,10,3,431,2351,1355,1050,1196,1590,2065,1838,852,224,12522,..,22,406,630,859,1202,988,365,57,4538,..,133,204,206,201,194,79,10,3,1031,..,104,288,313,289,157,82,66,45,1348,2225,..,..,..,..,..,..,..,..,2225,..,466,..,..,..,..,..,..,..,466,..,290,96,51,53,23,10,0,0,532,..,64,20,22,34,67,72,39,35,337,..,52,17,16,13,14,5,0,0,116
LGA14400,..,4,296,687,857,1118,916,481,117,4474,..,43,154,134,106,98,61,18,3,612,..,0,3,29,43,29,11,9,11,137,1758,..,..,..,..,..,..,..,..,1758,..,534,..,..,..,..,..,..,..,534,..,397,210,67,57,20,6,0,0,764,..,42,5,9,9,6,10,7,5,98,..,17,13,7,9,8,3,0,0,61,..,50,59,16,21,23,14,14,0,198,..,30,50,71,101,158,148,67,55,676,24,41,34,25,34,36,35,15,3,246,1783,1156,825,1042,1231,1501,1213,613,193,9556,..,14,399,788,947,1148,840,363,48,4548,..,68,172,136,103,99,49,12,0,633,..,10,63,127,173,76,39,32,29,555,1631,..,..,..,..,..,..,..,..,1631,..,533,..,..,..,..,..,..,..,533,..,242,114,35,25,18,8,0,0,446,..,30,7,3,12,21,32,28,16,144,..,19,18,0,3,0,9,0,0,45
LGA14500,..,27,1620,5359,6948,5161,3916,2320,750,26101,..,74,443,378,388,234,120,46,14,1711,..,7,15,56,195,139,63,43,33,540,11847,..,..,..,..,..,..,..,..,11847,..,5184,..,..,..,..,..,..,..,5184,..,1548,1347,319,236,117,13,0,0,3584,..,271,176,54,19,65,52,54,42,725,..,147,151,52,52,38,13,0,4,462,..,125,241,80,78,73,57,37,11,690,..,105,226,225,273,272,312,320,285,2022,76,101,90,53,40,51,33,22,13,490,11922,7594,4319,6574,8236,6151,4570,2832,1147,53337,..,58,2335,6285,7398,4924,3569,1785,363,26722,..,114,492,391,385,197,85,26,3,1701,..,18,109,504,1050,557,200,183,164,2779,11118,..,..,..,..,..,..,..,..,11118,..,5095,..,..,..,..,..,..,..,5095,..,1249,1032,220,159,87,21,0,0,2779,..,271,161,39,62,213,245,215,152,1354,..,171,150,60,38,31,9,10,3,474
LGA14550,..,5,85,160,273,396,334,177,35,1458,..,30,47,64,81,96,31,9,3,351,..,0,9,18,29,24,13,5,9,98,670,..,..,..,..,..,..,..,..,670,..,139,..,..,..,..,..,..,..,139,..,138,68,31,31,29,6,0,0,298,..,31,8,8,7,20,17,3,3,92,..,8,8,12,10,8,6,0,0,49,..,14,11,16,28,39,22,10,0,131,..,13,32,54,101,205,128,50,21,598,13,16,11,22,19,30,18,3,0,133,681,397,270,381,578,830,568,252,68,4027,..,7,130,194,315,407,293,115,15,1478,..,33,56,59,90,74,28,4,0,343,..,17,58,85,78,38,12,25,22,330,653,..,..,..,..,..,..,..,..,653,..,161,..,..,..,..,..,..,..,161,..,68,27,5,14,9,0,0,0,125,..,13,7,0,7,15,16,19,8,86,..,11,6,0,4,6,0,0,0,34
LGA14600,..,11,121,170,135,216,181,116,21,973,..,37,90,37,44,34,7,7,0,257,..,0,4,10,24,20,3,0,0,59,600,..,..,..,..,..,..,..,..,600,..,55,..,..,..,..,..,..,..,55,..,90,39,20,11,19,0,0,0,180,..,25,7,4,3,6,6,5,0,63,..,10,0,0,3,3,0,0,0,19,..,15,5,12,6,9,3,3,0,45,..,12,23,27,51,78,65,54,14,322,11,11,20,12,12,10,9,5,3,93,613,270,311,288,288,382,276,189,46,2668,..,11,155,160,177,209,158,87,12,968,..,52,86,50,42,18,10,0,0,251,..,16,55,40,47,21,15,18,14,214,575,..,..,..,..,..,..,..,..,575,..,72,..,..,..,..,..,..,..,72,..,64,16,11,12,3,0,0,0,108,..,22,3,0,6,7,9,5,3,61,..,6,3,4,3,0,0,0,0,17
