LGA_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
LGA14750,3,0,3,10,12,3,0,29,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,9,11,12,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,11,12,3,0,41,3,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,5,7,8,8,12,3,0,50,5,25,27,3,22,8,0,88,30,26,22,13,19,7,0,124,3,0,0,0,0,0,0,5,3,4,0,0,0,0,0,6,39,55,55,22,38,13,0,225,5,4,0,3,4,0,0,13,7,9,6,3,3,0,0,25,9,13,10,3,4,0,0,36,53,66,57,24,47,13,0,263,85,71,25,14,14,0,0,211,0,0,0,0,0,0,0,8,135,139,85,42,59,13,0,478,10,25,31,12,32,7,0,121
LGA14850,12,29,26,21,42,11,6,151,7,22,12,3,17,0,0,70,0,0,0,0,4,0,0,7,0,3,3,0,3,0,0,6,22,56,44,28,63,11,6,226,0,6,0,4,6,0,0,18,0,3,5,0,5,0,0,14,0,9,4,7,8,3,0,28,22,63,45,35,67,11,10,258,11,31,34,14,13,8,3,112,0,0,0,5,0,0,0,7,32,97,84,49,79,22,13,371,37,106,97,76,121,21,9,466,75,184,137,86,135,27,5,648,9,14,3,3,3,0,0,28,0,0,8,4,8,0,0,23,120,305,246,169,265,52,15,1174,7,20,15,7,16,3,0,70,7,28,18,15,9,0,0,82,12,48,37,22,25,8,0,150,137,351,286,190,290,53,15,1322,270,273,131,75,89,21,8,878,4,4,9,0,0,0,0,14,411,634,419,267,378,83,26,2216,49,129,123,97,168,32,17,617
LGA14870,3,11,6,13,18,0,0,47,0,4,7,0,3,0,0,16,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,19,13,24,0,0,74,0,0,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,18,3,12,21,15,31,3,0,88,7,8,8,5,4,0,4,32,0,0,0,0,0,0,0,0,14,18,25,24,33,3,4,124,10,39,25,23,41,8,0,146,41,68,51,37,53,3,0,253,3,3,3,0,4,0,0,11,0,6,0,5,3,0,0,14,51,109,79,61,97,17,0,423,3,11,3,8,13,0,0,39,16,16,10,5,3,0,0,49,20,29,11,12,14,3,0,87,74,145,91,73,108,16,3,509,164,131,46,27,40,10,0,415,3,3,0,0,0,0,0,4,236,275,143,101,146,23,3,928,11,46,32,35,62,9,3,194
LGA14900,68,76,71,74,123,63,31,490,15,40,31,30,29,14,5,154,3,0,0,0,0,0,0,6,6,5,0,3,7,6,0,24,86,116,101,100,156,81,31,672,0,6,9,0,3,0,7,24,0,8,3,4,4,3,0,20,0,16,9,7,5,3,3,50,86,133,109,105,166,80,38,721,52,57,50,49,46,21,23,307,6,5,3,0,0,0,0,22,154,198,166,157,209,110,62,1046,178,412,328,252,433,229,133,1969,241,454,329,228,305,118,59,1733,32,21,14,10,13,3,3,94,15,25,13,12,19,12,3,100,477,903,683,497,770,366,196,3896,27,69,39,22,38,19,14,226,45,131,87,38,57,18,10,385,71,200,123,65,97,39,17,605,548,1106,810,559,864,407,218,4504,1334,1265,655,419,540,204,128,4551,24,24,15,8,11,7,3,91,1904,2391,1478,996,1412,614,352,9152,244,482,402,324,552,291,161,2458
LGA14920,0,4,4,0,12,0,0,21,0,10,5,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,11,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,7,11,0,0,37,3,7,3,3,3,0,0,19,0,0,0,0,0,0,0,0,9,14,5,11,16,0,0,58,9,19,14,8,15,0,0,60,16,17,11,10,14,0,0,73,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,3,26,38,28,18,30,5,0,147,3,3,5,3,3,0,0,19,5,5,3,0,3,0,0,26,9,10,9,4,9,0,0,43,29,51,38,26,35,10,0,192,65,54,23,12,15,3,0,168,0,0,0,0,0,0,0,4,92,112,62,41,54,9,0,366,5,21,20,13,24,5,0,79
LGA14950,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,13,0,8,3,3,4,0,0,19,3,3,3,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,7,6,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,9,7,6,3,0,35,23,15,7,8,0,0,0,48,0,0,0,0,0,0,0,0,23,20,17,16,4,4,0,88,0,8,3,3,6,0,0,16
LGA15050,25,61,48,35,53,15,3,235,12,14,9,8,12,0,3,49,0,3,3,3,0,0,0,5,0,0,0,3,0,0,0,5,37,74,58,43,65,16,6,298,4,3,12,3,3,0,0,27,0,3,0,0,0,0,0,3,4,7,12,3,3,0,0,32,39,81,72,43,69,17,7,328,25,45,23,27,26,8,3,151,0,4,3,0,0,0,0,7,69,124,93,67,94,25,12,485,93,177,150,113,208,63,36,840,210,318,226,116,154,29,20,1076,25,19,4,7,12,0,0,65,8,9,9,3,4,0,3,42,334,527,390,240,371,97,63,2018,20,42,32,25,25,6,0,153,52,95,32,13,23,11,0,233,76,137,67,38,48,15,0,388,409,660,455,280,422,113,63,2407,579,468,261,118,135,21,17,1593,9,11,5,3,0,0,0,29,994,1139,717,401,554,134,82,4029,116,236,201,147,255,77,41,1069
LGA15240,16,60,53,34,59,5,6,228,10,26,28,12,30,0,0,95,0,0,0,0,5,0,0,12,0,0,3,0,0,0,0,7,25,85,80,45,88,10,6,344,12,13,9,7,11,0,0,49,0,10,3,0,3,0,0,14,12,26,13,7,11,0,0,61,38,113,94,53,102,10,6,406,28,64,40,47,61,8,0,252,0,3,3,3,3,0,0,14,64,179,138,99,166,20,9,666,41,118,113,91,137,17,3,528,160,330,241,164,204,28,6,1138,22,9,11,3,11,3,0,64,0,3,12,4,6,0,0,24,233,467,371,262,365,50,7,1751,12,47,49,23,35,3,0,174,36,88,37,21,25,0,0,206,50,141,83,47,60,7,0,381,281,606,458,305,422,56,9,2133,671,578,287,199,168,30,13,1954,14,18,10,5,0,0,0,39,963,1201,755,507,599,85,22,4131,61,177,166,123,196,26,8,752
LGA15270,9,7,6,9,16,0,0,42,0,3,0,4,5,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,12,10,20,4,0,59,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,11,5,14,6,20,4,0,66,10,19,7,10,3,0,0,40,0,0,0,0,0,0,0,0,18,25,20,20,25,4,0,111,19,36,36,31,49,5,0,170,44,92,58,33,35,3,0,260,9,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,65,129,96,62,88,14,0,448,3,9,10,9,6,0,0,36,13,7,3,4,7,0,0,35,13,18,8,10,12,0,0,68,81,149,102,70,101,15,3,517,162,122,57,35,28,3,0,405,4,0,0,0,0,0,0,7,249,264,161,102,125,14,3,922,26,43,39,34,62,5,0,211
LGA15300,4,4,9,4,5,0,0,30,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,11,9,4,9,0,0,39,3,7,8,0,0,0,0,19,0,0,0,0,0,0,0,5,4,12,8,3,0,0,0,24,11,22,13,6,9,0,0,65,17,15,4,4,0,0,0,37,0,0,0,0,0,0,0,7,22,37,16,17,14,0,0,106,23,42,25,13,22,0,0,133,29,46,19,12,18,0,0,133,3,0,0,0,0,0,0,5,0,0,3,3,0,0,0,7,54,98,48,31,44,3,0,273,0,3,6,7,3,0,0,21,3,7,3,6,5,0,0,25,3,18,16,12,5,0,0,50,61,110,60,40,44,3,0,322,165,123,66,34,28,3,0,417,4,9,8,0,0,0,0,22,232,241,131,81,77,3,0,763,32,48,38,22,30,0,0,162
LGA15350,3,12,18,11,16,5,3,69,0,0,3,3,5,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,19,15,24,9,5,87,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,17,15,24,9,8,90,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,17,17,14,20,9,8,98,19,47,39,39,58,32,11,252,18,26,33,28,37,26,27,193,3,4,0,0,0,0,0,7,0,0,3,0,3,0,0,10,39,78,74,68,101,57,40,460,0,4,0,0,3,0,0,9,0,8,7,5,7,3,0,27,0,11,7,9,4,7,0,33,44,94,82,79,108,61,40,494,15,22,37,19,28,20,9,152,3,0,0,0,0,0,0,9,53,118,121,101,135,86,41,651,24,63,52,52,74,37,15,320
LGA15520,0,3,0,0,3,0,0,12,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,8,0,0,28,0,4,0,0,4,0,0,15,0,0,3,0,0,0,0,3,0,18,7,3,8,3,0,39,3,21,18,12,21,4,0,79,17,29,16,6,19,3,0,97,0,0,5,3,0,0,0,4,3,3,0,0,4,0,0,3,28,56,33,20,41,10,0,185,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,5,3,3,3,0,0,0,12,30,55,37,24,45,10,0,201,44,26,13,3,7,0,0,93,0,0,0,0,0,0,0,3,71,86,53,32,56,7,0,299,6,30,16,12,20,4,0,88
LGA15560,0,0,7,3,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,5,3,8,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,5,3,8,0,0,24,0,6,6,0,12,0,0,27,10,17,8,3,4,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,7,25,12,4,11,0,0,74,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,13,29,14,9,11,0,0,78,27,24,19,8,3,0,0,91,0,0,0,0,0,0,0,0,37,52,37,13,20,5,0,170,3,13,8,3,18,0,0,40
LGA15650,11,23,15,5,12,0,0,66,0,7,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,12,10,18,0,0,81,0,0,0,0,0,0,0,7,0,4,0,0,5,0,0,14,5,3,3,0,9,0,0,22,19,30,20,9,19,0,0,106,10,7,3,8,3,0,0,28,0,0,0,0,0,0,0,0,26,41,19,20,22,0,0,132,8,24,24,27,42,6,0,138,32,57,34,24,24,3,0,184,4,3,0,0,3,0,0,17,0,3,3,0,0,0,0,7,47,94,67,57,69,11,3,336,8,20,17,11,13,0,0,61,9,13,9,6,0,0,0,34,19,32,23,11,13,0,0,91,65,124,87,69,78,11,3,433,187,133,67,36,23,0,0,450,10,5,3,3,0,0,0,13,258,265,161,103,103,9,3,897,21,51,38,33,57,9,0,208
LGA15700,3,9,3,5,3,0,0,26,3,6,5,4,0,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,20,15,10,5,3,0,65,0,3,0,0,4,0,0,7,0,0,3,0,0,0,0,8,0,0,3,0,4,0,0,15,8,22,20,15,14,3,0,78,11,20,14,10,10,0,0,63,0,0,0,3,0,0,0,3,15,41,38,26,21,3,0,141,14,20,23,24,29,4,0,121,55,81,42,32,37,5,0,247,3,0,0,0,0,0,0,10,3,4,3,3,0,0,0,17,73,109,68,58,66,13,0,394,7,10,4,3,8,0,0,32,12,19,14,13,4,0,0,63,17,28,14,16,13,0,0,95,91,139,87,73,83,13,0,482,166,159,83,54,54,13,3,527,3,4,3,3,0,0,0,16,256,301,171,129,143,25,3,1031,23,28,30,24,36,6,0,150
LGA15750,6,8,6,10,8,0,0,41,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,11,7,6,11,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,11,7,6,13,0,0,57,4,4,4,0,4,0,0,21,0,0,0,0,0,0,0,4,11,21,11,11,19,0,0,77,10,25,18,13,24,0,0,90,19,52,28,12,16,0,0,126,6,0,0,0,0,0,0,7,3,4,3,0,5,0,0,13,38,83,42,21,40,0,0,233,3,4,4,5,5,0,0,24,4,10,7,3,4,0,0,28,9,14,11,6,13,0,0,45,46,97,49,31,51,0,0,278,142,104,36,15,17,0,0,322,4,3,0,0,0,0,0,9,195,202,90,50,67,4,0,604,15,32,20,21,28,8,0,125
LGA15800,0,0,0,4,4,0,0,8,4,0,3,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,3,0,0,22,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,3,3,11,8,6,7,3,0,38,5,13,8,3,8,0,0,35,13,29,18,7,11,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,43,22,12,18,0,0,115,0,5,0,3,0,0,0,11,0,0,0,0,0,0,0,4,5,7,5,3,0,0,0,19,22,44,25,18,23,0,0,128,42,26,14,5,12,0,0,111,0,0,0,0,0,0,0,3,72,77,43,20,34,0,0,243,5,14,11,4,14,0,0,45
LGA15850,3,0,3,0,0,0,0,14,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,8,5,8,0,0,0,0,19,3,11,3,0,3,0,0,13,0,0,0,0,0,0,0,3,5,15,9,0,7,3,0,39,12,24,14,10,19,4,0,79,16,24,18,10,13,3,0,81,4,0,3,0,0,0,0,10,0,3,0,0,0,0,0,11,26,52,32,22,26,10,0,168,0,3,8,3,3,0,0,13,7,4,3,3,0,0,0,26,7,11,8,4,6,0,0,38,35,62,36,25,34,10,0,204,90,68,31,17,12,0,0,213,0,0,0,0,0,0,0,0,124,128,69,44,45,6,0,423,11,30,13,11,21,3,0,86
LGA15900,38,113,81,77,127,59,16,513,14,34,27,16,31,12,5,137,0,4,4,4,4,0,0,22,7,3,0,0,0,0,0,10,60,155,108,102,163,71,22,681,4,8,3,8,8,3,0,42,3,6,4,4,3,0,0,22,7,14,7,12,17,3,0,63,66,171,120,109,180,73,24,742,32,42,45,26,29,14,15,201,0,0,0,0,0,0,0,6,100,211,164,136,212,89,33,947,113,294,248,201,348,141,82,1428,263,497,348,214,286,88,41,1744,20,27,24,14,21,7,4,111,11,8,11,3,3,5,0,43,404,827,629,432,659,235,133,3323,29,68,43,29,31,9,5,215,49,80,34,23,24,12,5,231,77,152,81,53,51,24,10,444,480,981,706,486,708,262,146,3767,695,595,307,209,202,44,33,2083,12,11,6,8,3,3,0,45,1195,1586,1023,703,916,302,172,5893,154,405,324,277,474,198,104,1937
LGA15950,13,43,21,6,34,21,17,155,3,3,6,0,4,6,3,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,47,33,8,38,19,19,186,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,19,53,33,8,45,24,21,195,0,4,0,0,6,0,4,20,0,0,0,0,0,0,0,0,19,55,28,8,46,28,23,210,61,143,94,82,113,70,56,610,55,85,54,23,32,28,16,288,6,3,0,0,3,0,0,13,3,5,0,0,0,0,0,13,129,232,148,108,143,99,73,929,0,3,0,3,6,3,3,20,5,7,5,4,7,3,0,33,3,19,5,6,10,5,3,54,138,249,150,115,154,104,76,988,39,58,31,23,31,21,16,225,0,0,0,0,0,0,0,0,169,312,183,144,182,124,92,1214,73,182,116,87,143,93,72,767
LGA15990,49,142,135,110,152,74,39,708,15,33,27,20,27,14,14,142,0,0,0,0,0,0,0,0,8,3,7,0,0,4,0,13,74,181,166,129,177,95,45,860,3,4,4,3,5,0,4,28,0,5,0,0,0,0,0,11,4,8,4,3,8,3,4,34,78,187,168,129,184,97,55,898,15,24,22,18,25,10,11,124,8,0,0,3,0,0,0,9,93,212,195,150,211,102,61,1027,154,419,369,304,554,240,149,2178,230,558,367,234,375,156,86,2003,26,11,11,11,10,8,3,80,7,13,11,8,12,4,3,54,414,1005,757,553,944,402,239,4320,3,29,10,6,19,8,9,78,22,42,16,7,11,10,0,109,21,66,30,15,29,9,7,187,437,1076,785,569,980,414,242,4509,233,303,176,113,153,68,44,1093,3,9,3,8,4,3,0,30,676,1388,968,686,1133,492,289,5631,202,566,506,407,703,313,186,2884
LGA16100,0,3,5,3,0,0,0,17,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,6,3,0,0,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,9,6,6,3,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,8,6,6,7,0,0,29,3,6,5,0,11,5,0,33,9,19,10,8,7,3,0,51,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,15,30,16,4,21,8,0,89,0,4,0,6,0,0,0,13,0,3,0,0,4,0,0,7,0,9,3,6,4,0,0,15,15,31,18,11,22,13,0,105,21,25,16,10,4,0,3,81,0,0,0,0,0,0,0,0,36,60,30,22,27,14,5,191,8,6,7,3,9,5,0,50
LGA16150,15,26,20,19,31,11,4,126,0,8,4,3,10,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,20,20,43,14,4,149,5,0,3,3,3,0,0,20,0,0,0,0,0,0,0,0,5,3,3,3,3,0,0,21,23,42,20,20,51,9,4,169,13,22,16,5,17,6,0,79,0,4,0,4,0,0,0,4,38,64,33,30,64,17,4,255,50,112,93,70,105,31,4,476,122,158,87,59,65,11,3,510,14,16,8,3,3,0,0,47,4,10,3,0,0,0,0,24,191,296,203,137,182,46,13,1064,16,25,19,11,7,0,0,74,35,39,10,6,9,0,0,103,47,60,25,17,15,4,0,179,244,363,231,151,199,48,13,1238,302,215,110,59,64,13,5,761,3,0,4,4,0,0,0,16,548,580,345,212,262,56,15,2016,73,138,110,87,139,43,10,602
LGA16200,3,3,5,5,10,3,0,27,3,8,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,8,13,3,0,48,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,9,4,4,0,3,0,0,0,11,4,14,12,11,14,3,0,55,6,3,4,0,15,0,0,32,0,0,0,0,0,0,0,0,11,11,14,15,30,3,0,83,11,23,14,18,40,8,0,113,28,53,31,26,22,0,0,162,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,7,42,75,52,43,66,12,3,290,5,12,9,3,6,0,0,37,6,14,9,6,0,0,0,46,14,23,23,9,6,0,0,76,59,101,69,57,71,8,3,373,132,103,43,22,27,0,0,327,0,0,0,0,0,0,0,4,185,205,121,74,100,11,7,707,19,26,20,19,55,9,0,145
LGA16260,55,87,67,66,105,63,39,477,12,25,20,10,24,26,13,124,0,0,0,0,8,5,0,14,3,0,3,3,7,3,0,20,73,111,88,81,135,95,52,635,11,10,7,4,6,5,0,43,0,3,4,0,3,4,3,18,10,10,10,4,9,10,5,60,86,121,101,82,143,97,51,691,21,38,34,27,29,25,22,192,0,4,3,0,0,0,0,6,111,160,138,111,178,120,75,888,164,377,318,249,376,268,140,1893,205,348,238,175,249,140,79,1429,37,19,6,5,11,11,4,94,7,13,9,5,6,11,3,56,420,752,571,437,647,429,227,3478,8,32,22,21,30,13,11,132,35,79,47,26,23,6,10,228,50,113,63,42,56,18,25,364,464,864,634,479,696,443,250,3838,497,467,250,201,285,166,102,1966,8,6,3,5,3,4,3,30,970,1334,895,690,987,613,355,5842,223,460,382,316,481,328,177,2365
