LGA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
LGA12950,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,58,15,3,0,3,3,0,0,4,3,96,14,8,4,3,0,7,0,0,3,10,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,8,4,3,0,9,0,0,8,12,56,0,0,0,0,0,0,0,0,0,4,6,73,25,10,0,4,11,0,0,7,21,158
LGA13010,0,0,0,0,0,61,3,0,0,0,0,0,0,0,5,68,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,350,18,20,9,7,0,0,0,0,27,427,36,21,20,4,4,0,11,7,3,9,108,0,0,3,0,0,0,0,3,3,3,22,3,0,0,0,0,0,0,0,0,0,5,40,22,25,3,7,0,11,9,3,12,134,0,0,0,0,0,0,0,0,0,19,21,395,41,41,14,15,0,12,8,3,57,581
LGA13310,0,0,0,0,3,247,0,4,0,0,0,0,0,0,26,274,48,0,0,0,0,0,0,0,0,10,57,16,0,0,0,0,0,0,0,0,4,24,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,7,33,0,0,0,0,0,0,0,0,0,0,3,72,0,0,0,0,0,0,0,0,23,97,1330,78,139,26,16,20,21,34,3,83,1758,315,66,209,34,38,31,61,64,28,30,879,47,17,22,3,3,3,8,13,29,17,163,3,0,0,0,5,0,0,3,0,3,12,365,78,235,40,45,34,65,83,62,53,1060,6,0,0,0,0,0,0,0,0,122,133,1702,162,374,70,57,53,84,116,63,255,2945
LGA13340,0,0,0,0,3,54,0,0,0,0,0,0,0,0,3,53,9,0,0,0,0,0,0,0,0,4,13,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,13,359,32,25,9,8,7,3,4,10,19,480,51,3,14,9,10,0,0,0,0,5,103,5,0,3,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,3,60,3,22,9,10,4,5,3,0,5,121,3,0,0,0,0,0,0,0,0,0,7,426,34,42,21,24,8,6,5,12,22,614
LGA13450,0,0,0,3,3,385,9,0,0,0,0,0,0,0,37,436,30,0,0,0,0,0,0,0,0,5,36,89,0,0,0,0,0,0,0,0,15,107,84,0,0,0,0,0,0,0,0,15,106,0,0,0,0,0,0,0,0,0,0,0,172,0,3,0,0,0,0,0,0,33,210,0,0,0,0,0,0,0,0,0,0,0,199,0,3,0,0,0,0,0,0,41,249,651,148,119,43,36,23,31,47,19,74,1201,971,299,545,91,128,150,124,121,56,111,2599,345,60,82,20,41,54,66,87,63,143,971,11,11,7,0,0,0,0,0,0,4,33,1335,370,636,109,168,203,192,209,125,252,3603,3,0,0,0,0,0,0,0,0,7,14,1990,522,759,160,205,224,223,254,143,340,4819
LGA13510,0,0,0,0,0,55,3,0,0,0,0,0,0,0,0,60,22,0,0,0,0,0,0,0,0,3,21,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,27,0,0,0,0,0,0,0,0,3,27,373,17,24,8,3,0,3,3,0,11,448,46,12,30,8,10,12,9,15,3,5,140,4,0,3,3,0,4,8,8,0,5,29,0,0,0,0,0,0,0,0,0,0,0,47,8,35,7,10,16,14,20,3,11,170,0,0,0,0,0,0,0,0,0,4,4,423,32,55,16,8,17,22,25,3,23,615
LGA13550,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,45,5,0,0,0,0,0,0,0,0,6,14,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,16,223,32,33,4,21,4,10,9,4,31,366,56,25,44,11,18,7,5,3,3,8,177,3,0,3,3,3,3,0,6,0,4,33,0,0,0,0,0,0,0,0,0,0,0,59,25,46,15,17,14,6,11,6,13,211,0,0,0,0,0,0,0,0,0,0,4,284,51,81,14,39,21,19,19,13,50,583
LGA13660,0,0,0,0,0,22,0,3,0,0,0,0,0,0,0,30,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,116,11,18,4,0,0,3,3,0,8,171,13,7,7,0,3,3,0,3,0,0,34,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,5,11,0,3,3,3,3,0,3,43,0,0,0,0,0,0,0,0,0,0,0,133,21,26,4,6,3,5,3,3,11,212
LGA13800,0,0,0,10,13,696,6,7,3,0,0,0,0,0,37,744,155,5,0,0,0,0,0,0,0,7,172,49,0,0,0,0,0,0,0,0,0,52,23,0,0,0,0,0,0,3,0,3,28,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,3,0,5,78,0,0,0,0,0,0,0,0,0,3,6,229,5,0,0,0,0,0,3,0,20,256,4369,390,316,48,86,32,45,45,26,168,5537,1350,185,219,45,44,45,43,55,20,43,2041,184,26,34,6,5,6,4,20,4,23,316,6,0,0,0,0,0,0,0,0,3,15,1544,213,257,51,46,52,45,69,24,67,2372,11,0,0,0,0,0,0,0,0,16,28,5914,606,572,102,137,88,91,114,50,257,7938
LGA13850,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,68,6,6,0,3,3,3,3,3,3,106,27,0,27,3,10,0,9,0,0,4,76,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,27,0,24,3,10,0,9,0,3,7,84,0,0,0,0,0,0,0,0,0,0,0,93,6,34,0,9,6,6,3,10,9,188
LGA13910,0,0,0,0,0,104,0,0,0,0,0,0,0,0,8,117,22,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,6,28,589,44,31,8,14,11,9,21,10,41,769,138,31,59,13,20,15,9,6,3,10,308,32,3,9,4,0,4,0,3,0,4,58,0,0,0,0,0,0,0,0,0,0,0,170,38,66,18,20,16,10,13,10,19,370,0,0,0,0,0,0,0,0,0,6,11,759,79,102,24,32,29,18,31,15,68,1145
LGA14000,0,0,0,33,44,2263,128,134,35,12,10,16,24,14,157,2792,478,13,4,3,0,0,0,0,0,44,553,246,9,7,0,4,0,0,3,0,24,285,174,14,9,0,0,3,0,3,3,51,259,7,0,0,0,0,0,0,0,0,0,5,426,28,8,3,4,3,0,3,3,75,550,13,0,0,0,0,0,0,0,0,91,101,916,34,19,4,3,3,0,4,3,214,1204,11553,2380,2034,336,309,284,279,260,177,416,18024,12516,5099,5742,905,1021,984,1032,1001,582,463,29341,1818,569,781,188,211,247,264,349,245,382,5045,89,28,33,3,3,3,8,8,5,7,188,14420,5690,6548,1099,1240,1232,1305,1357,834,851,34575,35,0,3,0,0,0,4,3,0,139,187,26010,8069,8585,1434,1547,1517,1586,1624,1011,1406,52795
LGA14100,0,0,0,0,0,315,10,3,0,0,0,0,0,0,36,366,79,4,0,0,0,0,0,0,0,34,119,46,0,0,0,0,0,0,0,0,39,84,31,0,0,0,0,0,0,0,0,42,74,0,0,0,0,0,0,0,0,0,4,7,75,0,0,0,0,0,0,0,0,89,165,0,0,0,0,0,0,0,0,0,0,0,157,9,0,0,0,0,0,0,0,126,288,1230,193,159,25,31,21,27,22,16,104,1827,934,139,154,31,31,17,32,31,17,82,1462,197,29,32,7,16,3,11,13,4,67,377,10,0,0,0,0,0,0,0,0,5,11,1142,171,186,36,46,20,48,44,24,150,1852,3,0,0,0,0,0,0,0,0,0,5,2372,362,346,55,74,43,70,66,40,256,3684
LGA14170,0,0,0,10,13,3979,41,42,17,13,3,3,4,5,307,4411,209,3,4,0,0,0,0,0,0,49,267,449,6,3,0,0,0,0,0,0,67,530,819,8,0,0,0,0,3,0,0,158,992,11,0,0,0,0,0,0,0,0,9,22,1284,19,3,0,0,0,3,0,0,236,1542,0,0,0,0,0,0,0,0,0,9,7,1493,24,10,0,0,0,3,0,3,294,1821,13950,3079,3035,769,728,747,657,673,406,726,24779,12761,2768,4460,821,1147,1380,1566,1731,1092,831,28545,5561,398,558,113,209,254,287,377,307,673,8736,119,20,40,3,3,6,12,9,4,25,236,18439,3185,5056,935,1356,1639,1863,2120,1403,1523,37522,32,3,3,0,0,0,0,3,3,53,99,32418,6267,8101,1709,2084,2385,2519,2794,1820,2300,62406
LGA14200,0,0,0,0,0,85,0,0,0,0,0,0,0,0,3,85,23,0,0,0,0,0,0,0,0,3,23,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,31,414,94,49,8,8,13,11,7,3,35,640,83,18,85,20,31,25,32,28,3,19,340,9,3,12,3,3,3,9,7,4,4,56,3,0,3,0,4,0,0,0,0,0,9,88,24,100,20,35,29,34,36,5,23,400,0,0,0,0,0,0,0,0,0,3,3,499,118,156,26,48,40,46,42,8,60,1044
LGA14300,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,21,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,140,19,15,4,0,0,0,0,0,12,192,15,0,13,3,9,5,5,11,17,3,80,3,13,3,0,3,0,10,14,23,12,77,0,0,0,0,0,0,0,0,0,0,0,15,13,15,3,13,10,22,23,33,19,160,0,0,0,0,0,0,0,0,0,120,120,160,31,29,6,13,11,18,23,38,153,469
LGA14350,0,0,0,3,5,208,3,0,0,0,0,0,0,0,13,224,67,0,0,0,0,0,0,0,0,9,73,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,3,78,0,0,0,0,0,0,0,0,10,91,1284,67,49,22,16,9,8,11,4,85,1565,175,29,52,12,10,18,18,16,17,13,372,10,3,5,3,0,6,7,11,8,13,64,3,3,0,0,0,0,0,0,0,0,9,189,40,54,14,12,21,25,27,26,28,439,5,0,0,0,0,0,0,0,0,41,52,1479,100,105,39,30,33,39,39,31,152,2052
LGA14400,0,0,0,9,9,305,3,9,0,0,0,0,0,0,15,329,85,0,0,0,0,0,0,0,0,13,99,27,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,111,4,0,0,0,0,0,0,0,11,123,1737,183,203,30,42,34,31,20,8,76,2355,322,55,66,10,11,11,11,12,6,15,525,21,7,7,6,0,3,0,3,3,10,57,0,0,4,0,0,0,0,0,0,0,5,342,58,76,14,10,14,18,14,12,29,587,3,0,0,0,0,0,0,0,0,11,14,2084,242,276,45,53,44,46,36,18,113,2962
LGA14500,0,0,0,10,12,2277,96,72,15,11,10,14,4,5,83,2587,557,29,13,0,0,0,0,0,0,50,647,225,6,7,0,0,0,0,0,0,15,252,104,6,5,0,0,0,3,0,0,8,136,3,0,0,0,0,0,0,0,0,0,5,334,11,7,0,0,0,3,0,0,31,394,8,0,0,0,0,0,0,0,0,9,18,893,38,24,6,0,0,3,0,0,94,1057,12005,2967,2584,519,463,476,381,469,194,486,20553,10044,3482,3503,648,686,735,713,733,402,409,21355,1285,385,562,138,188,211,237,312,233,343,3897,61,6,18,3,4,4,3,7,3,6,105,11391,3868,4083,789,876,941,950,1052,640,760,25354,17,3,0,0,0,0,0,0,0,29,56,23416,6838,6669,1311,1346,1419,1333,1519,832,1275,45965
LGA14550,0,0,0,0,0,61,0,0,0,0,0,0,0,0,3,69,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,17,556,37,16,9,6,3,4,3,3,27,667,75,17,26,9,5,3,7,7,0,5,163,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,77,23,28,9,12,3,5,11,0,5,173,0,0,0,0,0,0,0,0,0,0,0,635,57,42,17,14,8,15,16,5,43,850
LGA14600,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,16,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,89,13,9,0,5,3,7,0,0,10,137,11,3,16,4,3,9,20,0,0,8,79,4,0,0,0,0,0,3,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,16,3,19,7,6,9,19,0,5,5,99,3,0,0,0,0,0,0,0,0,0,4,109,14,31,12,10,13,29,3,5,19,236
LGA14650,0,0,0,28,36,1959,31,10,3,0,0,3,3,0,128,2144,513,5,3,0,0,0,0,0,0,91,610,178,3,0,0,0,0,0,0,0,21,197,41,3,0,0,0,0,0,0,0,16,67,3,0,0,0,0,0,0,0,0,3,3,228,4,0,0,0,0,0,0,0,36,274,13,0,0,0,0,0,0,0,0,35,46,750,8,3,0,0,0,0,0,0,164,931,10026,1016,1092,221,257,134,143,108,73,498,13580,2662,612,927,169,190,183,141,145,69,151,5252,295,46,78,19,18,39,42,43,44,48,670,28,10,8,3,0,0,3,0,0,15,63,2981,672,1007,190,216,219,186,196,111,215,5992,32,3,0,0,0,0,0,0,0,90,121,13041,1691,2104,409,470,358,330,302,182,807,19694
LGA14700,0,0,0,0,0,540,21,7,3,3,0,5,3,0,21,610,112,0,0,0,0,0,0,0,0,12,128,68,0,0,0,0,0,0,0,0,21,89,34,3,0,0,0,0,0,0,0,12,53,0,0,0,0,0,0,0,0,0,0,0,109,4,0,0,0,0,0,0,0,31,143,0,0,0,0,0,0,0,0,0,0,3,219,7,3,0,0,0,0,0,0,45,272,3288,679,693,177,158,110,151,171,67,161,5655,2422,838,1294,246,291,353,317,359,220,144,6486,307,74,85,31,35,49,53,84,71,68,873,18,0,11,4,0,0,7,0,0,3,43,2753,913,1389,282,330,404,374,447,294,217,7401,3,0,0,0,0,0,0,0,0,5,7,6041,1592,2077,457,488,509,528,618,361,380,13067
LGA14750,0,0,0,0,0,104,0,0,0,0,0,0,0,0,8,116,9,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,4,30,256,23,22,9,5,5,8,8,3,18,356,156,30,76,11,20,30,40,36,16,24,439,46,4,12,7,9,8,4,0,3,5,98,0,0,0,0,0,0,0,0,0,4,3,204,35,87,20,33,36,40,39,15,31,546,0,0,0,0,0,0,0,0,0,0,0,461,62,114,29,38,45,48,50,17,53,903
LGA14850,0,0,0,0,0,270,8,0,0,0,0,0,0,0,8,288,89,0,0,0,0,0,0,0,0,5,91,29,0,0,0,0,0,0,0,0,3,39,13,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,6,48,4,0,0,0,0,0,0,0,6,57,0,0,0,0,0,0,0,0,0,0,0,137,4,0,0,0,0,0,0,0,13,157,2199,205,196,40,23,35,17,25,6,88,2843,475,146,176,43,37,52,27,46,24,29,1054,38,10,18,7,0,3,5,7,25,14,127,9,4,0,3,0,0,0,0,0,6,18,515,157,194,56,40,53,36,57,46,41,1200,7,0,0,0,0,0,0,0,0,4,10,2723,364,392,88,67,87,51,82,50,138,4048
LGA14870,0,0,0,3,9,200,0,0,0,0,0,0,0,0,11,218,42,0,0,0,0,0,0,0,0,0,50,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3,3,54,0,0,0,0,0,0,0,0,5,59,1095,53,58,3,15,13,6,18,4,52,1313,245,51,61,10,8,3,17,19,6,15,431,20,7,13,8,0,0,3,5,3,5,68,4,0,0,0,0,0,0,0,4,0,9,272,58,69,16,14,8,22,25,13,20,507,12,0,0,0,0,0,0,0,0,136,145,1379,111,128,23,26,13,22,40,21,202,1966
LGA14900,0,0,0,0,10,3266,174,112,24,13,22,15,12,9,123,3774,187,0,3,0,6,0,0,0,0,12,208,373,14,15,0,0,0,0,0,0,18,419,523,30,22,13,5,3,3,5,0,31,644,9,0,0,0,0,0,0,0,0,0,10,904,48,32,13,8,3,4,5,0,48,1077,10,0,0,0,0,0,0,0,0,3,12,1102,45,37,13,10,3,4,5,0,68,1294,8629,1247,1097,210,236,203,182,184,77,421,12483,30729,8155,7941,1232,1214,1524,1208,1012,540,1104,54658,7809,1772,1800,473,480,820,620,623,560,525,15491,322,68,64,13,10,12,7,15,10,53,575,38857,10001,9809,1714,1702,2362,1843,1647,1110,1688,70732,52,6,7,6,0,0,3,0,4,47,133,47538,11259,10910,1935,1937,2565,2027,1826,1193,2158,83346
LGA14920,0,0,0,0,0,36,0,0,0,0,0,0,0,0,3,40,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,209,16,13,8,3,10,0,4,0,13,279,25,0,3,4,7,4,0,4,0,0,55,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,0,6,4,7,4,0,4,3,0,64,0,0,0,0,0,0,0,0,0,0,3,242,20,22,8,13,13,0,5,3,17,342
LGA14950,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,22,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,8,91,14,3,0,0,0,0,0,0,5,118,16,3,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,103,20,3,3,0,0,0,0,0,12,147
LGA15050,0,0,0,3,5,371,4,0,0,3,3,0,0,0,13,397,84,0,0,0,0,0,0,0,0,4,94,40,0,0,0,0,0,0,0,0,6,43,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,8,58,3,0,0,0,0,0,0,0,0,3,3,143,0,0,0,0,0,0,0,0,18,163,2832,334,374,102,61,73,54,49,21,104,4008,605,248,533,84,115,94,65,60,32,42,1868,88,14,38,12,9,12,30,12,11,22,232,10,3,0,0,0,0,0,0,0,4,16,700,261,572,96,122,101,95,68,39,63,2121,7,0,0,0,0,0,0,0,0,16,27,3537,596,947,197,182,174,149,117,67,183,6151
LGA15240,0,0,0,7,9,1179,20,14,4,3,0,4,0,0,49,1268,314,3,3,0,0,0,0,0,0,29,348,49,0,0,0,0,0,0,0,0,7,59,7,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,10,65,4,0,0,0,0,0,0,0,0,14,20,371,3,3,0,0,0,0,0,0,55,432,5589,346,245,51,45,37,30,37,11,274,6664,810,151,255,43,59,54,50,36,25,62,1547,47,13,18,3,10,0,9,7,15,12,146,19,0,3,0,0,0,0,0,3,3,29,874,170,283,53,68,52,54,44,42,72,1720,22,0,0,0,0,0,0,0,0,40,68,6486,519,531,100,107,93,85,89,51,389,8449
LGA15270,0,0,0,0,0,213,0,3,0,0,0,0,0,0,17,233,51,0,0,0,0,0,0,0,0,4,55,17,0,0,0,0,0,0,0,0,3,18,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,3,3,74,0,0,0,0,0,0,0,0,12,81,1038,83,93,11,22,4,10,8,5,63,1328,200,29,69,5,35,12,3,13,3,33,402,21,8,13,4,3,3,0,3,0,8,59,6,0,0,0,0,0,0,0,0,0,6,228,33,84,7,37,20,5,18,3,37,468,3,0,0,0,0,0,0,0,0,6,8,1270,118,174,21,51,21,19,21,10,107,1811
