LGA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
LGA15300,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,216,19,46,19,16,13,5,5,3,18,357,73,21,65,12,17,34,22,24,3,3,281,12,3,7,4,3,0,0,0,3,8,35,3,0,3,0,0,0,0,0,0,0,3,90,24,75,18,23,38,24,22,3,10,329,3,0,0,0,0,0,0,0,0,4,5,304,45,123,37,35,47,30,33,10,30,688
LGA15350,0,0,0,0,0,419,13,6,3,0,3,0,0,3,19,466,136,3,0,0,0,0,0,0,0,13,152,51,0,0,0,0,0,0,0,0,6,62,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,6,78,5,0,0,0,0,0,0,0,0,3,7,210,3,0,0,0,0,0,0,0,20,238,3198,793,827,200,187,248,226,211,134,144,6170,1130,358,490,120,154,192,198,221,112,68,3035,101,21,27,5,7,27,20,48,16,15,280,4,0,3,3,0,0,3,0,3,0,23,1235,379,519,130,166,215,218,268,129,82,3338,6,0,0,0,0,0,0,0,0,3,10,4436,1168,1348,333,351,460,448,480,262,224,9515
LGA15520,0,0,0,0,0,106,4,0,0,0,0,0,0,0,11,121,15,0,0,0,0,0,0,0,0,3,13,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,4,20,439,35,41,12,13,4,0,10,3,39,597,55,9,50,17,15,12,12,13,3,9,190,3,0,3,0,0,0,0,11,0,5,23,3,0,0,0,0,0,0,0,0,0,3,60,9,48,17,18,10,12,18,9,12,211,3,0,0,0,0,0,0,0,0,0,4,497,41,95,28,28,15,12,33,9,53,814
LGA15560,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,86,16,18,3,10,4,3,3,0,11,141,16,9,21,3,4,6,4,13,0,4,76,0,0,0,0,0,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,18,9,21,3,4,6,5,17,0,3,93,0,0,0,0,0,0,0,0,0,0,0,105,29,33,8,14,11,7,17,0,12,231
LGA15650,0,0,0,3,3,48,0,0,0,0,0,0,0,0,7,54,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,449,56,101,32,19,25,9,18,9,28,747,86,41,111,17,36,32,24,20,14,11,390,13,7,3,0,0,0,0,3,3,3,34,0,0,0,0,0,0,0,0,0,0,4,98,45,116,20,34,31,26,20,20,20,431,0,0,0,0,0,0,0,0,0,95,96,549,103,218,52,52,53,32,42,28,137,1271
LGA15700,0,0,0,3,3,225,0,3,0,0,0,0,0,0,11,244,61,0,0,0,0,0,0,0,0,0,66,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,73,1235,62,63,6,17,0,4,11,4,63,1466,148,25,35,5,16,10,14,16,0,3,270,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,155,29,35,5,16,8,13,20,0,7,284,0,0,0,0,0,0,0,0,0,7,10,1398,91,101,14,29,8,21,31,4,69,1760
LGA15750,0,0,0,0,0,34,0,0,0,0,0,0,0,0,3,34,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,260,27,26,6,4,9,0,5,0,14,359,44,22,52,8,7,9,4,6,3,7,167,4,3,4,0,0,0,0,3,4,0,19,0,0,0,0,0,0,0,0,0,0,0,52,23,54,8,7,9,4,8,9,7,190,0,0,0,0,0,0,0,0,0,3,0,309,50,83,17,9,18,9,18,9,24,550
LGA15800,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,113,14,8,0,0,6,3,9,8,14,168,19,13,14,0,7,6,12,4,5,11,88,3,0,0,0,3,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,24,13,15,0,12,8,13,4,5,11,101,0,0,0,0,0,0,0,0,0,0,0,130,20,25,6,17,19,14,13,9,20,274
LGA15850,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,152,9,3,8,4,0,3,0,0,10,189,15,4,7,0,5,3,0,3,0,0,35,3,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,9,7,0,5,3,3,3,0,3,44,0,0,0,0,0,0,0,0,0,0,0,164,15,10,3,7,3,5,6,0,14,235
LGA15900,0,0,0,50,63,1330,3,16,4,3,0,0,3,3,112,1472,246,3,0,0,0,0,0,0,0,15,272,176,0,0,0,0,0,0,0,0,13,191,114,0,0,0,0,0,0,0,0,7,125,0,0,0,0,0,0,0,0,0,0,3,288,3,0,0,0,0,0,0,0,29,317,17,0,0,0,0,0,0,0,0,81,99,557,4,4,0,0,0,0,3,0,116,687,6391,877,974,251,275,217,220,285,156,338,9984,3042,865,1654,391,580,574,737,767,492,288,9392,690,89,146,40,76,106,188,217,228,194,1976,19,11,9,0,3,0,4,3,5,5,56,3755,959,1812,434,655,680,934,988,724,485,11424,47,0,3,0,0,0,4,0,0,175,231,10192,1834,2784,678,929,902,1157,1277,883,996,21638
LGA15950,0,0,0,0,3,827,34,16,0,4,0,0,4,3,21,908,170,3,3,0,0,0,0,0,0,12,184,90,0,3,0,0,0,0,0,0,3,98,48,3,0,0,0,0,0,0,0,0,54,3,0,0,0,0,0,0,0,0,0,3,136,8,3,0,0,0,0,0,0,3,153,0,0,0,0,0,0,0,0,0,0,0,304,11,7,0,0,0,0,0,0,12,337,6835,1594,1781,522,560,498,500,573,332,315,13510,3675,1425,1974,490,618,612,740,818,449,198,10983,375,100,130,34,44,63,78,121,79,77,1100,21,3,9,0,0,0,0,4,3,4,54,4076,1533,2115,521,661,678,811,945,528,279,12143,8,0,4,3,0,0,0,0,0,6,25,10924,3122,3898,1044,1218,1174,1312,1521,865,607,25680
LGA15990,0,0,0,33,50,3906,130,73,5,9,15,6,23,4,186,4356,962,23,7,3,5,3,3,4,0,93,1105,398,5,5,0,0,0,0,4,0,49,456,193,10,4,0,0,0,0,0,0,20,231,9,0,0,0,0,0,0,0,0,0,9,599,12,7,0,0,0,0,5,0,69,696,13,0,0,0,0,0,0,0,0,110,118,1576,39,19,3,5,8,3,11,0,268,1925,24600,6276,6239,1376,1332,1290,1182,1013,537,1113,44944,10451,3293,4319,810,901,1056,1242,1232,661,578,24548,1429,244,335,59,80,111,197,224,239,207,3113,101,27,23,6,3,10,11,4,5,17,192,11981,3564,4668,875,986,1174,1447,1460,905,801,27851,52,6,10,4,0,3,4,3,0,199,274,36635,9841,10913,2245,2316,2468,2630,2470,1439,2108,73076
LGA16100,0,0,0,0,0,59,0,0,0,0,0,0,0,0,4,60,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,273,13,20,5,4,4,0,7,3,5,337,76,6,11,4,3,0,0,6,3,0,113,5,0,3,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,3,84,8,17,4,3,0,0,6,3,0,124,3,0,0,0,0,0,0,0,0,24,22,360,16,38,7,9,4,0,11,3,29,481
LGA16150,0,0,0,0,0,267,0,3,0,3,0,0,0,0,22,296,72,0,0,0,0,0,0,0,0,10,85,31,0,0,0,0,0,0,0,0,8,36,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,45,0,0,0,0,0,0,0,0,6,55,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,16,137,1381,153,179,34,50,55,27,21,22,76,2005,418,178,396,105,159,83,64,58,33,37,1538,61,19,40,5,15,13,15,15,21,18,219,9,0,8,0,0,0,0,0,0,3,22,481,199,446,110,175,98,76,76,52,61,1775,9,0,0,0,0,0,0,0,0,0,8,1873,349,626,146,219,155,105,99,71,141,3784
LGA16200,0,0,0,0,0,49,0,7,0,0,0,0,0,0,0,61,19,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,32,343,28,33,13,15,13,7,3,5,16,483,52,28,80,21,35,7,13,12,3,0,250,7,4,9,0,0,0,3,9,3,4,36,0,0,0,0,0,0,0,0,0,3,4,56,35,85,24,40,7,19,15,3,5,294,0,0,0,0,0,0,0,0,0,3,3,406,65,125,31,58,17,28,20,10,30,779
LGA16260,0,0,0,10,17,3225,245,191,41,39,24,9,24,18,215,4021,351,3,7,0,0,0,0,0,0,65,427,342,8,3,0,0,0,0,0,0,33,397,391,30,18,3,0,0,3,0,3,52,512,4,0,0,0,0,0,0,0,0,4,9,738,34,17,5,0,3,4,0,3,96,911,0,0,0,0,0,0,0,0,0,3,3,1091,38,25,6,0,0,5,0,3,159,1342,10856,1871,1987,457,489,515,568,550,392,613,18301,24259,11513,15941,2889,3277,3974,4499,4791,2831,1551,75515,5800,1951,2599,622,821,1012,936,1274,995,1206,17222,166,70,85,9,22,19,27,51,32,41,508,30224,13527,18621,3518,4119,5006,5462,6113,3852,2803,93245,27,6,6,3,0,0,5,8,9,585,662,41110,15402,20613,3979,4609,5525,6039,6675,4250,4005,112203
LGA16350,0,0,0,5,19,2499,60,32,4,14,3,10,6,9,111,2737,369,3,0,0,0,0,0,0,0,46,417,217,4,5,0,0,0,0,0,0,17,248,138,0,4,0,0,0,0,0,0,11,153,3,0,0,0,0,0,0,0,0,3,3,355,3,11,0,0,0,0,0,0,36,409,0,0,0,0,0,0,0,0,0,7,6,723,6,9,0,0,0,0,4,0,88,833,14160,1465,1203,232,299,217,204,182,105,591,18655,10184,2797,3726,599,651,720,595,438,266,499,20479,1280,263,333,57,86,109,147,108,111,182,2664,104,22,34,4,6,9,0,6,3,19,207,11565,3080,4093,664,742,828,741,557,376,698,23350,31,10,6,0,0,0,0,0,0,339,392,25755,4555,5295,902,1041,1049,945,743,480,1632,42400
LGA16380,0,0,0,6,21,1260,27,20,0,3,0,0,3,0,53,1365,343,9,3,0,0,0,0,0,0,58,413,52,0,0,0,0,0,0,0,0,17,65,11,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,61,3,0,0,0,0,0,0,0,18,85,4,0,0,0,0,0,0,0,0,4,10,411,10,3,0,0,0,0,0,0,77,501,5506,489,462,66,89,115,77,54,38,312,7199,715,173,285,71,74,63,41,42,23,54,1539,45,11,25,9,3,8,8,10,7,13,142,12,0,4,0,0,0,3,0,0,5,28,778,189,306,78,77,71,57,53,24,71,1708,28,3,0,0,0,0,0,0,0,19,49,6311,678,770,148,161,184,134,106,67,403,8960
LGA16400,0,0,0,9,11,872,14,18,0,3,4,0,3,3,35,944,203,3,0,0,0,0,0,0,0,15,226,36,0,0,0,0,0,0,0,0,3,35,13,0,0,0,0,0,0,0,0,3,17,3,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,7,50,0,0,0,0,0,0,0,0,0,3,3,256,3,0,0,0,0,0,0,0,20,279,4437,434,521,112,96,78,63,48,29,227,6040,837,127,254,33,31,25,47,41,14,42,1439,63,14,20,3,0,6,5,6,12,13,141,17,3,3,0,0,0,0,0,0,0,27,911,142,279,36,35,34,50,49,19,58,1608,7,0,0,0,0,0,0,0,0,19,30,5356,579,792,148,127,112,115,94,51,306,7680
LGA16490,0,0,0,3,3,655,3,9,0,0,0,0,0,0,38,702,88,0,0,0,0,0,0,0,0,9,101,72,0,0,0,0,0,0,0,0,8,73,47,0,4,0,0,0,0,0,0,7,58,3,0,0,0,0,0,0,0,0,0,7,122,0,4,0,0,0,0,0,0,17,143,6,0,0,0,0,0,0,0,0,4,13,215,0,4,0,0,0,0,0,0,34,251,3437,376,415,89,86,85,82,89,34,161,4848,1791,363,933,177,152,174,225,188,91,89,4190,299,22,59,8,13,18,33,36,35,33,558,24,3,8,0,0,0,0,5,0,6,48,2115,385,998,186,169,191,264,227,131,128,4800,16,0,0,0,0,0,0,0,3,18,37,5566,757,1410,275,254,280,342,320,167,306,9680
LGA16550,0,0,0,18,19,2780,75,53,8,5,20,9,4,0,114,3053,380,10,4,3,3,3,0,0,0,23,432,493,5,0,0,0,0,0,0,0,28,525,345,8,5,0,0,0,0,0,0,20,378,7,0,0,0,0,0,0,0,0,0,7,848,10,7,0,0,0,0,0,0,45,913,5,0,0,0,0,0,0,0,0,14,18,1232,28,10,3,5,4,0,0,0,77,1358,10191,2671,3259,921,984,991,888,877,574,514,21859,10635,2642,3748,981,1395,1799,2413,3245,2409,993,30258,2136,248,311,80,112,187,297,552,491,395,4817,94,16,11,0,3,4,12,13,14,12,190,12870,2901,4070,1061,1511,2002,2722,3808,2914,1403,35270,28,3,0,0,4,0,3,0,4,433,474,23088,5575,7328,1980,2503,2989,3610,4686,3489,2344,57601
LGA16610,0,0,0,0,8,146,0,4,0,0,0,0,0,0,5,157,28,0,0,0,0,0,0,0,0,4,35,8,0,0,0,0,0,0,0,0,4,14,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,6,50,786,57,82,8,10,3,9,8,3,49,1012,97,20,43,7,3,9,12,12,3,14,228,12,3,5,0,0,3,0,3,4,0,37,0,0,3,0,0,0,0,0,0,0,4,118,23,54,7,3,9,11,12,6,18,271,4,0,0,0,0,0,0,0,0,0,10,908,78,128,22,14,15,24,21,10,69,1292
LGA16650,0,0,0,4,11,3129,54,48,5,3,17,9,11,3,220,3488,180,3,0,0,0,0,0,0,0,24,211,355,0,3,0,0,0,0,0,0,59,413,458,8,5,0,0,0,0,0,0,95,567,7,0,0,0,0,0,0,0,0,10,22,818,12,8,0,4,0,0,0,0,163,998,0,0,0,0,0,0,0,0,0,0,0,998,14,8,0,4,0,0,0,0,188,1214,5161,846,899,234,206,244,214,238,142,309,8485,14590,3642,5864,978,1170,1672,1841,2103,1311,1020,34199,4492,516,633,165,186,258,322,492,496,593,8157,143,17,29,9,4,11,14,16,11,56,311,19225,4181,6527,1151,1360,1937,2176,2622,1822,1669,42664,13,3,7,0,0,0,0,4,3,27,62,24400,5035,7430,1382,1570,2181,2394,2862,1965,2006,51214
LGA16700,0,0,0,11,19,2403,124,99,13,6,17,16,20,5,111,2828,240,10,4,0,0,0,0,0,0,31,286,337,4,3,0,0,0,0,3,0,24,371,353,28,7,0,0,0,3,0,0,33,421,3,0,0,0,0,0,0,0,0,8,8,688,29,10,3,0,0,3,3,0,67,802,9,0,0,0,0,0,0,0,0,19,20,938,38,10,5,0,0,4,3,0,109,1114,6551,1108,1012,243,265,239,261,287,217,313,10491,13610,4725,6260,1297,1575,1741,2146,2238,1278,795,35665,3089,755,1045,267,336,406,556,676,483,548,8161,104,24,33,0,8,11,15,15,10,24,246,16796,5507,7337,1563,1923,2161,2719,2924,1767,1372,44077,31,9,3,3,0,4,0,3,6,48,111,23380,6623,8353,1815,2188,2403,2980,3211,1988,1730,54679
LGA16900,0,0,0,0,8,1416,3,5,4,0,0,0,0,0,76,1507,216,3,0,0,0,0,0,0,0,39,260,131,0,0,0,0,0,0,0,0,27,159,91,0,0,0,0,0,0,0,0,36,131,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,64,288,3,0,0,0,0,0,0,0,0,0,3,439,3,0,0,0,0,0,0,0,107,555,5734,307,307,72,59,53,47,46,9,247,6891,2643,199,338,42,78,52,55,50,28,139,3622,592,31,28,6,9,8,13,8,15,102,819,33,0,4,0,0,0,0,0,0,8,44,3265,231,373,46,91,63,70,58,42,254,4492,24,0,3,0,0,0,0,0,0,5,30,9022,543,681,118,148,112,122,108,49,514,11410
LGA16950,0,0,0,5,13,1882,23,8,3,0,0,0,0,0,63,1982,409,0,3,0,0,0,0,0,0,50,464,77,0,0,0,0,0,0,0,0,14,95,24,0,0,0,0,0,0,3,0,7,36,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,3,0,20,128,3,0,0,0,0,0,0,0,0,0,3,515,4,4,0,0,0,0,3,0,74,595,8018,469,448,98,71,59,56,65,22,384,9691,1541,194,297,40,71,79,94,65,31,96,2515,172,18,36,10,19,9,14,32,27,21,358,11,0,0,0,0,0,0,0,0,3,17,1725,215,338,50,88,97,108,101,56,119,2889,35,0,0,0,0,0,0,0,0,154,190,9781,684,783,143,157,152,166,162,82,663,12771
LGA17000,0,0,0,0,0,83,0,3,0,0,0,0,0,0,7,96,13,0,0,0,0,0,0,0,0,4,19,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,28,830,134,147,38,37,28,16,5,4,47,1298,133,54,132,25,25,21,21,25,3,7,452,6,8,8,3,5,6,13,6,3,0,57,0,0,0,0,0,0,0,0,0,0,0,145,64,141,31,28,28,32,31,5,12,511,0,0,0,0,0,0,0,0,0,0,0,978,194,285,62,66,57,48,41,16,61,1812
LGA17040,0,0,0,0,0,303,3,3,4,0,0,0,0,0,7,314,57,0,0,0,0,0,0,0,0,3,60,27,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,5,93,1399,85,91,23,22,14,6,13,12,87,1756,405,55,67,11,9,13,20,28,11,34,649,20,4,7,3,0,3,18,15,4,15,93,3,0,3,0,0,0,0,0,0,3,11,431,63,72,9,12,18,40,48,14,46,747,0,0,0,0,0,0,0,0,0,76,78,1832,149,163,35,33,30,51,63,27,207,2587
LGA17080,0,0,0,0,0,109,0,3,0,0,0,0,0,0,4,112,30,0,0,0,0,0,0,0,0,0,34,6,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,3,47,562,45,79,4,9,4,6,14,0,36,755,102,29,89,8,25,21,15,22,8,12,335,19,4,10,0,0,0,9,14,5,4,65,7,0,0,0,0,0,0,0,0,0,7,125,32,97,8,24,19,32,37,11,20,404,0,0,0,0,0,0,0,0,0,45,50,685,73,172,10,37,24,34,46,11,98,1206
LGA17100,0,0,0,0,3,918,47,43,7,7,6,4,4,0,35,1063,59,0,0,0,0,0,0,0,0,5,65,140,0,3,0,0,0,0,0,0,12,152,172,7,11,0,0,0,0,0,0,23,218,3,0,0,0,0,0,0,0,0,0,7,316,9,13,0,0,0,0,0,0,36,370,0,0,0,0,0,0,0,0,0,3,3,369,9,10,0,0,0,0,0,0,44,440,1555,219,254,50,64,64,107,117,82,100,2609,5740,1931,2896,493,681,833,971,1064,658,379,15646,1649,459,602,133,171,212,247,300,225,292,4297,47,18,21,0,15,4,12,10,5,10,131,7436,2404,3516,626,864,1044,1231,1370,888,682,20066,3,3,3,0,3,0,0,0,3,19,37,8993,2628,3773,675,935,1105,1341,1480,970,804,22710
LGA17150,0,0,0,8,10,2831,52,45,6,6,9,5,3,0,135,3098,627,4,0,0,0,0,0,0,0,73,707,293,5,0,0,0,3,0,0,0,28,327,148,4,5,0,0,0,3,0,0,23,185,8,0,0,0,0,0,0,0,0,7,13,445,14,6,0,0,4,3,0,0,60,530,5,0,0,0,0,0,0,0,0,6,14,1078,14,6,0,0,4,7,0,0,139,1254,14660,2191,1968,392,373,388,333,263,119,624,21324,9063,2028,2029,382,420,411,410,332,170,326,15577,1278,192,280,59,84,70,77,127,70,153,2391,81,6,6,0,0,0,0,4,3,18,127,10429,2227,2313,445,506,479,488,463,245,506,18092,25,3,0,0,0,0,0,0,0,31,64,25115,4421,4287,837,882,874,816,726,364,1162,39482
LGA17200,0,0,0,4,4,2117,95,59,10,15,3,5,7,3,95,2423,203,0,0,0,0,0,3,0,0,18,227,144,7,3,0,0,0,3,0,0,20,177,316,16,4,0,0,0,0,0,0,24,365,0,0,0,0,0,0,0,0,0,3,4,465,19,12,4,0,0,3,0,0,50,546,3,0,0,0,0,0,0,0,0,8,8,672,19,11,4,3,0,3,3,0,73,782,13673,3446,4510,1414,1619,1707,2105,2476,1642,1083,33677,10178,5043,8778,2377,3135,4105,5551,7512,4962,2271,53910,2875,675,1015,287,502,759,1243,1723,1284,1313,11669,85,35,36,13,22,15,24,45,34,37,352,13139,5756,9832,2676,3660,4879,6815,9276,6281,3624,65933,24,6,10,5,0,3,9,7,17,77,158,26837,9206,14356,4093,5278,6587,8925,11760,7943,4781,99761
