LGA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA15650,..,9,0,9,0,9,..,11,0,9,0,9,..,13,0,13,0,13,..,27,0,27,0,27,..,5,0,5,0,5,..,3,0,3,0,3,..,9,0,9,0,9,..,64,7,72,0,74,..,9,3,11,0,11,..,10,0,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,31,0,31,..,3,0,3,0,3,..,42,0,44,0,44,..,6,0,6,0,6,..,87,0,90,0,89,..,12,0,9,0,9,..,8,0,8,0,8,..,15,6,21,0,23,..,4,0,5,0,5,..,4,0,3,0,3,..,144,24,167,3,174,..,501,51,551,7,560,..,44,4,51,1293,1341,14181,546,58,600,1299,16086
LGA15700,..,11,0,11,0,11,..,3,0,3,0,3,..,13,0,13,0,17,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,31,0,33,0,36,..,19,4,16,3,23,..,6,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,6,0,6,0,6,..,17,0,17,0,17,..,4,0,4,0,4,..,35,0,36,0,36,..,26,0,30,0,30,..,0,0,0,0,0,..,15,0,21,0,18,..,0,0,0,0,0,..,11,0,12,0,12,..,81,17,97,3,97,..,414,33,448,9,459,..,50,0,53,1423,1476,17278,461,39,498,1428,19212
LGA15750,..,0,0,0,0,0,..,11,0,7,0,7,..,9,0,10,0,10,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,9,3,16,0,16,..,45,3,46,0,46,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,14,0,14,..,0,0,0,0,0,..,21,0,21,0,21,..,0,0,0,0,0,..,36,3,34,0,34,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,35,4,40,0,40,..,199,27,227,0,230,..,33,3,37,1395,1433,11424,233,26,263,1394,13084
LGA15800,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,13,0,13,0,12,..,0,0,0,0,0,..,8,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,12,0,8,0,8,..,11,0,12,0,12,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,35,4,45,4,42,..,130,17,143,4,147,..,22,3,25,588,607,5095,145,16,168,591,5853
LGA15850,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,3,6,0,6,..,15,3,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,14,0,16,..,64,10,79,0,80,..,16,0,18,594,614,5752,82,11,90,598,6444
LGA15900,..,630,126,754,11,765,..,197,11,204,0,204,..,282,12,297,3,297,..,181,16,197,3,202,..,132,10,147,0,145,..,233,20,253,4,260,..,240,19,258,3,259,..,1273,85,1358,12,1369,..,703,114,817,9,827,..,149,18,167,0,167,..,289,113,403,6,410,..,921,205,1128,5,1136,..,17,3,16,0,16,..,212,25,242,0,242,..,257,25,287,4,284,..,110,5,116,0,116,..,117,5,125,0,125,..,190,50,242,0,242,..,196,5,199,3,208,..,121,9,134,0,133,..,317,8,323,3,330,..,139,5,136,0,140,..,771,28,799,7,811,..,441,42,485,9,495,..,188,9,195,0,196,..,169,67,237,3,237,..,51,3,57,0,57,..,338,149,481,4,485,..,2259,501,2757,55,2820,..,12790,2441,15229,158,15386,..,367,79,447,7767,8219,131814,13160,2516,15672,7926,155411
LGA15950,..,218,11,233,3,238,..,103,7,109,0,110,..,519,11,536,0,538,..,58,3,68,0,63,..,88,0,89,0,85,..,71,3,69,0,72,..,462,14,475,0,478,..,1303,38,1348,4,1352,..,476,29,503,3,503,..,959,223,1184,6,1191,..,338,83,426,5,430,..,55,9,58,0,62,..,5,0,5,0,5,..,306,15,325,3,324,..,236,11,243,0,245,..,351,37,387,3,392,..,3,0,3,0,3,..,92,9,99,0,99,..,171,0,171,0,171,..,152,10,164,0,163,..,254,3,261,0,259,..,31,0,34,0,38,..,614,18,628,5,635,..,873,66,937,6,941,..,155,7,161,0,165,..,395,93,487,3,495,..,78,12,87,0,87,..,200,20,222,0,222,..,1602,166,1764,33,1801,..,13453,1486,14938,123,15055,..,121,18,132,5030,5163,47433,13572,1501,15072,5151,67658
LGA15990,..,888,64,946,16,966,..,116,0,116,3,124,..,464,24,483,0,486,..,526,64,591,0,596,..,57,0,59,0,59,..,75,9,79,0,79,..,675,47,715,3,724,..,1907,144,2047,10,2058,..,2988,372,3359,39,3396,..,989,132,1120,14,1135,..,577,247,829,11,835,..,130,12,142,0,142,..,40,0,40,0,40,..,564,53,616,10,626,..,443,32,477,3,478,..,524,70,600,0,600,..,70,0,72,0,74,..,989,163,1156,4,1162,..,371,11,378,3,382,..,402,44,439,7,443,..,799,24,825,5,835,..,84,6,88,0,91,..,1657,81,1742,19,1759,..,2077,121,2199,26,2220,..,81,0,85,0,85,..,547,101,650,6,661,..,138,19,161,0,158,..,383,87,468,8,476,..,7722,967,8693,115,8807,..,33698,4127,37825,378,38204,..,590,59,641,12252,12894,201772,34284,4188,38470,12629,252878
LGA16100,..,5,3,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,12,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,8,0,6,0,6,..,10,0,10,0,10,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,42,7,49,3,50,..,157,18,175,3,178,..,7,0,9,643,655,4462,161,21,184,650,5301
LGA16150,..,56,5,58,3,57,..,17,3,23,0,23,..,59,7,62,0,66,..,55,14,65,0,65,..,9,0,9,0,9,..,36,0,33,0,33,..,116,11,131,3,127,..,289,33,322,3,331,..,111,17,127,0,130,..,24,0,24,0,24,..,43,28,68,0,68,..,0,0,0,0,4,..,6,0,6,0,6,..,27,0,26,0,26,..,29,0,29,0,29,..,65,15,79,0,79,..,10,0,10,0,10,..,16,3,18,0,18,..,55,3,56,0,56,..,16,0,16,0,16,..,57,0,65,3,63,..,29,0,29,0,26,..,156,3,157,4,164,..,55,9,66,0,62,..,44,9,51,0,51,..,25,12,35,0,35,..,16,0,23,0,23,..,37,11,49,3,52,..,567,110,677,22,691,..,2018,348,2368,38,2409,..,91,7,97,2429,2523,35416,2109,353,2467,2465,40344
LGA16200,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,10,0,10,0,10,..,37,0,37,0,37,..,8,0,6,0,6,..,0,0,3,0,3,..,11,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,4,0,4,..,12,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,20,..,22,3,27,0,27,..,28,0,28,0,28,..,0,0,0,0,3,..,64,7,71,3,75,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,7,0,11,..,0,0,0,0,0,..,8,3,12,0,9,..,63,12,72,0,72,..,352,47,397,12,409,..,35,0,38,1230,1273,12931,384,54,435,1243,14608
LGA16260,..,1146,181,1331,19,1343,..,1580,110,1691,11,1702,..,7650,369,8018,57,8074,..,2659,234,2891,26,2914,..,1272,39,1316,8,1319,..,1598,119,1722,19,1742,..,6940,697,7638,53,7689,..,21694,1575,23273,176,23450,..,1281,146,1427,20,1446,..,457,87,540,0,540,..,7424,3731,11162,84,11246,..,88,13,98,0,100,..,204,14,219,3,217,..,2126,723,2847,22,2868,..,508,52,566,3,566,..,596,87,684,0,682,..,210,25,232,8,242,..,418,47,465,0,466,..,1082,39,1119,7,1129,..,1214,113,1332,9,1342,..,1771,45,1809,11,1822,..,190,7,194,0,193,..,4257,200,4459,29,4483,..,1730,207,1937,17,1951,..,4446,377,4825,32,4859,..,528,124,650,8,662,..,720,128,850,14,861,..,951,172,1120,9,1125,..,9947,1794,11742,259,12001,..,95409,21257,116669,948,117613,..,507,180,684,13518,14206,94332,95919,21430,117352,14465,226149
LGA16350,..,1000,155,1154,10,1166,..,368,12,378,3,382,..,1652,75,1729,20,1747,..,1467,189,1651,13,1667,..,447,24,463,0,463,..,737,71,807,14,823,..,830,105,931,18,954,..,5494,472,5967,66,6032,..,1187,130,1316,12,1331,..,85,3,97,0,97,..,246,118,370,9,379,..,153,29,181,0,183,..,1311,91,1408,22,1424,..,317,60,377,0,374,..,397,56,451,13,459,..,190,30,216,0,218,..,1007,70,1072,26,1094,..,351,57,403,3,409,..,1007,29,1030,16,1047,..,241,20,259,0,259,..,2033,61,2094,25,2117,..,177,6,189,0,189,..,3451,118,3569,37,3607,..,1175,145,1320,9,1324,..,425,39,463,3,466,..,277,79,357,3,362,..,529,89,621,5,628,..,364,104,472,0,472,..,4712,861,5571,129,5703,..,28913,3748,32661,419,33084,..,454,53,509,11184,11692,151300,29361,3803,33167,11605,196066
LGA16380,..,54,3,56,0,54,..,15,0,12,0,12,..,39,3,46,0,46,..,25,4,26,0,26,..,7,0,7,0,7,..,10,0,10,0,10,..,70,7,74,0,72,..,165,14,177,0,178,..,114,9,127,3,131,..,51,3,59,0,59,..,24,12,38,0,38,..,11,0,11,0,11,..,18,0,17,0,17,..,7,0,9,0,9,..,33,0,33,0,35,..,18,3,27,0,27,..,4,0,4,0,4,..,14,0,14,0,14,..,63,4,64,0,71,..,22,0,22,0,22,..,68,0,72,0,69,..,8,0,8,0,8,..,161,4,167,0,169,..,141,8,154,0,154,..,6,0,10,0,10,..,69,8,75,0,75,..,17,0,17,0,17,..,49,15,65,0,65,..,376,55,434,28,462,..,2114,229,2346,55,2401,..,215,9,215,4663,4879,71257,2324,238,2559,4720,78539
LGA16400,..,116,12,122,6,125,..,8,0,8,0,8,..,27,0,33,0,33,..,31,4,33,0,33,..,3,0,3,0,3,..,11,0,11,0,11,..,24,3,30,0,30,..,101,10,111,0,111,..,162,9,173,4,172,..,50,3,53,0,53,..,33,12,48,0,48,..,27,0,24,0,24,..,34,0,34,0,34,..,5,3,4,0,4,..,41,4,45,0,45,..,15,0,22,0,22,..,28,3,28,0,28,..,15,3,17,4,21,..,50,0,48,0,48,..,13,0,13,0,13,..,91,0,90,3,92,..,11,0,11,0,11,..,169,3,166,3,174,..,133,25,155,3,154,..,4,0,4,0,4,..,64,17,82,0,82,..,17,3,19,0,19,..,31,16,49,3,52,..,325,65,388,10,399,..,2066,250,2316,50,2366,..,169,7,182,4801,4983,62212,2238,263,2500,4846,69556
LGA16490,..,185,30,217,0,217,..,166,17,180,0,185,..,235,15,247,0,247,..,388,50,443,6,445,..,66,0,66,0,66,..,118,6,132,0,135,..,229,14,247,0,247,..,1201,104,1303,15,1316,..,569,62,636,9,640,..,40,3,39,0,39,..,35,11,43,0,43,..,738,152,889,10,895,..,36,3,43,0,41,..,29,6,37,0,36,..,86,6,96,3,100,..,58,7,63,0,64,..,62,0,68,0,67,..,234,33,264,8,272,..,121,0,122,0,122,..,61,12,69,0,72,..,218,4,220,0,219,..,26,4,34,0,34,..,427,14,447,3,445,..,172,20,187,4,191,..,55,3,63,0,65,..,65,12,79,0,78,..,30,0,27,0,30,..,70,24,96,0,96,..,794,140,934,33,966,..,5927,769,6691,98,6791,..,125,22,145,3877,4019,45218,6044,784,6830,3977,56027
LGA16550,..,3917,560,4475,45,4516,..,397,34,435,4,437,..,519,4,523,0,525,..,122,4,124,0,128,..,165,4,164,0,164,..,188,0,196,0,196,..,294,15,307,3,314,..,1683,68,1754,13,1759,..,1481,135,1614,27,1644,..,444,60,506,4,508,..,446,141,587,3,592,..,49,3,54,0,54,..,173,21,193,3,198,..,380,21,409,12,418,..,492,53,551,6,553,..,1489,310,1800,10,1812,..,40,4,43,0,43,..,282,34,321,0,323,..,269,8,277,3,278,..,2105,200,2302,14,2315,..,452,7,459,8,467,..,476,15,490,0,496,..,3303,227,3532,28,3553,..,2040,238,2280,18,2297,..,159,0,159,0,156,..,532,106,644,6,643,..,185,27,213,0,209,..,599,107,708,0,708,..,4474,548,5023,85,5107,..,39105,5651,44760,354,45113,..,354,42,395,11204,11597,83952,39461,5691,45155,11559,140660
LGA16610,..,11,0,11,0,11,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,22,0,24,0,24,..,34,3,32,3,37,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,4,0,4,0,4,..,41,3,41,0,41,..,3,0,3,0,3,..,70,3,71,0,71,..,13,0,13,0,13,..,0,0,0,0,0,..,10,3,10,0,10,..,0,0,0,0,0,..,0,0,5,0,3,..,60,17,83,5,84,..,334,50,377,15,394,..,59,4,63,1724,1790,20630,391,50,440,1742,22807
LGA16650,..,7478,1365,8844,85,8928,..,2093,217,2314,8,2324,..,957,49,1010,10,1018,..,144,6,150,0,150,..,58,0,62,0,59,..,262,15,281,0,283,..,4074,247,4316,27,4348,..,7590,539,8131,53,8179,..,1504,278,1782,30,1810,..,360,57,416,3,426,..,245,96,345,7,345,..,3659,932,4589,55,4651,..,234,18,249,0,252,..,194,26,216,3,218,..,257,23,274,0,276,..,586,85,670,4,674,..,115,4,125,0,125,..,629,89,720,8,731,..,515,11,528,0,531,..,928,105,1030,10,1042,..,1147,32,1183,5,1187,..,118,6,121,0,125,..,2714,148,2859,21,2879,..,2029,341,2379,21,2399,..,121,6,119,3,126,..,598,199,790,11,803,..,386,62,451,3,452,..,939,253,1186,8,1192,..,3682,991,4675,110,4785,..,51104,9857,60965,586,61549,..,283,84,370,6326,6694,41160,51387,9942,61336,6910,109404
LGA16700,..,1029,136,1169,9,1176,..,465,27,497,6,503,..,1631,66,1694,7,1697,..,406,44,445,5,447,..,440,18,455,0,459,..,388,13,396,4,402,..,1032,45,1078,7,1088,..,4357,210,4569,31,4599,..,2244,311,2558,30,2589,..,688,114,804,3,812,..,3628,1760,5388,45,5440,..,145,16,164,7,169,..,83,9,91,0,91,..,962,195,1162,10,1169,..,274,28,302,0,302,..,404,52,456,0,455,..,10,0,10,0,10,..,281,30,312,3,316,..,650,8,662,11,664,..,1069,77,1149,6,1154,..,958,18,975,4,985,..,159,5,164,0,164,..,2828,116,2945,21,2966,..,1073,116,1189,10,1200,..,809,33,841,10,849,..,398,115,516,0,516,..,171,28,200,0,197,..,670,87,763,6,771,..,4453,735,5186,104,5287,..,45612,9851,55468,430,55899,..,250,47,300,4652,4956,55443,45867,9903,55771,5085,116302
LGA16900,..,256,41,296,7,303,..,12,0,12,0,12,..,49,3,57,0,57,..,24,7,25,3,31,..,23,0,23,0,23,..,63,5,63,0,63,..,14,0,14,0,14,..,186,18,196,0,204,..,499,59,555,12,566,..,41,7,44,0,44,..,18,23,41,0,41,..,1263,228,1494,19,1513,..,216,15,230,4,235,..,31,3,35,0,32,..,96,8,102,0,102,..,34,5,38,0,38,..,23,0,23,0,23,..,233,46,278,0,278,..,59,0,59,4,64,..,21,0,21,0,21,..,113,9,123,5,124,..,37,0,37,0,37,..,240,9,245,8,250,..,607,150,757,0,757,..,4,0,4,0,4,..,94,19,116,0,116,..,253,56,306,3,309,..,123,35,161,0,161,..,700,172,869,27,896,..,5982,1039,7017,94,7107,..,177,27,203,3190,3397,57950,6160,1064,7219,3288,68460
LGA16950,..,245,27,276,3,279,..,26,3,31,0,29,..,60,3,61,0,66,..,46,0,49,0,49,..,22,0,27,0,27,..,13,0,13,0,13,..,70,4,74,0,74,..,249,11,259,4,259,..,317,36,355,8,367,..,55,3,63,0,66,..,19,15,28,0,32,..,38,11,46,0,46,..,103,0,101,0,100,..,16,0,16,0,11,..,79,5,81,3,87,..,49,7,51,0,52,..,9,0,10,0,10,..,44,10,53,3,50,..,52,0,52,0,52,..,61,0,64,0,64,..,151,7,156,0,161,..,29,0,29,0,29,..,291,8,301,0,303,..,198,24,223,0,228,..,13,0,18,0,18,..,97,36,128,0,129,..,10,0,10,0,10,..,57,24,74,3,77,..,566,104,672,11,686,..,3471,485,3955,53,4009,..,290,14,304,7188,7490,88148,3764,496,4263,7244,99650
LGA17000,..,12,0,12,0,12,..,9,3,7,0,7,..,13,3,11,0,11,..,4,0,4,0,4,..,8,5,9,0,9,..,10,0,10,0,10,..,8,0,8,0,8,..,48,9,51,0,51,..,30,0,28,0,28,..,3,0,3,0,3,..,4,3,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,13,0,13,..,4,0,4,0,4,..,8,0,8,0,8,..,44,0,42,0,42,..,12,0,12,0,12,..,42,3,50,0,50,..,5,0,5,0,5,..,98,5,105,0,105,..,30,3,32,0,36,..,3,0,3,0,3,..,11,7,15,0,15,..,6,0,9,0,9,..,13,9,29,0,29,..,88,32,117,4,124,..,611,94,711,8,715,..,41,0,43,1632,1672,20595,652,101,747,1645,22987
LGA17040,..,37,3,36,0,36,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,20,0,20,0,20,..,9,0,9,0,9,..,4,0,4,0,4,..,41,0,41,0,41,..,88,8,88,0,88,..,13,0,13,9,16,..,14,7,23,0,23,..,9,3,12,0,12,..,7,0,7,0,7,..,0,0,0,0,0,..,27,0,28,0,28,..,18,0,24,0,24,..,0,0,0,0,0,..,13,4,15,0,15,..,4,0,4,0,4,..,20,3,25,0,25,..,12,0,12,0,12,..,3,0,3,0,3,..,36,3,35,0,35,..,29,0,29,0,29,..,0,0,0,0,0,..,29,8,39,0,39,..,13,0,15,0,15,..,13,3,18,0,18,..,160,19,174,0,177,..,941,108,1052,18,1068,..,48,5,57,1807,1858,17287,984,119,1104,1826,20218
LGA17080,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,7,0,7,..,30,0,33,0,33,..,19,0,19,0,19,..,3,0,3,0,3,..,3,4,8,0,8,..,3,0,3,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,5,0,5,0,5,..,3,0,3,0,3,..,4,0,3,0,3,..,26,0,30,0,30,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,41,0,40,0,40,..,15,0,15,0,15,..,3,0,3,0,3,..,11,4,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,97,14,114,6,119,..,423,68,499,6,504,..,34,0,34,1387,1417,12480,457,68,524,1395,14395
LGA17100,..,518,89,601,3,602,..,230,8,235,0,235,..,1296,61,1359,9,1365,..,266,13,278,0,277,..,80,3,82,0,82,..,428,19,442,5,452,..,1544,94,1640,13,1653,..,3845,194,4038,27,4067,..,647,102,749,4,754,..,74,20,88,0,88,..,2102,1417,3524,36,3558,..,13,4,21,0,22,..,13,3,19,0,19,..,53,8,64,0,64,..,81,8,91,0,91,..,134,24,160,0,159,..,36,0,41,0,41,..,59,15,69,4,70,..,179,3,185,3,185,..,202,16,218,3,221,..,257,15,273,10,276,..,38,4,38,0,38,..,666,42,715,11,723,..,262,34,296,4,301,..,1999,247,2248,15,2262,..,158,54,207,0,212,..,88,16,107,3,111,..,710,168,878,3,881,..,2146,270,2421,52,2474,..,20697,4942,25638,228,25869,..,78,37,114,2547,2656,11783,20775,4979,25750,2773,40312
