LGA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
LGA10050,0,0,0,13,0,0,3,0,0,22,0,0,0,0,3,3,3,0,0,17,0,3,3,10,0,3,0,0,0,17,0,26,34,168,72,50,60,48,15,463,109,152,223,475,224,281,224,233,105,2034,1594,3117,3447,6533,3329,3327,2573,1659,841,26411,0,0,6,4,0,0,0,0,0,9,3023,5651,5909,10041,5219,5088,3672,2044,940,41590,3,10,3,66,4,0,0,0,0,81,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,0,16,14,7,3,0,0,48,0,0,0,0,6,0,4,0,0,15,3,8,10,63,19,11,4,4,0,116,0,0,0,0,4,7,13,17,3,48,0,3,0,8,0,3,3,0,0,22,6,32,41,126,195,208,217,128,64,1012,0,0,3,15,6,11,3,0,0,41,0,0,0,4,6,0,0,0,0,19,0,0,3,16,19,45,97,48,20,248
LGA10130,0,4,4,18,0,0,0,0,0,30,0,5,0,4,4,0,3,0,4,15,0,0,3,5,0,3,0,0,0,16,14,47,40,115,27,22,19,13,3,297,53,92,241,263,177,155,127,104,43,1250,825,1833,2725,3402,1889,1840,1400,893,426,15220,0,0,0,0,0,0,0,0,0,0,1507,3216,4374,4764,2832,2831,2131,1235,517,23396,0,6,3,34,5,4,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,9,6,8,3,0,54,0,0,0,3,5,0,0,0,0,9,3,7,145,98,25,0,4,0,0,277,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,19,35,66,90,114,148,77,15,566,0,0,4,9,11,6,0,3,0,33,0,3,0,16,3,4,0,0,0,29,0,3,13,13,22,22,17,7,8,103
LGA10250,0,0,0,11,0,0,0,0,0,15,0,0,0,3,5,6,4,12,0,29,0,0,0,3,10,4,3,0,0,21,3,9,10,59,38,29,31,18,11,206,70,135,108,308,234,263,220,179,152,1660,997,2294,1925,4308,3060,3398,2805,1773,1104,21658,0,0,0,0,0,0,0,0,0,0,1918,4375,3529,6609,4515,5144,4200,2403,1296,33984,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,3,5,28,15,11,20,7,0,91,0,0,0,11,7,3,8,3,0,30,0,5,6,23,15,4,4,4,0,62,0,0,0,0,3,0,0,6,0,12,0,0,0,0,0,3,3,0,0,5,14,55,35,194,256,230,325,215,93,1421,0,0,0,17,8,13,8,3,3,44,0,3,3,25,4,8,3,0,3,44,0,0,3,21,13,17,44,25,6,141
LGA10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,12,3,21,13,29,12,23,7,12,4,131,71,162,111,262,132,186,86,76,22,1115,0,0,0,0,0,0,0,0,0,0,137,298,221,403,241,293,157,93,23,1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,18,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA10470,0,0,0,13,6,0,0,0,0,24,0,0,0,0,6,4,0,3,0,11,0,0,3,3,7,6,0,0,0,13,0,6,18,37,23,18,15,8,8,132,52,129,274,313,198,220,194,158,122,1670,1209,2691,3000,4833,2665,2517,1951,1137,600,20605,0,3,0,9,0,0,0,0,0,9,2393,5147,5284,8423,4246,4030,2908,1489,616,34538,0,3,3,22,0,3,0,0,0,37,0,0,0,0,0,0,3,0,0,9,0,0,0,6,0,0,0,0,0,10,0,4,3,17,13,4,7,3,0,58,0,0,0,3,3,0,3,0,0,12,0,5,17,53,17,14,9,0,0,121,0,0,0,3,3,6,5,3,0,21,0,0,7,11,0,0,3,0,0,19,0,17,48,102,124,162,202,109,37,802,0,3,4,12,12,12,6,0,0,49,0,0,0,5,7,3,4,0,0,27,0,0,0,13,13,12,39,15,4,99
LGA10550,0,0,0,8,3,0,0,0,0,12,0,0,0,0,0,4,9,3,0,14,0,0,0,0,0,0,0,0,0,7,0,3,0,36,35,36,48,27,4,187,39,124,107,263,242,282,227,151,93,1520,718,1844,1451,2953,2450,3174,2504,1298,621,17001,0,0,0,0,0,0,0,0,0,0,1373,3469,2693,4617,3632,4709,3570,1710,668,26446,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,3,19,7,8,10,3,0,54,0,0,0,0,3,6,3,0,0,12,0,4,0,13,10,0,0,5,0,37,0,0,0,0,0,0,6,6,0,16,0,0,0,3,0,4,3,0,3,14,3,19,18,79,188,364,464,223,86,1437,0,0,0,3,3,0,0,0,0,16,0,0,0,8,10,3,3,7,0,25,0,6,0,14,33,48,83,40,16,238
LGA10600,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,8,3,0,3,18,0,0,0,0,3,5,0,0,0,7,0,0,0,18,10,14,20,9,3,90,16,52,25,92,77,90,86,50,31,522,304,801,521,1184,1002,1161,857,477,233,6548,0,0,0,0,0,0,0,0,0,0,571,1433,1007,1854,1400,1721,1241,670,268,10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,3,3,28,0,0,0,6,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,16,54,110,117,146,73,30,568,0,0,0,3,0,4,0,0,0,8,0,3,0,6,3,4,9,0,0,26,0,3,0,6,7,30,31,10,6,91
LGA10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7,6,6,7,6,0,32,18,38,36,87,59,79,74,44,27,465,219,482,355,820,490,664,662,360,182,4236,0,0,0,0,0,0,0,0,0,0,414,855,650,1265,751,1052,1065,557,248,6866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,6,0,3,0,4,19,29,54,43,14,168,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,18,4,7,39
LGA10750,0,4,27,218,109,138,36,14,7,559,0,0,0,14,14,19,12,7,0,58,0,7,35,74,29,15,3,0,0,165,94,426,918,2624,1439,1133,707,399,232,7972,628,1161,1084,2712,1211,1078,830,491,203,9394,13245,24010,22285,52554,21208,17289,11152,5348,2303,169390,8,70,391,1118,337,271,111,29,8,2342,24438,40312,30721,43921,17193,12728,8033,3564,1248,182150,34,161,150,1495,322,209,52,7,0,2427,3,3,27,144,109,110,67,37,5,506,0,0,8,70,25,20,13,3,0,141,0,32,63,115,50,26,15,4,3,294,3,4,16,182,148,125,142,38,18,668,27,114,335,1898,840,822,363,186,67,4658,0,4,18,121,177,199,262,196,58,1025,18,164,149,477,283,367,316,132,51,1955,28,235,167,920,1066,1104,1044,548,171,5287,17,179,558,3009,1499,1070,532,184,35,7080,6,6,6,43,37,30,24,8,4,167,0,15,55,103,93,96,340,155,95,952
LGA10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,14,12,41,31,66,48,50,43,49,46,393,184,441,291,629,355,405,300,242,135,2988,0,0,0,0,0,0,0,0,0,0,323,768,517,1049,562,697,500,337,140,4890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,12,22,19,10,7,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,3,0,0,17,8,29,25,78,42,46,30,29,7,295,212,520,393,845,508,488,371,216,96,3647,0,0,0,0,0,0,0,0,0,0,429,983,710,1356,848,819,591,328,138,6206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,17,30,26,42,24,3,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,16,0,0,23
LGA10900,0,0,22,31,12,7,3,0,0,71,0,0,0,3,16,10,23,12,3,68,0,0,0,3,3,4,0,0,0,13,7,12,33,180,132,136,155,74,38,761,70,163,160,404,302,340,316,172,72,1994,2067,4782,4067,8652,5767,6209,4891,2261,1079,39782,0,0,0,0,3,0,0,0,0,7,4036,9158,7551,13545,7963,8365,5853,2532,1034,60029,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,5,0,3,0,17,0,0,6,17,4,4,3,0,0,37,0,16,7,66,38,40,22,9,0,197,0,3,3,23,27,12,18,8,0,101,0,13,19,58,47,37,26,19,4,214,0,0,0,3,14,19,17,19,3,74,0,0,0,0,4,15,20,10,5,52,8,93,94,474,869,1019,1111,512,206,4385,0,0,3,15,25,20,14,3,3,81,3,0,3,22,19,29,17,8,5,102,4,7,3,51,92,83,198,93,33,557
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,6,17,16,14,40,16,18,12,4,11,154,115,161,160,301,180,137,152,93,39,1334,0,0,0,0,0,0,0,0,0,0,170,298,280,480,325,226,240,161,46,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,20,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA11100,4,3,17,73,28,22,13,0,0,161,0,0,0,8,4,0,0,0,0,16,0,0,3,10,3,0,0,0,0,17,13,35,100,593,225,274,242,125,57,1650,81,150,205,548,191,191,132,97,40,1623,1405,2434,3144,7935,2895,2241,1770,1101,497,23420,0,0,0,13,7,3,3,0,0,25,2564,4188,3577,6344,2531,1603,979,595,296,22686,17,61,108,688,182,109,18,3,0,1182,0,0,3,19,11,15,10,5,0,63,0,0,8,22,14,15,0,0,0,59,3,4,4,43,10,5,4,0,0,66,0,5,12,72,54,53,85,31,4,319,15,31,1010,1008,238,185,100,75,27,2689,0,0,0,12,23,20,46,58,11,168,0,0,6,21,20,68,115,99,45,370,4,36,63,369,249,136,108,50,25,1037,0,3,11,84,63,50,35,18,0,259,0,8,5,49,22,8,4,0,0,95,0,3,6,37,18,14,29,15,5,124
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,6,17,32,19,68,52,30,22,21,8,270,109,195,147,352,199,132,96,58,27,1329,0,0,0,0,0,0,0,0,0,0,176,324,231,489,282,225,150,69,24,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,6,19,19,18,4,4,0,81,53,125,111,190,131,106,51,23,15,802,0,0,0,0,0,0,0,0,0,0,112,234,198,333,236,175,99,42,15,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,3,0,3,0,0,27,31,50,58,179,86,132,116,77,53,788,478,981,920,2044,1167,1344,1038,716,398,9091,0,0,0,0,0,0,0,0,0,0,911,1823,1763,3415,2009,2282,1670,1011,485,15364,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,24,32,43,35,12,8,154,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,4,0,0,0,7,0,0,0,0,4,7,17,5,3,33
LGA11300,0,8,80,172,86,70,34,16,4,468,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,16,37,179,70,84,67,62,44,562,47,52,157,352,107,105,77,69,55,1019,818,1567,3344,6174,2267,1913,1326,1019,601,19028,0,0,0,3,0,0,0,0,0,3,1425,2531,2631,3321,1514,1085,599,390,280,13758,0,0,16,67,3,3,5,0,0,93,0,0,0,9,4,4,3,3,0,28,0,0,6,22,7,12,5,3,0,58,0,0,9,16,4,0,0,3,0,32,0,0,0,15,10,10,14,3,3,55,34,124,1953,2952,1027,784,316,257,125,7576,0,0,3,3,17,25,45,73,12,172,0,0,3,15,9,24,25,10,7,96,0,21,18,93,71,68,60,20,24,382,0,3,8,39,30,35,16,6,4,135,0,0,10,14,4,7,9,3,4,47,0,3,5,12,13,4,34,8,9,84
LGA11350,0,4,0,8,3,0,0,0,0,12,0,0,0,3,4,3,3,0,0,17,0,0,0,3,4,4,0,0,0,12,4,13,31,184,71,60,31,7,11,417,85,220,180,581,376,391,226,100,70,2222,775,1858,1379,4168,2614,2785,1615,703,450,16361,0,0,0,0,0,0,0,0,0,0,1348,3090,2167,4937,3085,3569,2080,837,448,21560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,75,27,26,14,0,0,160,0,0,0,13,8,14,0,0,0,38,0,3,0,3,4,3,4,4,0,20,0,0,0,0,0,5,4,3,0,9,0,0,0,0,0,3,3,3,0,17,9,59,57,322,353,351,308,98,54,1620,0,0,0,10,0,8,3,0,0,19,0,3,5,65,19,15,16,8,0,131,3,13,11,78,66,89,61,17,4,341
LGA11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,12,3,4,9,3,0,33,17,55,49,111,81,72,79,46,23,543,402,1012,688,1423,957,868,771,401,188,6699,0,0,0,0,0,0,0,0,0,0,785,1911,1286,2362,1569,1479,1257,621,249,11515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,8,0,0,0,0,0,4,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,36,39,64,66,41,9,260,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3,3,0,4,16,5,3,36
LGA11450,0,9,7,48,19,11,0,3,0,89,0,0,3,7,14,4,7,6,5,43,0,5,21,31,10,7,0,0,0,80,7,17,33,340,206,152,73,44,19,892,146,208,230,616,251,231,165,102,63,2000,3221,5939,5056,12326,5015,3852,2571,1258,652,39884,0,0,11,52,16,9,3,4,0,93,6196,11241,8949,18047,6634,4669,2901,1310,605,60543,0,3,9,44,4,9,0,0,0,68,0,0,4,52,18,23,3,0,0,98,0,0,5,52,9,5,7,0,3,81,8,3,15,44,8,9,10,0,0,98,0,3,4,81,71,40,32,13,0,249,6,16,37,235,95,63,36,6,0,493,0,3,3,27,33,40,46,28,4,192,0,8,7,50,22,29,33,5,0,158,14,71,96,403,568,519,462,230,95,2454,0,14,43,286,111,58,32,0,0,541,0,3,3,16,5,5,3,3,0,43,0,3,15,33,31,44,89,26,20,257
LGA11500,5,15,33,236,91,80,21,13,5,490,0,0,0,12,10,24,15,3,0,58,0,9,33,36,20,7,5,0,0,107,29,166,256,1248,880,643,430,170,63,3883,311,598,644,1453,644,667,538,309,287,5448,5627,10833,10886,22918,10185,9630,6214,2609,1096,79999,0,10,42,127,39,30,22,5,0,266,10572,18639,16713,23981,9279,9669,5742,2021,694,97314,33,175,280,2004,562,259,33,9,3,3354,0,3,7,82,48,48,13,11,0,215,0,7,32,180,67,77,30,12,3,407,8,18,14,49,22,13,3,3,3,132,0,3,9,185,183,167,198,50,9,809,11,34,113,571,316,280,137,78,28,1568,0,0,9,48,60,92,112,63,11,393,9,65,50,256,119,138,108,43,12,798,17,79,48,434,765,984,979,481,129,3918,4,56,171,1131,629,408,193,69,10,2678,0,0,3,22,20,10,11,14,0,81,0,11,23,47,62,80,165,75,19,483
LGA11520,0,4,26,186,78,40,20,6,0,369,0,0,0,9,4,3,4,0,3,24,0,0,0,15,4,4,0,0,0,24,30,78,84,682,226,170,155,92,43,1575,144,201,289,1012,354,315,258,154,124,2856,2642,4358,5183,15325,6029,4953,3651,2242,1279,45666,0,0,0,8,0,0,0,0,0,14,4816,7475,6032,12884,6069,4496,2943,1336,811,46864,0,0,13,45,10,3,0,0,0,74,0,3,0,32,9,7,4,8,0,59,0,0,4,31,9,10,3,0,4,62,0,5,7,95,21,10,14,0,0,150,3,8,3,49,42,21,32,6,0,159,64,116,1937,4261,860,822,319,190,82,8647,0,0,3,23,24,27,45,40,11,162,4,15,11,76,38,83,76,49,24,367,34,106,98,746,479,330,275,113,48,2225,0,3,12,59,43,30,18,10,6,188,0,5,4,77,21,14,14,4,3,137,0,0,16,90,32,31,65,24,5,272
LGA11570,38,168,857,3691,2295,2072,717,371,172,10385,0,0,0,7,5,3,6,8,3,28,0,3,19,37,15,4,0,0,0,78,111,476,746,3292,1633,1289,952,609,270,9379,711,1145,1334,3103,1487,1227,931,718,373,11028,12163,22197,22649,50054,22350,18772,12599,8624,4568,173977,0,27,101,214,70,36,8,8,3,469,22199,38383,31461,40612,14154,10330,6916,4458,3152,171649,140,368,728,4917,602,280,37,5,4,7081,0,0,14,128,65,65,39,36,5,350,0,5,20,126,113,120,75,34,3,502,6,10,16,89,35,16,9,6,3,204,0,3,12,144,114,105,115,34,6,547,73,327,1765,6220,3901,3580,1429,1117,429,18846,0,0,12,44,82,93,173,174,35,616,68,132,121,878,371,499,435,257,97,2847,27,110,85,544,561,510,524,279,205,2841,3,32,123,750,478,484,243,98,18,2241,3,6,16,81,46,27,21,18,3,223,5,12,37,118,71,57,262,96,83,748
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,6,0,0,0,0,0,13,8,15,11,49,19,20,5,8,9,139,97,167,156,334,183,174,91,62,38,1303,0,0,0,0,0,0,0,0,0,0,171,306,253,473,330,323,164,105,44,2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,3,3,3,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
LGA11650,0,12,14,103,29,26,7,0,0,180,0,12,3,43,31,40,58,34,13,230,0,9,19,47,25,14,10,6,0,135,15,85,85,663,413,384,407,242,88,2384,400,855,954,2200,1468,1460,1516,1281,1013,11152,9299,19967,18718,38376,22575,22308,19339,11976,6407,168972,0,0,3,7,5,5,0,3,0,24,18079,37583,34011,59405,32401,31021,24882,14236,6756,258376,0,3,9,43,6,0,0,0,0,70,0,0,3,13,20,11,11,15,0,68,0,0,0,40,12,9,5,0,0,74,3,38,50,189,104,92,54,23,10,562,0,8,5,55,77,48,81,24,9,307,7,72,86,520,281,243,190,76,27,1498,3,0,4,17,41,63,64,62,6,266,0,5,4,40,23,75,113,58,26,348,67,573,580,2098,2702,2800,3231,2199,871,15125,0,9,15,128,81,80,39,25,4,379,0,6,12,79,54,49,47,23,5,280,3,19,24,141,128,172,397,171,123,1171
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,4,19,22,37,18,21,15,9,0,137,58,119,118,220,112,121,72,34,19,859,0,0,0,0,0,0,0,0,0,0,115,176,199,367,181,205,147,47,16,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5
