LGA_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
LGA14200,0,0,0,0,0,0,0,0,0,0,502,1012,898,1382,820,899,756,437,116,6823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,14,14,32,18,3,93,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14300,0,0,0,0,0,0,0,0,0,4,148,368,375,904,393,366,250,107,32,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,8,11,0,40,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14350,0,0,0,0,0,0,0,0,0,0,713,1594,1417,2384,1485,1879,1600,732,248,12046,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,4,15,3,6,0,0,0,36,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,3,3,0,7,11,52,68,114,59,21,330,0,0,0,5,0,6,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,23,7,0,47,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,0,0,14,0,3,8,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA14400,0,0,0,0,0,0,0,0,0,0,533,1201,1124,1679,1023,1293,926,471,163,8409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,4,0,0,23,0,0,0,3,3,0,3,0,0,6,0,4,3,4,3,3,7,0,0,24,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,3,5,4,0,15,3,20,12,59,95,100,162,81,25,554,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,12,21,7,0,58,0,0,0,0,0,0,3,4,0,10,3,3,0,0,0,5,0,0,0,14,0,0,0,9,4,0,3,0,0,13,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA14500,0,0,0,0,4,3,0,0,0,9,2768,7149,5688,5212,3976,3113,2519,1691,898,33010,0,0,0,8,3,3,0,0,0,18,0,0,0,8,0,3,3,0,0,12,0,0,3,3,3,0,0,0,0,10,3,14,29,46,52,28,20,4,0,196,0,0,0,15,9,5,14,0,0,46,48,281,403,1320,592,414,279,158,34,3522,0,0,0,0,7,5,8,13,0,38,0,0,3,7,11,21,21,15,7,89,39,437,355,525,872,506,446,294,124,3594,0,0,4,24,14,18,15,3,4,85,0,4,14,41,18,16,11,3,0,105,5,18,9,45,59,27,58,33,19,268,0,0,0,5,13,10,14,18,3,57,24,109,143,410,216,284,161,60,4,1404,17,39,52,413,200,122,89,50,28,1010,0,5,16,81,31,22,27,13,3,208,9,31,15,235,127,79,38,19,4,555,0,0,0,8,8,0,4,0,0,14
LGA14550,0,0,0,0,0,0,0,0,0,0,180,480,388,596,503,708,462,217,67,3598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,22,45,48,13,4,142,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,13,6,4,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14600,0,0,0,0,0,0,0,0,0,0,227,382,274,548,284,373,267,177,49,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14650,0,0,0,0,0,0,0,0,0,3,5902,11662,11046,19015,10540,10437,8080,4174,1548,82400,0,3,0,17,10,0,0,0,0,31,0,0,0,7,5,4,3,3,0,22,0,0,0,9,4,6,0,0,0,26,0,11,3,35,33,22,12,6,0,131,0,0,0,13,7,4,13,6,0,45,3,4,26,63,22,26,26,14,3,195,0,3,0,10,7,16,15,18,3,74,0,0,0,6,7,9,10,7,0,37,14,122,82,305,454,489,599,382,136,2578,0,3,3,22,14,9,9,0,3,64,0,3,3,9,5,10,3,0,0,42,0,5,5,24,28,46,204,66,16,399,0,0,0,4,3,12,23,19,3,71,0,0,9,10,12,12,3,3,3,52,3,11,15,191,39,27,29,27,0,342,0,9,12,19,10,3,6,0,0,62,0,3,3,16,3,3,0,5,0,26,0,0,0,4,0,7,0,0,0,16
LGA14700,0,0,0,3,0,0,3,0,0,9,1076,1817,1669,2786,1204,924,673,320,137,10608,0,3,3,22,5,9,0,0,0,41,0,0,0,4,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,3,4,4,32,14,9,0,0,0,66,0,0,3,15,0,4,9,0,0,30,6,12,63,247,91,75,41,33,15,576,0,0,0,0,6,9,8,5,3,41,0,3,0,6,3,9,11,5,3,40,18,74,39,310,194,122,102,61,19,947,0,0,3,8,8,4,3,3,0,35,0,3,4,19,9,9,0,0,0,48,0,3,6,30,15,10,21,8,11,97,0,0,0,0,0,4,6,12,4,36,3,16,26,79,35,33,22,8,0,222,9,24,16,342,49,20,11,4,7,472,0,0,8,35,0,7,7,0,0,66,0,0,12,126,20,19,15,3,0,202,0,0,0,0,0,3,3,0,0,4
LGA14750,0,0,3,21,5,3,0,0,0,30,312,736,660,935,604,574,391,221,56,4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,3,11,11,3,42,0,0,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,32,3,8,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA14850,0,0,0,0,0,0,0,0,0,0,1068,2587,2288,3699,2347,2560,1640,736,289,17201,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,14,8,5,3,0,40,0,0,0,0,0,0,0,0,0,3,3,0,0,7,4,3,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,10,16,75,107,143,129,55,16,557,0,0,0,0,5,3,4,0,0,14,0,0,4,6,6,4,10,0,0,27,3,3,4,19,15,33,32,9,0,106,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,0,0,8,0,3,4,29,7,3,7,0,0,58,0,0,0,12,0,0,3,0,0,21,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4
LGA14870,0,0,0,3,0,0,0,0,0,4,537,1128,1099,1918,1118,1171,972,449,130,8525,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,11,6,4,4,0,0,27,0,0,0,0,0,3,3,3,0,6,0,0,0,0,0,0,3,0,0,4,0,0,4,20,53,60,90,43,15,277,0,0,0,6,0,4,3,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,8,19,5,3,45,0,0,0,0,0,3,4,3,0,10,0,0,0,4,5,3,0,0,0,12,0,0,0,22,3,0,4,0,0,28,0,3,0,0,3,3,0,0,0,8,0,0,3,0,3,0,0,0,0,11,0,0,0,9,0,0,0,0,0,11
LGA14900,0,0,25,67,18,12,11,0,0,131,7244,12888,10677,12393,4540,2767,1586,824,243,53161,6,14,17,229,53,43,10,0,0,378,0,3,53,268,163,152,60,45,0,748,0,10,36,281,170,155,54,11,3,721,0,4,10,21,17,0,4,3,0,63,3,7,21,170,161,135,106,28,0,628,10,24,68,409,233,215,111,48,13,1137,0,0,42,230,149,182,142,111,21,868,6,55,53,209,134,146,71,26,15,708,8,48,28,152,203,206,199,102,27,982,4,73,205,1218,703,585,204,77,9,3088,0,0,6,13,13,5,5,6,0,48,0,5,24,36,29,21,87,34,12,252,0,11,21,45,63,90,118,110,23,472,0,0,20,62,26,38,12,3,4,166,42,203,227,1346,515,258,89,35,5,2727,0,18,32,168,53,40,36,6,0,360,0,26,62,233,72,72,36,7,0,510,35,398,707,1963,861,559,273,107,39,4944
LGA14920,0,0,0,0,0,0,0,0,0,0,238,463,356,668,420,492,388,207,72,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,8,27,11,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14950,0,0,0,0,0,0,0,0,0,0,92,190,145,235,175,223,159,77,27,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15050,0,0,6,0,0,0,0,0,0,6,2836,5368,4489,8681,3934,3587,2432,1079,321,32733,0,0,0,19,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,10,9,3,3,3,0,37,0,0,0,0,0,0,0,0,0,5,0,0,6,20,12,10,9,3,0,68,0,0,0,0,4,3,0,3,0,12,0,3,0,3,3,4,5,0,0,16,0,33,22,100,125,140,179,73,26,704,0,5,3,16,8,0,0,0,0,35,0,0,0,0,3,0,0,0,0,8,0,0,0,8,15,22,82,14,3,135,0,0,0,0,0,3,9,0,0,11,0,0,0,8,3,12,0,0,0,28,0,17,4,125,26,14,11,0,0,194,0,0,3,3,0,0,4,0,0,17,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8
LGA15240,0,0,0,0,0,0,0,0,0,3,2028,4664,3799,6044,4490,5640,5695,2956,978,36293,0,0,0,7,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,3,3,8,11,11,6,3,0,47,0,0,0,0,3,0,3,3,0,9,0,0,0,11,4,11,6,3,3,43,0,0,0,0,3,10,10,5,0,30,0,0,0,3,3,7,15,10,0,37,7,8,9,93,173,285,572,305,84,1540,0,0,0,3,5,3,3,0,0,19,0,0,3,4,0,8,0,3,0,19,0,0,5,6,21,20,74,42,5,181,0,0,0,0,0,0,7,4,0,24,0,0,0,0,4,3,3,0,0,16,0,10,10,67,7,6,9,5,3,116,0,3,0,5,3,4,0,0,3,25,0,0,0,0,0,5,3,0,0,6,0,0,0,3,4,3,0,0,0,9
LGA15270,0,0,0,0,0,0,0,0,0,0,788,1531,1133,2207,1366,1235,1030,459,127,9866,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,10,4,0,0,0,0,19,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,4,4,26,43,47,78,57,16,266,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,3,3,0,8,0,0,0,3,3,4,6,3,0,20,0,0,0,0,3,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,4,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15300,0,0,0,0,0,0,0,0,0,0,460,795,677,1234,765,665,489,236,48,5378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,10,8,7,0,45,0,3,3,10,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,5,0,3,0,29,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
