LGA_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
LGA10050,15,28,61,3,6,32,153,18,34,16,23,9,0,96,303,284,99,26,14,3,725,885,134,160,35,19,7,1242,484,61,148,11,17,6,725,986,79,210,10,26,0,1306,1057,23,174,4,18,5,1286,621,0,74,3,6,4,709,88,0,23,0,0,0,112,12,0,3,0,0,0,12,7,0,4,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,6,75,42,37,12,19,7,189,4546,695,1002,133,135,64,6575
LGA10130,6,22,66,10,61,65,228,9,27,10,9,8,0,61,72,132,60,7,12,3,285,196,140,104,43,16,5,504,236,52,81,20,9,4,402,448,54,104,11,9,3,634,598,35,117,10,8,3,774,488,6,82,0,5,4,580,84,7,14,0,3,0,105,12,0,6,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,10,25,20,26,6,20,4,100,2179,495,673,115,147,94,3704
LGA10250,0,12,50,7,9,64,144,0,13,3,12,0,0,33,22,251,40,48,19,3,387,27,86,47,21,32,3,219,52,48,74,11,29,0,208,182,44,109,6,47,4,392,620,40,223,9,9,6,904,907,17,257,8,16,4,1206,492,5,108,0,3,3,604,174,0,33,0,6,0,217,57,0,12,0,3,0,68,13,0,7,0,3,0,23,3,0,0,0,0,0,3,5,0,3,0,0,0,13,34,30,33,14,9,3,122,2587,559,1005,129,184,91,4547
LGA10300,0,4,18,7,20,8,55,0,0,0,3,5,0,5,7,12,8,5,6,0,38,18,8,23,3,8,0,58,6,3,21,0,5,0,37,7,0,13,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14,0,19,48,28,96,13,56,7,239
LGA10470,10,20,63,13,21,50,176,0,27,6,7,3,0,49,48,178,57,15,13,8,320,206,109,90,6,7,4,429,177,61,112,3,8,3,367,533,43,143,5,7,6,731,900,54,213,21,20,4,1209,741,12,101,17,5,3,884,79,0,7,0,0,0,96,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,44,30,33,17,10,5,138,2759,537,836,107,94,84,4420
LGA10550,6,8,85,0,34,70,204,0,19,5,6,8,0,40,19,107,90,35,17,4,272,136,63,115,9,18,4,348,158,28,123,13,15,3,335,331,29,137,10,12,7,523,473,34,166,3,16,0,692,337,7,71,0,8,4,428,28,0,12,0,0,0,36,8,0,4,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,7,20,13,40,4,12,4,95,1515,311,853,81,138,103,2999
LGA10600,0,3,43,3,9,33,88,0,4,4,0,3,0,12,6,48,25,4,17,0,96,33,12,51,4,9,3,110,23,3,44,4,3,0,83,88,5,79,3,7,0,184,169,7,101,3,10,6,295,163,3,81,0,5,0,257,32,0,14,0,0,0,47,8,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,5,13,4,3,0,39,535,86,464,26,68,43,1222
LGA10650,0,0,30,3,33,26,96,14,3,9,7,14,0,45,35,9,58,9,19,4,127,102,5,76,0,12,0,194,55,3,39,3,5,0,106,72,0,28,0,4,0,113,42,0,10,0,0,0,60,12,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,13,0,16,3,37,334,17,278,27,106,32,795
LGA10750,31,360,267,28,27,181,893,3,293,6,26,0,7,333,25,2160,75,55,32,9,2350,77,1449,133,69,35,16,1781,139,636,154,47,15,14,1004,361,683,281,47,84,9,1476,2573,1013,749,56,87,27,4506,8678,516,1482,59,197,46,10975,4199,64,590,14,67,18,4951,1922,4,196,0,9,4,2144,724,8,65,3,3,5,815,103,6,8,6,3,0,127,24,3,3,3,0,0,35,33,3,10,0,0,0,50,308,447,223,56,50,44,1117,19197,7650,4258,461,618,378,32561
LGA10800,0,0,55,8,31,39,136,0,0,7,0,8,0,15,10,7,31,0,11,0,66,35,10,39,0,7,0,94,15,0,23,0,5,0,42,42,3,20,0,16,0,75,15,0,7,0,9,0,27,5,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,7,3,23,122,28,181,15,98,44,492
LGA10850,3,0,30,0,15,29,76,0,3,0,0,0,0,9,20,20,9,0,4,0,50,41,7,23,0,8,0,78,55,4,34,0,0,0,89,87,8,33,0,3,0,131,72,0,19,0,0,0,96,29,0,12,0,0,0,39,3,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,14,0,4,0,25,331,41,172,0,35,26,604
LGA10900,7,16,94,7,14,76,208,3,10,10,7,0,0,34,13,44,51,16,7,0,133,66,141,79,55,11,0,359,76,37,73,20,6,0,215,221,48,158,41,14,6,483,647,35,251,15,20,4,977,1374,36,323,18,10,3,1761,581,4,95,3,3,0,688,167,0,27,0,0,0,195,34,0,8,3,0,0,38,8,0,4,0,0,0,13,3,0,0,0,0,0,3,0,0,7,0,4,0,10,49,21,56,17,13,8,155,3255,397,1224,197,93,100,5267
LGA10950,0,4,10,0,25,18,52,0,3,0,0,9,0,13,9,19,8,0,15,0,49,21,10,15,5,7,0,59,9,7,27,0,4,0,48,10,3,16,0,7,0,34,3,3,11,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,3,0,22,50,47,97,16,74,21,306
LGA11100,14,82,72,11,10,31,216,3,61,0,4,0,0,75,9,624,16,10,0,7,660,7,216,18,21,0,0,262,21,79,22,14,3,3,143,26,58,28,3,37,0,153,179,44,60,4,25,0,312,1094,58,156,3,17,6,1341,901,23,127,3,5,4,1060,866,14,98,3,21,3,1002,942,10,85,0,8,0,1047,276,0,41,0,8,0,325,136,0,16,0,3,0,155,120,0,27,0,4,0,150,92,95,52,5,6,10,259,4689,1360,815,83,145,65,7158
LGA11150,0,17,7,0,65,8,104,0,3,3,0,5,0,14,0,13,8,11,9,6,42,17,30,14,12,4,0,74,10,7,14,0,0,0,33,5,8,10,3,4,0,22,0,0,11,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,10,0,22,37,73,77,34,97,16,337
LGA11200,0,13,19,8,31,13,77,0,23,3,75,5,3,110,0,14,9,32,8,0,68,3,8,10,17,7,0,41,0,3,3,0,0,0,12,0,0,0,3,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,7,5,63,37,147,56,17,328
LGA11250,3,10,53,12,48,39,161,3,14,17,4,32,3,72,44,25,80,13,32,5,197,191,35,169,14,27,4,442,118,8,112,0,21,4,262,133,11,87,0,19,3,252,107,11,53,0,9,0,171,33,0,16,0,4,0,53,0,0,3,0,0,0,6,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,3,30,4,7,0,61,652,111,622,44,204,62,1695
LGA11300,12,20,74,0,11,41,162,0,14,3,0,0,0,20,9,161,15,3,7,3,201,23,47,37,11,8,0,131,24,13,42,4,9,0,87,59,11,50,11,8,0,141,146,11,62,8,11,0,240,548,13,89,11,7,0,674,1106,10,188,5,27,7,1338,711,0,107,6,16,4,848,459,3,91,6,15,0,572,148,3,38,0,7,0,195,56,0,37,0,0,0,93,43,0,27,0,3,0,77,73,24,68,29,14,16,213,3424,338,922,91,149,71,4991
LGA11350,3,3,91,3,7,84,189,0,3,3,0,3,0,16,3,16,36,3,16,3,77,34,69,88,21,8,0,228,22,21,100,8,4,3,156,47,9,141,4,8,4,213,148,11,199,5,18,5,385,338,14,348,4,16,8,730,348,0,226,0,8,3,597,267,0,136,0,6,0,409,129,0,73,0,0,0,200,56,0,25,0,0,0,87,34,0,16,0,4,0,51,40,0,19,0,0,0,53,23,8,62,6,6,5,114,1490,158,1567,59,115,116,3500
LGA11400,0,6,63,15,44,53,175,4,0,7,8,0,0,20,14,14,53,3,13,0,88,70,7,75,0,12,3,158,32,3,56,0,11,0,102,78,0,36,0,6,0,127,59,0,35,0,3,0,97,17,0,9,0,6,0,36,6,0,4,0,0,0,9,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,11,0,22,7,21,0,56,291,30,368,28,102,63,878
LGA11450,6,20,49,3,4,44,129,4,5,7,4,0,0,18,7,132,5,5,12,5,164,4,42,31,7,8,0,94,15,37,26,3,3,0,76,42,28,40,4,44,0,160,157,12,104,3,11,0,287,913,41,198,5,16,5,1179,1595,4,189,0,16,4,1806,730,0,44,0,0,0,781,92,0,15,0,4,0,111,28,0,3,0,0,0,30,3,0,0,0,0,0,7,12,0,4,0,0,0,16,66,15,45,13,8,8,162,3678,341,749,54,131,64,5013
LGA11500,21,184,135,7,3,80,432,5,161,7,15,5,0,180,11,1409,30,33,16,3,1504,43,951,85,57,10,9,1154,58,494,85,33,7,3,687,247,431,129,33,26,4,876,1602,570,425,38,34,5,2686,4917,392,655,27,61,24,6091,1546,31,190,3,25,13,1807,344,3,41,0,3,0,399,41,8,9,0,0,0,65,13,3,11,0,0,0,19,14,0,3,0,0,0,17,14,0,3,0,0,0,15,125,250,97,12,21,32,529,8998,4893,1908,262,211,181,16463
LGA11520,29,34,162,13,12,85,327,0,29,6,7,7,0,45,8,335,29,15,21,3,412,13,119,31,44,10,3,224,24,42,39,15,13,3,132,45,41,45,3,57,0,187,168,35,68,19,28,3,319,581,27,188,16,10,3,822,2306,13,297,9,26,6,2653,2360,13,257,4,16,7,2657,1854,7,220,8,20,3,2108,703,5,106,0,5,4,815,309,3,54,0,0,0,371,415,0,59,0,0,0,476,167,38,100,15,25,15,357,8975,745,1651,158,252,141,11919
LGA11570,78,439,506,40,45,346,1447,7,385,14,38,9,3,455,46,2886,131,128,30,16,3245,148,1519,220,217,43,15,2168,212,760,204,72,34,9,1288,438,583,254,83,60,6,1426,2993,512,653,104,104,19,4390,8916,442,1439,94,285,46,11224,5481,198,1056,38,190,39,7000,2650,34,438,10,81,15,3230,1070,20,152,0,31,3,1277,249,10,61,0,14,0,328,110,0,22,3,0,0,137,90,3,22,0,4,0,125,374,484,366,71,97,64,1463,22874,8263,5532,899,1032,596,39193
LGA11600,0,5,27,0,64,28,121,3,0,3,0,3,0,5,3,4,20,7,18,0,47,7,0,36,0,11,0,57,11,3,22,0,3,0,32,4,0,14,0,3,0,25,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13,0,22,0,37,25,16,142,9,118,26,337
LGA11650,25,148,391,35,66,322,989,8,135,25,38,11,7,229,54,1364,156,96,89,23,1776,348,658,346,211,264,24,1854,487,305,452,56,97,15,1409,1276,248,672,89,120,20,2423,4781,344,1385,43,108,40,6700,8586,141,1520,21,95,35,10394,3468,9,505,9,33,10,4034,924,10,145,0,7,3,1092,303,4,41,0,4,0,347,113,0,25,0,0,0,139,45,0,13,0,0,0,55,57,0,19,0,4,4,81,251,212,249,63,65,42,891,20722,3583,5941,669,956,551,32423
LGA11700,0,15,7,0,56,11,89,0,5,0,5,3,0,22,0,34,7,24,4,7,81,0,8,10,4,0,0,29,0,9,0,0,0,0,9,3,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,3,20,4,83,38,43,70,25,254
LGA11720,4,25,99,8,8,68,219,3,18,7,10,3,0,40,24,244,53,9,10,3,347,156,137,103,11,16,0,435,148,65,106,4,7,3,338,664,57,174,8,27,8,933,1465,31,258,3,26,4,1789,908,0,108,0,5,3,1026,45,0,23,0,0,0,73,19,0,9,0,0,0,28,10,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,8,51,42,43,6,17,9,165,3505,624,1003,56,128,101,5416
LGA11730,3,13,134,27,36,83,297,3,22,17,13,17,0,71,45,132,105,42,42,5,379,186,71,210,57,37,11,572,212,45,192,15,24,3,490,581,36,291,10,34,5,967,929,23,313,27,32,8,1336,471,3,94,8,6,6,585,69,0,16,3,3,0,86,13,0,6,0,3,0,23,11,0,3,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,10,24,34,53,11,14,8,146,2548,388,1436,205,257,139,4976
LGA11750,3,4,10,10,50,22,96,0,9,4,8,14,3,35,12,25,11,7,30,0,88,31,15,15,12,88,0,164,33,11,10,6,4,0,58,52,4,14,0,3,0,65,50,0,8,0,3,0,62,14,0,0,0,0,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,7,3,25,197,71,91,46,198,29,627
LGA11800,12,44,95,19,14,78,250,3,32,3,8,0,0,47,20,415,99,36,47,8,624,114,219,107,53,50,11,561,186,97,169,16,32,3,504,659,89,234,20,52,8,1062,1256,115,436,15,44,16,1883,1774,33,420,7,39,14,2285,555,3,95,5,13,3,677,100,0,19,0,3,0,118,22,3,5,0,0,0,33,5,0,4,0,0,0,15,0,0,0,0,3,0,3,4,0,8,0,0,0,13,85,57,51,32,20,8,249,4793,1103,1739,207,333,138,8316
LGA12000,0,4,25,0,15,21,65,0,7,12,0,0,0,17,5,6,22,0,5,0,37,13,0,30,0,3,0,47,12,0,17,0,0,0,32,30,0,9,0,0,0,46,15,0,15,0,0,0,28,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,85,13,131,0,22,28,277
LGA12150,0,8,30,3,38,29,104,0,0,0,0,4,0,11,8,21,27,4,4,3,63,15,32,38,10,7,3,109,16,8,12,4,3,0,50,8,3,25,3,3,0,47,0,3,11,0,0,0,8,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,4,0,24,54,81,148,32,72,29,422
LGA12350,0,9,40,6,16,37,113,3,3,11,4,0,0,29,45,81,38,12,6,3,198,171,40,105,3,9,5,344,114,20,48,0,6,0,188,177,9,41,3,4,0,232,51,0,23,0,0,0,83,14,0,6,0,0,0,20,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,8,7,18,4,10,0,46,585,181,343,36,67,48,1262
LGA12380,78,243,307,29,19,151,832,10,212,11,51,10,0,300,62,1447,90,65,21,10,1700,131,754,163,162,25,9,1248,129,356,144,51,20,6,706,318,317,186,55,40,0,917,1372,220,405,60,55,15,2129,7147,238,1067,56,204,42,8763,4581,85,760,14,182,23,5649,1477,11,287,11,53,8,1851,465,3,78,3,9,5,566,132,5,40,0,3,0,181,28,6,12,3,3,0,47,55,0,22,0,4,0,77,294,235,242,69,64,53,962,16288,4138,3816,634,706,330,25916
LGA12700,0,0,29,0,10,31,74,0,3,3,0,0,0,8,8,15,18,0,8,0,43,23,12,27,0,6,3,66,20,0,25,0,3,0,48,48,5,48,0,11,0,109,81,0,28,0,4,0,123,46,0,16,0,0,0,56,5,0,3,0,0,0,5,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,8,0,24,243,31,210,3,42,33,572
LGA12730,5,3,32,0,24,22,88,4,6,5,3,4,0,19,93,22,35,3,11,8,177,98,52,49,5,8,6,226,82,15,21,0,4,0,127,93,3,26,0,4,0,136,89,0,16,0,0,0,104,28,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,6,19,0,16,0,50,499,110,213,17,82,32,956
LGA12750,3,15,81,0,16,74,193,4,15,8,12,5,0,43,24,134,65,16,12,9,261,134,106,135,50,37,3,469,157,40,137,9,16,9,362,415,39,199,11,16,8,687,582,54,234,11,12,5,902,424,7,130,3,13,0,576,40,0,23,0,3,0,64,3,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,7,36,24,38,10,10,3,126,1829,429,1069,121,142,109,3695
LGA12850,58,185,300,21,25,128,720,3,163,12,4,0,0,189,38,1213,69,32,24,13,1387,118,855,145,107,42,10,1276,141,474,165,40,31,6,857,555,391,242,65,57,9,1311,2516,342,535,75,122,31,3615,3968,399,869,38,255,34,5567,2709,107,409,24,142,19,3400,534,18,91,6,22,5,679,133,3,20,0,3,0,165,39,0,7,0,0,0,51,19,0,3,0,3,0,26,21,0,5,0,0,0,34,189,212,185,28,50,40,702,11034,4347,3057,448,786,298,19976
LGA12870,6,0,52,0,32,35,129,8,8,12,3,7,0,31,62,13,39,0,4,3,114,127,8,73,8,6,7,229,73,0,55,4,4,0,142,170,0,49,0,3,3,226,127,0,23,0,4,0,150,13,0,6,0,0,0,25,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,4,4,12,3,7,0,36,586,28,328,16,78,50,1088
LGA12900,0,9,42,0,36,29,119,0,14,13,0,7,0,33,61,54,35,7,8,3,167,109,30,63,3,14,3,219,93,19,46,0,0,3,155,95,4,45,0,3,0,145,39,4,16,0,3,0,64,8,0,10,0,0,0,15,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,4,21,5,50,405,138,278,15,97,42,972
LGA12930,37,61,263,25,17,121,517,0,70,5,7,0,0,88,19,507,37,16,5,3,595,49,196,86,32,17,4,380,62,104,95,22,4,0,296,136,82,101,25,42,0,392,491,68,228,10,29,6,838,3376,60,471,16,36,8,3969,3747,32,468,12,33,8,4301,1974,14,282,4,38,3,2315,667,0,103,3,7,0,784,234,0,47,0,4,0,283,71,0,14,0,0,0,86,97,4,29,0,0,0,126,174,65,180,19,27,24,490,11127,1264,2411,196,266,195,15455
LGA12950,0,0,24,0,14,26,69,0,0,5,0,0,0,7,26,20,20,7,3,3,81,63,19,35,4,11,3,136,29,3,24,3,4,0,68,27,0,17,0,0,0,45,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,4,0,23,158,54,139,16,33,38,439
LGA13010,0,0,26,0,13,34,70,7,0,7,0,0,0,9,65,13,31,18,7,3,140,110,17,55,6,0,3,193,78,8,42,0,7,0,131,149,16,26,3,8,0,201,53,3,22,0,0,0,73,6,0,5,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,5,4,9,3,15,3,41,478,69,227,34,47,41,889
LGA13310,6,42,54,3,18,41,162,3,34,3,6,0,0,51,37,193,42,20,16,3,317,163,105,82,39,15,11,413,123,36,86,0,3,0,261,317,49,103,3,15,3,495,609,26,136,3,20,4,799,364,8,73,0,7,3,453,48,0,7,0,0,0,59,3,0,3,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,28,24,32,10,14,0,113,1705,513,635,92,115,68,3129
LGA13340,0,0,49,4,21,43,119,0,7,8,3,0,0,14,28,9,48,3,7,0,97,48,5,67,0,14,0,144,49,0,35,0,8,0,91,46,0,31,0,4,0,84,40,0,19,0,3,0,58,10,0,7,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,14,0,32,231,21,282,12,73,50,655
LGA13450,0,14,69,12,42,31,164,5,18,8,3,9,0,40,64,85,62,7,21,0,235,319,101,93,22,50,10,588,174,27,84,3,22,3,318,381,34,104,3,26,7,550,354,3,85,0,19,0,461,217,0,29,0,4,0,249,14,3,6,0,0,0,21,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,19,25,5,12,5,93,1567,304,561,51,203,55,2747
LGA13510,3,16,47,3,35,52,157,4,9,12,0,3,0,25,43,71,59,0,5,0,178,86,53,51,0,14,3,203,66,21,52,0,4,0,144,133,8,52,0,5,0,189,55,0,23,0,3,0,87,7,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,4,19,0,16,0,41,406,179,314,3,88,58,1047
LGA13550,3,0,41,0,44,40,135,0,3,11,3,4,0,23,25,19,31,12,7,6,97,91,39,35,10,8,3,190,87,24,46,12,3,5,174,135,22,41,7,9,0,216,208,4,50,0,3,3,269,182,0,23,0,3,0,210,44,0,7,0,5,0,52,3,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,13,9,12,4,12,5,55,788,126,306,41,105,59,1432
LGA13660,0,0,46,5,62,58,171,5,0,3,0,0,0,10,24,11,48,3,9,0,90,28,0,43,0,7,0,78,22,0,19,0,8,0,59,33,0,11,0,3,0,44,8,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,26,120,14,194,12,107,61,506
