LGA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
LGA11730,0,0,0,0,3,5,0,3,0,12,0,0,0,8,13,9,0,0,0,30,0,9,0,47,8,8,8,8,0,87,0,0,0,9,4,3,3,3,3,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,9,9,5,3,41,0,0,0,3,3,5,6,5,3,38,0,3,0,11,4,3,0,0,0,21,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,10,7,0,0,35,0,0,0,0,0,10,8,3,0,26,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,11,0,0,0,12,11,30,62,33,16,162,3,20,14,96,98,156,111,37,18,560,0,0,0,0,0,6,8,3,0,28,0,0,0,3,0,0,0,0,0,10
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,16,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,6,28,20,13,0,0,0,68,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5
LGA11800,0,0,0,0,5,6,3,0,5,21,3,0,9,18,6,13,11,0,0,59,13,50,72,548,122,115,68,30,15,1041,0,0,0,15,9,5,8,0,4,43,0,12,18,7,0,0,0,0,0,44,0,0,0,4,0,3,0,0,0,13,0,14,5,65,25,21,22,10,5,158,0,3,3,10,5,15,48,29,19,134,3,11,8,26,4,7,3,4,0,67,0,6,17,38,6,0,0,0,0,59,0,0,0,0,3,5,0,0,3,19,24,22,4,28,16,15,10,0,0,121,0,0,0,0,0,15,29,7,4,45,0,0,0,0,4,5,0,0,0,13,0,38,62,148,43,9,4,3,0,307,0,0,3,3,0,0,0,0,0,11,0,0,3,10,19,50,86,51,19,240,8,45,56,243,193,223,173,70,25,1037,0,3,0,11,8,10,14,20,3,64,3,24,21,11,9,8,0,0,0,65
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,0,0,0,6,6,4,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
LGA12150,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA12350,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,11,0,3,0,0,0,19,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,18,0,0,0,3,0,3,3,7,7,19,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,15,12,3,38,0,0,4,16,14,24,9,7,3,72,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA12380,0,3,8,25,37,96,240,214,49,668,0,27,131,438,201,307,94,24,4,1232,402,1101,1429,9254,1035,571,296,163,46,14307,17,36,80,377,137,96,61,24,7,833,22,221,415,1311,219,128,43,31,15,2417,27,161,399,1297,647,260,75,38,13,2921,0,13,5,64,38,44,76,29,11,274,0,9,10,51,105,193,358,394,178,1297,6,6,18,66,21,8,6,6,3,135,47,105,556,2174,653,507,213,91,22,4369,29,159,493,3197,2588,2123,1326,516,151,10587,15,40,100,418,123,168,72,31,10,975,0,0,0,11,32,186,594,412,142,1383,0,3,22,75,36,53,40,23,6,265,0,23,74,342,195,137,63,27,8,863,18,118,1174,3404,140,64,17,0,0,4933,0,3,8,5,0,16,32,24,3,100,59,373,537,915,398,244,130,30,12,2695,0,0,0,5,10,14,18,12,3,58,128,449,893,2660,312,160,40,9,0,4653
LGA12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,14,0,0,0,21,7,12,9,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12730,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,5,0,0,0,4,0,0,4,23,8,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,7,0,3,9,5,4,22,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,6,0,3,20,0,7,10,27,11,8,13,0,0,70,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3
LGA12750,0,0,3,0,3,6,18,8,3,43,0,0,0,4,0,8,0,3,0,13,0,4,0,34,10,4,8,3,0,77,0,3,0,4,0,3,7,3,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,15,8,19,13,3,75,0,0,0,0,14,25,33,35,4,109,0,0,0,0,0,0,0,0,0,8,0,0,5,3,0,0,0,0,0,9,0,0,0,0,4,3,3,0,0,8,0,0,0,3,4,13,3,0,0,27,0,0,0,3,5,18,28,9,0,60,0,0,0,3,0,3,3,3,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,11,0,0,0,0,8,42,91,39,12,189,3,9,15,68,82,133,97,41,16,454,0,0,0,0,3,3,8,6,0,22,0,0,0,0,0,0,0,0,0,0
LGA12850,3,30,67,35,27,67,125,81,28,454,0,4,44,213,40,78,37,11,9,443,0,27,66,377,83,107,55,24,6,747,10,24,40,188,58,71,53,11,5,469,5,87,187,549,231,215,124,103,50,1550,118,1297,2504,6750,3410,2411,1391,691,180,18752,0,3,3,18,20,33,35,18,3,129,0,11,13,85,256,556,1048,1106,404,3476,0,0,11,24,5,7,3,3,0,58,0,3,3,45,13,14,11,4,3,96,37,63,115,735,607,500,262,103,36,2472,5,12,39,255,74,95,42,8,3,539,0,0,17,15,38,222,379,244,75,981,0,3,3,36,22,60,53,19,7,205,0,7,55,161,90,47,36,9,10,404,0,3,14,49,0,0,0,0,0,75,4,4,8,5,9,24,39,24,10,120,91,525,757,902,248,174,75,19,5,2807,0,13,0,5,5,10,15,11,3,60,10,33,43,156,33,35,13,3,0,325
LGA12870,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,23,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,3,6,4,0,16,0,0,0,0,0,0,0,0,0,5,0,0,4,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,10,4,6,39,0,0,7,19,28,22,17,8,0,106,0,0,0,0,0,0,3,0,0,3,0,4,0,4,0,0,0,0,0,10
LGA12900,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,14,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,6,3,7,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,8,4,0,13,0,0,7,12,9,10,9,3,0,55,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA12930,3,38,63,112,197,428,693,596,166,2299,23,75,324,1201,640,921,310,91,22,3602,53,108,157,1253,209,159,123,61,17,2144,13,38,144,830,247,154,103,50,7,1579,0,3,8,88,24,27,4,4,0,161,0,0,7,39,13,17,4,3,0,92,4,21,8,98,44,36,46,24,4,285,0,13,12,86,83,172,307,353,120,1140,3,13,21,152,63,28,16,3,4,302,7,25,53,244,109,61,33,16,7,546,5,15,74,461,414,310,220,102,27,1631,10,32,101,454,187,254,146,64,11,1260,0,0,0,5,12,48,88,45,25,220,0,3,4,47,24,19,12,12,4,121,0,3,20,36,28,22,12,10,6,135,29,129,1227,3267,69,65,17,5,0,4810,0,4,10,16,9,11,25,24,15,113,15,139,354,734,419,312,149,40,15,2179,0,5,0,12,7,11,19,15,4,64,6,12,38,130,24,21,0,0,0,233
LGA12950,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,12,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,3,7,8,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,6,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,3,3,4,14,0,3,27,0,3,3,13,10,17,20,8,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA13310,0,0,0,0,0,3,8,11,4,32,0,0,0,8,0,3,0,0,0,13,3,9,8,97,7,8,3,4,0,145,0,0,3,8,3,6,0,0,0,23,4,0,3,9,3,3,0,0,0,23,0,0,0,14,0,0,0,0,0,11,0,6,0,13,4,4,8,3,3,43,0,3,0,0,0,16,17,14,7,57,0,0,0,10,0,0,0,0,0,7,0,0,19,40,0,0,0,0,0,66,0,0,3,11,9,7,7,3,0,38,0,0,0,8,4,12,9,0,0,29,0,0,0,0,0,5,10,5,0,22,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,28,3,0,0,0,0,33,0,0,0,6,3,12,31,24,7,88,3,7,26,83,53,66,43,12,3,314,0,3,3,5,3,3,14,4,0,31,3,0,6,13,0,0,0,0,0,24
LGA13340,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,0,0,21,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,18,14,0,44,3,4,4,19,13,9,17,6,0,89,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA13450,0,0,0,0,0,0,0,0,0,4,0,0,6,14,3,0,0,0,0,20,12,60,72,556,138,103,31,12,3,978,0,0,0,4,0,0,0,0,0,10,0,4,3,7,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,5,0,3,0,13,4,3,0,0,0,28,0,0,9,25,43,115,302,339,220,1055,0,0,0,0,0,0,0,0,0,4,0,0,7,15,0,0,0,0,0,23,0,0,0,0,5,3,5,3,0,15,0,0,27,49,6,4,0,0,0,85,0,0,0,5,0,0,0,3,0,8,0,0,0,8,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,12,0,0,0,6,3,0,0,0,0,7,0,0,0,9,3,3,7,0,3,28,12,65,100,145,50,33,12,5,0,432,0,0,0,0,0,0,0,0,0,0,0,24,9,65,20,0,0,0,0,121
LGA13510,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,22,0,3,0,0,0,31,0,0,0,0,0,0,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,10,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,5,0,16,0,3,0,23,10,12,10,10,0,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA13550,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,7,0,0,3,6,4,3,0,0,0,18,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,3,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,11,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,10,0,11,5,32,22,13,5,3,0,93,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,5
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,3,3,4,7,8,3,0,25,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA13800,0,0,0,3,8,21,26,28,8,88,0,0,5,8,10,9,3,3,3,39,0,0,3,54,19,17,23,12,6,135,0,0,3,16,3,7,12,3,0,46,0,0,0,16,10,6,0,0,0,33,0,0,0,4,3,0,0,3,0,12,0,0,0,48,33,31,44,16,3,181,0,0,0,10,20,42,63,33,14,191,0,0,0,8,3,3,0,0,0,21,0,0,3,19,11,5,4,0,0,42,0,0,3,18,18,19,10,7,0,79,0,0,0,40,29,12,10,4,0,105,0,3,6,19,43,131,183,70,17,475,0,0,0,8,0,6,0,0,0,13,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,6,9,22,59,72,41,20,245,3,23,55,253,216,162,85,31,0,833,0,0,0,16,10,16,12,13,0,63,0,0,3,11,6,7,0,0,0,26
LGA13850,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,4,0,7,3,12,5,10,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
LGA13910,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,3,30,3,0,0,0,0,35,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,5,3,15,0,0,0,5,0,3,6,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,30,11,11,6,0,0,66,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,15,20,8,4,54,0,6,6,36,37,33,25,4,3,152,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0
LGA14000,0,4,0,3,7,22,39,36,4,119,13,63,240,571,422,721,238,59,31,2350,82,400,396,2607,938,513,263,143,56,5398,0,28,57,263,113,95,69,26,9,651,20,86,79,803,241,190,117,46,22,1601,0,0,3,19,10,7,9,4,0,60,4,29,12,109,99,58,51,37,13,403,0,6,4,41,56,154,173,176,86,705,19,53,38,199,112,52,27,14,4,527,15,220,283,1066,554,322,146,56,18,2671,0,0,10,84,120,121,117,101,26,588,10,104,162,453,297,378,257,88,12,1774,0,0,0,7,8,32,32,12,8,93,0,8,3,42,34,33,3,11,3,129,0,0,4,45,28,29,13,13,0,138,10,34,165,624,44,17,10,0,0,905,0,16,28,48,70,46,84,51,41,383,10,143,229,538,468,388,228,101,44,2146,0,3,3,21,25,24,9,17,7,105,11,35,53,190,89,45,17,7,3,453
LGA14100,0,0,0,3,3,22,17,27,5,87,0,5,11,34,24,31,24,3,0,132,0,0,0,48,23,14,8,6,4,110,0,0,0,13,13,3,8,3,0,37,0,0,0,26,10,12,3,6,3,56,0,0,0,0,0,0,0,0,0,7,0,3,6,17,17,14,9,3,7,83,0,4,0,8,11,22,65,48,21,174,0,4,7,14,5,6,4,3,0,42,0,3,3,20,17,10,14,5,3,80,0,0,0,9,16,12,7,0,0,46,0,0,0,28,17,15,17,4,0,84,0,0,0,3,0,3,3,3,0,12,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,3,3,0,10,0,0,3,4,0,0,0,0,0,5,0,3,0,11,0,3,17,0,0,37,0,6,6,53,45,48,32,12,3,210,0,0,0,0,3,0,0,3,0,9,0,0,0,3,0,0,0,0,0,4
LGA14170,3,14,26,105,157,270,729,1076,315,2694,6,28,93,430,121,153,78,23,9,951,79,113,178,1513,198,117,77,43,17,2337,3,23,99,488,101,96,61,26,3,910,0,3,14,214,37,26,14,8,4,314,0,6,12,43,20,15,0,0,0,99,8,19,30,810,241,115,90,33,11,1350,9,30,77,482,245,371,634,922,455,3222,10,21,43,328,128,35,21,7,3,596,4,33,72,412,104,65,35,55,34,809,4,10,16,142,171,244,249,155,83,1066,3,17,91,492,131,149,99,19,15,1010,0,0,3,9,15,54,84,66,22,252,0,3,9,46,27,30,18,14,3,153,0,0,12,57,23,31,16,12,3,150,11,56,595,1610,44,21,9,0,0,2341,7,23,17,132,52,33,61,17,3,333,25,77,250,1797,930,700,290,68,21,4160,0,0,3,78,47,19,26,7,0,187,0,3,16,84,17,4,0,0,0,132
