LGA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
LGA10050,0,0,0,3,4,8,16,21,11,54,3,3,3,9,0,9,3,0,0,38,14,51,23,407,26,18,11,7,0,559,0,0,0,3,3,0,0,3,0,16,0,3,0,14,4,5,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,7,0,19,10,0,8,16,0,66,0,0,0,0,4,12,20,19,7,73,0,0,0,9,0,0,0,0,0,18,0,0,9,22,0,0,0,0,0,34,0,0,0,6,4,3,0,0,0,13,0,3,4,22,9,3,0,3,0,43,0,0,0,0,0,3,3,3,0,13,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,9,65,79,44,3,0,0,0,0,200,0,8,0,14,12,30,70,46,17,197,6,27,42,132,121,107,68,27,3,540,0,0,0,4,0,0,5,7,0,12,0,3,0,22,4,0,0,0,0,32
LGA10130,0,3,0,0,3,0,0,0,0,10,0,0,3,14,5,4,5,0,0,26,9,9,17,99,15,6,3,4,0,163,0,3,3,11,12,3,3,0,3,35,0,3,5,32,5,0,3,0,0,47,12,22,5,46,6,0,0,0,0,89,0,0,0,8,10,3,6,4,0,34,0,0,3,3,3,6,6,0,3,23,0,0,3,6,11,6,0,0,0,29,0,0,0,10,0,0,0,0,0,12,0,0,0,4,0,0,4,0,0,6,0,6,4,8,8,4,4,3,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,12,0,0,31,114,6,0,0,0,0,151,3,0,0,5,6,17,18,7,5,64,0,27,46,65,66,58,32,10,5,313,0,0,0,3,0,0,4,0,0,11,0,0,7,20,3,0,0,0,0,32
LGA10250,0,0,0,0,0,3,0,0,3,12,0,3,0,4,6,6,0,0,0,22,3,6,6,67,9,5,7,6,3,107,0,4,0,17,3,7,3,0,0,33,0,0,0,3,4,4,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,3,0,25,11,13,12,5,5,71,0,0,0,13,9,15,21,25,14,92,0,10,7,23,13,5,5,0,4,58,0,0,3,20,5,0,0,0,0,25,0,0,0,0,0,3,0,0,0,4,0,0,4,11,14,12,9,3,0,52,0,0,0,0,0,4,14,3,3,27,0,0,0,0,0,4,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,8,0,4,0,16,15,31,45,20,19,152,6,29,36,172,123,147,95,38,14,657,0,0,0,0,3,9,4,0,0,16,0,0,0,0,0,0,0,0,0,6
LGA10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,12,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA10470,0,0,0,0,0,3,7,3,0,20,0,7,4,9,0,3,0,0,0,23,4,14,13,109,15,13,11,0,0,172,0,0,3,7,0,0,0,3,0,17,0,3,0,12,5,0,0,0,0,25,0,0,6,3,6,0,0,0,0,14,0,7,0,18,11,9,6,6,0,61,0,0,0,0,3,13,12,6,6,46,0,3,6,9,6,3,4,3,0,26,0,3,3,15,6,0,0,0,0,24,0,0,3,11,5,9,7,0,0,38,0,3,5,22,12,0,4,0,0,46,0,0,0,0,3,6,5,3,0,26,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,9,9,36,4,0,0,0,0,52,0,0,0,12,7,17,38,25,10,104,3,24,46,127,97,67,53,9,9,436,0,0,0,0,7,4,5,0,0,19,0,3,0,18,3,0,0,0,0,30
LGA10550,0,0,0,0,4,9,7,0,0,18,0,0,0,3,0,3,0,3,0,8,0,0,3,14,8,0,3,9,0,46,0,0,0,3,0,3,8,5,3,23,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,3,12,6,8,18,7,3,61,0,0,0,3,6,11,16,7,0,54,0,3,0,5,4,3,0,0,0,23,0,0,0,11,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,7,12,4,5,3,0,31,0,0,0,0,0,5,16,9,0,30,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,7,16,33,81,53,21,204,0,12,7,55,79,130,58,24,8,375,0,0,0,0,3,6,10,7,4,28,0,0,0,0,0,0,0,0,0,3
LGA10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,0,0,0,12,0,3,3,0,0,23,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,0,0,24,0,0,0,0,7,0,0,0,0,11,0,0,0,3,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,7,18,14,4,67,0,3,8,45,34,49,28,10,0,169,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,14,3,0,0,0,0,21,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,13,18,6,3,42,0,5,7,23,18,17,16,3,0,93,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA10750,3,13,26,45,74,145,199,156,38,692,4,20,81,290,166,277,78,20,5,944,296,1514,2623,15605,2866,1665,790,329,81,25761,4,47,109,637,271,238,124,47,15,1483,5,81,156,708,255,202,98,38,10,1550,9,98,273,673,327,194,81,23,7,1684,5,56,16,180,90,84,117,48,4,613,3,11,22,73,151,240,388,291,109,1291,4,20,17,62,26,9,8,4,0,145,11,65,133,527,289,227,138,67,18,1478,8,18,69,541,412,419,267,85,21,1845,14,56,88,422,230,291,176,52,13,1341,3,4,8,79,155,573,898,420,128,2269,0,11,22,140,115,168,122,65,29,679,5,25,71,297,208,110,79,26,5,820,5,92,169,951,97,59,11,7,0,1388,0,9,15,36,36,89,161,108,44,492,147,1016,1642,3049,1081,727,291,69,20,8040,0,3,6,27,47,31,54,27,9,211,113,442,530,2036,562,285,104,34,4,4111
LGA10800,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,7,6,4,6,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,3,3,19,0,4,4,19,20,19,13,3,4,75,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA10900,0,0,0,4,5,9,27,17,8,69,0,4,19,21,13,21,6,4,0,97,3,3,27,71,32,41,41,30,7,261,0,3,44,28,16,12,10,14,9,129,0,0,0,16,9,3,0,0,0,32,0,0,0,14,3,4,4,0,0,21,0,11,9,55,45,53,78,27,8,283,0,0,3,10,24,43,46,34,16,174,0,7,0,38,27,15,9,0,0,106,0,7,31,24,15,9,3,0,0,93,0,0,3,15,11,8,7,3,0,51,0,0,10,42,36,35,16,12,0,158,0,0,0,3,8,32,36,4,4,87,0,0,0,3,9,14,12,3,4,47,0,0,0,3,0,6,3,4,3,18,0,0,0,9,3,0,0,0,0,16,0,3,7,29,33,72,124,56,27,359,0,26,42,258,274,269,168,59,20,1121,0,0,0,15,33,25,32,17,6,123,0,3,0,5,6,6,3,0,0,26
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7
LGA11100,0,7,15,46,48,92,220,270,64,761,0,6,58,153,45,76,23,12,4,382,25,29,54,476,68,51,40,15,5,766,20,46,322,979,211,144,81,27,7,1841,0,4,5,92,9,15,6,0,3,137,6,26,32,169,88,48,22,15,5,409,4,5,17,338,55,16,14,9,5,463,0,4,5,46,34,47,87,92,40,352,0,0,12,91,28,3,8,0,0,147,4,6,18,110,31,21,5,5,0,200,0,0,0,34,42,37,40,15,12,174,9,13,46,220,56,65,37,8,6,454,0,0,0,5,4,34,71,59,21,191,0,3,3,22,4,7,11,0,0,54,0,0,4,12,5,3,0,3,0,31,0,5,8,52,9,0,0,0,0,72,0,3,3,15,13,4,8,4,3,54,8,41,88,354,173,122,71,27,3,878,0,0,6,30,13,4,3,3,0,58,7,4,11,88,16,18,3,0,0,150
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,8,5,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,36,4,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,12,0,0,0,0,0,3,12,10,6,30,3,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,9,3,0,19,0,3,7,23,14,10,17,4,0,72,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA11300,0,0,3,6,26,43,123,140,45,385,8,17,116,284,106,122,63,22,6,757,64,97,169,966,100,87,48,25,8,1566,0,3,40,142,21,16,33,13,3,277,0,0,4,30,9,3,5,0,0,54,0,0,0,8,8,4,0,0,0,27,0,0,10,94,19,15,24,7,3,168,0,5,10,63,79,140,240,308,178,1023,0,6,12,58,15,3,3,8,0,102,4,38,221,553,194,119,66,29,11,1238,0,6,13,97,122,150,123,64,18,589,0,3,47,153,38,26,24,17,4,312,0,0,0,0,5,5,16,11,5,43,0,0,0,12,3,14,0,0,0,31,0,3,16,26,32,17,6,8,6,118,4,22,441,805,16,5,3,0,0,1296,0,3,0,0,3,7,3,0,0,15,0,21,64,116,50,70,28,4,3,358,0,0,0,4,3,3,3,0,0,12,4,14,10,37,18,3,10,0,0,87
LGA11350,0,0,0,0,3,3,7,0,5,28,0,0,0,4,3,7,0,0,0,20,3,0,3,24,10,17,7,10,3,67,0,0,0,11,0,0,4,0,0,27,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,28,13,13,8,5,0,76,0,3,3,61,21,12,14,10,6,135,0,10,8,78,23,12,3,0,0,142,0,0,3,11,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,5,0,0,3,7,4,5,3,0,0,27,0,0,3,0,0,3,7,0,0,17,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,3,3,24,16,29,42,22,5,150,8,41,39,220,157,170,86,20,8,752,0,0,3,4,3,0,4,0,3,18,0,0,0,0,0,3,0,0,0,3
LGA11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,4,0,0,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,13,0,0,0,0,0,5,0,0,3,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,16,0,0,11,29,31,21,14,3,0,116,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,3
LGA11450,0,5,6,3,22,15,19,8,3,91,3,3,9,27,14,19,4,3,0,78,3,42,39,379,85,69,31,15,5,675,0,3,3,37,22,16,3,3,0,89,0,3,6,49,15,7,0,0,0,84,0,4,24,154,48,43,11,9,3,296,3,17,8,102,39,33,32,17,10,260,0,0,9,20,61,114,163,123,33,523,0,0,0,6,6,0,4,0,3,21,0,0,4,34,7,3,0,0,0,50,0,0,3,96,63,59,32,12,0,267,0,0,5,51,21,24,12,3,0,119,0,0,9,23,24,81,119,44,9,315,0,0,4,37,28,28,10,7,0,122,0,3,0,3,3,3,0,0,0,13,0,3,3,27,3,5,0,0,0,44,0,0,0,10,24,33,50,23,15,154,19,75,125,390,218,152,62,28,7,1069,0,8,7,31,26,21,33,10,4,133,0,17,21,59,36,13,4,0,0,153
LGA11500,0,9,4,26,41,83,99,45,6,315,3,8,19,78,48,64,30,13,4,269,67,350,431,2414,739,354,175,73,21,4625,0,21,50,283,102,78,47,4,5,597,0,12,41,67,28,24,18,13,0,203,3,43,106,293,146,59,23,17,5,704,6,18,11,72,49,41,82,32,14,328,0,0,10,22,75,110,124,104,32,481,0,8,18,19,12,11,3,3,4,84,0,4,15,86,17,18,13,3,0,153,5,12,30,368,297,215,134,49,11,1135,5,12,45,103,75,89,74,18,4,429,0,3,5,7,18,76,107,51,10,271,3,4,12,87,108,116,99,35,10,474,0,3,7,29,18,5,3,6,0,80,3,70,115,779,61,45,18,0,0,1096,0,0,0,14,18,71,84,41,18,252,74,549,883,1556,586,363,172,62,6,4247,0,0,0,18,26,39,60,21,5,168,30,103,130,567,165,73,21,3,3,1099
LGA11520,0,5,7,30,37,95,183,225,72,657,12,22,117,522,138,224,106,33,4,1194,50,65,142,1446,164,104,67,54,15,2113,0,5,53,212,45,29,29,6,3,388,5,9,13,242,24,29,15,0,0,327,0,0,5,24,15,7,3,0,0,56,0,13,14,297,94,46,36,21,7,530,3,21,35,200,310,578,948,1059,513,3668,5,15,24,116,37,19,8,0,0,216,39,108,420,1716,390,262,120,59,8,3125,0,10,4,103,111,90,76,29,16,436,7,16,55,325,97,102,84,28,11,724,0,0,0,7,8,30,38,25,18,130,0,0,5,35,7,18,11,3,0,78,0,0,11,30,17,12,4,3,7,83,3,0,119,255,3,5,0,0,0,381,0,4,14,26,22,14,18,9,5,109,4,60,87,484,237,209,124,42,4,1251,0,0,0,37,14,14,19,7,0,89,3,10,18,88,15,9,6,0,0,156
LGA11570,8,93,116,360,497,1020,2173,2213,557,7042,9,35,199,733,390,591,210,75,15,2247,145,283,511,2850,552,370,196,108,56,5073,20,187,317,1645,658,468,245,68,16,3628,3,41,94,334,76,48,29,7,0,630,13,112,274,790,425,174,54,21,8,1862,6,20,14,173,96,70,91,49,21,552,3,26,48,187,336,578,993,1124,489,3785,7,21,33,183,65,23,20,7,4,358,15,106,252,1026,579,575,342,238,71,3211,57,311,806,5466,4762,4165,2711,1197,345,19818,26,97,177,844,227,275,168,39,9,1860,0,0,0,20,24,97,188,155,53,539,0,3,21,130,99,134,131,79,36,640,13,66,268,748,189,99,39,23,3,1443,17,88,618,2019,82,60,17,3,0,2902,0,4,6,27,18,28,43,36,30,200,91,503,769,1624,682,503,210,57,21,4455,0,3,0,20,15,16,31,7,7,95,171,489,736,2741,482,181,41,5,5,4853
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,4,0,28,0,3,0,0,0,38,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,6,12,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,6,8,4,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA11650,0,4,3,18,17,63,102,101,17,332,0,14,21,59,45,73,27,24,3,266,22,84,61,785,134,102,115,65,25,1393,4,20,31,139,63,40,45,29,15,384,0,3,3,55,26,19,9,8,0,123,0,3,8,22,13,3,7,3,0,58,7,77,17,235,148,177,222,133,33,1052,0,0,8,49,76,174,271,222,85,888,7,30,11,108,60,32,16,3,3,273,8,44,57,257,93,62,47,6,3,577,0,7,0,40,61,35,32,11,9,192,0,7,36,116,96,78,52,24,3,414,0,0,0,18,33,131,301,132,19,640,0,5,3,26,34,34,27,15,7,147,0,0,0,15,15,5,14,15,0,62,0,8,3,70,6,4,0,0,0,89,0,16,10,53,81,167,361,209,102,1000,42,178,301,1497,1208,1135,721,313,108,5506,0,11,10,43,70,53,87,59,18,343,4,16,12,60,13,17,7,0,0,137
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,7,3,0,0,10,5,3,5,61,3,3,17,4,3,97,0,0,0,5,6,3,3,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,13,3,13,8,6,3,53,0,0,3,6,0,14,12,4,0,39,0,0,0,3,3,3,7,0,0,10,3,0,0,9,0,0,0,0,0,15,0,0,0,4,3,4,3,0,0,19,0,6,0,17,4,5,0,0,0,42,0,0,0,0,0,9,12,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,4,0,5,4,16,35,10,3,81,0,24,26,156,101,113,74,17,0,519,0,0,0,0,6,3,3,13,0,28,0,0,4,3,5,3,0,0,0,17
