LGA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
LGA13910,..,3,10,0,3,3,3,6,3,0,36,..,0,6,0,3,3,0,0,3,0,13,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,6,0,3,3,0,0,3,0,12,..,0,0,0,0,0,0,0,0,0,0,..,3,16,4,4,3,3,11,4,0,47,4,7,3,0,0,0,0,0,5,3,26,0,8,5,0,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,7,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,12,11,3,0,5,0,0,3,3,52,16,5,7,4,8,3,3,6,0,3,49,8,4,27,6,3,3,5,3,0,4,59,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,4
LGA14000,..,166,555,136,112,123,106,124,71,63,1451,..,136,635,191,219,174,230,162,101,48,1899,..,0,4,6,10,24,44,99,74,35,289,..,0,0,3,0,0,3,4,0,0,17,..,142,645,199,228,196,280,265,177,83,2198,..,0,0,0,0,0,0,0,0,0,3,..,307,1196,337,343,318,381,388,246,144,3655,376,609,319,23,42,24,27,23,21,40,1505,321,644,620,87,99,140,172,177,134,68,2473,8,3,3,3,3,15,4,28,27,18,118,3,0,3,0,0,0,0,0,3,0,13,325,648,627,94,106,158,177,208,168,89,2606,0,0,0,0,0,0,0,0,0,0,7,701,1258,950,117,144,185,213,232,192,131,4112,625,188,225,32,52,47,45,41,33,30,1320,985,840,1614,230,297,328,328,355,194,72,5243,3,23,78,14,27,33,38,50,20,17,298,0,4,10,0,0,0,5,0,0,0,25,992,871
LGA14100,..,19,54,5,13,9,17,12,3,9,130,..,5,20,3,4,4,3,3,3,0,41,..,0,0,0,0,0,0,3,0,5,14,..,0,0,0,0,0,0,0,0,0,0,..,5,20,3,4,4,5,7,8,5,53,..,0,0,0,0,0,0,0,0,0,0,..,25,69,7,16,10,20,18,7,14,187,31,40,14,0,3,3,3,6,3,4,109,7,20,17,8,6,4,8,9,7,4,87,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,20,18,8,5,8,11,11,4,8,95,0,0,0,0,0,0,0,0,0,0,0,41,57,33,8,14,8,13,20,6,14,201,54,14,18,5,5,4,4,0,3,3,111,42,52,42,4,9,10,11,9,3,11,197,0,0,3,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,45,52
LGA14170,..,104,324,68,88,119,93,110,58,63,1023,..,56,228,57,115,99,108,105,51,40,862,..,3,6,4,3,18,26,61,70,23,214,..,0,0,0,0,0,0,3,0,0,9,..,52,235,62,120,125,137,174,119,63,1088,..,0,0,0,0,0,0,0,0,0,3,..,162,558,134,202,241,231,281,185,127,2105,334,309,143,53,53,59,87,101,88,60,1284,179,253,319,106,196,341,419,603,479,120,3028,0,7,17,8,27,32,51,84,78,61,372,0,0,4,0,0,0,6,0,3,0,16,179,268,340,120,219,372,480,695,560,187,3417,0,0,0,0,0,0,0,0,3,6,13,516,569,482,173,272,431,564,797,650,252,4714,1396,441,1043,370,378,369,342,327,165,137,4966,1080,705,2296,420,580,697,805,821,434,183,8023,18,38,129,30,60,96,93,123,82,52,714,6,3,16,0,0,3,3,3,3,0,42,1096,752
LGA14200,..,8,11,0,0,3,3,0,0,5,36,..,0,18,7,9,3,5,6,0,7,53,..,0,0,0,0,0,0,0,0,3,0,..,0,0,0,4,0,0,0,0,0,4,..,0,18,7,7,3,5,9,0,9,55,..,0,0,0,0,0,0,0,0,0,0,..,8,28,10,7,6,11,10,0,10,92,3,26,5,0,0,0,3,0,0,0,39,0,0,11,7,6,6,8,4,0,3,47,0,0,0,0,0,0,0,6,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,6,6,7,9,0,3,54,0,0,0,0,0,0,0,0,0,0,0,3,23,14,4,6,6,10,12,0,5,90,17,12,15,3,7,5,0,0,0,0,61,0,9,16,4,9,11,4,3,0,0,59,0,0,9,0,0,0,5,4,0,4,19,0,0,3,0,0,0,0,0,0,0,3,3,9
LGA14300,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,3,0,3,0,0,11,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,9,0,3,0,0,0,0,0,0,5,8,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,10,8,25,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,0,0,4,3,10,11,42,8,6,3,0,0,0,0,0,0,0,13,0,0,7,0,0,3,5,3,10,4,35,0,7,3,0,4,0,8,12,14,3,49,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA14350,..,4,7,4,0,3,3,3,6,0,35,..,0,3,3,0,3,0,0,3,0,17,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,0,3,4,0,4,0,20,..,0,0,0,0,0,0,0,0,0,0,..,4,11,8,0,3,9,3,8,6,53,5,4,6,0,3,0,0,3,0,5,31,0,3,3,0,0,0,0,4,3,3,17,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,7,3,6,27,0,0,0,0,0,0,0,0,0,4,4,5,10,9,3,3,4,4,6,9,14,66,25,8,11,0,7,3,0,5,0,3,60,4,6,19,7,14,5,9,7,6,4,85,0,0,0,0,0,3,0,3,4,3,20,0,0,0,0,0,0,0,0,0,0,0,4,6
LGA14400,..,12,39,4,12,17,13,3,0,3,108,..,0,4,0,0,3,4,3,3,3,18,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,7,0,0,3,3,3,4,4,24,..,0,0,0,0,0,0,0,0,0,0,..,13,44,11,12,19,15,6,3,9,129,17,22,22,0,3,3,3,0,0,6,79,4,4,0,0,0,0,3,3,4,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,5,3,3,25,0,0,0,0,0,0,0,0,0,0,0,19,31,23,0,4,3,5,3,6,14,108,31,18,26,12,7,6,4,0,4,4,123,10,8,21,0,0,3,0,5,0,3,56,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,8
LGA14500,..,259,759,197,185,206,171,241,81,100,2206,..,92,398,147,169,196,175,190,84,63,1517,..,0,5,4,5,22,42,82,85,52,307,..,0,0,0,0,0,0,4,0,0,8,..,90,403,149,173,220,218,277,175,119,1827,..,0,0,0,0,0,0,0,0,0,0,..,348,1163,351,358,430,388,521,257,221,4033,506,841,469,51,54,59,31,32,26,42,2116,203,413,524,100,111,120,156,151,88,66,1932,0,5,17,0,5,11,16,37,30,17,142,0,3,0,0,0,0,0,0,0,0,3,206,422,540,100,121,128,176,185,123,86,2083,0,0,0,0,0,0,0,0,0,0,0,718,1261,1014,148,173,187,210,216,147,131,4203,511,161,171,42,43,48,51,27,22,37,1112,790,811,1002,153,143,154,134,152,89,63,3501,7,18,38,12,19,20,25,25,15,28,208,3,0,10,3,0,0,0,0,0,0,11,802,831
LGA14550,..,4,4,0,0,0,0,0,0,3,19,..,0,3,3,0,0,3,0,0,3,15,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,0,0,3,0,0,3,15,..,0,0,0,0,0,0,0,0,0,0,..,4,8,4,4,0,3,3,0,6,36,4,11,0,0,3,0,0,0,3,0,19,0,4,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,13,6,4,3,0,0,3,3,0,37,6,3,3,0,0,3,0,3,0,3,20,5,0,5,0,3,0,0,9,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0
LGA14600,..,3,0,0,3,0,3,0,0,0,8,..,0,0,4,0,0,6,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,4,0,0,6,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,3,0,4,3,0,6,0,0,3,16,5,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,15,3,0,6,0,0,0,4,0,0,0,18,0,0,8,4,3,3,5,0,0,3,31,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14650,..,86,254,74,74,40,47,45,28,23,675,..,22,90,31,27,40,23,23,8,12,274,..,0,0,0,0,4,14,6,11,4,38,..,0,0,0,0,0,0,0,0,3,0,..,22,94,31,27,36,34,35,18,20,310,..,0,0,0,0,0,0,0,0,0,0,..,104,345,105,103,78,78,79,49,46,992,129,216,128,10,30,16,23,13,8,28,606,25,81,91,29,29,16,24,33,17,15,346,3,0,5,0,3,9,3,8,14,0,42,0,4,4,0,0,0,0,0,0,0,11,23,84,99,29,30,21,25,43,32,15,403,0,0,0,0,0,0,0,0,0,3,3,152,305,222,40,68,41,51,57,39,45,1015,378,100,216,52,57,31,38,16,14,30,919,130,94,291,51,64,78,54,56,29,18,861,3,3,15,3,5,12,15,8,11,4,79,0,0,0,0,0,0,3,0,0,3,7,134,101
LGA14700,..,44,159,47,44,23,46,47,16,18,444,..,14,63,17,36,43,28,52,19,17,286,..,0,0,0,3,7,13,33,29,12,99,..,0,0,0,0,0,0,0,0,0,0,..,14,64,23,36,50,44,84,46,24,387,..,0,0,0,0,0,0,0,0,0,0,..,64,217,72,80,73,94,126,62,44,829,85,111,50,8,17,15,20,17,8,16,341,24,60,80,21,33,39,55,68,39,22,451,0,0,0,0,3,0,7,12,10,3,38,0,0,0,0,0,0,0,0,0,0,0,24,60,80,20,35,38,60,79,49,32,484,0,0,0,0,0,0,0,0,0,0,0,110,173,136,31,51,49,80,101,55,45,825,306,99,167,59,56,42,53,53,33,30,899,228,256,645,124,149,151,158,149,117,30,2017,0,5,22,4,10,18,11,13,10,4,94,0,0,3,0,0,0,0,0,0,3,10,230,260
LGA14750,..,4,4,0,0,4,0,3,0,4,22,..,3,3,0,0,3,9,4,0,5,27,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,3,0,0,3,11,8,0,3,33,..,0,0,0,0,0,0,0,0,0,0,..,3,8,0,0,8,13,9,3,13,55,7,3,3,0,0,0,7,0,0,0,26,0,8,13,0,5,0,5,9,0,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,4,0,5,9,0,0,41,0,0,0,0,0,0,0,0,0,0,0,12,8,13,3,9,0,10,10,3,0,70,6,0,6,5,3,0,0,0,0,0,29,0,7,39,7,7,12,16,13,10,3,112,0,0,3,3,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA14850,..,8,40,9,4,10,6,3,0,3,88,..,0,11,4,10,12,3,3,3,3,55,..,0,0,0,0,0,0,3,11,5,17,..,0,0,0,0,0,0,0,0,0,0,..,0,11,4,13,8,3,9,13,4,74,..,0,0,0,0,0,0,0,0,0,3,..,10,58,15,16,19,12,16,13,9,164,25,53,23,3,5,3,3,5,3,3,128,6,21,25,3,3,9,6,13,0,3,97,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,21,25,3,3,9,10,13,4,4,101,0,0,0,0,0,0,0,0,0,0,3,32,79,48,10,12,11,12,15,8,10,229,80,23,19,10,7,11,3,9,0,11,174,13,11,58,18,9,14,7,20,16,0,167,0,0,3,0,0,0,3,3,7,0,20,0,0,0,0,0,0,0,0,0,0,0,13,13
LGA14870,..,3,17,0,3,3,3,0,0,0,37,..,0,0,0,0,0,0,9,0,0,13,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,3,10,3,0,18,..,0,0,0,0,0,0,0,0,0,0,..,3,15,3,5,3,4,7,3,0,54,13,5,0,0,0,0,0,4,0,0,29,0,10,4,7,0,0,4,3,3,4,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,7,4,7,0,0,3,4,3,3,32,0,0,0,0,0,0,0,0,0,9,9,13,13,10,9,0,0,3,7,9,18,75,18,11,14,0,0,3,3,3,0,3,58,7,14,18,0,7,3,8,7,3,3,58,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,14
