LGA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
LGA17150,..,124,358,93,99,104,94,89,23,51,1044,..,53,175,48,73,62,63,62,16,19,577,..,0,3,3,0,4,7,32,22,9,91,..,0,0,0,0,0,0,0,0,0,3,..,53,176,50,75,76,77,97,42,29,666,..,0,0,0,0,0,0,0,0,0,3,..,178,532,142,176,176,170,186,65,87,1714,217,378,223,31,36,42,36,40,24,39,1073,114,225,184,42,47,53,62,55,45,29,856,0,4,0,0,5,4,8,11,10,16,60,0,0,0,0,0,0,0,0,0,0,4,116,232,185,42,53,52,71,72,53,42,922,0,0,0,0,0,0,0,0,0,0,0,329,606,414,73,85,99,114,110,78,78,1997,700,245,417,108,109,115,89,67,36,71,1944,470,404,719,126,160,185,168,131,76,42,2483,3,7,38,12,19,13,16,21,11,4,132,4,0,3,0,0,0,0,0,0,0,10,476,412
LGA17200,..,42,140,34,42,41,51,70,43,45,492,..,29,119,48,49,73,104,99,42,41,600,..,0,3,0,6,23,46,103,92,68,344,..,0,0,0,0,0,0,9,5,0,14,..,29,126,46,57,93,151,208,138,107,960,..,0,3,0,0,0,0,0,4,3,6,..,71,266,82,95,136,195,278,186,151,1456,400,358,225,78,149,192,395,648,662,226,3342,210,491,1152,685,1027,1536,2561,3929,2905,1013,15503,3,64,55,35,88,208,417,723,624,437,2638,3,3,4,4,4,4,13,17,21,13,79,212,560,1202,723,1123,1746,2985,4666,3545,1454,18222,0,0,0,0,0,0,0,3,5,20,35,621,913,1431,803,1275,1936,3382,5323,4213,1707,21599,2217,735,2129,869,997,1134,1349,1438,770,387,12035,1768,1936,5006,1216,1637,2001,2420,2980,1724,833,21527,12,118,297,110,231,343,511,625,431,406,3086,11,11,18,3,9,4,10,17,11,9,102,1790,2068
LGA17310,..,4,27,16,7,6,7,18,7,17,108,..,4,18,15,14,18,23,31,9,3,135,..,0,0,0,0,0,4,6,10,5,26,..,0,0,0,0,0,0,0,0,4,3,..,4,18,15,14,18,23,37,21,13,163,..,0,0,0,0,0,0,0,0,0,0,..,9,45,28,23,24,29,55,28,28,271,20,28,19,11,6,7,7,4,3,9,114,3,9,22,0,11,24,17,42,21,11,160,0,0,3,0,0,0,6,23,21,28,82,0,0,0,0,0,0,0,0,0,0,3,3,7,29,0,11,26,28,67,44,40,248,0,0,0,0,0,0,0,0,0,0,0,22,33,47,12,18,30,36,73,49,45,364,50,21,39,13,10,12,3,12,10,9,170,13,21,148,21,39,44,57,57,34,14,448,0,7,5,5,9,5,5,47,20,35,137,0,0,0,0,0,0,3,0,0,0,7,13,26
LGA17350,..,0,5,0,0,3,0,0,0,0,5,..,0,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,4,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,3,3,0,0,0,3,15,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,3,3,0,0,0,0,0,0,0,14,0,0,7,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17400,..,0,4,0,0,0,0,3,0,0,6,..,0,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,4,3,0,4,0,3,0,0,9,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,12,0,0,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17420,..,154,519,120,130,139,132,122,59,59,1437,..,163,557,175,173,191,161,138,82,60,1695,..,3,13,9,15,15,26,70,64,21,233,..,0,0,0,0,0,4,3,0,3,12,..,164,569,181,194,204,192,209,149,85,1946,..,0,0,0,0,0,0,0,0,0,6,..,319,1083,301,322,347,325,334,208,146,3383,356,601,370,58,61,68,73,110,83,40,1812,404,639,506,83,91,112,132,122,109,56,2240,0,7,6,3,3,8,11,29,13,14,100,0,3,0,0,0,0,0,0,0,0,4,403,647,509,84,93,116,143,148,123,72,2346,0,0,0,0,0,0,0,0,0,3,4,761,1244,878,142,157,182,217,262,206,116,4166,846,210,215,54,65,47,66,64,41,44,1647,1290,1109,1349,170,185,173,189,202,112,80,4861,5,33,97,25,25,33,21,28,24,17,300,4,3,3,0,0,0,0,0,0,0,11,1296,1143
LGA17550,..,36,162,47,44,34,21,37,19,21,428,..,5,43,16,25,9,17,13,9,7,139,..,0,0,0,3,0,3,7,5,0,18,..,0,0,0,0,0,0,0,0,0,3,..,5,44,17,27,9,16,18,11,7,158,..,0,0,0,0,0,0,0,0,3,3,..,48,207,63,64,46,39,56,35,31,588,78,139,72,8,14,15,8,11,6,17,374,5,29,25,9,8,16,22,23,10,11,156,0,0,0,0,0,0,0,10,0,3,15,0,0,0,0,0,0,0,0,0,0,0,5,29,26,9,8,16,27,27,11,16,169,0,0,0,0,0,0,0,0,0,0,0,82,164,101,20,24,34,39,41,16,32,545,176,96,142,33,25,15,27,19,5,23,572,25,39,174,53,32,39,49,22,15,16,459,0,3,7,0,3,6,6,7,4,0,44,0,0,0,0,0,0,0,0,0,0,0,25,44
LGA17620,..,0,5,0,0,7,0,3,0,0,22,..,0,7,3,0,6,0,11,0,0,23,..,0,0,0,0,0,0,0,0,3,3,..,0,0,0,0,0,0,0,0,0,0,..,0,7,3,0,6,0,10,0,3,29,..,0,0,0,0,0,0,0,0,0,0,..,0,11,3,3,13,4,14,0,3,46,3,7,4,4,3,12,0,5,3,8,44,0,0,5,0,6,5,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,8,5,0,11,3,0,26,0,0,0,0,0,0,0,0,0,0,0,3,7,13,5,8,10,0,15,9,8,74,13,7,32,11,7,18,6,10,7,0,104,3,4,30,3,10,21,18,13,0,0,111,0,0,3,4,0,4,0,11,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,4
LGA17640,..,0,6,0,0,0,3,0,3,0,12,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,3,0,3,0,17,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,17,8,0,5,4,0,0,0,0,0,0,21,3,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA17650,..,0,10,0,0,0,0,3,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,0,0,0,3,0,0,19,7,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,11,4,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17750,..,16,56,22,26,14,10,17,6,12,176,..,9,86,34,76,75,50,34,8,10,385,..,0,0,3,7,9,10,19,20,10,69,..,0,0,0,0,0,0,0,0,0,3,..,12,89,35,78,85,58,48,29,19,458,..,0,0,0,0,0,0,0,0,0,0,..,30,145,60,108,101,70,69,38,26,639,62,60,40,9,6,15,4,3,0,10,207,15,59,86,13,37,27,40,27,6,15,314,0,0,0,0,3,7,3,7,4,10,30,0,0,0,0,0,0,0,0,0,0,0,15,59,91,13,37,34,41,27,11,21,351,0,0,0,0,0,0,0,0,0,0,0,72,124,126,23,39,49,42,32,16,30,554,98,33,61,17,24,5,25,5,12,6,293,43,57,219,58,95,70,72,92,31,17,750,0,3,17,9,18,18,8,21,21,7,124,0,0,3,0,0,0,0,0,0,0,0,43,66
LGA17850,..,0,0,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,5,0,3,0,0,0,0,0,0,0,10,3,0,4,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA17900,..,0,0,3,0,0,3,0,0,3,6,..,0,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,0,7,3,0,4,3,0,0,4,22,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,16,3,0,5,3,0,3,0,0,0,0,20,0,0,8,3,3,3,6,3,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17950,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,13,3,0,3,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,..,3,0,0,0,0,0,0,0,0,9,..,0,0,0,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,3,0,11,..,0,0,0,0,0,0,0,0,0,0,..,3,0,0,3,0,4,0,3,0,19,0,3,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,15,7,3,3,0,0,0,0,0,0,0,23,0,3,12,0,4,3,3,3,3,0,29,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA18050,..,63,189,61,68,55,53,64,21,38,610,..,16,51,18,33,30,56,55,24,13,292,..,0,0,0,4,0,7,14,17,5,43,..,0,0,0,0,0,0,0,0,0,3,..,15,50,18,40,28,63,69,41,20,344,..,0,0,0,0,0,0,0,0,0,0,..,80,239,79,104,80,119,130,61,60,954,157,190,88,13,37,35,86,125,83,48,879,37,66,74,22,39,59,82,215,155,85,846,0,0,0,0,0,5,3,17,31,7,65,0,0,0,3,0,0,0,0,0,3,3,37,70,74,22,39,62,89,236,184,101,913,0,0,0,0,0,0,0,0,0,3,3,197,263,161,38,79,98,171,357,269,152,1800,581,218,797,393,420,502,471,476,243,115,4210,205,152,596,187,254,366,449,520,353,119,3193,0,3,7,0,7,7,13,23,53,23,139,0,0,3,0,0,3,3,0,0,0,11,203,152
LGA18100,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,..,0,3,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,3,0,0,7,0,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3,0,0,19,3,0,8,0,0,4,0,3,0,4,27,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18230,..,4,19,11,19,12,8,4,3,11,92,..,0,44,10,11,24,15,19,13,7,149,..,0,0,0,0,3,4,17,11,0,38,..,0,0,0,0,0,0,0,0,0,0,..,0,44,10,13,30,17,37,27,9,187,..,0,0,0,0,0,0,0,0,0,3,..,9,66,23,27,38,23,41,33,14,284,16,26,15,7,8,3,12,6,0,14,93,5,18,38,9,10,16,18,9,7,5,140,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,5,18,38,9,15,16,18,9,5,6,146,0,0,0,0,0,0,0,0,0,18,18,18,44,52,15,15,21,31,19,9,32,257,45,14,40,12,10,5,8,12,10,6,157,18,24,292,43,51,46,46,45,33,9,611,0,0,4,0,6,8,3,13,6,0,45,0,0,0,0,3,0,0,0,0,0,3,18,25
LGA18250,..,83,290,98,83,70,111,84,73,50,950,..,35,257,96,121,143,168,196,78,49,1149,..,0,3,5,10,39,70,122,118,59,426,..,0,0,0,3,0,0,4,5,0,13,..,42,263,105,134,182,235,322,209,110,1593,..,0,0,0,0,0,0,0,3,0,9,..,118,546,200,219,259,355,402,283,153,2544,137,188,88,13,10,13,21,42,41,34,594,135,308,460,129,172,179,261,282,191,70,2188,0,8,13,12,24,20,57,82,56,63,328,5,0,4,0,5,0,0,4,0,0,18,136,317,473,144,193,198,321,368,244,133,2526,0,0,0,0,0,0,0,0,0,0,0,271,505,559,156,208,215,348,407,284,170,3118,375,120,228,76,70,88,71,82,64,33,1217,808,812,1282,253,292,348,357,452,259,122,4987,9,28,73,19,51,56,82,97,63,61,544,3,3,6,0,0,0,0,0,0,3,24,811,849
LGA18350,..,25,74,15,20,5,14,10,5,4,180,..,3,21,0,5,6,9,12,12,0,72,..,0,0,0,0,0,0,5,7,0,16,..,0,0,0,0,0,0,0,0,0,0,..,3,21,0,5,6,9,22,18,5,91,..,0,0,0,0,0,0,0,0,0,0,..,25,98,19,33,13,25,33,25,8,273,32,68,29,13,0,13,11,10,5,6,178,3,15,16,3,3,6,18,34,31,11,140,0,0,0,0,0,0,9,18,25,17,73,0,0,0,0,0,0,0,0,0,0,0,3,15,15,3,3,10,31,54,58,27,221,0,0,0,0,0,0,0,0,0,0,0,31,82,45,13,3,17,44,67,65,36,399,57,23,33,12,7,3,11,6,4,5,167,29,11,162,18,20,18,19,20,15,5,313,0,0,4,3,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,3,25,11
LGA18400,..,7,37,5,3,13,0,8,3,10,93,..,3,10,3,7,7,7,4,0,0,36,..,0,0,0,0,0,0,0,3,3,8,..,0,0,0,0,0,0,0,0,0,0,..,3,10,3,7,7,7,5,3,3,46,..,0,0,0,0,0,0,0,0,0,0,..,13,44,12,7,15,7,17,7,18,137,37,30,20,9,5,6,0,0,0,7,111,9,23,12,3,7,3,0,5,3,0,65,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,18,12,3,10,3,0,4,3,3,69,0,0,0,0,0,0,0,0,0,0,0,41,56,33,10,6,10,4,8,0,10,175,130,28,32,10,10,4,9,9,3,12,246,46,18,30,12,6,10,14,10,6,8,154,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,51,22
LGA18450,..,76,237,67,98,105,89,58,21,59,807,..,40,228,74,126,148,195,89,37,29,972,..,3,6,4,3,31,59,60,103,39,308,..,0,0,3,0,0,0,0,0,0,6,..,43,235,80,127,180,263,146,140,66,1288,..,0,0,0,0,0,0,0,0,0,5,..,117,475,144,225,288,352,203,166,129,2099,195,269,149,26,28,34,50,66,59,41,943,115,216,286,65,101,222,376,523,428,117,2451,0,11,8,5,24,41,81,128,99,43,435,0,3,0,0,0,0,0,0,3,0,10,116,225,293,70,122,259,459,647,525,161,2891,0,0,5,0,0,0,0,0,0,4,4,316,499,448,102,155,296,510,714,586,206,3839,456,135,255,96,73,71,68,61,47,45,1306,354,268,756,193,261,336,393,399,206,89,3260,4,16,54,29,39,49,88,86,62,18,447,0,0,3,3,0,0,0,3,0,0,7,360,285
LGA18500,..,70,229,55,51,58,69,100,44,51,730,..,22,55,21,23,43,42,55,24,16,289,..,0,0,0,3,4,7,14,11,11,53,..,0,0,0,0,0,0,4,0,0,4,..,22,55,22,26,40,46,66,33,24,346,..,0,0,0,0,0,0,0,0,0,0,..,86,284,76,77,101,119,167,82,75,1076,149,209,115,24,22,27,36,68,58,23,734,20,54,47,17,24,46,62,66,47,28,418,0,0,0,0,0,0,3,3,10,0,18,0,0,0,0,0,0,0,0,0,0,0,20,60,47,23,28,43,70,69,51,34,439,0,0,0,0,0,0,0,0,0,0,4,165,269,163,43,49,76,102,134,112,56,1174,487,140,355,175,192,208,205,206,99,47,2115,172,111,235,65,88,103,119,144,78,41,1152,0,4,7,0,5,3,3,8,10,5,46,0,0,0,0,0,0,0,0,0,3,3,169,111
LGA18710,..,11,26,10,9,0,0,4,4,0,65,..,0,3,3,0,0,5,0,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,5,3,0,0,5,0,0,0,16,..,0,0,0,0,0,0,0,0,0,0,..,11,30,9,9,0,5,3,4,0,79,16,20,18,3,0,3,0,3,0,3,65,5,3,4,0,0,0,0,0,3,0,12,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,18,24,16,3,0,4,3,3,3,3,85,30,11,10,4,3,3,0,0,3,3,78,9,15,13,0,0,3,5,4,3,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,13
LGA19399,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,..,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
