LGA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA12730,0,0,0,0,0,0,0,0,0,11,0,18,3,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,3,35,0,48,0,0,0,0,0,4,0,12,0,12,0,28,0,0,0,9,0,10,0,13,0,99,3,141,0,5,0,9,0,8,0,10,3,34,0,70,10,5,0,21,0,22,0,13,0,40,0,111,18,4,0,26,3,15,3,4,3,26,0,103,19,3,0,18,0,6,0,9,0,6,0,62,22,0,0,11,0,6,0,0,0,7,0,53,59,5,3,32,3,9,0,3,0,10,0,124,28,3,3,17,4,3,4,3,0,3,0,57,17,3,3,6,0,0,0,0,0,3,0,29,6,0,0,3,0,0,0,0,0,0,0,16,7,0,0,8,4,5,0,0
LGA12750,0,0,0,0,0,0,0,0,0,45,0,51,3,0,0,0,0,0,0,5,0,37,0,49,3,0,0,3,0,4,0,14,0,35,0,54,0,0,0,0,0,0,0,3,0,23,0,28,4,8,0,3,0,3,0,23,5,249,3,298,0,11,0,5,0,12,3,38,4,92,3,179,9,22,3,11,0,20,4,82,11,886,21,1061,10,43,0,12,3,45,3,89,17,365,0,587,26,62,3,68,4,48,3,72,5,457,3,745,53,50,3,97,5,50,9,41,8,309,0,633,39,18,4,70,3,33,0,29,8,82,0,286,69,23,6,51,3,29,4,28,10,76,0,294,107,14,4,79,5,39,3,29,11,114,3,414,61,3,5,36,0,17,7,13,0,50,0,186,38,6,0,11,0,8,3,3,0,27,0,106,22,0,0,4,0,4,0,3,0,11,0,45,25,13,3,16,6,11,0,3
LGA12850,3,0,0,4,0,4,3,9,8,478,3,503,0,3,0,3,0,0,0,9,4,150,0,168,0,3,0,0,0,6,0,39,6,115,0,169,0,0,0,0,0,5,0,33,0,74,3,122,0,5,0,4,0,13,0,64,3,961,6,1066,3,11,8,3,0,67,0,87,10,290,8,489,10,47,3,12,0,163,7,143,16,2119,32,2550,15,49,3,46,3,265,4,117,16,402,3,927,48,67,6,136,5,288,8,105,21,387,5,1089,138,49,5,168,11,199,5,62,9,218,15,897,140,20,3,121,11,145,7,37,6,59,0,554,199,20,9,97,15,83,0,17,3,63,3,500,467,30,7,144,19,105,11,22,10,56,9,881,297,13,4,81,7,33,3,11,0,24,0,482,165,10,3,42,7,16,3,3,3,13,0,262,92,3,0,18,7,10,0,0,4,7,0,141,115,4,4,29,5,22,4,4
LGA12870,3,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,13,0,20,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,10,5,3,0,0,0,0,0,9,0,81,0,105,0,0,0,0,0,4,0,7,0,28,0,48,3,5,0,3,0,7,4,15,3,257,3,304,7,8,0,10,0,16,3,27,9,84,3,164,8,5,4,16,0,11,3,13,0,98,0,164,21,11,4,25,3,24,7,8,0,52,0,163,17,3,0,23,3,19,0,3,0,10,0,79,32,3,0,25,0,8,0,0,0,13,3,92,58,3,0,29,5,14,0,8,7,10,0,144,46,0,5,19,3,3,0,3,0,0,0,81,13,3,0,6,3,0,0,0,0,0,0,29,0,0,3,0,0,0,0,0,0,6,0,9,13,3,0,5,0,0,3,3
LGA12900,8,0,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,43,0,52,0,0,0,0,0,0,0,11,0,13,0,28,3,0,3,4,0,13,0,13,0,138,5,185,4,3,0,13,0,21,0,12,3,43,0,98,15,7,4,18,0,16,0,11,0,44,0,117,25,5,0,37,0,7,0,4,0,23,0,104,16,4,0,15,0,7,0,4,0,7,0,52,29,3,3,24,0,3,0,0,0,15,0,76,51,3,0,22,0,8,0,8,0,9,0,96,27,0,0,12,0,7,0,0,0,0,0,45,16,0,0,0,0,7,0,0,0,0,0,25,6,0,0,0,0,0,0,0,0,0,0,12,11,0,0,8,0,3,0,0
LGA12930,4,0,0,0,0,0,0,8,0,592,9,607,0,3,0,0,0,4,0,16,3,171,0,207,0,7,0,0,0,5,0,44,3,95,0,157,0,0,0,0,0,9,0,43,3,49,0,102,0,21,0,7,0,13,0,68,5,521,3,631,0,17,0,5,0,51,0,94,0,163,3,344,9,76,6,19,0,117,5,115,15,1130,10,1495,7,72,0,22,0,160,8,125,10,394,3,814,49,129,9,122,4,221,15,118,17,452,6,1148,120,94,3,222,15,177,17,86,17,287,4,1042,153,40,0,210,19,148,8,45,6,109,8,746,234,32,9,132,11,108,8,41,13,127,3,717,636,57,11,269,26,215,7,53,13,174,0,1464,498,29,12,144,21,72,7,28,7,72,0,898,348,25,5,78,15,37,3,18,3,34,0,564,240,6,7,40,7,56,3,12,6,29,3,400,400,26,8,125,24,59,7,22
LGA12950,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,22,0,0,0,3,0,0,0,3,0,4,0,10,7,3,0,3,0,3,0,8,0,79,3,101,6,6,0,9,0,9,0,7,0,11,0,45,13,0,0,5,0,5,0,3,0,19,0,46,15,4,3,12,0,3,0,0,0,10,0,51,3,0,0,4,0,10,0,0,0,0,0,26,8,0,0,4,5,0,0,0,0,3,0,28,18,4,3,10,0,3,0,0,0,0,0,50,18,0,0,7,0,3,0,0,0,0,0,25,6,0,0,3,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,7,5,0,0,3,0,3,0,0
LGA13010,0,0,0,0,0,0,0,0,0,14,0,19,0,4,0,0,0,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,3,0,5,0,14,0,58,0,88,0,3,0,3,0,3,0,9,0,18,0,42,0,8,0,11,0,6,0,11,4,175,3,220,6,3,0,5,0,18,0,19,0,41,0,97,16,15,3,13,0,20,4,13,0,48,0,129,28,6,0,25,0,9,0,6,3,35,0,112,8,0,0,25,0,3,3,3,0,3,0,46,19,9,0,15,0,7,4,0,0,12,0,64,29,3,0,19,0,7,0,0,0,6,0,66,16,3,0,8,3,0,0,0,0,0,0,35,10,4,0,9,0,0,0,0,0,0,0,17,3,0,0,3,0,0,0,0,0,0,0,7,4,3,0,4,0,3,0,0
LGA13310,0,0,0,0,0,0,0,0,0,33,0,37,0,0,0,0,0,0,0,0,0,26,0,32,0,0,0,0,0,0,0,3,3,12,0,17,0,0,0,0,0,0,0,0,0,11,0,18,3,6,0,0,0,3,0,5,0,118,5,144,3,3,0,3,0,5,0,21,0,31,0,67,3,10,0,12,0,15,0,37,3,358,8,435,7,13,0,20,0,33,0,50,3,143,0,268,14,14,0,51,3,47,7,39,7,136,3,321,42,20,0,67,8,30,3,29,3,108,0,311,29,10,0,46,3,27,4,6,3,26,0,153,74,6,0,61,3,26,0,10,0,21,0,209,140,16,4,91,7,45,0,12,0,29,3,349,93,7,0,56,9,14,0,9,3,10,0,198,60,0,0,26,8,4,0,3,0,6,0,112,37,0,0,8,0,14,0,0,0,0,0,61,35,5,0,28,3,11,3,0
LGA13340,5,0,0,0,0,0,0,0,0,8,0,14,7,0,0,0,0,4,0,0,0,7,0,18,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,7,0,0,0,0,0,39,3,49,4,3,0,3,0,0,0,7,0,14,0,35,3,3,0,6,0,9,3,12,0,133,7,169,4,11,0,5,0,16,0,16,0,38,3,100,12,12,0,27,0,17,0,21,3,48,3,137,27,3,0,41,0,18,7,6,3,24,0,128,13,6,0,25,0,12,0,7,0,3,0,68,27,3,0,22,0,10,3,0,3,7,0,74,33,4,3,30,3,10,0,0,0,5,0,98,33,3,3,19,4,9,3,3,3,4,0,72,12,0,0,6,0,0,0,0,0,0,0,23,13,0,0,7,0,3,0,0,0,3,0,23,23,0,0,10,3,0,0,0
LGA13450,3,0,0,0,0,0,0,0,0,57,3,59,0,0,0,3,0,0,0,3,0,14,0,21,0,0,0,0,0,0,0,3,0,8,0,15,0,0,0,0,0,0,0,3,0,3,0,9,0,3,0,0,0,3,0,6,0,100,3,121,0,4,0,3,0,8,0,7,0,29,0,55,4,15,0,10,0,19,7,11,3,209,11,286,3,17,0,12,0,28,0,23,5,71,3,161,14,17,0,48,8,38,3,22,3,67,0,221,50,21,4,51,3,22,4,16,3,44,3,230,43,9,3,53,7,12,0,7,0,10,0,152,51,3,3,39,8,17,0,4,0,19,0,148,151,10,0,60,5,22,0,8,0,22,3,288,77,9,0,32,0,8,0,3,0,4,0,138,49,0,0,24,3,4,0,4,0,4,0,93,30,0,0,5,0,8,0,0,0,3,0,48,39,3,0,17,0,7,0,0
LGA13510,3,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,3,0,11,0,10,0,0,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,3,0,4,0,45,0,59,0,3,0,3,0,0,0,12,0,22,0,36,3,7,0,3,0,13,0,10,4,233,9,285,4,12,0,8,0,14,0,16,3,65,0,121,16,8,4,25,0,21,4,14,0,81,3,179,25,9,0,31,3,14,0,5,0,38,0,135,23,4,0,17,4,11,0,9,0,6,0,76,35,3,4,20,0,5,0,3,0,12,0,77,47,0,0,37,3,23,0,0,0,14,0,124,29,0,0,14,0,3,0,0,0,3,0,55,17,3,0,9,0,0,0,0,0,0,0,28,10,0,0,4,0,3,0,0,0,4,0,17,24,3,3,8,0,0,0,3
LGA13550,3,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,42,0,48,3,3,0,0,0,4,0,9,0,11,0,27,12,9,0,0,0,10,3,8,7,147,0,196,3,6,0,15,0,15,0,8,0,26,3,84,6,8,0,30,0,18,0,5,3,45,0,121,26,3,0,31,4,12,0,5,4,32,3,117,11,6,0,22,3,9,0,0,0,10,0,69,26,4,0,27,0,11,0,0,0,9,0,86,66,0,3,26,3,12,3,0,3,19,0,134,52,0,0,21,4,5,0,0,0,3,0,90,37,0,0,12,3,0,0,0,0,0,0,55,26,0,0,3,0,11,0,0,0,0,0,46,37,3,0,16,3,4,0,3
LGA13660,4,0,0,3,0,0,0,0,0,5,0,18,3,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,3,3,0,28,0,47,0,0,0,0,0,0,0,4,0,5,0,16,4,5,0,0,0,10,0,8,0,110,3,139,10,9,0,4,0,7,0,8,3,18,0,56,8,3,0,8,3,9,0,3,0,30,0,68,22,0,3,18,0,7,0,3,0,14,3,69,8,3,0,12,0,3,0,0,0,3,0,34,16,3,0,8,0,0,0,0,0,3,0,32,47,0,0,14,0,3,0,0,0,8,0,79,3,0,0,4,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,7,5,0,0,0,0,3,0,0,0,0,0,9,13,0,0,3,0,0,0,0
LGA13800,6,0,0,3,0,0,0,0,0,61,0,74,0,0,0,3,0,3,0,0,0,42,0,53,0,0,0,0,0,0,0,9,0,18,0,32,0,0,0,0,0,0,0,8,0,17,0,22,0,11,0,6,0,7,0,15,0,168,3,211,0,4,0,0,0,12,0,34,7,57,0,110,8,16,3,17,0,26,3,40,7,446,3,577,10,24,4,23,3,66,7,48,11,197,6,396,28,35,3,44,3,93,4,45,4,259,3,526,66,38,0,97,5,78,4,40,3,146,0,483,72,23,0,87,4,71,5,29,4,58,0,365,134,17,8,90,8,56,3,17,4,42,3,381,374,17,10,166,12,95,4,23,5,73,3,785,301,18,4,94,11,28,5,12,4,26,0,501,178,9,10,61,8,22,0,10,0,7,0,301,108,3,3,24,3,31,0,6,0,10,0,180,153,8,3,60,4,25,0,7
LGA13850,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,3,0,0,0,0,3,35,0,42,5,0,0,3,0,5,0,0,3,10,0,25,6,0,0,10,0,3,3,0,0,7,0,35,10,0,0,10,0,3,0,0,0,10,0,33,4,0,0,3,0,3,0,0,0,0,0,17,7,0,0,6,0,0,0,0,0,3,0,19,19,0,0,10,3,0,0,0,0,3,0,33,5,0,0,5,0,3,0,0,0,0,0,13,3,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0
LGA13910,6,0,0,0,0,0,0,0,0,16,0,23,0,0,0,3,0,0,0,4,0,12,3,18,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,4,0,10,4,3,0,5,0,5,0,9,0,89,3,119,4,4,0,4,0,8,0,20,3,32,0,75,10,3,3,4,0,27,0,28,5,330,4,417,15,13,0,14,0,33,3,29,3,79,0,188,18,11,0,38,0,35,4,23,0,97,3,237,36,24,4,45,3,18,3,18,3,49,3,197,34,8,0,36,3,17,0,4,0,15,0,122,57,0,3,35,3,9,0,3,0,13,0,134,74,10,4,39,4,11,0,5,0,15,0,160,57,3,0,24,3,3,0,0,0,3,0,100,24,0,0,13,0,3,0,0,0,0,0,40,17,0,0,13,0,7,0,0,0,0,0,31,25,3,3,19,3,12,0,0
LGA14000,4,0,0,0,0,3,0,3,0,324,3,340,3,4,0,0,0,0,0,7,0,131,3,156,3,5,0,0,0,3,0,24,4,56,0,99,0,0,0,0,0,0,0,13,0,28,0,40,4,7,0,0,0,5,0,41,4,325,0,386,0,7,0,7,0,21,0,48,0,113,6,200,4,38,0,4,0,37,3,105,6,805,12,1020,14,34,3,34,4,73,0,104,11,505,3,779,24,77,7,71,0,121,9,134,14,613,3,1070,62,57,5,110,4,111,7,105,10,503,6,972,80,24,0,123,3,120,3,81,7,184,0,633,132,39,3,141,9,115,3,46,3,204,0,707,431,68,5,217,27,227,8,70,10,269,3,1339,430,39,11,209,29,102,10,56,11,116,3,1005,362,26,7,147,12,42,3,23,0,53,0,671,277,8,3,60,10,105,0,15,3,45,0,533,622,49,14,247,29,155,12,46
LGA14100,0,0,0,0,0,0,0,0,0,24,0,28,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,25,0,25,0,0,0,0,0,0,0,5,0,9,0,12,0,0,0,0,0,3,0,4,0,57,0,67,0,0,0,7,0,3,0,10,0,30,0,43,3,7,0,0,0,3,0,9,0,42,0,66,4,5,0,6,0,8,0,13,0,31,3,68,7,6,0,6,0,12,0,3,0,11,0,39,5,0,0,8,0,11,0,3,0,24,0,55,30,3,0,12,0,14,0,8,0,41,0,112,49,7,4,21,0,11,3,0,0,24,0,121,35,5,3,8,0,3,0,4,0,23,0,78,19,3,0,9,0,14,0,6,0,6,0,56,105,28,8,44,9,29,0,23
LGA14170,0,0,0,3,0,3,0,3,4,237,3,250,0,4,0,0,0,0,0,7,0,92,0,107,4,3,0,0,0,0,6,12,4,37,0,68,0,0,0,0,0,0,0,14,0,22,0,42,4,11,4,0,0,13,0,35,7,346,5,422,0,19,0,5,4,22,3,58,3,103,0,214,8,67,4,15,0,71,6,87,6,803,10,1077,23,86,6,45,5,120,10,112,4,269,4,680,38,154,6,145,9,177,9,110,11,324,9,986,139,127,13,252,13,177,17,92,10,215,7,1059,159,69,4,244,18,135,9,58,7,83,0,779,285,49,8,205,26,159,3,50,8,102,0,896,1090,100,16,465,46,310,16,84,8,140,3,2285,1157,37,18,349,50,128,18,42,8,87,0,1888,1021,27,10,218,30,71,3,33,10,35,0,1472,873,12,14,106,13,152,6,17,6,34,0,1232,2302,56,35,426,76,240,12,56
LGA14200,3,0,0,3,0,0,0,0,0,23,0,29,3,0,0,0,0,0,0,0,0,5,0,13,0,0,0,3,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,3,0,6,0,8,6,5,0,0,0,6,0,8,0,83,3,119,0,4,0,0,0,8,0,15,0,30,3,57,6,3,0,5,0,23,0,18,7,290,8,362,12,7,0,12,0,32,0,24,3,73,3,174,25,20,0,36,0,25,4,14,0,77,3,201,39,13,3,40,3,23,3,10,3,49,0,189,29,6,0,28,3,8,0,8,0,6,0,91,44,7,0,27,3,0,0,7,0,18,0,110,81,6,3,36,3,12,3,7,0,13,0,159,32,4,4,17,3,6,0,0,0,9,0,83,23,0,0,8,0,3,0,0,0,3,0,35,12,0,0,3,0,0,0,0,0,0,0,21,22,0,0,3,3,3,0,0
LGA14300,3,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,6,0,23,0,37,0,0,0,0,0,0,0,3,0,6,0,13,3,4,0,0,0,6,0,3,0,74,3,91,0,0,0,10,3,8,0,9,0,16,0,48,8,6,0,6,0,12,0,0,0,22,0,63,12,0,0,14,0,6,0,4,0,13,0,47,9,0,0,7,0,0,0,3,0,0,0,19,7,3,0,11,4,4,0,0,0,0,0,29,25,5,0,21,0,3,0,0,3,0,0,60,24,4,0,13,0,0,0,0,0,0,0,46,6,0,0,11,0,0,0,0,0,0,0,20,7,0,0,3,0,0,0,0,0,0,0,12,3,0,0,3,0,0,0,0
LGA14350,3,0,0,0,0,0,0,3,0,30,0,43,3,0,0,0,0,3,0,4,0,23,0,28,0,0,0,3,0,0,0,0,0,15,0,29,0,3,0,0,0,0,0,3,0,16,0,18,6,3,3,0,0,0,0,12,3,177,0,200,4,4,0,5,0,6,0,41,4,72,0,135,11,21,0,11,0,32,0,45,13,634,7,775,15,21,3,18,0,41,3,67,9,193,3,365,17,34,5,36,3,35,3,48,3,186,0,373,38,22,5,67,8,35,4,22,3,109,3,315,28,9,0,39,6,24,5,10,6,23,0,157,35,11,3,49,3,16,3,7,3,37,0,164,73,14,4,61,8,24,3,10,4,26,3,226,36,3,3,31,0,8,0,0,0,7,0,92,22,0,0,18,3,3,0,0,0,6,0,51,13,0,0,0,3,3,0,0,0,0,0,22,20,10,0,6,4,3,0,5
LGA14400,0,0,0,0,0,0,0,3,0,21,0,23,0,0,0,0,0,0,0,0,0,15,0,23,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,8,0,8,3,0,0,0,0,0,0,8,0,101,0,113,0,4,0,0,3,0,0,16,0,44,0,78,0,7,0,0,0,0,0,15,3,256,3,290,4,12,0,13,0,16,0,33,0,171,3,251,17,12,0,17,0,11,0,37,0,239,0,338,21,10,3,24,3,24,0,29,4,137,3,256,20,13,0,13,3,17,5,24,4,60,0,165,29,12,0,24,3,19,0,8,4,65,4,172,63,12,3,65,4,41,3,16,5,59,0,275,74,6,3,48,0,8,3,10,3,28,0,186,46,3,3,21,6,17,0,7,3,14,0,116,31,3,0,7,0,22,0,3,0,4,0,72,60,15,0,28,3,6,0,8
LGA14500,3,5,0,0,0,8,0,7,0,279,0,299,0,6,0,0,0,0,0,8,0,104,0,115,0,0,0,0,0,3,0,16,0,49,0,70,0,0,0,0,0,3,0,11,0,21,0,30,4,6,0,3,0,0,0,18,7,190,0,227,0,11,0,0,0,18,0,38,0,93,0,159,3,10,0,7,0,17,0,43,10,389,4,487,3,25,0,9,0,37,0,61,4,298,8,453,22,42,3,36,0,60,0,75,10,465,0,720,27,42,0,63,0,72,7,90,3,410,0,712,43,31,4,61,3,47,3,62,3,219,0,483,62,32,4,51,3,56,3,64,9,273,0,557,232,55,7,121,7,155,3,107,13,388,0,1085,280,41,7,141,16,85,3,73,5,264,0,910,235,18,3,89,12,42,0,53,10,175,3,635,192,17,5,42,9,134,4,34,3,98,0,541,678,98,15,338,29,250,12,170
LGA14550,0,0,0,0,0,0,0,0,0,10,0,9,3,3,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,9,0,19,0,0,0,0,0,0,0,0,0,4,0,6,3,11,0,4,0,0,0,9,0,42,0,75,0,7,0,0,0,3,0,10,0,24,0,44,6,3,0,10,0,8,0,33,0,161,7,240,6,13,0,12,0,11,0,18,0,58,0,125,18,19,3,15,0,11,0,9,3,53,0,128,18,16,3,26,0,13,0,12,3,39,0,126,12,4,0,13,3,9,0,3,0,3,0,51,16,4,0,16,0,5,0,4,0,9,0,53,32,5,0,19,0,12,0,0,0,6,0,79,17,0,0,8,0,3,0,0,0,0,0,35,14,0,0,7,0,0,0,0,0,0,0,21,4,0,0,3,0,0,0,0,0,0,0,12,4,0,0,8,0,3,0,0
