LGA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
LGA17310,0,0,0,0,0,0,0,3,0,7,0,3,0,16,4,3,0,0,0,27,0,0,15,57,0,0,0,0,0,75,3,0,9,3,3,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,9,14,8,6,6,0,53,0,3,8,20,3,3,0,0,0,33,0,0,0,0,0,0,3,3,0,12,0,0,0,6,6,4,0,0,0,13,4,12,8,36,10,19,18,16,4,120,126,246,249,594,347,364,322,185,76,2501,2025,4215,3537,6857,3648,3695,3000,1609,493,29077,0,0,0,0,0,0,0,0,0,0,1734,3665,3009,6032,3309,3292,2605,1547,730,25935,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,10,3,3,0,0,32,0,0,0,0,0,0,0,0,0,3
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,5,7,24,18,46,33,40,31,26,3,227,191,441,334,556,396,436,403,205,76,3036,0,0,0,0,0,0,0,0,0,0,169,361,275,518,377,362,311,216,124,2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,3,0,20,15,20,32,56,45,97,74,41,15,402,139,368,283,499,419,643,584,257,55,3253,0,0,0,0,0,0,0,0,0,0,125,349,234,478,330,509,403,177,69,2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA17420,0,0,0,7,20,16,17,7,0,69,0,41,74,291,288,254,126,39,12,1125,3,0,22,107,26,35,25,5,0,217,10,10,20,47,15,15,3,0,0,109,0,0,0,7,5,9,3,0,0,22,0,0,4,24,55,23,8,7,4,126,24,66,119,105,49,35,20,3,0,423,0,5,10,93,68,60,17,3,0,260,0,5,3,19,7,17,9,4,0,64,0,3,13,32,34,17,7,0,0,110,30,144,180,546,390,350,244,119,30,2044,114,250,271,635,424,311,275,142,42,2463,5006,12250,10873,19165,11050,8982,6635,2727,748,77451,0,4,12,76,40,35,13,4,0,183,4423,9908,7837,10546,5657,4505,3629,1515,678,48695,0,0,11,70,43,28,10,0,0,152,0,0,0,23,19,3,0,4,0,57,0,0,4,23,15,9,0,0,0,47,0,14,33,62,25,16,6,4,0,154,0,0,3,31,31,27,22,3,4,123
LGA17550,0,0,0,0,4,3,11,10,4,28,0,0,0,3,0,3,6,0,0,15,0,0,0,10,0,0,0,0,0,11,3,6,12,9,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,18,12,25,33,29,33,7,3,159,0,3,3,3,3,0,0,0,0,9,0,3,0,12,5,17,23,11,5,79,0,0,3,11,7,8,8,0,0,33,6,18,18,146,76,49,80,63,29,478,141,312,276,717,489,628,555,356,183,3663,2503,5372,4581,8818,5615,6374,5898,3491,1453,44109,0,0,0,0,0,0,0,0,0,0,2110,4666,3803,7409,4691,5354,4211,2660,1421,36331,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,7,10,53,21,23,8,3,3,116,0,0,0,7,3,3,0,0,0,16
LGA17620,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,10,0,3,3,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,6,0,0,4,9,3,0,0,0,0,22,33,83,54,190,95,115,89,48,19,728,441,1014,723,1668,904,962,756,367,135,6970,0,0,0,0,0,0,0,0,0,0,382,928,637,1364,746,719,534,363,178,5849,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,4,3,0,21,23,27,37,60,62,74,69,35,3,389,258,455,372,678,595,635,569,275,82,3917,0,0,0,0,0,0,0,0,0,0,186,407,319,621,469,449,393,214,91,3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,15,8,20,16,41,51,45,38,16,6,243,155,413,302,547,412,493,419,154,44,2926,0,0,0,0,0,0,0,0,0,0,143,410,278,525,388,408,281,151,64,2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA17750,0,0,0,0,0,3,3,3,0,10,3,13,10,52,11,0,0,0,0,90,0,0,0,11,3,0,0,0,0,11,0,4,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,3,6,15,3,7,0,0,39,0,0,3,22,0,0,0,0,0,27,0,0,0,3,0,0,4,0,0,12,0,6,7,12,11,4,3,0,0,36,4,39,55,155,41,25,23,7,10,364,98,172,285,523,277,282,222,136,38,2022,2238,4270,4668,7905,3687,3483,2503,1271,488,30504,0,3,9,14,0,3,0,0,0,25,1835,3783,4123,6675,3212,3109,2137,1415,703,26999,4,6,4,25,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,8,3,0,0,33,0,3,0,5,0,0,3,0,0,12
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,9,14,13,9,39,19,19,45,21,14,192,89,174,137,287,217,244,253,103,33,1551,0,0,0,0,0,0,0,0,0,0,74,158,135,246,163,176,173,99,39,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,0,0,0,0,3,3,9,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,13,28,16,4,70,16,44,31,101,52,86,71,40,8,444,211,414,317,686,384,547,439,200,34,3235,0,0,0,0,0,0,0,0,0,0,163,353,219,550,317,291,191,91,27,2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,10,15,8,36,22,20,26,12,3,162,104,181,120,289,175,201,183,84,24,1366,0,0,0,0,0,0,0,0,0,0,92,171,101,249,151,143,110,69,29,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,0,26,13,57,46,108,78,90,105,63,20,584,239,605,458,786,601,749,715,402,126,4689,0,0,0,0,0,0,0,0,0,0,210,537,365,696,532,560,464,302,155,3818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA18050,0,0,0,3,0,3,3,11,0,23,0,0,3,7,3,3,4,4,0,28,0,0,4,16,4,0,3,0,0,22,0,5,6,34,9,0,3,0,0,61,0,0,0,9,0,0,5,0,0,10,0,0,3,23,13,5,3,0,0,48,23,47,36,228,55,41,17,7,0,453,0,0,3,18,14,4,4,0,0,47,0,0,3,46,7,5,5,4,0,74,0,0,0,14,8,8,8,3,0,35,21,65,256,1419,299,267,349,209,113,2994,169,268,290,1610,438,271,228,146,93,3508,2139,3385,2934,13369,4145,2766,2053,1121,566,32485,0,0,0,5,0,0,0,0,0,5,1735,2552,1863,5894,1944,1332,863,504,318,17008,0,0,3,11,0,0,0,0,0,11,0,0,0,11,0,3,0,0,0,10,0,0,0,4,0,0,0,0,0,6,0,0,11,137,16,9,3,6,0,192,0,0,15,114,9,11,10,3,0,157
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,9,4,20,14,28,23,35,40,16,7,185,89,229,152,311,235,298,308,152,59,1834,0,0,0,0,0,0,0,0,0,0,87,187,133,288,199,225,224,121,73,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,13,17,35,38,80,67,80,68,26,4,426,235,442,363,707,501,552,450,213,52,3512,0,0,0,0,0,0,0,0,0,0,170,377,315,607,371,391,316,142,73,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA18230,0,0,0,0,0,3,0,0,0,3,0,9,3,28,12,8,0,3,0,67,0,0,0,3,0,0,0,0,0,3,0,4,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,12,3,9,6,3,0,33,0,0,3,10,3,3,0,0,0,20,0,0,0,0,0,0,7,0,0,4,0,11,6,8,4,8,3,0,0,33,8,3,11,51,19,20,23,14,3,149,115,222,239,535,284,311,265,127,51,2144,1791,3552,3173,6160,3083,2964,2255,1184,412,24566,0,0,0,0,0,0,0,0,0,0,1635,2952,2718,5159,2717,2675,1840,1217,531,21443,3,0,3,15,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,4,6,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4
LGA18250,0,0,0,7,4,9,0,5,0,20,3,0,3,39,18,11,12,3,0,79,9,17,39,247,21,38,35,10,0,420,4,16,15,106,16,6,0,0,0,159,0,0,0,3,9,7,3,9,0,24,0,0,0,14,11,11,3,11,0,57,34,71,31,85,55,27,19,5,3,328,0,3,17,64,36,19,9,4,0,145,0,0,4,12,15,10,3,0,0,45,0,0,0,9,7,6,3,0,0,26,23,75,76,443,141,119,121,80,45,1132,125,193,188,614,227,189,152,80,59,1819,2516,4915,4150,11241,4801,3521,2555,1334,647,35686,0,0,0,7,4,5,0,0,0,15,1996,3464,2420,4151,2173,1660,1177,716,599,18349,0,0,3,17,6,0,0,0,0,32,0,0,0,3,0,0,0,4,0,11,0,0,0,13,0,0,0,0,0,14,3,13,8,45,27,9,15,0,5,120,0,0,0,12,8,3,8,4,0,35
LGA18350,0,0,0,0,3,0,4,3,0,11,0,0,0,0,3,3,0,3,0,10,0,0,3,6,7,0,3,3,0,21,0,3,3,4,3,3,0,0,0,21,0,0,0,3,3,3,4,0,0,14,0,0,0,0,0,0,0,0,0,6,0,6,9,13,14,15,25,8,0,80,0,4,3,6,7,0,0,0,0,17,0,0,0,0,0,11,9,0,0,29,0,0,0,4,3,3,4,0,0,14,3,10,13,39,41,60,81,44,16,306,61,179,127,332,255,218,264,153,54,1653,1223,3057,2447,4349,3025,3095,3309,1848,536,22894,0,0,0,0,0,0,0,0,0,0,1060,2714,2154,3704,2589,2529,2531,1353,631,19262,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,7,0,12,13,16,6,12,0,64,0,0,0,5,4,0,0,0,0,15
LGA18400,0,0,0,0,6,11,8,0,0,25,0,0,0,4,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,3,7,3,3,0,0,17,0,0,0,0,0,0,0,0,0,6,0,3,3,8,12,3,7,4,0,45,0,0,0,9,3,3,4,0,0,22,0,0,0,4,14,4,10,0,0,34,0,0,0,6,3,3,0,0,0,16,0,3,13,61,72,58,48,32,14,306,92,143,135,398,221,234,173,84,25,1514,1733,3810,3208,5970,3336,2977,2038,883,247,24207,0,0,0,0,0,0,0,0,0,0,1500,3361,2838,5326,2603,2146,1277,553,264,19862,0,0,3,3,0,0,0,0,0,9,0,0,0,3,0,5,0,0,0,10,0,0,0,8,0,0,0,0,0,7,0,0,0,10,7,3,0,0,0,28,0,0,0,10,9,3,3,0,0,26
LGA18450,0,0,3,30,40,51,56,65,13,252,0,8,37,65,22,21,7,4,4,168,0,0,10,24,4,3,0,0,0,46,3,28,52,81,16,3,0,3,0,181,0,3,18,120,280,346,400,213,41,1421,0,3,9,66,108,39,38,26,3,296,7,28,54,100,56,35,40,8,6,328,6,16,83,119,64,89,31,13,4,430,0,4,3,20,53,62,44,34,12,235,0,3,11,29,13,6,4,0,0,65,66,203,266,736,437,416,355,282,116,2879,260,432,673,1450,823,819,721,491,192,5861,6154,12584,14774,25835,13097,11759,9013,5386,1942,100542,0,0,3,4,3,0,6,0,0,19,5427,10696,11429,19503,9143,8046,5307,3307,1837,74692,0,4,13,27,8,0,0,0,0,46,0,3,3,55,22,34,15,21,5,162,0,0,0,12,4,7,0,0,0,22,4,11,18,100,41,30,15,6,3,218,0,0,4,45,66,42,76,32,9,270
LGA18500,0,0,0,8,3,4,3,3,0,24,0,3,0,23,3,0,4,3,0,37,0,0,0,13,3,3,0,0,0,22,0,0,10,18,6,0,3,0,0,41,0,0,0,3,3,3,0,0,0,14,0,0,0,10,4,0,0,3,0,25,20,67,48,125,72,38,21,7,0,390,0,0,9,16,9,0,0,0,0,43,0,0,0,28,5,0,3,0,0,39,0,0,5,11,10,11,3,3,0,49,12,32,88,449,189,133,254,106,73,1338,102,177,225,764,290,249,259,169,84,2323,1394,2834,2672,7846,3317,2705,2553,1319,588,25232,0,0,0,0,0,0,0,0,0,3,1160,2245,2048,4987,1994,1649,1505,811,461,16865,3,0,0,3,0,0,0,0,0,7,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,6,68,15,18,9,3,0,129,0,0,0,25,3,3,3,3,0,47
LGA18710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,3,6,3,0,0,30,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,3,0,0,0,7,0,4,0,13,13,20,11,13,0,72,29,57,54,135,87,105,74,32,13,588,541,1208,872,1737,1212,1097,803,350,107,7931,0,0,0,0,0,0,0,0,0,0,450,1090,786,1608,1016,811,563,295,140,6757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,21,0,0,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,7,6,33,9,11,7,3,3,77,37,66,51,166,80,90,59,28,5,569,0,0,0,0,0,0,0,0,0,0,31,46,42,99,50,60,40,8,11,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,0,3,3,3,3,0,0,9,0,0,0,3,0,0,0,0,0,8,0,0,9,28,0,0,0,0,0,35,0,0,3,15,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,6,4,3,0,0,0,14,5,0,19,10,0,7,8,3,0,44,0,0,10,9,11,10,0,0,0,38,0,0,7,4,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,4,8,26,99,38,33,20,5,0,235,15,28,173,604,222,172,121,35,8,1379,188,202,1031,2882,1148,986,719,162,32,7351,0,0,0,0,0,0,0,0,0,0,110,139,407,848,383,470,287,59,27,2726,0,0,3,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,11,11,3,0,0,0,0,24,0,0,0,9,3,0,3,0,0,12
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,11,10,7,12,27,25,22,48,16,3,171,0,0,0,0,0,0,0,0,0,0,3,11,8,24,12,21,22,15,4,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
