LGA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
LGA16700,869,2557,8148,7258,5710,3875,1118,135,16,29688,0,3,16,9,12,7,0,0,0,47,0,0,3,14,7,3,0,0,0,27,24,80,282,270,267,132,30,0,0,1096,0,3,25,44,23,19,0,0,0,114,9,28,155,177,144,80,16,0,0,603,7,54,377,357,222,137,29,3,0,1181,322,541,698,418,380,281,59,4,0,2708,322,383,464,240,228,114,27,0,0,1791,3,28,108,120,117,75,5,0,0,463,21,64,341,258,146,70,10,0,0,905,4,112,673,586,368,186,21,3,0,1962,22,62,196,117,109,59,18,0,0,581,37,295,1067,804,589,312,77,5,0,3189,9,70,236,244,230,151,24,3,0,974,12,34,261,286,290,221,34,0,0,1142,93,296,790,733,787,572,126,20,0,3417,60,383,1257,1035,1099,893,208,19,0,4949,35,56,93,65,59,14,3,0,0,333,42,99,234,216,188,134,30,0,0,939
LGA16900,937,1603,3142,3417,3498,2391,415,41,9,15454,3,0,6,12,7,7,3,0,0,43,0,0,14,10,11,3,0,0,0,37,18,31,45,75,97,37,6,0,0,303,3,0,4,12,10,5,3,0,0,39,6,23,67,87,78,46,7,0,0,313,0,8,41,52,47,13,8,0,0,174,337,328,396,437,498,272,33,0,0,2304,393,235,183,165,188,103,21,3,0,1286,5,22,44,58,70,38,7,0,0,258,5,10,18,18,13,6,0,0,0,78,4,52,160,191,137,66,3,0,0,618,8,31,68,60,44,17,7,0,0,241,22,48,124,145,105,53,12,0,0,508,13,44,118,135,161,99,18,0,0,585,9,36,225,311,261,138,8,0,0,981,46,144,373,405,413,332,30,0,0,1739,64,307,752,752,937,625,67,5,0,3509,28,25,30,28,34,19,3,0,0,170,39,68,149,140,120,64,7,0,0,584
LGA16950,1101,1621,3384,3644,4167,3732,999,139,22,18797,14,18,39,32,48,36,44,11,0,232,0,0,5,3,4,0,0,0,0,11,53,39,76,101,107,93,11,0,0,477,0,10,8,12,10,6,0,0,0,46,7,21,76,80,101,71,15,0,0,367,3,10,19,37,23,28,10,0,0,133,413,273,427,412,521,411,89,4,0,2547,454,266,339,307,345,231,66,3,0,2010,0,24,25,50,73,72,14,4,0,262,10,4,27,18,13,20,10,0,0,107,11,29,58,63,94,71,10,0,0,338,12,36,69,64,95,70,14,0,0,362,15,52,147,194,208,185,48,3,0,862,15,41,102,171,238,177,31,3,0,785,15,64,232,303,337,214,19,0,0,1183,33,105,307,467,580,523,83,4,0,2103,52,258,691,850,1178,1100,167,4,0,4300,14,18,39,56,57,43,9,0,0,237,29,65,137,143,127,95,22,4,0,621
LGA17000,447,644,1235,1247,1369,943,232,32,6,6163,4,9,10,18,25,33,34,7,0,143,3,38,140,117,104,34,0,0,0,434,23,10,28,31,39,22,0,0,0,150,3,7,12,7,8,0,0,0,0,40,3,8,10,38,41,17,3,0,0,124,3,9,14,12,17,3,0,0,0,65,65,61,97,121,116,73,14,4,0,543,175,106,80,74,92,37,8,0,0,573,7,11,10,13,25,19,9,0,0,93,3,0,9,3,0,3,0,0,0,23,8,13,18,24,23,7,0,0,0,98,5,9,28,17,29,13,0,0,0,96,3,7,35,50,37,19,7,0,0,170,3,18,64,79,73,31,4,3,0,269,0,9,44,51,52,30,3,0,0,193,8,35,84,149,139,93,11,0,0,521,19,62,128,159,201,150,15,0,0,743,5,4,5,10,13,9,0,0,0,45,15,24,32,45,47,17,0,0,0,170
LGA17040,283,438,899,977,1155,1010,364,72,16,5225,5,17,15,28,62,52,61,16,0,261,0,0,0,0,4,0,0,0,0,10,8,10,24,31,29,13,4,0,0,114,0,7,11,17,26,7,0,0,0,68,0,0,14,23,17,19,4,0,0,75,3,3,10,15,25,11,3,0,0,67,74,54,91,98,144,83,25,0,0,569,114,112,155,117,118,77,23,4,0,719,6,0,14,16,27,19,5,0,0,80,3,4,3,3,11,6,0,0,0,34,0,8,21,15,17,12,0,0,0,74,11,7,14,22,30,20,7,0,0,105,7,13,33,55,55,32,13,0,0,205,0,6,31,34,71,32,12,0,0,195,3,5,67,108,117,84,20,0,0,405,11,26,83,129,177,110,27,8,0,557,13,35,109,126,169,191,30,3,0,680,13,30,46,29,40,24,11,0,0,194,5,12,20,29,25,17,3,0,0,110
LGA17080,148,239,548,606,732,698,243,65,7,3285,7,17,47,43,57,73,57,14,0,317,0,0,0,0,0,0,0,0,0,0,7,14,17,30,39,30,7,0,0,140,0,0,6,5,3,5,0,0,0,26,0,0,10,11,14,16,0,0,0,57,6,0,3,6,5,3,0,0,0,33,29,30,53,66,90,62,8,0,0,346,70,32,43,42,56,45,5,0,0,289,0,0,5,14,20,6,4,0,0,47,0,0,0,4,3,3,0,0,0,10,0,10,15,15,6,11,0,0,0,59,0,4,8,0,6,4,0,0,0,24,0,3,14,22,22,15,9,0,0,87,0,6,18,26,33,31,7,0,0,123,0,7,20,42,41,31,4,0,0,135,3,23,70,82,77,73,16,0,0,336,13,31,87,90,138,122,14,0,0,502,0,0,4,5,8,5,0,0,0,27,3,12,13,15,11,9,0,0,0,64
LGA17100,302,1209,3816,2205,1746,1255,368,53,12,10960,0,0,3,0,3,0,0,0,0,9,0,0,7,0,3,0,0,0,0,5,3,18,86,46,71,39,4,0,0,268,0,3,8,5,7,3,0,0,0,29,3,21,67,49,58,22,4,0,0,223,4,26,89,57,56,25,8,0,0,272,74,184,282,129,168,98,15,3,0,948,93,150,226,73,87,45,8,4,0,692,0,14,58,52,48,29,5,0,0,209,8,28,64,34,18,13,3,0,0,161,3,43,290,166,101,36,3,0,0,648,3,17,47,30,37,16,5,5,0,164,17,118,390,146,139,58,14,0,0,883,3,26,122,83,82,37,6,0,0,361,11,34,91,93,72,62,8,0,0,369,44,91,197,148,157,130,29,9,0,805,22,150,520,365,377,272,86,11,0,1807,13,20,32,23,7,6,0,0,0,92,4,31,77,59,51,27,6,0,0,257
LGA17150,2971,5243,11237,13109,12873,9628,2652,307,43,58058,7,8,15,13,12,15,4,0,0,72,0,0,11,10,12,3,0,0,0,40,119,87,295,417,532,333,80,7,3,1871,0,9,36,62,64,33,10,0,0,204,20,65,260,429,368,204,57,4,0,1414,16,78,280,379,330,242,43,3,0,1376,855,981,974,958,1135,840,191,13,0,5947,1099,625,481,360,368,238,56,4,0,3237,25,123,462,549,614,357,47,4,0,2180,29,112,222,204,112,60,13,0,0,749,22,164,746,943,782,441,55,8,3,3160,42,143,292,288,250,153,45,6,0,1218,69,463,1093,1268,980,684,144,25,0,4726,40,158,420,512,521,287,90,14,0,2028,26,138,717,970,851,520,87,5,0,3302,199,482,1527,1718,1981,1779,305,8,3,7996,241,889,1959,2178,2553,1970,482,20,0,10284,151,134,177,192,182,69,34,4,0,938,128,239,514,463,444,264,74,3,4,2124
LGA17200,778,5929,26446,14730,8567,4857,1551,231,26,63126,4,10,23,12,6,7,6,0,0,68,0,3,37,22,3,3,0,0,0,72,22,129,466,274,137,85,15,4,0,1130,0,12,68,44,21,5,0,0,0,149,0,74,357,178,110,42,15,3,0,787,12,97,601,277,134,76,31,0,0,1225,248,1009,1872,686,380,259,88,4,0,4543,395,1671,3029,791,326,188,42,0,3,6460,5,85,404,270,189,104,17,0,0,1076,18,241,1197,579,283,143,37,6,0,2514,19,260,1979,1230,552,162,43,3,5,4258,5,108,484,229,147,84,40,10,0,1103,45,830,4412,1708,869,492,135,14,3,8491,29,297,1235,526,264,164,46,11,0,2571,29,171,1066,699,498,332,61,3,0,2853,125,446,1753,1055,718,615,189,13,3,4917,45,571,2785,1256,787,674,230,20,3,6383,45,198,604,306,194,130,39,3,0,1520,42,182,706,353,195,139,31,3,0,1651
LGA17310,817,1145,2792,2611,2810,2345,737,140,22,13425,14,21,39,65,103,120,98,24,5,485,0,0,3,9,3,0,0,0,0,23,28,39,125,87,95,80,11,0,0,472,0,0,9,9,7,9,0,0,0,32,0,12,35,61,72,54,12,4,0,238,17,19,45,46,45,27,4,0,0,205,287,218,337,298,316,201,48,3,0,1716,268,142,197,148,167,131,24,0,0,1081,6,15,27,73,60,55,17,0,0,251,3,15,31,29,30,16,0,0,0,118,7,15,82,60,68,48,14,0,0,297,7,24,45,42,42,29,14,0,0,208,12,44,132,138,116,94,18,0,0,567,8,25,76,90,133,87,32,0,0,445,4,25,138,173,187,100,19,4,0,650,21,76,319,413,466,350,66,9,0,1707,56,225,649,646,786,662,104,3,0,3136,19,10,22,24,30,26,3,0,0,137,18,39,99,98,87,77,9,0,3,441
LGA17350,87,92,218,222,301,290,109,20,0,1342,3,3,17,18,32,32,22,3,0,135,0,0,0,0,0,0,0,0,0,0,4,3,0,3,5,3,0,0,0,22,0,0,3,3,0,0,0,0,0,6,0,0,4,6,0,4,0,0,0,11,0,4,3,8,4,3,0,0,0,21,21,18,29,23,38,26,3,0,0,167,29,12,13,7,22,15,3,0,0,104,0,0,8,12,9,4,3,0,0,36,0,0,0,0,3,0,0,0,0,6,0,0,3,10,12,0,0,0,0,32,0,3,3,3,3,3,0,0,0,12,3,4,18,24,6,12,3,0,0,65,0,0,6,3,10,17,5,0,0,43,0,3,7,3,16,10,0,0,0,37,0,3,29,44,54,28,5,0,0,170,3,12,31,51,66,50,7,0,0,226,0,0,0,0,0,5,0,0,0,6,8,3,12,11,9,7,4,0,0,44
LGA17400,61,60,133,200,261,325,147,38,0,1220,3,3,14,19,32,53,44,9,0,180,0,0,0,0,0,0,0,0,0,0,3,0,3,6,7,3,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,10,0,0,0,18,0,0,0,4,0,0,0,0,0,7,25,4,11,24,26,36,12,0,0,143,17,14,10,22,21,28,3,0,0,113,0,0,0,7,0,14,5,0,0,28,0,0,0,0,0,3,0,0,0,9,0,0,8,3,3,5,0,0,0,14,0,0,0,3,8,3,0,0,0,13,6,3,7,20,15,10,4,0,0,61,0,0,3,4,6,17,3,0,0,36,0,3,9,7,12,13,0,0,0,49,0,3,20,38,36,22,6,0,0,131,0,12,29,34,54,87,11,0,0,227,0,0,0,3,0,3,3,0,0,8,0,0,7,6,3,4,3,0,0,34
LGA17420,2149,3836,6943,10163,9810,6781,2196,243,17,42133,4,13,15,31,55,45,28,11,0,191,0,0,15,5,18,3,3,0,0,48,63,79,255,468,452,280,65,3,0,1668,0,8,23,60,66,18,0,0,0,179,19,91,249,430,390,185,59,3,0,1422,13,69,254,453,392,240,51,3,0,1482,729,753,630,817,830,493,152,5,0,4413,652,378,229,242,263,152,26,5,0,1948,11,26,78,159,175,107,25,0,0,570,27,85,180,221,118,57,13,0,0,698,30,166,601,784,565,279,57,4,0,2479,31,91,164,180,182,114,42,6,0,810,61,354,743,1021,764,415,147,7,0,3519,22,93,185,278,295,197,63,7,0,1133,15,83,284,522,489,306,53,0,0,1747,198,394,825,1273,1460,1103,208,21,0,5469,166,552,1139,1542,1831,1328,348,15,3,6921,116,103,94,79,87,41,13,0,0,532,92,140,246,333,314,205,56,3,0,1387
LGA17550,1020,1442,3026,3822,4120,3501,950,142,24,18032,4,15,23,38,76,57,36,14,0,256,0,0,8,3,3,3,0,0,0,15,37,27,54,74,98,71,19,3,0,392,0,0,13,11,21,19,0,0,0,63,7,21,77,131,100,90,8,3,0,441,6,10,23,38,55,57,5,0,0,199,377,253,343,372,518,368,78,3,0,2308,491,297,321,341,326,275,63,3,0,2114,6,17,54,60,105,76,19,3,0,350,13,11,20,43,22,27,15,0,0,144,3,4,60,94,98,62,11,0,0,337,6,37,79,97,97,87,18,5,0,426,12,46,168,239,238,135,39,5,0,883,16,32,119,185,222,190,45,3,0,807,3,23,128,203,261,167,21,0,0,806,24,83,331,551,608,486,75,4,0,2167,42,216,669,905,1216,1218,165,8,0,4443,20,34,52,61,51,37,12,0,0,264,25,70,121,143,149,94,18,0,3,631
LGA17620,189,236,648,704,723,634,212,52,7,3406,7,37,91,76,73,84,50,20,7,441,0,10,27,31,17,8,0,0,0,88,4,7,25,26,31,10,3,0,0,104,0,0,0,3,10,3,0,0,0,19,0,0,7,6,9,13,5,0,0,42,0,0,13,12,8,9,0,0,0,41,45,23,52,59,63,50,6,0,0,311,78,35,35,28,54,24,12,0,0,261,0,5,11,14,21,9,7,0,0,68,0,0,0,0,3,5,0,0,0,13,0,9,15,9,5,6,0,0,0,43,0,3,13,4,10,3,0,0,0,33,0,14,50,39,29,20,0,0,0,157,0,3,19,26,31,23,3,0,0,104,4,11,25,36,40,13,3,0,0,135,0,9,76,102,98,80,15,0,0,370,3,24,67,88,120,115,16,0,0,427,0,5,15,8,13,7,0,0,0,50,3,10,20,27,16,12,7,0,0,99
LGA17640,104,106,241,312,455,414,213,68,17,1932,8,10,20,33,37,59,64,8,3,235,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,7,0,0,0,30,0,0,0,5,0,3,0,0,0,8,0,0,9,11,3,3,4,0,0,21,0,0,3,9,3,0,0,0,0,24,16,9,19,21,31,25,8,0,0,140,31,25,11,15,28,10,0,0,0,122,0,0,3,4,7,12,3,0,0,29,0,0,3,0,8,0,0,0,0,17,0,0,6,5,4,0,0,0,0,26,0,3,5,4,3,3,0,0,0,20,0,0,16,16,24,19,5,0,0,82,3,3,3,14,24,9,6,0,0,62,3,4,25,38,51,20,4,0,0,142,0,12,33,43,67,44,12,0,0,204,8,10,53,65,109,87,20,0,0,349,3,0,0,0,3,4,0,0,0,13,0,0,9,9,10,10,5,0,0,43
LGA17650,59,86,177,276,313,302,103,25,7,1355,0,4,8,18,17,28,18,9,0,102,0,0,0,0,0,0,0,0,0,3,0,0,4,6,6,7,0,0,0,29,0,0,0,0,0,3,0,0,0,3,0,3,0,3,7,0,0,0,0,19,0,0,3,4,11,5,0,0,0,17,21,15,21,21,37,24,8,0,0,142,28,7,20,19,11,15,3,0,0,102,0,0,3,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,6,5,9,9,3,0,0,0,35,0,0,10,7,3,0,0,0,0,13,0,6,14,24,12,13,6,0,0,71,0,3,9,7,15,12,4,0,0,47,0,3,6,14,28,12,3,0,0,67,3,7,33,61,93,61,5,0,0,265,9,15,34,61,74,54,11,0,0,255,0,0,3,0,0,3,0,0,0,13,3,3,4,3,5,7,0,0,0,34
LGA17750,1044,1702,3447,3065,2942,2400,652,110,18,15387,11,44,36,44,52,64,60,21,5,343,0,0,3,0,0,3,0,0,0,5,40,56,98,102,91,53,8,0,0,452,0,3,5,10,13,7,0,0,0,38,3,18,50,63,71,49,3,0,0,263,10,23,46,34,38,19,8,4,0,179,351,319,368,267,291,218,54,0,0,1871,359,305,242,141,149,110,35,7,0,1358,7,19,50,44,60,47,12,3,0,240,6,23,36,18,19,11,4,0,0,114,4,32,91,73,62,41,9,0,0,314,6,28,49,38,41,23,9,0,0,195,11,72,161,152,101,90,21,0,0,605,5,34,92,112,111,106,22,3,0,483,58,108,279,251,237,148,22,3,0,1107,20,141,426,534,566,405,59,9,0,2158,67,377,888,803,859,681,112,5,0,3796,25,32,23,17,14,6,4,0,0,125,18,61,109,99,98,63,14,3,0,469
LGA17850,27,49,112,119,176,172,109,27,3,788,3,6,5,21,30,41,31,3,0,144,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,13,13,5,5,10,4,3,0,0,58,13,6,6,14,10,10,3,0,0,56,0,0,8,4,12,0,3,0,0,24,0,0,0,0,3,0,0,0,0,7,0,3,0,4,5,0,0,0,0,15,0,0,0,0,4,0,0,0,0,7,0,6,11,0,12,5,0,0,0,34,0,0,3,3,6,8,0,0,0,24,0,0,3,6,13,0,0,0,0,27,3,9,15,17,18,12,3,0,0,77,3,9,10,28,17,31,6,0,0,99,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,16
LGA17900,31,83,209,195,204,228,112,20,3,1090,4,9,12,26,41,42,19,9,0,145,0,0,0,0,3,3,4,0,0,14,0,0,4,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,3,0,0,0,0,0,0,3,6,6,14,11,20,10,8,0,0,77,3,17,19,14,25,15,7,0,0,99,0,0,0,0,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,14,0,0,0,0,0,6,0,0,0,3,0,0,7,3,6,3,4,0,0,16,0,0,3,8,12,8,0,0,0,36,0,6,18,17,16,11,3,0,0,73,3,11,65,37,51,30,11,0,0,205,3,8,34,34,47,41,9,0,0,178,0,0,0,4,3,4,0,0,0,12,0,3,0,3,3,0,0,0,0,17
LGA17950,14,42,111,110,130,136,58,19,0,622,0,7,15,21,31,35,17,11,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,9,5,6,13,6,7,4,0,0,63,3,0,5,7,5,12,0,0,0,30,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,4,6,3,0,0,0,19,0,0,0,9,4,3,0,0,0,15,0,0,9,6,7,4,0,0,0,32,0,6,18,19,19,19,4,0,0,86,0,3,19,12,25,15,4,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13
LGA18020,55,110,231,298,411,395,174,64,11,1754,0,8,20,32,57,54,51,21,6,232,0,0,0,0,0,0,0,0,0,3,5,0,8,6,7,11,5,0,0,36,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,3,3,0,5,0,3,0,0,18,14,14,20,24,31,30,9,4,0,149,15,24,20,27,32,19,7,0,0,142,0,0,0,8,5,8,4,0,0,20,0,3,0,4,3,0,0,0,0,11,0,0,0,3,6,0,0,0,0,9,0,0,0,0,8,0,0,0,0,7,3,0,12,9,11,14,4,0,0,52,0,0,4,17,21,10,6,0,0,56,0,8,11,30,25,14,5,0,0,89,0,18,47,72,80,77,9,0,0,304,7,11,61,65,100,93,19,0,0,351,0,0,3,3,0,0,0,0,0,8,0,4,0,9,7,0,0,0,0,25
LGA18050,287,1102,5877,5044,3335,1906,779,138,23,18494,0,7,4,0,6,0,0,0,0,22,0,0,4,3,0,3,0,0,0,11,7,21,137,92,57,44,14,0,0,369,0,7,16,19,9,7,0,0,0,49,0,22,134,92,61,23,8,0,0,339,3,29,164,130,68,42,11,0,0,437,90,216,518,284,189,127,51,8,0,1487,118,262,523,169,109,54,13,3,0,1251,0,12,86,76,58,32,10,0,0,275,13,59,386,282,173,50,14,7,0,971,3,39,496,434,208,59,16,4,3,1267,4,31,135,102,93,42,15,0,3,432,12,157,1315,759,433,159,76,8,0,2919,7,81,391,229,113,63,23,3,0,908,3,28,204,175,122,103,40,3,0,670,35,99,527,466,383,344,112,0,4,1969,19,131,775,539,528,423,148,12,0,2584,13,41,147,132,99,43,15,5,0,491,22,76,242,143,97,53,24,3,0,657
LGA18100,32,42,97,148,154,178,94,22,0,775,3,3,12,14,31,47,35,7,0,156,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,3,0,3,0,0,0,0,16,12,6,14,15,11,16,0,0,0,73,4,0,7,3,7,3,3,0,0,37,0,0,0,3,5,3,0,0,0,14,0,0,0,3,0,0,3,0,0,4,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,6,11,3,4,4,0,0,37,0,0,5,8,5,4,0,0,0,23,0,0,8,10,12,6,0,0,0,39,0,3,9,26,21,25,0,0,0,83,0,5,16,30,31,26,7,0,0,122,0,0,0,0,0,0,0,0,0,4,0,0,3,8,3,0,0,0,0,18
LGA18200,74,98,240,270,349,321,109,23,3,1489,3,9,22,30,30,30,17,9,0,148,0,0,0,0,0,3,0,0,0,3,0,0,11,12,13,9,0,0,0,41,0,0,0,0,0,5,0,0,0,9,0,0,5,6,8,3,0,0,0,30,3,0,3,7,9,7,0,0,0,24,33,19,22,31,18,16,6,0,0,135,22,26,15,11,25,21,4,0,0,132,0,0,3,5,10,5,3,0,0,25,0,3,0,3,3,0,0,0,0,6,0,0,9,7,6,5,0,0,0,30,0,3,0,5,7,0,3,0,0,17,0,5,10,4,6,4,3,0,0,43,4,0,10,18,16,18,6,0,0,71,3,0,16,19,18,11,3,0,0,72,3,12,19,49,46,41,4,0,0,182,6,14,36,44,64,62,12,0,0,235,3,0,0,3,3,5,4,0,0,18,0,4,10,5,4,12,3,0,0,39
LGA18230,655,1032,2387,2164,2310,1894,668,121,22,11262,3,18,25,37,52,73,64,18,5,289,0,3,12,6,3,0,0,0,0,28,23,23,71,72,63,36,3,0,0,295,0,3,18,25,18,7,0,0,0,67,3,16,49,54,60,43,9,0,0,218,7,11,43,28,58,27,12,0,0,185,249,175,262,219,247,190,45,7,0,1389,270,146,188,122,146,113,30,3,0,1025,4,12,20,30,57,41,7,3,0,175,9,10,19,11,17,11,0,0,0,78,3,20,52,53,58,26,3,0,0,221,3,12,37,27,26,18,5,0,0,131,8,50,126,122,93,73,13,3,0,490,8,27,65,71,79,67,15,0,0,339,7,24,193,230,232,137,20,0,0,837,28,89,326,391,380,313,38,3,0,1570,40,249,635,509,640,553,80,6,3,2706,17,16,50,25,35,16,4,0,0,163,24,48,100,77,74,65,14,3,0,405
LGA18250,471,1291,4397,5166,4026,2436,885,127,21,18815,0,0,3,11,8,6,3,0,0,30,0,0,5,14,10,3,0,0,0,41,16,18,130,142,92,50,14,3,0,474,0,0,14,18,4,6,0,0,0,55,0,17,75,100,70,34,13,0,0,311,3,25,161,176,138,64,11,0,0,576,160,264,361,274,231,143,53,3,0,1495,176,243,282,163,127,96,12,0,0,1105,0,4,68,70,81,40,4,0,0,266,23,36,217,229,147,68,7,0,0,735,3,65,472,611,383,149,30,3,0,1713,5,30,113,139,105,65,28,9,0,490,19,194,716,840,571,286,62,14,0,2700,5,46,157,171,185,89,33,0,0,693,0,26,151,180,158,122,39,4,0,675,85,150,347,422,408,367,101,13,0,1892,41,175,702,599,591,449,153,16,0,2733,20,36,63,57,43,32,5,0,0,262,34,42,147,107,117,65,18,0,0,533
