LGA_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
LGA15520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,39,0,0,0,39,0,0,44,3,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,47,0,0,0,47,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
LGA15560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA15650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,0,48,4,0,4,47,0,0,52,3,0,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,41,11,0,0,47,4,0,4,55,6,0,58,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,3,0,0,3,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
LGA15700,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,22,3,0,0,25,0,0,0,25,8,0,41,5,0,0,0,7,0,0,0,7,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,34,0,0,0,34,14,0,48,4,3,0,0,4,0,0,0,4,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,7,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,7,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0
LGA15750,4,0,0,4,0,0,0,0,0,3,0,3,5,0,0,5,24,0,0,0,24,3,0,3,27,0,0,27,8,0,0,0,8,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,32,3,0,3,37,0,0,38,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
LGA15800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
LGA15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,16,0,0,0,16,0,0,15,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
LGA15900,7,3,0,11,15,0,0,0,18,5,0,5,18,4,0,26,652,93,11,13,759,26,4,27,792,55,0,849,105,17,0,0,125,3,0,3,126,35,0,168,4,0,0,0,4,0,0,0,4,0,0,4,760,110,6,13,888,30,4,31,923,95,4,1017,145,16,0,0,161,7,0,12,173,22,0,193,146,11,3,0,166,3,0,6,168,18,0,192,7,0,0,0,7,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,300,29,3,4,332,12,0,12,351,42,0,386,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,8,0,0,0,8,0,0,0,8,0,0,8,304,29,4,4,342,12,0,12,356,42,0,395,58,13,0,0,69,3,0,5,72,32,0,108,0,0,0,0,0,0,0,0,0,0,0,0,365,42,8,4
LGA15950,9,0,0,9,6,0,0,0,6,0,3,3,11,0,0,11,209,36,9,3,252,6,3,7,262,13,0,276,51,3,3,0,63,0,0,0,63,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,257,38,9,3,309,5,3,7,319,17,0,337,62,11,0,0,75,0,0,0,78,3,0,77,60,19,0,0,82,3,0,5,79,6,0,88,0,0,3,0,7,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,127,28,3,0,156,0,3,4,161,11,0,176,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,130,28,3,0,164,3,3,3,171,11,0,183,26,12,0,0,35,0,3,5,41,9,0,46,0,0,0,0,0,0,0,0,0,0,0,0,155,36,4,0
LGA15990,41,3,0,43,47,0,0,0,51,8,3,11,64,4,0,70,1960,248,30,21,2264,46,9,55,2320,122,0,2444,330,41,7,3,388,15,0,15,394,67,0,463,0,0,0,0,3,0,0,0,3,0,3,6,2291,295,39,24,2648,60,9,69,2719,189,7,2914,409,53,3,0,469,4,3,8,480,29,0,507,437,113,7,6,556,9,0,13,570,37,0,607,7,0,7,0,20,0,0,0,20,0,0,20,6,0,0,4,12,0,0,0,12,0,0,12,865,169,16,14,1063,19,7,19,1080,63,0,1144,3,0,0,0,4,4,0,4,9,0,0,9,9,0,0,0,12,0,3,3,15,0,0,11,13,0,0,0,12,4,3,3,23,0,0,23,876,170,17,14,1077,19,11,29,1103,60,0,1165,133,36,0,0,172,5,3,11,184,52,3,235,0,0,0,0,0,0,0,0,0,0,0,0,1009,207,18,17
LGA16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,19,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA16150,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,135,9,5,3,145,4,0,10,149,11,0,161,10,5,0,3,18,0,0,0,18,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,142,10,5,6,164,4,0,10,170,12,0,184,20,0,0,0,15,0,0,0,19,3,0,22,8,0,0,0,9,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,3,0,3,26,4,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,30,3,0,3,27,4,0,32,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0
LGA16200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,36,0,0,0,36,3,0,41,3,0,0,0,3,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,41,0,0,0,41,4,0,44,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,8,0,0,10,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
LGA16260,54,3,0,56,53,18,0,0,70,7,4,11,85,9,0,94,1666,287,21,27,2004,57,20,81,2082,138,0,2218,436,104,7,19,570,22,9,31,597,147,0,746,0,0,0,3,3,0,0,0,3,0,0,3,2104,393,29,51,2574,81,29,110,2685,281,6,2970,441,53,8,3,502,17,8,20,527,57,0,587,303,82,3,6,402,12,6,16,418,44,0,455,5,3,3,0,10,0,0,0,10,0,0,10,4,0,0,12,17,0,0,0,17,0,0,19,760,139,15,19,935,30,12,42,972,102,0,1077,10,0,0,0,10,8,0,8,13,0,0,19,6,5,0,0,14,3,0,4,16,4,0,17,13,5,0,0,20,8,0,11,29,9,0,38,771,144,16,19,954,35,12,45,998,107,0,1108,218,46,3,3,273,6,3,11,281,95,0,384,0,0,0,0,0,0,0,0,0,0,5,5,991,195,16,21
LGA16350,26,3,0,24,34,3,0,0,39,0,0,0,40,3,0,50,1174,110,18,25,1326,20,0,24,1355,86,0,1442,222,31,3,3,264,12,3,16,277,75,3,352,0,0,0,3,3,0,0,0,3,0,3,5,1399,138,23,30,1588,34,5,45,1635,159,10,1803,294,26,3,0,318,8,3,10,327,31,0,358,195,33,0,4,230,3,0,3,235,22,0,257,13,0,4,0,14,0,0,0,14,3,0,18,3,3,0,5,13,0,0,0,13,0,0,13,507,54,6,11,579,8,3,11,592,54,0,644,4,0,0,0,4,0,0,0,5,0,0,6,3,3,0,0,6,0,0,0,6,0,0,6,10,3,0,0,10,0,0,0,15,0,0,10,511,64,6,11,595,11,3,8,601,52,0,661,107,14,3,0,132,6,0,11,139,41,0,177,0,0,0,5,5,0,0,0,5,0,0,5,624,76,13,14
LGA16380,3,0,0,6,5,0,0,0,9,0,0,0,9,3,0,7,198,28,4,4,235,3,0,3,238,17,0,252,28,12,6,0,44,3,0,3,42,12,0,60,0,0,0,0,0,0,0,0,0,0,0,0,231,35,9,4,273,3,0,6,280,29,0,311,16,0,0,0,16,0,0,0,22,0,0,18,12,3,0,0,17,0,0,0,17,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,34,0,0,0,38,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,34,3,0,0,35,3,0,3,37,3,0,40,3,0,0,0,7,0,0,0,8,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0
LGA16400,6,0,0,6,7,0,3,0,6,0,0,0,6,0,0,14,244,37,16,0,291,7,4,8,300,21,3,328,40,11,4,0,56,0,0,0,57,7,0,67,0,0,0,0,0,0,0,0,0,0,0,0,285,44,12,0,346,10,5,9,357,36,4,393,41,7,0,0,52,0,0,0,56,8,0,62,45,8,3,3,56,0,0,3,60,3,0,60,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,20,4,3,111,0,0,7,113,8,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,20,4,3,114,0,0,7,115,8,0,126,18,0,0,0,20,0,0,0,20,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,106,18,4,3
LGA16490,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,333,32,9,0,372,3,3,5,378,31,0,408,36,6,0,0,40,0,0,0,40,13,0,55,0,3,0,0,3,0,0,0,3,0,0,3,365,41,9,0,419,3,3,8,423,41,0,463,92,7,0,0,97,0,0,0,97,9,0,107,40,5,0,0,51,0,0,0,50,7,0,54,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,141,17,0,0,158,0,0,0,159,11,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,145,17,0,0,161,0,0,0,163,13,0,176,11,3,0,0,11,0,0,0,16,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,155,18,0,0
LGA16550,20,0,0,20,27,3,0,0,24,3,0,3,32,0,0,32,826,102,9,9,948,8,7,13,963,47,0,1009,124,27,5,3,162,3,0,3,161,38,0,203,0,0,0,0,0,0,0,0,0,0,0,6,951,135,14,14,1109,12,9,16,1126,86,3,1218,219,32,3,3,257,5,0,9,265,34,0,296,166,42,0,4,212,6,0,5,221,9,0,228,0,0,0,0,7,0,0,0,7,3,0,12,7,0,0,0,7,0,0,0,7,0,0,9,395,75,7,6,484,10,0,10,498,45,0,544,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,9,0,0,0,6,0,0,6,5,3,0,0,7,0,0,0,8,0,0,8,399,72,7,6,495,10,3,13,504,45,0,549,71,22,4,0,94,0,0,3,99,26,0,124,0,0,0,0,0,0,0,0,0,0,0,0,469,95,14,6
LGA16610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,3,0,59,0,0,3,64,12,0,72,11,6,0,0,16,0,0,0,16,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,54,11,3,0,73,0,0,3,80,23,0,97,3,0,0,0,3,0,0,0,3,0,0,4,5,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,0,0,0,14,0,0,15,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0
LGA16650,14,4,0,21,13,3,0,0,18,8,7,11,28,9,0,42,626,115,8,16,765,17,7,28,795,72,0,869,152,69,3,12,226,7,3,5,235,77,0,316,0,0,0,0,0,0,0,0,0,0,3,0,773,184,12,24,989,27,15,37,1029,150,4,1185,168,17,3,3,190,3,0,3,197,23,0,219,87,28,0,0,114,0,0,0,114,10,0,123,11,0,7,0,11,0,0,0,11,3,0,18,3,0,0,6,15,0,0,0,14,0,0,14,264,40,4,9,328,5,0,5,331,40,0,369,8,0,0,0,6,0,0,0,6,0,0,6,4,4,0,0,9,0,0,0,9,3,0,8,12,4,0,0,14,0,0,0,16,3,0,22,278,51,4,9,343,9,0,9,352,38,0,385,64,32,6,5,103,8,3,6,113,56,0,175,0,0,0,0,0,0,0,0,0,0,0,0,341,78,10,13
LGA16700,35,3,0,37,30,3,0,0,35,3,3,10,41,3,0,45,897,142,13,11,1064,29,9,31,1099,66,0,1166,160,38,0,7,201,11,4,12,215,62,0,271,0,0,0,0,0,0,0,0,0,0,0,3,1060,181,20,13,1269,35,6,47,1313,125,5,1438,262,31,0,3,292,11,0,11,303,23,0,327,178,52,3,0,230,9,3,9,246,13,0,260,3,0,3,0,4,0,0,0,4,3,0,8,0,0,0,8,10,0,0,0,10,0,0,10,438,81,6,15,546,17,3,20,571,43,0,611,5,0,4,0,12,3,0,3,17,0,0,13,5,3,0,0,9,4,0,8,12,6,0,14,13,3,4,0,15,9,0,10,30,5,0,29,450,85,11,15,563,22,5,28,595,44,0,645,111,24,0,0,136,3,0,3,144,43,0,180,0,0,0,0,0,0,0,0,0,0,3,3,563,109,15,15
LGA16900,3,0,0,9,9,0,0,0,7,0,0,0,7,0,0,11,375,46,3,5,428,7,0,15,442,37,0,477,73,8,0,3,82,7,0,7,88,17,0,102,0,0,0,0,0,0,0,0,0,0,0,0,445,53,8,13,509,13,0,16,525,59,0,587,75,7,3,0,80,0,0,0,82,13,0,87,60,9,0,0,73,4,0,3,78,4,0,84,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,137,14,3,3,159,4,3,3,161,15,0,178,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,139,14,3,3,164,4,3,3,165,20,0,182,28,3,3,3,43,0,0,0,44,13,0,48,0,0,0,0,0,0,0,0,0,0,0,0,167,25,4,3
LGA16950,3,0,0,3,0,0,0,0,3,3,0,3,4,0,0,4,242,34,16,11,298,3,0,6,306,22,0,326,38,3,0,0,44,0,0,0,46,12,0,57,0,0,0,0,0,0,0,0,0,0,0,0,280,38,17,12,342,3,3,4,350,33,0,384,34,8,3,0,40,0,0,0,41,3,0,42,27,5,0,0,31,0,0,0,31,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,13,3,0,71,0,0,0,76,11,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,11,3,0,76,0,0,0,76,11,0,83,13,3,0,0,15,0,0,0,15,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,70,17,4,0
LGA17000,5,0,0,7,0,0,0,0,3,0,0,4,6,0,0,9,98,13,0,0,109,3,0,5,117,5,0,118,15,3,0,0,19,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,116,12,3,0,132,3,0,3,141,5,0,140,13,3,0,0,15,0,0,0,15,0,0,14,15,0,0,0,15,0,0,0,15,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,34,0,0,0,37,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,34,0,0,0,37,6,0,38,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0
