LGA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA11750,0,3,3,6,0,0,0,0,0,19,0,0,0,4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,9,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,8,11,4,0,0,3,0,31,46,60,60,156,104,83,55,27,11,612,369,662,511,1297,586,591,350,212,78,4647
LGA11800,0,0,12,30,33,22,3,4,0,93,0,30,27,90,63,58,14,9,3,302,0,0,0,12,5,13,8,9,10,64,0,14,10,32,34,52,89,57,30,318,0,4,0,10,0,7,0,0,0,26,0,25,20,86,64,47,35,22,3,307,0,0,0,0,6,7,10,10,3,27,0,0,6,8,10,0,0,0,0,27,0,3,22,83,3,0,3,0,0,115,4,24,27,43,24,11,3,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12,3,19,12,62,29,32,56,5,6,229,0,0,0,33,6,9,0,0,0,48,0,0,0,9,20,8,11,5,6,65,0,0,5,13,3,12,12,3,0,48,23,180,142,321,179,139,143,56,30,1209,247,493,549,1140,760,896,721,511,330,5642,4055,9301,8022,15868,9633,10689,8512,4793,2070,72944
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,12,20,52,31,96,58,65,87,61,37,501,242,641,462,809,594,554,550,344,120,4315
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,69,50,143,92,104,92,48,22,658,270,524,417,816,568,546,439,239,105,3918
LGA12350,0,0,0,0,3,0,0,0,0,3,0,0,0,7,3,11,5,0,0,28,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,9,7,3,24,0,0,0,0,0,0,0,0,0,5,0,0,6,4,7,3,3,3,0,32,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,7,0,0,0,16,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,4,0,0,0,8,0,0,3,9,10,17,27,12,8,82,38,104,142,225,172,184,144,113,50,1169,661,1505,1389,2330,1663,1812,1673,996,433,12460
LGA12380,0,0,9,27,11,3,7,0,0,53,20,174,333,1671,795,606,302,80,42,4023,0,4,7,60,36,81,47,48,43,326,0,4,5,16,19,72,73,45,24,262,6,43,43,86,34,40,19,12,3,275,0,10,35,98,63,34,39,5,5,290,0,0,0,24,42,40,37,32,6,179,19,203,407,2198,876,599,319,182,55,4856,5,7,91,630,37,43,16,0,0,830,5,34,102,370,71,53,20,3,0,655,3,0,0,25,16,24,28,22,3,127,12,42,164,1051,1030,652,425,170,30,3571,13,68,38,110,14,18,11,0,0,276,14,32,155,1160,1208,1376,503,215,80,4738,0,0,3,9,9,13,15,5,0,52,0,9,26,57,22,11,4,0,0,132,121,548,1003,3520,1618,1069,854,481,206,9422,911,1367,1628,4385,1563,1408,975,612,296,13142,16880,27486,29683,72614,24715,20582,13403,7431,3282,216079
LGA12700,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,8,3,9,0,29,26,67,67,157,129,151,99,62,16,763,483,1178,930,1813,1320,1447,1058,559,179,8975
LGA12730,0,0,0,0,3,0,0,0,0,3,0,0,3,9,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,4,4,0,24,0,0,0,0,0,0,0,0,0,0,0,4,7,4,10,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,15,0,0,4,44,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,8,7,10,3,4,0,37,39,73,83,184,151,179,159,110,43,1020,494,1086,977,1845,1119,1362,1010,671,295,8851
LGA12750,0,0,0,4,4,4,0,0,0,14,4,12,0,38,17,21,11,3,0,104,0,0,0,3,3,5,9,3,6,38,0,0,3,8,26,55,77,49,28,246,0,3,0,4,0,0,0,0,0,12,0,3,0,26,19,24,40,10,0,120,0,0,0,0,10,0,11,13,5,38,0,0,0,9,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,3,3,0,0,27,0,0,0,0,0,0,6,4,0,7,0,0,0,0,7,0,0,0,0,3,0,4,5,15,13,31,36,4,3,114,0,0,0,21,10,0,3,0,0,39,0,0,0,3,10,20,18,9,7,57,0,0,0,0,0,12,3,0,0,15,0,3,10,54,62,76,145,95,31,475,88,236,242,519,431,627,652,411,168,3383,1474,3838,3070,6025,4667,6778,6609,3382,1388,37232
LGA12850,0,3,0,13,3,3,0,3,0,21,9,81,190,840,344,493,315,68,33,2381,5,0,3,76,45,126,96,66,70,485,0,3,3,10,21,45,49,41,14,200,0,3,12,21,8,25,20,5,3,96,4,8,6,24,33,13,21,4,0,112,0,0,13,120,127,205,216,149,38,867,0,13,24,55,33,36,43,12,8,212,0,7,13,54,18,41,10,0,0,156,17,86,185,863,160,132,52,9,3,1509,0,10,5,98,149,224,204,75,19,787,34,25,47,129,181,106,92,31,7,652,3,37,50,72,12,16,14,0,0,205,135,563,1948,10471,7490,6337,2390,1009,457,30805,0,0,0,0,3,5,5,4,4,25,3,10,11,22,11,0,0,0,0,55,161,711,1083,3718,2847,2630,1953,1092,381,14582,630,1252,1313,2832,1557,1476,980,588,275,10892,12090,25843,29503,51858,27133,24942,15253,8601,3585,198817
LGA12870,0,4,0,0,0,0,0,0,0,8,0,0,4,21,7,11,0,0,0,48,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,12,20,14,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,10,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,9,4,10,16,14,3,48,34,85,102,192,143,203,224,150,94,1227,632,1462,1195,2182,1542,1883,1875,1093,411,12277
LGA12900,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,15,49,104,102,179,149,133,146,97,31,984,628,1319,1114,1980,1236,1221,1122,710,254,9587
LGA12930,0,0,8,24,15,18,3,7,0,75,24,116,205,1135,353,263,108,32,12,2248,0,3,11,98,16,39,18,10,19,217,0,4,3,33,53,69,60,38,19,278,12,31,40,97,55,65,35,8,6,351,0,8,31,141,84,72,56,20,5,414,0,0,3,23,37,55,36,26,6,179,0,8,20,85,37,27,21,7,10,209,7,22,59,359,56,61,30,5,0,590,10,29,64,375,97,53,16,3,3,661,7,5,30,285,389,419,334,188,42,1695,0,0,12,34,28,17,14,9,4,124,12,57,41,115,34,42,28,11,3,341,3,12,94,441,243,213,95,23,15,1141,0,3,0,19,10,15,15,10,3,82,0,4,11,47,19,6,4,0,0,90,33,136,347,1641,866,726,559,363,163,4834,323,570,784,2076,875,798,671,467,302,6878,8556,16060,20097,43665,19255,16677,11582,7179,3763,146841
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,0,0,0,17,6,33,41,81,56,65,57,44,22,403,250,541,450,838,552,607,511,354,134,4236
LGA13010,0,0,0,0,0,0,0,0,0,7,0,5,0,6,3,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,5,0,23,0,0,0,0,0,3,0,0,0,6,0,0,3,3,3,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,4,7,8,0,0,0,13,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,12,12,13,10,7,0,63,40,101,82,194,98,134,195,114,73,1035,455,1059,865,1743,1072,1368,1297,706,279,8836
LGA13310,0,0,0,4,5,3,0,0,0,15,3,19,16,68,23,16,9,3,0,152,0,0,0,5,0,7,3,3,0,21,0,0,3,15,22,13,25,22,3,102,0,0,0,0,3,0,3,0,0,13,3,0,3,13,9,8,9,3,0,50,0,0,0,0,0,3,0,4,0,8,0,0,0,14,5,0,0,0,0,18,0,0,0,10,0,3,0,0,0,16,0,3,3,19,10,3,3,0,0,46,0,0,0,3,3,0,0,0,0,14,0,0,0,3,5,0,0,3,0,9,0,12,0,19,15,11,3,3,0,63,0,0,0,13,6,0,0,0,0,24,0,0,0,0,3,4,4,0,0,16,0,0,3,7,3,6,0,0,0,26,4,21,22,98,35,46,48,28,13,322,84,183,232,487,324,303,291,201,81,2193,1742,3632,3410,7088,4040,3954,3250,1760,738,29609
LGA13340,0,0,0,3,5,0,0,0,0,5,3,4,0,12,4,3,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,10,6,3,5,6,0,34,23,81,59,166,103,158,118,66,47,822,627,1610,1074,1970,1429,1573,1241,558,259,10351
LGA13450,0,3,0,4,0,0,0,0,0,11,3,16,16,89,40,41,8,3,5,222,0,0,0,0,0,0,0,0,0,4,0,0,8,7,8,0,9,4,3,35,0,0,0,0,0,3,0,0,0,7,0,7,13,26,21,6,6,0,0,88,0,0,0,0,0,0,0,0,0,3,0,6,3,13,3,0,0,0,0,30,0,0,28,123,0,0,0,0,0,155,0,3,4,13,7,0,0,0,0,36,0,0,0,3,0,0,3,0,0,4,3,5,7,40,20,8,10,0,0,88,3,0,7,6,8,3,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,6,0,7,6,10,10,3,0,0,0,43,4,29,60,173,117,86,35,23,4,532,155,324,267,658,320,375,287,192,111,2694,1793,3573,3160,6619,3323,3035,2050,1418,669,25641
LGA13510,0,0,0,0,3,0,0,0,0,8,0,12,3,13,9,4,6,0,0,39,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,3,10,0,0,24,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,16,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,14,9,7,3,46,31,89,85,181,126,169,148,108,38,990,583,1436,1094,2140,1377,1636,1514,969,391,11141
LGA13550,0,0,0,6,0,3,0,0,0,14,3,3,0,24,4,4,4,0,0,43,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,6,3,5,3,17,0,0,0,0,0,0,0,0,0,0,0,3,8,20,10,0,3,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,3,5,8,0,3,0,20,0,0,3,4,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,4,11,5,3,3,3,0,37,54,94,109,262,161,148,138,117,35,1120,918,1609,1365,2904,1532,1573,1192,801,318,12215
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,3,4,0,14,22,59,42,102,79,119,95,68,28,607,330,642,479,963,737,739,773,441,155,5258
LGA13800,0,0,3,5,14,8,0,0,0,34,0,15,21,101,73,33,13,5,0,261,0,0,0,12,10,9,8,3,3,43,0,6,5,31,51,60,60,28,9,250,0,0,0,4,10,11,4,4,0,35,0,11,41,80,56,26,22,8,3,248,0,0,0,0,12,19,14,3,0,49,0,0,0,10,5,7,4,0,0,30,0,0,0,11,0,3,3,0,0,14,4,7,9,45,7,9,3,0,0,87,0,0,0,9,7,26,17,15,0,70,0,0,0,5,4,4,0,0,0,12,3,12,5,39,20,28,20,7,0,142,0,3,11,24,9,9,3,0,0,60,0,0,3,12,10,12,14,9,5,68,0,0,0,8,6,8,3,3,0,24,0,10,35,164,130,109,115,65,26,652,184,369,511,934,703,574,489,246,101,4109,4101,8769,8970,16143,9554,7833,5571,2640,1010,64592
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,18,10,43,33,79,68,52,61,38,15,407,143,378,327,575,461,424,358,233,60,2946
LGA13910,0,0,0,0,5,3,0,0,0,9,3,11,5,19,4,4,3,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,7,6,8,0,36,0,0,0,0,0,0,0,0,0,4,0,0,3,13,3,0,0,0,0,19,0,0,0,0,0,0,10,0,0,11,0,0,0,4,0,3,0,0,0,9,0,0,0,6,0,0,0,0,0,11,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4,5,6,3,5,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,3,3,4,25,6,11,26,8,0,96,60,138,140,291,226,243,236,136,51,1532,1102,2511,2046,3699,2439,2535,2396,1254,516,18498
LGA14000,0,0,0,39,41,35,9,9,0,138,19,96,131,780,318,275,135,39,21,1812,0,0,4,101,44,120,58,19,12,363,0,33,24,85,131,95,110,84,42,606,17,107,107,138,130,117,65,26,5,714,20,193,281,559,428,282,156,80,31,2018,0,0,0,15,16,22,14,9,4,85,9,74,103,477,394,326,165,76,28,1659,6,27,47,264,96,107,58,12,0,611,3,13,60,221,65,40,7,4,0,415,0,0,0,7,4,5,3,0,0,23,0,3,0,18,34,20,0,5,0,93,20,159,105,211,114,92,47,18,9,786,12,18,33,242,137,111,33,3,6,589,3,7,7,34,52,28,24,19,6,173,0,8,16,100,50,49,19,6,0,241,40,261,293,1302,797,542,463,295,170,4164,226,431,479,1297,701,582,499,430,278,4926,8284,19590,18049,35394,21080,17202,12158,7073,3841,142667
LGA14100,0,0,0,3,3,3,3,0,0,12,0,5,4,26,9,14,7,0,0,64,0,0,0,14,4,9,8,0,17,49,0,0,0,11,12,8,10,7,4,60,0,12,5,12,10,6,8,4,0,57,0,8,7,43,20,19,8,17,30,145,0,0,0,0,3,0,0,3,3,11,0,0,0,12,9,6,6,0,0,32,0,0,3,8,5,3,6,0,0,29,0,3,3,7,6,0,3,0,0,23,0,0,0,0,0,0,3,7,0,6,0,0,0,9,15,3,0,3,0,27,3,24,19,16,21,18,12,4,0,119,0,0,0,29,25,5,3,3,0,64,0,0,0,3,7,3,5,4,3,23,0,0,0,10,3,0,0,0,0,18,0,17,23,104,59,48,43,53,96,436,34,68,89,169,103,98,89,72,85,813,718,1937,1846,2836,2004,1640,1425,856,746,13999
LGA14170,0,4,8,71,43,29,3,6,4,165,15,83,152,1074,289,253,158,28,13,2068,3,0,12,224,37,101,52,32,32,489,0,10,28,324,194,151,99,54,11,874,15,33,35,193,80,41,37,9,3,441,3,9,72,461,153,112,65,14,4,898,0,0,0,25,34,36,40,32,7,180,0,7,24,167,52,51,26,20,5,343,0,16,34,256,33,23,11,3,0,384,13,37,149,1006,148,100,36,3,3,1484,0,3,3,43,44,77,75,67,14,331,0,7,25,191,87,63,55,19,0,443,57,126,139,687,247,127,83,25,6,1498,21,76,388,1164,514,619,236,121,68,3204,0,0,3,101,63,33,25,6,0,234,0,0,6,64,32,9,3,0,0,113,49,163,442,3045,1074,956,969,593,254,7545,645,956,1413,5710,1919,1466,987,559,254,13919,10743,17165,19516,68655,25239,18512,12191,6838,3170,182043
LGA14200,0,3,0,3,0,0,0,0,0,12,5,31,30,63,31,7,3,0,0,176,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,7,3,13,3,33,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,8,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,3,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,49,10,8,4,0,0,108,0,0,7,12,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,3,0,0,6,0,17,6,35,10,8,14,8,0,98,70,147,150,316,218,256,226,130,47,1566,1082,2242,1939,3462,2064,2192,1921,1165,408,16483
LGA14300,0,0,0,4,0,3,0,0,0,5,0,3,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,0,0,14,45,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,10,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,3,7,0,4,0,32,28,70,66,128,94,112,81,32,14,630,340,780,728,1721,840,862,624,279,115,6295
