LGA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
LGA11650,9,330,..,16,3,25,0,25,..,211,5,215,4,214,..,44,11,57,0,52,..,163,9,174,3,173,..,241,48,281,0,286,..,58,8,65,0,65,..,87,16,101,3,105,..,255,8,260,4,269,..,153,14,164,0,164,..,462,12,480,4,485,..,67,5,71,3,75,..,940,41,977,15,992,..,727,73,796,10,807,..,66,12,72,0,72,..,310,69,382,3,379,..,44,10,52,0,52,..,140,48,188,0,188,..,1564,259,1820,43,1858,..,8921,1354,10273,135,10407,..,514,44,558,9180,9738,148827,9432,1395,10831,9317,168972,289774,..,..,..,..,289774,..,410,3,413,3,418,..,503,47,553,6,552,..,61,3,63,0,63,..,560,252,811,5,816,..,1061,436,1496,17,1514,..,48,24,72,0,72,..,1676,706,2382,22,2402,..,224,11,238,5,249,..,426,4,432,9,434,..,620,35,648,7,656,..,859,34,895,5,903
LGA11700,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,6,..,13,0,15,5,23,..,6,0,6,122,135,710,22,0,23,127,859,1479,..,..,..,..,1479,..,0,0,0,0,0,..,3,0,4,0,5,..,16,0,16,3,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7
LGA11720,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,16,3,18,0,18,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,3,0,3,..,26,0,24,0,22,..,3,0,3,0,3,..,39,4,38,0,38,..,8,0,8,0,8,..,78,3,79,0,78,..,17,3,15,4,18,..,0,0,0,0,0,..,47,15,59,0,63,..,4,0,4,0,4,..,9,3,7,0,7,..,76,21,99,4,106,..,473,80,551,18,568,..,46,0,43,1915,1960,25398,520,77,596,1935,27928,49842,..,..,..,..,49842,..,38,0,38,0,38,..,17,4,20,0,20,..,12,0,12,0,16,..,36,12,46,0,46,..,32,9,40,0,37,..,10,0,10,0,10,..,76,23,98,0,96,..,10,0,10,0,10,..,25,0,28,0,28,..,30,0,30,0,30,..,51,3,55,3,59
LGA11730,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,3,0,3,..,0,0,0,0,0,..,31,0,31,0,29,..,14,0,13,0,13,..,37,0,44,0,42,..,12,0,12,0,12,..,98,4,97,3,99,..,32,0,33,0,32,..,3,0,8,0,8,..,23,0,23,0,23,..,3,0,3,0,3,..,6,3,16,0,16,..,71,6,80,4,85,..,535,44,579,18,603,..,68,3,69,1705,1773,23150,603,47,648,1731,25530,45752,..,..,..,..,45752,..,23,0,23,0,23,..,3,3,9,0,9,..,61,0,58,5,68,..,48,25,73,0,75,..,42,17,56,0,59,..,4,0,4,0,4,..,92,37,131,3,138,..,3,0,3,0,3,..,53,0,54,4,58,..,48,0,48,0,51,..,85,0,83,5,91
LGA11750,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,23,4,26,0,26,..,89,14,101,5,105,..,11,0,11,249,254,1894,97,14,108,255,2255,3908,..,..,..,..,3908,..,20,0,20,0,20,..,0,0,0,0,0,..,0,3,7,3,10,..,0,0,0,0,0,..,5,3,10,0,15,..,0,0,0,0,0,..,5,3,11,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0
LGA11800,0,15,..,5,0,4,0,4,..,7,0,7,0,7,..,6,14,26,0,26,..,32,0,33,0,33,..,27,0,31,0,31,..,7,0,7,0,7,..,8,0,11,0,11,..,53,0,53,0,53,..,19,0,22,0,22,..,75,4,83,0,78,..,26,0,26,0,26,..,176,3,179,0,184,..,94,7,110,0,108,..,12,0,12,0,12,..,64,9,74,0,74,..,3,0,3,0,3,..,29,12,37,3,41,..,495,268,760,19,779,..,2264,577,2843,57,2898,..,137,10,148,2551,2701,32028,2401,586,2989,2611,37629,62254,..,..,..,..,62254,..,56,0,62,0,62,..,133,17,152,0,152,..,50,0,50,0,50,..,65,35,102,3,102,..,128,94,223,8,234,..,21,8,28,3,31,..,213,137,354,9,361,..,17,0,25,0,25,..,100,4,101,0,102,..,155,6,160,3,165,..,305,10,309,11,322
LGA12000,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,16,4,24,0,25,..,3,0,3,222,230,1909,20,4,25,223,2156,3817,..,..,..,..,3817,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,4,0,4
LGA12150,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,27,3,26,0,26,..,13,0,13,288,297,1647,33,3,34,288,1970,3266,..,..,..,..,3266,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6
LGA12350,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,18,0,22,0,18,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,7,0,7,..,25,11,30,0,30,..,144,26,165,4,173,..,17,0,18,520,541,5590,161,29,190,522,6308,11090,..,..,..,..,11090,..,5,0,5,0,5,..,12,0,10,4,17,..,28,0,28,0,28,..,6,4,11,0,10,..,26,11,40,3,43,..,0,0,0,0,0,..,30,14,44,3,52,..,6,0,13,0,13,..,10,0,10,0,10,..,7,0,7,0,7,..,14,0,14,0,14
LGA12380,17,2535,..,51,28,78,0,74,..,624,85,707,12,716,..,680,356,1035,17,1046,..,203,29,234,0,232,..,225,54,279,3,285,..,263,19,281,7,294,..,199,49,251,3,247,..,663,18,687,8,697,..,391,67,461,8,468,..,1283,53,1333,12,1350,..,140,10,147,0,147,..,2483,149,2625,32,2657,..,774,180,951,19,968,..,2541,405,2945,24,2961,..,275,105,384,3,387,..,2480,870,3352,39,3387,..,1321,684,2007,6,2018,..,6415,2060,8478,213,8689,..,51677,16257,67932,710,68644,..,278,165,442,5346,5788,30561,51960,16421,68382,6057,105000,62405,..,..,..,..,62405,..,41,0,43,0,43,..,27086,5375,32463,309,32772,..,9,0,9,0,9,..,5911,3850,9763,46,9810,..,6937,6632,13568,66,13633,..,581,428,1011,8,1021,..,13438,10907,24343,115,24460,..,1283,256,1539,6,1548,..,37,0,39,0,37,..,310,14,327,3,331,..,180,3,179,0,184
LGA12700,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,38,3,38,0,38,..,6,0,6,297,304,4140,47,3,49,297,4479,8282,..,..,..,..,8282,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,3,7,0,7,..,0,0,0,0,0,..,4,3,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,9,0,9,0,9
LGA12730,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,24,0,22,..,108,32,139,0,143,..,9,0,9,411,424,3933,120,32,148,414,4492,7715,..,..,..,..,7715,..,18,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,13,0,13,..,14,42,62,0,62,..,0,0,0,0,0,..,27,50,76,0,76,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,7,0,7,0,7
LGA12750,0,3,..,6,0,6,0,6,..,10,0,10,0,10,..,0,0,0,0,0,..,14,0,14,0,14,..,7,3,10,0,10,..,4,0,4,0,4,..,5,3,8,0,8,..,17,0,17,0,17,..,13,3,15,0,15,..,20,0,20,0,20,..,8,0,7,0,7,..,57,3,61,0,61,..,30,6,34,0,36,..,0,0,3,0,3,..,5,3,7,0,7,..,6,0,6,0,6,..,17,5,26,0,22,..,103,6,118,6,121,..,659,62,719,17,734,..,71,4,71,1295,1372,16849,724,69,796,1313,18955,33050,..,..,..,..,33050,..,17,0,17,0,17,..,23,3,25,0,32,..,23,0,25,0,25,..,22,3,29,0,29,..,30,3,37,0,40,..,3,0,3,0,3,..,54,12,67,0,66,..,88,14,100,3,106,..,59,0,59,3,60,..,58,0,64,0,64,..,158,14,174,3,177
LGA12850,0,62,..,477,132,608,13,621,..,418,38,460,4,461,..,163,93,261,3,264,..,258,61,318,3,325,..,150,100,251,3,253,..,920,97,1019,27,1049,..,1406,462,1862,13,1875,..,350,28,375,0,375,..,175,32,206,3,210,..,723,26,743,10,759,..,94,22,115,0,118,..,1341,98,1438,22,1460,..,2546,717,3262,34,3300,..,58,15,79,0,79,..,369,227,594,11,608,..,417,128,546,9,549,..,11781,9485,21267,125,21388,..,11727,6197,17920,213,18132,..,47289,24897,72185,692,72872,..,238,133,367,3958,4328,23650,47527,25023,72552,4653,100855,49353,..,..,..,..,49353,..,11,0,11,0,11,..,11378,4049,15429,185,15612,..,3,0,3,0,3,..,5191,3362,8554,42,8599,..,2803,2219,5024,43,5063,..,2120,1052,3169,23,3192,..,10113,6635,16748,106,16854,..,2097,551,2647,24,2674,..,44,0,50,0,50,..,247,18,261,4,269,..,260,16,274,5,274
LGA12870,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,9,..,7,0,7,0,7,..,14,0,14,0,14,..,0,0,0,0,0,..,25,0,21,0,24,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,3,0,3,..,20,7,24,0,24,..,110,14,123,0,125,..,19,0,23,489,508,5543,128,17,144,493,6174,11039,..,..,..,..,11039,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,12,0,12,..,14,0,13,0,13,..,0,0,0,0,0,..,17,5,21,0,21,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0,0,0,..,8,0,8,0,8
LGA12900,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,14,0,19,4,22,..,89,16,106,0,107,..,11,3,16,401,420,4258,107,16,119,406,4784,8538,..,..,..,..,8538,..,9,0,9,0,9,..,3,0,3,0,3,..,15,0,15,0,15,..,6,6,14,0,14,..,3,3,6,0,6,..,0,0,0,0,0,..,11,13,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3
LGA12930,7,326,..,1330,260,1590,13,1605,..,78,5,88,0,90,..,58,10,69,0,70,..,92,4,95,0,98,..,217,52,267,3,271,..,67,0,67,0,67,..,202,50,251,0,251,..,380,11,386,3,392,..,761,96,855,4,864,..,692,23,718,3,720,..,66,0,70,0,70,..,1898,129,2028,7,2037,..,747,125,866,7,875,..,108,0,108,0,108,..,356,82,436,4,440,..,94,13,105,0,102,..,478,129,608,6,608,..,1516,326,1839,56,1899,..,31384,9224,40607,279,40887,..,160,51,205,2862,3072,31125,31547,9270,40812,3148,75086,62154,..,..,..,..,62154,..,53,0,53,0,55,..,4618,569,5186,61,5246,..,10,0,10,0,10,..,9921,4549,14473,67,14540,..,14393,6591,20988,85,21065,..,646,323,964,0,969,..,24957,11469,36424,151,36577,..,1080,158,1240,15,1252,..,61,0,59,3,65,..,244,9,254,3,254,..,253,10,265,0,266
LGA12950,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,11,0,16,..,35,3,41,3,40,..,7,0,7,159,167,1933,41,3,47,157,2142,3813,..,..,..,..,3813,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,4,..,9,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3
LGA13010,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,3,21,0,27,..,80,15,98,5,102,..,18,3,17,413,436,3918,100,20,117,421,4453,7633,..,..,..,..,7633,..,10,0,10,0,10,..,11,0,11,0,11,..,0,0,0,0,0,..,3,0,7,0,7,..,0,7,11,0,11,..,0,0,0,0,0,..,6,13,14,0,14,..,0,0,0,0,0,..,12,0,12,3,14,..,5,0,5,0,5,..,6,0,12,0,12
LGA13310,0,26,..,10,0,10,0,10,..,9,0,9,0,9,..,7,3,8,0,8,..,11,0,7,0,7,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,3,0,3,..,35,0,36,0,36,..,7,0,5,0,5,..,31,0,31,0,31,..,3,0,3,0,3,..,75,0,74,0,74,..,25,3,31,0,28,..,0,0,0,0,0,..,23,3,25,0,31,..,8,0,8,0,8,..,3,0,3,0,3,..,106,35,139,3,147,..,583,115,694,11,709,..,50,5,55,885,945,12978,632,122,751,893,14631,25746,..,..,..,..,25746,..,21,0,21,0,16,..,60,10,74,0,73,..,0,0,0,0,0,..,32,22,48,0,48,..,59,20,71,4,76,..,3,0,3,0,3,..,89,37,130,4,133,..,14,3,13,0,13,..,26,0,26,0,26,..,40,4,41,0,41,..,64,0,65,6,68
LGA13340,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,22,3,19,0,23,..,92,10,105,0,108,..,7,0,7,329,332,4729,102,10,114,327,5170,9495,..,..,..,..,9495,..,0,0,0,0,0,..,8,3,11,0,11,..,7,0,7,0,7,..,0,0,3,0,3,..,4,3,7,0,7,..,0,0,0,0,0,..,8,4,11,0,11,..,3,0,8,0,8,..,18,0,18,0,16,..,12,3,13,0,13,..,25,0,29,0,30
LGA13450,0,11,..,0,0,0,0,0,..,7,0,10,0,10,..,0,5,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,105,17,119,3,127,..,0,0,0,0,0,..,42,0,39,0,39,..,4,0,4,0,4,..,53,3,58,0,58,..,8,6,13,0,13,..,107,12,116,0,117,..,35,6,46,0,42,..,8,0,8,0,10,..,17,3,20,0,20,..,21,28,53,0,56,..,0,0,3,0,3,..,311,77,391,10,401,..,2006,606,2615,44,2651,..,44,10,53,1160,1217,8980,2054,613,2666,1206,12847,17858,..,..,..,..,17858,..,51,3,50,0,50,..,45,8,53,0,53,..,4,0,4,0,4,..,53,21,70,0,73,..,64,163,223,0,223,..,3,3,8,0,8,..,120,185,306,0,310,..,0,0,0,0,0,..,13,0,18,0,18,..,13,0,16,0,16,..,26,4,22,0,22
LGA13510,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,9,0,9,0,9,..,4,0,4,0,4,..,16,0,21,0,21,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,12,3,18,0,18,..,94,16,116,0,116,..,12,0,12,352,367,5145,115,16,132,352,5624,10152,..,..,..,..,10152,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,10,0,10,..,19,17,31,0,31,..,0,0,0,0,0,..,25,17,46,0,46,..,0,0,0,0,0,..,7,0,7,0,7,..,9,0,13,0,13,..,11,0,11,0,11
