LGA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA15050,16457,9163,9994,9741,9538,8383,6136,3071,1217,73714,13,12,11,9,6,7,9,3,3,73,289,504,387,242,237,228,186,127,71,2258,3,3,10,4,11,6,7,0,0,51,17,15,18,20,28,25,14,0,3,134,0,0,0,0,0,3,3,3,0,18,0,0,3,3,3,3,4,0,0,20,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,312,527,420,273,282,266,222,128,69,2507,326,543,430,280,284,279,223,138,71,2581,16785,9703,10429,10020,9823,8661,6368,3208,1292,76289
LGA15240,13577,7571,6264,7795,10672,13522,14065,7889,3255,84612,21,25,14,10,18,18,29,14,5,158,359,532,460,382,471,700,775,328,152,4154,22,5,26,23,30,111,150,52,3,426,19,29,37,28,41,70,37,18,5,279,0,0,0,0,3,14,25,14,4,63,3,0,6,3,10,11,4,3,0,42,0,0,0,0,0,15,18,10,0,45,0,0,0,0,4,3,0,0,0,11,4,3,7,3,8,10,7,15,0,61,0,0,0,0,0,0,0,0,0,0,407,574,547,447,567,941,1016,431,166,5095,429,602,563,457,588,953,1043,446,172,5247,14000,8171,6824,8247,11265,14483,15110,8342,3426,89857
LGA15270,4772,2200,2519,2629,3218,2931,2604,1349,460,22679,4,3,6,5,9,4,0,7,0,40,97,145,157,142,178,171,143,51,23,1103,0,0,0,3,3,9,6,3,0,28,3,3,7,7,9,13,4,4,0,56,0,0,0,0,0,0,6,0,0,10,0,3,3,4,0,0,8,0,0,19,3,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,3,8,0,4,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,108,156,177,159,194,201,173,56,23,1244,112,157,184,165,205,208,175,58,23,1281,4882,2354,2701,2798,3424,3134,2781,1409,484,23964
LGA15300,2736,1308,1524,1539,1713,1473,1144,586,159,12188,20,10,4,9,7,3,0,0,0,49,68,112,119,77,126,128,148,51,4,817,0,4,7,4,3,20,65,39,3,146,18,33,21,25,32,48,47,8,0,230,0,0,3,0,3,9,11,14,0,39,0,5,0,3,4,3,11,3,0,25,0,5,0,0,0,5,21,7,0,47,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,86,152,145,110,167,217,307,118,8,1311,103,155,153,119,179,218,306,118,8,1364,2837,1471,1672,1657,1891,1691,1452,712,172,13543
LGA15350,4876,2679,3247,3922,4089,3189,2786,1434,862,27076,0,3,3,0,0,0,0,0,0,15,88,80,117,75,68,61,57,39,29,606,0,6,3,0,7,0,7,0,0,25,0,3,8,13,11,8,13,0,0,55,0,0,0,3,0,0,8,0,0,6,0,0,12,0,3,0,0,0,0,22,0,0,3,0,0,0,9,0,0,7,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,87,88,146,96,90,76,90,41,30,749,87,95,145,96,90,76,93,43,34,764,4965,2773,3391,4017,4178,3267,2878,1476,895,27844
LGA15520,1949,928,1017,1064,1402,1668,1537,891,327,10773,0,0,3,3,3,3,3,6,0,23,21,30,37,23,31,35,20,16,3,209,43,57,61,52,87,106,118,47,12,583,0,0,3,7,7,3,3,0,0,22,0,0,0,3,4,14,23,10,0,52,5,3,4,0,3,3,7,0,0,21,0,3,5,0,5,6,0,0,0,17,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,93,105,92,126,168,177,77,15,918,71,95,108,91,126,170,182,83,16,942,2020,1017,1126,1155,1526,1839,1720,966,339,11717
LGA15560,751,364,408,427,509,499,325,205,66,3554,0,3,7,0,0,0,0,0,0,12,17,30,25,8,10,14,9,12,0,131,4,3,10,4,7,0,13,5,0,44,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,33,15,21,23,26,11,0,197,23,36,35,21,24,20,27,14,3,209,775,400,451,443,531,526,357,221,69,3760
LGA15650,3542,1833,2140,2014,2164,1689,1164,591,189,15326,9,9,3,3,3,3,0,0,0,29,67,106,153,96,89,119,45,10,3,690,0,5,0,3,3,4,9,3,0,19,10,3,10,7,12,9,5,3,0,60,0,0,0,0,0,3,3,0,0,7,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,120,168,107,113,133,61,18,3,791,85,127,165,104,116,137,61,20,6,814,3626,1957,2302,2125,2274,1822,1229,608,201,16137
LGA15700,3081,1646,1337,1666,2286,3114,2782,1508,673,18085,12,6,6,7,6,3,3,3,3,51,73,86,98,59,74,162,152,36,23,761,10,5,10,5,10,51,84,15,3,193,9,17,11,20,32,29,14,3,0,140,0,0,0,0,0,5,17,3,0,35,0,0,0,4,3,9,0,0,0,16,0,0,0,0,3,0,11,0,0,17,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,3,3,0,17,0,0,0,0,0,0,0,0,0,0,93,106,124,91,129,266,287,63,24,1179,101,110,126,97,134,275,293,65,26,1230,3181,1754,1461,1762,2419,3386,3078,1573,701,19312
LGA15750,2687,1270,1395,1466,1680,1688,1198,691,239,12307,16,7,7,5,3,4,3,4,0,41,55,108,159,126,122,117,82,53,7,831,0,3,8,3,10,9,20,3,0,61,4,9,27,36,34,35,16,3,0,159,0,0,3,3,0,8,15,3,0,28,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,59,118,192,176,167,174,146,66,12,1104,74,127,197,175,167,178,148,63,12,1147,2766,1393,1595,1647,1844,1862,1347,753,251,13456
LGA15800,1121,559,507,605,680,780,647,365,187,5455,3,5,4,0,0,6,3,0,0,17,32,39,46,12,14,27,35,15,11,230,4,6,0,4,13,15,27,10,0,83,0,3,0,0,5,5,8,0,0,27,0,0,0,0,0,3,7,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,3,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,35,54,48,19,38,54,93,27,9,385,41,59,53,17,44,62,92,27,9,408,1161,613,562,627,724,841,738,396,196,5856
LGA15850,1338,636,594,617,750,830,704,395,165,6031,0,3,0,0,0,0,3,6,0,21,28,37,47,32,22,33,23,16,9,239,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,15,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,40,48,32,29,47,34,19,9,278,30,43,49,28,29,45,39,29,11,298,1364,678,646,649,775,881,743,421,168,6332
LGA15900,25533,21195,22237,19022,18699,17092,12177,7287,3947,147190,20,39,23,26,19,19,18,18,8,185,575,1218,1104,789,761,734,540,347,206,6270,0,21,34,52,62,42,23,3,0,228,17,37,51,52,71,60,36,8,3,334,3,3,8,10,15,17,15,3,0,79,3,11,12,23,12,15,11,3,0,95,0,3,0,3,4,12,12,6,0,36,0,3,6,0,4,3,0,0,0,18,0,8,5,3,8,20,11,0,0,56,0,0,0,0,0,0,0,0,0,0,603,1300,1227,927,933,908,653,371,204,7124,621,1340,1253,954,947,921,667,392,215,7311,26160,22537,23489,19973,19646,18017,12843,7675,4161,154498
LGA15950,8309,5006,15603,11800,7807,6766,5555,2510,1082,64435,9,7,9,6,7,11,3,3,0,52,162,250,465,288,280,255,250,70,27,2054,4,18,47,47,58,52,23,5,0,247,11,15,39,49,61,42,41,13,0,266,5,3,4,13,21,9,6,3,0,72,3,3,17,20,22,20,9,0,0,98,0,0,5,6,7,11,3,4,0,28,0,0,0,0,3,0,0,0,0,3,0,6,7,14,5,14,4,4,0,62,0,0,0,0,0,0,0,0,0,0,187,299,582,439,443,408,338,95,38,2825,193,302,589,445,450,421,339,103,38,2883,8503,5311,16189,12243,8263,7181,5893,2607,1114,67319
LGA15990,48843,25908,28058,36772,35924,26852,20930,12354,6618,242261,19,20,33,16,28,30,14,17,15,189,627,695,941,674,607,598,487,298,199,5128,17,24,52,55,37,46,29,14,3,285,9,32,37,54,78,55,54,28,10,355,0,18,13,8,27,17,14,6,0,94,4,23,16,21,16,20,17,9,0,129,3,4,9,3,3,10,6,0,0,42,3,0,0,7,3,3,3,0,0,19,0,3,6,10,4,20,9,0,6,69,0,0,0,0,0,0,0,0,0,4,674,799,1077,832,778,763,628,361,216,6119,691,816,1107,852,803,784,643,371,235,6305,49532,26730,29164,37623,36730,27638,21572,12729,6849,248564
LGA16100,898,617,467,533,730,667,712,267,105,5000,5,4,0,0,3,0,3,0,0,18,14,31,27,11,20,36,20,20,4,178,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,29,10,23,39,23,20,6,204,22,35,29,13,26,44,28,23,6,221,920,655,494,549,754,709,740,288,111,5220
LGA16150,8320,4588,5017,4811,4735,4374,3280,2074,871,38086,18,12,4,3,12,3,8,3,3,64,215,465,354,289,295,251,144,84,36,2142,6,13,12,10,21,13,14,3,0,100,3,23,17,18,26,13,23,0,0,120,0,0,0,3,0,0,0,0,0,7,3,3,8,9,5,3,0,0,0,27,0,0,5,0,0,5,0,0,0,10,0,0,0,0,3,3,0,0,0,5,0,20,4,0,3,6,5,0,0,41,0,0,0,0,0,0,0,0,0,0,230,529,410,336,352,295,188,85,37,2459,245,536,414,341,361,303,190,93,39,2516,8568,5125,5430,5153,5097,4680,3474,2166,916,40603
LGA16200,2851,1618,1426,1443,1804,1808,1379,893,424,13652,9,12,0,3,0,3,10,0,0,35,68,94,84,72,71,68,53,29,9,550,0,3,3,3,5,24,33,6,4,85,4,3,10,8,11,13,8,4,0,54,0,0,0,0,0,4,10,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,79,105,101,83,89,115,108,42,15,732,85,113,99,88,98,120,116,41,15,768,2933,1731,1525,1532,1900,1933,1494,934,437,14419
LGA16260,41082,25599,44393,34931,25948,21683,14406,8222,3707,219963,32,34,32,18,15,11,13,12,3,171,740,870,1312,922,745,634,456,324,188,6204,15,71,139,208,216,95,32,11,3,785,8,57,85,110,144,69,18,14,3,504,4,24,23,33,65,49,9,0,3,210,4,27,60,36,60,33,5,0,0,230,0,3,5,8,15,7,7,0,0,41,4,4,6,14,3,4,0,0,0,31,5,67,41,30,23,17,5,3,0,194,0,0,0,0,0,3,0,0,0,3,789,1120,1674,1360,1269,905,541,347,195,8202,818,1154,1709,1379,1286,922,548,362,198,8377,41901,26750,46100,36314,27233,22605,14952,8584,3908,228341
LGA16350,40435,26111,29094,26638,23963,21453,13860,5861,2208,189623,48,39,27,28,20,15,16,8,3,191,752,977,953,614,477,435,389,247,117,4960,11,11,24,27,15,20,5,8,0,125,23,32,42,16,41,46,30,18,9,255,0,10,10,0,7,6,0,0,0,27,3,4,10,6,7,7,3,4,0,40,3,0,6,0,0,3,4,0,0,14,0,3,0,3,0,0,0,0,0,7,0,15,7,4,8,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,797,1042,1061,674,552,517,437,281,129,5480,849,1079,1083,698,571,529,450,285,133,5676,41282,27194,30176,27339,24529,21977,14313,6147,2340,195301
LGA16380,12754,6988,6206,7725,9612,10426,10767,6619,2861,73958,17,27,9,5,15,15,23,13,0,128,280,410,441,308,433,529,639,330,123,3495,25,19,20,35,37,106,218,89,13,561,39,38,47,37,56,72,53,19,7,369,0,0,3,6,8,6,27,12,0,66,0,0,4,0,14,10,12,8,0,48,0,0,0,3,4,29,26,10,0,72,0,4,8,3,0,3,0,0,0,22,6,0,10,7,11,17,47,15,0,110,0,0,0,0,0,0,0,0,0,0,353,480,530,403,556,766,1021,472,147,4735,363,509,539,404,574,780,1044,493,151,4865,13119,7499,6746,8131,10179,11207,11811,7113,3010,78824
LGA16400,12160,7100,6176,7380,8741,8973,8668,4502,1588,65285,10,24,12,11,12,17,8,16,0,111,273,385,391,267,302,429,378,207,57,2684,6,7,24,18,18,58,114,37,7,297,7,34,48,29,49,41,35,5,3,259,0,7,4,3,8,20,14,3,0,65,3,5,7,4,3,4,13,4,0,48,0,0,3,3,6,16,7,3,0,39,0,5,3,3,0,0,0,0,0,19,7,7,15,20,12,20,10,9,0,99,0,0,0,0,0,0,0,0,0,0,313,447,492,343,409,596,570,269,69,3503,325,468,503,360,416,613,574,289,74,3616,12487,7566,6678,7739,9156,9588,9245,4788,1656,68899
LGA16490,10698,6378,7221,7530,8510,6530,3927,1736,627,53162,4,3,10,0,4,0,3,3,3,38,180,210,312,264,327,301,172,68,34,1874,15,16,30,26,39,34,39,27,12,235,25,30,38,38,61,62,22,4,0,273,0,3,10,6,8,16,4,6,0,50,0,0,5,4,0,10,5,3,0,34,0,4,7,3,10,10,15,3,0,47,0,0,0,0,4,3,0,0,0,5,46,108,116,56,31,46,32,12,5,455,0,0,0,0,0,0,0,0,0,0,269,374,516,396,480,478,290,117,52,2975,271,377,522,399,489,485,300,123,53,3012,10969,6754,7741,7926,9000,7016,4226,1855,677,56174
LGA16550,20470,22321,25304,20214,16424,12635,9356,5748,3008,135480,22,41,33,19,11,8,17,10,9,166,376,807,781,538,385,431,277,195,180,3963,7,27,50,20,67,37,23,13,0,246,6,49,29,41,38,54,34,6,0,265,4,14,13,14,15,8,9,4,0,75,0,5,25,6,11,20,13,4,0,86,0,13,0,4,0,8,5,0,0,29,0,3,3,3,3,6,0,0,0,14,3,42,16,8,10,19,5,4,0,109,0,0,0,0,0,0,0,0,0,0,391,965,922,637,530,576,368,225,184,4797,413,1002,948,652,538,585,383,238,194,4965,20884,23321,26255,20870,16961,13221,9744,5981,3200,140443
LGA16610,4242,2458,1871,2347,2805,3125,2605,1606,606,21663,14,14,5,4,4,3,13,5,0,62,85,108,86,76,84,173,142,66,22,835,3,3,7,3,6,40,106,60,3,223,22,29,40,14,26,61,35,9,0,241,0,0,0,0,0,5,15,3,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,6,3,0,23,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,3,0,11,0,0,0,0,0,0,0,0,0,0,115,147,131,90,123,285,312,141,25,1368,131,159,136,93,122,288,323,146,28,1432,4375,2618,2001,2445,2931,3415,2927,1753,635,23096
LGA16650,17135,13165,21173,15325,12730,10579,8071,5342,2697,106205,12,21,39,17,19,7,15,10,4,136,277,298,561,305,341,295,263,128,67,2533,3,8,53,20,38,21,12,4,0,148,3,19,38,21,43,19,13,4,0,170,0,4,23,7,7,10,11,3,0,66,0,14,12,7,12,13,6,0,0,69,0,4,0,12,0,3,5,0,0,21,0,4,5,0,5,7,0,0,0,18,0,7,15,32,13,9,12,0,0,90,0,0,0,0,0,0,0,0,0,0,287,353,705,408,461,371,331,137,67,3126,301,372,740,427,481,379,339,149,76,3258,17428,13534,21912,15749,13208,10961,8417,5488,2769,109464
LGA16700,18665,15274,20436,16664,14007,11832,7970,5090,2813,112752,11,21,13,15,15,14,11,10,8,119,177,427,547,321,302,317,264,171,127,2651,18,30,69,114,110,59,17,6,0,412,0,14,56,46,81,41,24,0,0,271,0,3,11,21,14,9,18,4,0,76,4,3,26,10,31,21,0,0,0,93,0,0,4,4,3,6,3,3,0,30,0,6,0,3,0,0,0,0,0,7,4,14,15,16,8,25,11,0,5,103,0,0,0,0,0,0,0,0,0,0,200,494,724,533,549,485,340,187,131,3643,215,515,738,549,566,499,353,196,141,3761,18879,15789,21176,17214,14570,12328,8321,5289,2958,116521
LGA16900,13276,8556,7595,8244,8902,8067,6148,3409,1311,65516,21,21,5,12,10,8,8,9,5,90,246,341,295,200,174,183,141,105,67,1742,3,11,20,0,13,3,7,0,0,60,7,10,5,10,12,5,4,3,0,57,0,0,0,0,0,0,0,0,0,4,0,0,8,3,0,3,0,0,0,25,0,0,0,0,0,3,3,0,0,4,0,0,3,0,0,0,0,0,0,3,4,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,255,363,332,214,205,207,162,110,67,1907,273,379,344,225,208,217,172,113,69,1996,13547,8934,7941,8475,9111,8277,6323,3528,1386,67509
LGA16950,15801,9140,8554,9450,11531,14059,13661,7643,2999,92844,26,30,20,13,26,19,19,8,12,166,433,630,562,466,496,645,534,231,131,4129,14,17,34,26,38,52,52,33,0,270,30,32,30,26,28,36,23,0,0,211,3,3,4,5,8,6,7,0,0,33,0,3,17,14,9,9,0,4,0,67,0,0,0,0,7,22,19,3,0,52,8,3,0,3,0,0,0,0,0,15,16,15,18,18,39,63,40,10,3,219,0,0,0,0,0,0,0,0,0,0,506,703,670,564,629,831,683,285,132,5003,533,728,692,569,651,847,707,296,143,5169,16330,9876,9238,10021,12186,14910,14369,7937,3144,98006
LGA17000,4750,2955,2694,2920,3169,2566,1609,804,326,21803,13,12,12,4,7,7,3,0,0,56,78,203,148,106,114,92,43,19,10,821,10,26,15,0,4,8,5,4,0,72,4,74,38,15,25,16,17,3,0,191,0,13,4,3,3,0,0,0,0,25,3,9,3,0,3,3,0,0,0,25,0,3,0,0,0,4,3,0,0,10,0,3,3,0,0,0,0,0,0,12,0,9,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,95,337,218,131,144,122,75,33,10,1158,107,352,224,131,145,128,72,34,10,1211,4855,3309,2918,3054,3319,2699,1679,840,342,23015
LGA17040,3383,2030,2079,2317,2830,2616,2077,1053,432,18809,7,4,12,6,6,3,3,0,0,46,1574,1241,1462,1498,1302,1394,907,192,32,9601,59,91,128,65,79,79,47,19,3,562,460,311,299,395,327,238,141,22,0,2188,28,58,60,23,23,25,27,4,0,247,21,26,49,33,28,28,19,0,0,202,4,21,5,5,8,11,10,0,0,68,7,7,6,0,0,0,6,0,0,33,120,84,108,134,103,138,114,21,8,827,0,0,0,0,0,0,0,0,0,0,2267,1843,2110,2155,1874,1918,1266,255,46,13737,2275,1850,2114,2164,1882,1916,1265,255,48,13779,5656,3883,4195,4479,4706,4531,3342,1308,483,32584
LGA17080,2547,1276,1353,1546,1817,1972,1599,904,405,13426,4,0,0,0,0,8,5,4,4,29,71,84,69,76,72,82,50,19,16,537,10,8,10,12,19,7,5,4,0,87,14,10,6,18,20,12,0,0,0,80,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,0,10,3,0,3,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,10,7,5,13,12,3,0,0,47,0,0,0,0,0,0,0,0,0,0,97,114,102,113,130,121,64,24,15,780,107,117,107,112,136,121,68,28,18,803,2657,1393,1456,1656,1953,2096,1668,931,420,14228
LGA17100,6167,6029,8993,5100,4565,3772,2280,1446,703,39053,3,4,5,7,3,6,3,0,0,36,61,123,177,88,67,58,40,31,20,664,4,0,15,3,0,3,3,0,0,26,0,12,3,3,4,0,0,0,0,25,0,0,4,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,59,137,204,104,78,67,48,30,20,750,64,138,212,110,78,73,45,33,24,787,6230,6170,9207,5203,4645,3850,2330,1481,728,39838
LGA17150,40836,24944,24887,29142,29286,26141,18911,10473,5689,210308,22,18,23,23,22,17,23,25,17,193,557,642,786,490,453,427,394,342,231,4327,13,9,39,22,27,29,17,9,9,164,16,12,24,33,30,45,46,13,3,225,0,3,3,4,4,11,5,4,0,40,9,7,10,9,6,10,10,3,0,69,0,0,0,0,10,4,13,3,0,28,0,0,7,0,4,0,0,0,0,11,3,3,9,7,6,4,6,0,0,38,0,0,0,0,0,0,0,0,0,0,601,674,872,563,540,531,493,369,248,4898,623,695,898,590,570,541,519,390,260,5088,41457,25643,25786,29734,29852,26681,19428,10870,5950,215401
LGA17200,13710,35420,65738,32469,20340,15262,9874,4582,1675,199061,7,145,75,25,28,14,19,13,7,329,393,2508,3278,1948,2047,1653,1073,498,220,13616,51,315,986,1345,1404,704,222,46,10,5089,108,370,716,709,881,558,261,68,4,3677,16,82,191,193,229,176,130,35,0,1056,123,171,302,306,347,204,85,30,3,1574,0,13,48,44,71,84,47,9,0,315,3,34,35,21,35,22,5,0,0,156,19,92,192,170,180,105,65,24,3,853,0,3,0,0,4,0,0,0,0,3,715,3595,5744,4731,5200,3509,1884,718,235,26340,717,3739,5820,4763,5230,3524,1903,727,247,26672,14430,39160,71557,37230,25568,18782,11774,5311,1916,225733
LGA17310,11689,6425,6706,6573,7222,7140,5639,3358,1373,56124,18,20,9,8,12,11,3,8,4,88,431,503,428,283,291,336,287,147,49,2742,4,8,25,6,17,41,43,9,0,147,21,31,27,31,41,39,32,4,0,227,0,0,10,3,10,11,16,0,0,53,0,5,0,4,3,4,8,0,0,22,0,0,3,0,0,10,4,0,0,22,4,3,5,0,0,0,0,0,0,14,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,458,550,496,323,360,438,391,168,46,3236,479,562,508,331,367,449,400,180,51,3324,12167,6991,7212,6903,7590,7592,6033,3540,1425,59447
LGA17350,1152,564,529,575,782,802,709,437,199,5759,0,4,0,0,3,0,4,3,3,16,15,27,25,18,18,23,23,4,6,163,0,3,0,3,3,0,4,0,0,16,6,0,0,4,4,0,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,20,34,30,26,27,33,38,5,6,216,20,35,30,26,27,35,36,11,10,237,1174,600,556,601,809,839,753,449,212,5987
