LGA_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
LGA16350,727,17,3,21,747,98,0,838,9425,693,112,79,10313,130,38,165,10475,501,7,10985,10777,930,100,93,11900,108,13,122,12023,332,11,12359,1205,101,137,4,1452,18,3,23,1470,23,0,1493,149,14,4,170,336,3,3,6,347,25,21,389,21554,1743,358,348,24002,260,58,313,24318,876,38,25231,280,38,8,7,331,51,4,60,397,36,0,434,545,91,7,3,646,43,6,49,692,43,0,728,824,128,14,12,977,93,12,109,1088,80,0,1162,22377,1875,371,360,24981,356,70,426,25398,951,37,26390,7471,953,146,252,8821,249,44,294,9118,1133,37,10282,50,4,0,46,98,3,0,3,108,7,91,202,29891,2829,518,662,33902,613,112,721,34622,2090,163,36875
LGA16380,41,3,0,3,47,13,0,60,2491,370,28,14,2903,51,19,69,2971,200,0,3167,3502,566,52,23,4140,50,19,65,4206,163,0,4373,203,64,56,0,314,6,3,11,328,9,0,338,39,9,0,47,96,3,0,3,104,16,0,120,6235,1005,133,80,7454,112,38,148,7599,383,4,7993,52,14,0,0,70,16,0,16,85,15,0,101,149,20,0,4,172,16,0,16,187,11,0,198,202,34,0,5,243,33,0,33,273,28,0,294,6435,1036,137,89,7693,139,38,178,7873,412,4,8292,1534,313,53,33,1940,96,33,128,2073,425,8,2505,16,5,0,11,35,0,0,0,35,3,16,52,7987,1355,191,139,9677,237,67,307,9983,840,30,10852
LGA16400,134,0,0,7,133,22,0,156,2109,234,50,24,2413,19,10,32,2451,139,0,2590,3465,418,63,18,3966,44,15,63,4026,159,4,4196,269,18,59,0,347,4,0,6,356,20,0,381,41,0,3,47,90,0,0,0,95,9,0,99,5893,664,180,88,6823,75,29,102,6928,331,4,7257,68,9,6,3,85,7,0,7,92,8,0,94,195,22,0,6,222,11,0,11,231,17,0,246,262,35,7,7,308,12,0,12,322,22,0,343,6152,695,186,95,7132,90,29,120,7248,353,4,7603,1795,315,37,36,2180,115,21,139,2315,344,3,2659,15,0,0,0,18,0,0,0,20,7,17,43,7961,1009,219,130,9323,205,57,261,9587,699,27,10312
LGA16490,170,3,0,3,175,20,0,193,3532,270,63,28,3900,51,10,56,3953,171,0,4129,3063,283,38,25,3417,24,7,27,3443,97,5,3541,432,40,79,0,551,0,7,10,554,10,3,569,65,3,0,41,107,0,0,0,107,6,0,116,7092,600,180,105,7971,74,25,95,8069,283,6,8356,61,3,0,8,72,4,0,4,79,0,0,77,76,17,0,0,93,3,3,6,96,3,0,100,137,16,0,5,164,9,3,10,178,7,0,180,7227,615,179,112,8135,83,27,111,8241,287,6,8540,1286,120,34,61,1501,44,5,55,1549,177,3,1727,7,3,0,9,23,0,0,0,23,0,5,29,8521,747,217,174,9649,129,35,158,9809,463,16,10296
LGA16550,584,13,4,15,598,77,0,681,5617,574,58,23,6269,120,27,147,6416,341,3,6763,6701,716,63,47,7529,72,19,91,7625,166,7,7796,727,54,114,4,900,3,0,4,910,25,3,934,82,12,0,82,173,0,0,0,173,3,6,185,13135,1356,233,152,14878,195,43,244,15118,537,26,15674,133,10,3,3,144,12,0,14,164,7,0,169,285,30,0,0,316,16,6,24,343,6,0,348,424,39,7,3,462,27,7,38,500,13,0,521,13555,1392,240,157,15342,222,56,278,15622,549,26,16192,3158,325,65,32,3584,79,24,99,3681,449,12,4140,6,0,0,4,18,0,0,0,18,0,21,36,16723,1710,305,200,18939,305,78,382,19322,996,53,20370
LGA16610,12,0,0,0,12,3,0,17,655,107,12,3,771,15,12,24,803,56,0,859,812,217,11,13,1058,11,0,12,1074,67,0,1141,73,28,19,0,122,0,0,0,126,0,0,124,17,3,0,22,41,3,0,3,45,7,0,58,1550,358,42,43,1993,31,18,46,2039,134,0,2175,28,4,3,0,35,7,0,7,49,16,0,64,29,8,4,7,46,10,0,8,58,5,0,61,51,13,5,10,81,20,0,17,104,23,0,124,1605,377,47,52,2078,51,16,69,2146,153,0,2302,526,164,11,17,715,44,7,49,762,200,0,961,0,0,0,0,0,0,0,0,0,3,8,12,2128,537,60,62,2792,96,19,115,2909,358,12,3273
LGA16650,445,13,3,17,461,101,3,559,3966,506,31,35,4538,67,30,92,4630,292,3,4926,4279,693,50,37,5066,75,16,92,5154,231,3,5390,520,55,58,7,645,0,0,0,645,29,0,674,58,19,0,88,168,3,0,3,177,12,8,186,8824,1279,142,171,10415,143,47,190,10606,564,7,11173,143,25,0,0,170,26,7,32,207,11,0,210,229,64,3,22,319,23,3,27,347,20,5,369,369,96,4,22,492,46,11,60,547,29,5,582,9191,1376,145,197,10907,192,53,246,11153,595,16,11756,3417,953,71,156,4597,164,32,199,4793,814,24,5631,19,3,0,18,39,0,0,0,39,7,64,113,12629,2324,216,365,15538,355,89,444,15986,1413,105,17498
LGA16700,705,26,8,33,741,91,3,826,5222,584,40,42,5886,167,30,200,6080,333,3,6421,5846,706,63,25,6638,116,27,139,6777,190,4,6968,560,84,58,3,698,8,0,13,708,19,0,731,95,6,0,94,197,0,0,0,197,3,3,203,11716,1375,163,167,13422,296,57,352,13768,546,9,14328,206,19,4,0,229,32,3,34,256,4,0,266,384,38,0,5,428,42,16,60,487,15,0,507,589,58,3,5,656,69,20,94,746,23,0,770,12306,1434,169,170,14074,365,75,442,14516,568,9,15097,3695,596,59,72,4426,106,37,144,4569,533,11,5105,13,0,0,32,52,0,0,0,49,0,37,86,16016,2027,231,271,18551,474,113,588,19133,1099,53,20291
LGA16900,203,3,3,4,210,25,0,235,2197,257,40,18,2515,48,16,71,2583,148,0,2734,4373,424,81,32,4908,61,10,65,4974,170,4,5144,352,30,53,3,434,10,0,10,445,19,0,464,42,0,7,32,77,0,0,0,77,8,0,86,6966,708,173,86,7936,120,27,143,8078,345,5,8429,70,15,0,0,86,8,3,12,100,4,0,102,205,25,4,4,238,12,0,12,252,8,3,266,276,42,3,4,324,23,5,31,350,12,3,368,7240,751,178,87,8255,145,29,172,8428,361,6,8793,2160,300,53,44,2554,57,21,82,2636,423,0,3066,5,5,0,3,16,0,0,0,16,4,18,43,9405,1056,232,135,10831,201,57,252,11088,789,23,11901
LGA16950,90,0,0,0,90,20,0,107,2294,357,56,11,2716,49,12,59,2772,224,3,2999,4176,710,71,26,4990,62,39,96,5080,252,11,5348,312,53,42,3,411,18,3,24,432,44,3,472,35,5,3,65,114,0,0,0,113,4,0,120,6821,1122,175,111,8223,128,54,182,8401,516,20,8937,67,15,0,0,83,28,3,28,110,14,0,126,136,36,0,15,188,18,4,24,209,26,0,237,202,54,0,16,271,48,6,49,319,39,0,357,7021,1169,175,121,8489,168,62,232,8720,558,20,9298,2115,430,53,71,2674,113,20,137,2807,618,9,3435,23,4,0,8,33,3,0,3,37,3,30,75,9155,1605,233,197,11194,289,82,367,11559,1187,59,12806
LGA17000,41,0,0,0,39,6,0,41,731,62,19,10,819,15,9,22,839,39,0,884,1550,130,24,24,1722,17,0,17,1738,35,0,1778,120,3,8,3,137,0,0,0,137,0,0,138,29,3,0,14,46,0,0,0,46,0,5,56,2419,199,52,49,2724,34,9,40,2763,86,5,2847,24,8,0,0,36,7,0,7,42,0,0,42,107,12,0,3,120,7,0,7,127,9,3,136,133,18,0,3,157,17,0,13,176,5,3,179,2555,221,52,52,2880,44,4,53,2935,91,3,3032,923,104,32,21,1077,32,4,29,1115,97,0,1207,10,0,0,3,12,0,0,0,12,0,3,12,3484,322,89,73,3970,78,7,82,4058,186,7,4249
LGA17040,19,0,0,0,19,0,0,19,867,103,20,6,997,5,0,5,1003,65,0,1063,924,129,10,15,1074,3,0,3,1079,27,7,1112,71,19,15,3,104,0,0,3,111,4,0,109,30,0,0,20,52,0,0,0,52,3,0,57,1896,247,46,47,2230,14,0,15,2246,94,7,2343,11,0,5,0,15,0,0,0,15,3,0,23,17,4,0,0,20,0,0,0,20,4,0,24,30,4,5,0,39,0,0,0,39,4,0,45,1925,252,50,47,2270,14,0,15,2286,99,7,2386,332,85,10,14,437,15,5,22,462,81,0,547,3,0,0,4,7,0,0,0,7,0,18,21,2256,333,59,65,2717,27,4,33,2749,184,17,2955
LGA17080,8,0,0,0,8,0,0,8,414,25,0,8,445,0,0,0,446,25,0,474,757,83,12,25,881,5,3,12,887,35,0,921,43,5,5,0,56,0,0,0,56,0,0,56,0,0,4,10,22,0,0,0,22,0,0,22,1221,122,19,44,1407,11,3,9,1414,58,0,1475,9,3,0,0,16,5,0,5,22,0,0,18,23,3,0,3,31,0,10,10,41,0,0,41,33,5,0,3,47,5,10,10,59,0,0,60,1257,127,19,43,1446,11,9,20,1468,62,0,1529,355,32,28,7,429,26,3,32,457,85,0,542,5,0,0,0,5,0,0,0,5,0,6,9,1614,164,47,52,1880,39,12,54,1933,148,7,2086
LGA17100,351,7,6,14,366,41,0,408,1784,187,15,14,1999,32,10,43,2047,95,0,2146,1545,284,19,10,1854,33,13,50,1901,62,0,1970,146,14,4,0,162,4,0,4,166,12,0,184,34,3,3,35,78,0,0,0,78,13,0,84,3501,489,44,61,4100,75,22,99,4194,183,0,4380,94,12,0,0,109,21,0,21,130,6,0,135,108,20,0,0,128,9,5,14,143,5,0,149,205,31,0,0,240,32,5,35,274,8,0,285,3706,521,44,65,4336,102,29,128,4470,199,3,4669,1534,332,44,57,1959,72,25,93,2049,307,8,2369,4,0,0,18,20,0,0,0,20,0,16,40,5246,853,85,137,6321,172,53,223,6544,508,26,7073
LGA17150,1315,17,4,21,1334,142,3,1479,10792,893,127,75,11886,144,37,181,12069,402,7,12470,18471,1285,178,160,20093,134,24,156,20249,351,10,20608,1488,117,171,11,1792,12,3,18,1805,38,4,1839,162,10,0,166,339,3,0,5,345,3,3,347,30912,2309,471,408,34101,289,68,356,34462,788,22,35273,144,13,0,0,168,14,0,17,186,22,0,203,507,33,12,10,559,12,5,16,579,16,0,589,651,48,13,13,729,29,3,37,763,36,0,799,31566,2362,481,427,34830,325,73,392,35225,823,28,36068,6338,527,106,130,7097,83,26,109,7203,483,5,7694,35,3,0,17,52,3,0,3,54,0,51,104,37935,2891,592,567,41978,409,92,500,42485,1308,86,43872
LGA17200,218,9,5,8,227,44,0,267,2955,348,27,25,3359,104,31,137,3493,244,3,3733,2845,423,43,23,3329,44,12,53,3388,145,0,3529,571,55,68,14,710,21,0,21,729,15,0,743,46,3,0,52,100,3,0,7,104,3,4,111,6415,835,142,110,7492,170,42,209,7707,408,7,8124,77,7,4,3,94,13,0,13,103,12,0,116,155,29,0,7,189,10,4,16,202,13,0,219,234,35,4,8,283,27,4,29,309,21,0,332,6650,868,147,117,7776,200,42,240,8013,428,7,8453,1959,312,54,19,2340,56,21,82,2419,393,3,2818,5,0,0,13,20,0,0,0,20,0,17,42,8619,1179,197,146,10139,255,70,316,10461,824,32,11314
LGA17310,30,0,0,0,30,4,0,34,2402,222,35,22,2677,32,6,40,2717,113,0,2829,2959,312,57,32,3364,41,8,49,3407,87,3,3498,264,31,45,3,352,3,0,3,350,8,0,360,52,3,0,54,104,0,0,0,109,9,0,117,5674,566,140,111,6498,72,15,87,6587,219,9,6813,64,12,0,3,77,25,0,24,101,14,0,114,106,16,0,0,121,10,0,8,137,9,0,141,165,33,3,3,199,36,4,36,237,25,0,263,5842,599,140,115,6696,103,21,126,6818,245,9,7073,1211,173,16,40,1442,54,14,61,1503,306,6,1816,17,5,0,11,28,0,0,0,28,10,8,48,7068,778,159,159,8166,157,30,188,8352,555,21,8930
LGA17350,0,0,0,0,0,3,0,4,188,31,0,6,232,0,0,0,232,5,0,237,433,23,9,5,461,0,0,0,466,20,0,489,37,0,7,0,42,0,0,0,44,0,0,46,6,0,0,8,15,0,0,0,15,0,0,15,661,55,14,18,751,0,0,0,755,29,0,787,3,3,0,0,6,3,0,3,12,0,0,12,11,0,0,0,11,0,0,0,11,0,0,12,12,3,0,0,16,3,0,3,20,0,0,19,680,58,14,18,766,5,0,5,771,29,0,804,154,20,0,4,180,6,3,10,190,34,0,227,0,0,0,3,3,0,0,0,3,0,3,5,831,76,14,29,954,7,3,9,968,66,6,1041
LGA17400,3,0,0,0,3,0,0,0,180,9,0,0,193,0,0,0,190,13,0,206,196,43,7,7,253,9,0,9,257,12,0,273,17,3,0,0,17,0,0,0,17,0,0,17,3,0,0,16,17,0,0,0,17,0,0,17,395,60,11,22,475,13,0,13,486,28,0,523,3,0,0,0,3,0,0,0,3,0,0,4,5,4,0,0,10,0,0,0,10,3,0,12,8,4,0,0,15,0,0,0,15,5,0,22,405,62,11,22,489,13,0,13,506,38,0,539,113,28,0,4,147,7,0,7,149,66,0,213,3,0,0,0,3,0,0,0,3,7,0,5,516,91,11,22,640,17,0,17,657,102,0,763
LGA17420,1346,55,11,64,1409,121,8,1535,11326,846,99,49,12324,239,37,274,12598,503,10,13113,12547,1200,96,81,13920,189,21,212,14134,238,8,14381,839,96,107,6,1051,17,0,17,1061,26,0,1091,169,24,0,136,331,4,3,7,338,13,13,362,24883,2159,301,279,27620,451,59,512,28135,782,37,28948,308,19,3,0,327,39,0,38,363,18,0,384,591,75,3,6,673,35,9,46,720,25,0,742,892,92,11,6,1004,70,14,83,1088,40,0,1126,25777,2254,307,288,28626,523,68,597,29222,815,36,30074,6926,664,86,148,7826,175,40,214,8044,554,19,8618,40,10,0,28,72,0,0,3,78,0,35,120,32740,2925,401,457,36523,705,109,818,37341,1376,96,38811
LGA17550,126,3,0,3,131,28,0,159,2289,418,36,20,2762,49,21,69,2828,182,3,3013,4302,765,71,48,5182,72,22,99,5278,245,0,5529,296,60,59,3,415,3,3,7,424,8,0,430,56,4,3,51,116,0,0,0,118,5,3,124,6944,1242,165,120,8472,127,45,177,8650,440,6,9101,60,23,0,0,86,18,0,19,109,11,0,115,188,32,4,6,236,13,3,14,249,15,0,261,250,55,4,6,321,30,4,35,352,27,0,375,7199,1299,171,130,8796,160,45,205,8999,465,6,9477,1984,457,48,47,2537,89,15,103,2644,497,4,3149,17,0,0,9,31,0,0,0,31,4,41,75,9202,1755,222,186,11362,254,65,314,11679,968,52,12700
LGA17620,3,0,0,0,3,0,0,3,610,55,4,3,667,11,8,16,684,23,0,709,734,100,15,11,859,4,4,7,868,14,0,881,66,3,9,0,75,0,0,0,75,0,0,75,10,3,0,15,29,0,0,0,29,0,0,29,1420,163,24,27,1639,13,10,28,1659,40,0,1696,4,3,3,0,10,7,0,7,16,3,0,19,30,0,0,3,36,7,0,7,41,0,0,44,35,7,5,3,48,10,0,10,63,4,0,68,1461,164,30,29,1686,28,10,33,1720,42,0,1765,435,60,23,27,554,16,3,12,566,59,3,630,3,0,0,3,7,0,0,0,9,0,13,17,1898,231,58,66,2248,37,16,49,2295,106,15,2416
LGA17640,9,0,0,0,9,0,0,10,273,23,8,0,302,0,0,0,297,12,3,309,430,66,9,7,505,10,0,10,511,10,0,527,35,12,12,0,61,0,0,0,61,0,0,61,7,0,0,4,15,0,0,0,15,4,3,21,746,101,21,15,879,7,0,7,885,28,3,913,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,15,0,0,0,15,0,0,15,10,5,0,0,13,0,0,0,17,0,0,17,751,102,21,15,895,7,0,7,902,28,3,930,165,35,3,10,215,3,5,8,221,46,0,268,3,0,0,0,3,0,0,0,3,4,0,8,918,138,29,22,1106,13,5,19,1122,77,3,1205
LGA17650,3,0,0,0,3,0,0,4,216,31,3,7,256,9,0,9,267,6,0,270,331,55,3,3,396,3,0,6,407,17,0,421,23,3,0,0,29,0,0,0,29,0,0,30,0,0,0,6,7,0,0,0,7,0,0,7,572,93,4,15,689,14,5,15,702,20,0,726,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,3,0,12,6,0,0,0,13,0,0,0,13,3,0,16,581,93,5,16,700,14,5,15,713,27,0,737,102,44,0,5,153,0,13,10,168,28,3,200,0,0,0,0,0,0,0,0,0,0,6,6,680,137,7,23,854,17,12,25,878,60,6,945
LGA17750,86,0,0,0,84,5,0,93,2846,268,43,19,3175,39,21,58,3232,155,4,3390,3596,316,28,30,3968,26,6,41,4010,89,0,4094,370,38,48,3,456,0,0,0,463,13,0,470,34,11,0,20,60,0,0,0,60,9,4,69,6838,628,127,65,7661,72,32,102,7759,260,11,8029,85,7,0,0,88,5,0,12,100,9,4,111,147,10,0,3,157,0,0,0,159,8,4,165,229,18,0,3,246,5,3,12,259,10,3,279,7068,648,124,66,7908,76,33,110,8019,270,13,8308,1496,160,49,23,1733,78,10,89,1821,369,7,2195,10,0,0,4,15,0,0,0,12,3,16,33,8570,810,180,95,9658,155,47,196,9855,644,36,10535
LGA17850,3,0,0,0,3,0,0,3,100,12,0,0,117,0,0,0,118,0,0,118,146,15,7,0,165,3,0,3,168,9,0,178,4,3,0,0,7,0,0,0,7,0,0,7,4,0,0,0,4,3,0,3,8,0,0,8,259,30,7,0,291,3,0,5,300,9,0,305,4,0,0,0,4,0,0,0,4,0,0,4,0,3,0,0,7,3,0,3,5,0,0,5,6,3,0,0,5,3,0,3,13,0,0,13,262,32,7,0,301,10,0,8,309,9,0,319,91,11,0,0,108,0,0,0,109,18,0,122,0,0,0,0,0,0,0,0,0,0,3,3,356,43,7,0,405,7,0,9,414,20,3,444
LGA17900,4,0,0,0,4,0,0,4,124,14,0,4,144,0,0,0,144,13,0,152,158,32,0,0,188,10,0,10,197,14,0,220,16,0,3,0,17,0,0,0,17,3,0,21,11,0,0,6,13,3,0,3,18,0,0,22,309,46,3,11,367,8,0,12,382,34,0,410,7,0,0,0,6,0,0,0,6,5,0,10,6,0,0,0,6,0,5,5,11,4,0,14,13,0,0,0,10,0,5,5,15,9,0,22,317,44,3,11,379,8,9,19,395,35,0,430,71,17,6,3,93,3,0,3,96,115,0,208,6,0,0,0,6,0,0,0,6,0,3,13,392,63,8,18,475,11,9,20,496,150,3,655
LGA17950,0,0,0,0,0,0,0,0,121,6,3,3,131,0,0,0,131,0,0,131,116,14,0,3,132,0,0,0,132,0,0,130,6,3,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,246,20,9,4,277,0,0,0,277,0,0,278,10,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,3,0,3,3,0,0,0,10,0,0,0,6,3,0,3,8,0,0,11,250,23,9,4,283,3,0,3,286,3,0,286,77,6,3,4,89,5,0,5,93,17,0,110,3,0,0,0,3,0,0,0,3,0,0,3,332,27,6,10,372,10,0,10,379,20,0,400
LGA18020,3,0,0,0,3,0,0,6,225,31,0,0,256,5,3,7,261,12,0,276,420,67,7,3,504,4,5,10,513,31,0,543,29,3,0,0,35,3,0,3,35,4,0,36,7,0,0,5,18,0,0,0,18,0,0,18,681,103,10,17,806,16,5,17,830,51,0,878,0,0,0,0,3,4,0,4,9,10,0,21,20,0,0,0,20,0,0,0,19,4,0,18,19,0,0,0,18,3,0,3,27,14,0,37,699,102,10,14,833,22,5,27,859,63,0,918,134,34,0,9,179,23,4,27,208,83,3,294,0,0,0,0,0,0,0,0,0,0,3,3,830,137,15,29,1011,45,4,49,1064,146,6,1212
LGA18050,274,9,0,6,285,38,0,323,2494,253,18,12,2778,70,18,81,2862,118,3,2990,3555,360,21,30,3962,50,13,60,4025,80,0,4106,340,29,39,3,411,5,0,5,415,12,0,433,40,5,0,45,94,0,0,0,94,3,8,103,6433,645,76,88,7249,122,28,151,7399,221,12,7630,52,5,3,6,63,6,0,6,65,3,0,72,130,8,0,0,142,6,0,10,147,9,0,153,181,14,4,6,203,11,0,13,213,13,0,223,6614,660,84,92,7448,139,27,166,7616,229,12,7858,1799,137,21,23,1985,42,5,47,2034,111,0,2150,6,0,0,20,24,0,0,0,24,0,19,44,8419,800,104,135,9462,179,35,210,9675,342,27,10050
LGA18100,0,0,0,0,0,0,0,0,115,8,0,0,123,0,0,0,123,3,0,122,229,13,0,4,243,0,0,0,243,9,0,250,18,0,0,3,26,0,0,0,24,0,0,24,0,0,0,3,3,0,0,0,3,4,0,9,361,19,0,10,392,0,0,0,394,21,0,406,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,4,0,0,4,0,3,0,0,7,3,0,3,6,0,0,6,361,23,0,10,392,5,0,5,401,21,0,418,52,12,0,3,68,4,0,4,70,20,0,88,0,0,0,0,0,0,0,0,0,0,0,0,412,33,0,15,460,6,0,6,472,37,0,510
LGA18200,5,0,0,0,5,0,0,5,207,22,0,3,232,3,0,3,232,5,0,241,363,25,4,9,406,3,0,3,406,5,0,411,34,3,0,4,42,0,0,0,42,0,0,45,5,3,0,11,19,0,0,0,19,0,4,18,609,52,6,25,696,4,0,4,699,16,4,719,3,0,0,0,6,8,0,9,10,3,0,19,4,0,4,0,7,0,0,0,7,7,0,9,9,0,4,0,12,8,0,9,18,7,0,32,619,52,15,28,710,7,0,13,723,21,4,747,149,15,11,18,194,8,4,14,204,70,0,276,0,0,0,0,0,0,0,0,0,0,0,7,771,73,23,40,903,21,3,23,931,96,5,1031
LGA18230,33,0,0,0,33,4,0,36,2141,154,23,8,2325,25,3,33,2360,119,5,2483,2497,273,30,21,2831,25,14,34,2863,67,4,2929,272,29,32,3,338,6,4,7,348,0,0,347,31,0,0,31,62,0,0,0,62,5,0,68,4942,465,85,57,5551,55,21,76,5630,192,9,5828,45,20,3,0,64,11,0,11,75,0,0,74,49,4,0,5,65,3,0,3,70,6,0,72,98,20,3,5,129,13,0,12,145,9,0,150,5037,483,90,65,5676,70,20,90,5767,198,9,5977,1099,103,43,21,1264,77,0,78,1343,261,5,1607,20,0,0,0,20,0,0,0,20,0,9,30,6153,586,129,86,6960,146,22,171,7131,457,20,7610
LGA18250,454,10,0,12,467,72,3,541,3779,363,27,9,4173,117,23,142,4314,256,3,4570,4238,444,41,23,4751,53,10,65,4812,136,0,4950,450,26,48,0,526,15,0,15,541,12,0,553,54,8,7,50,122,3,0,7,128,3,5,142,8521,842,119,92,9571,186,40,224,9798,408,7,10212,150,8,0,3,158,24,0,24,182,7,0,187,227,14,0,5,245,26,6,29,279,19,0,293,374,28,0,4,405,45,6,57,457,20,0,480,8895,869,125,94,9980,234,47,275,10258,426,7,10695,3241,312,52,44,3648,83,16,95,3743,324,5,4069,7,0,0,13,20,0,0,0,20,0,17,41,12138,1186,175,152,13647,313,59,372,14014,752,38,14802
