LGA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
LGA11570,14,16,10,16,10,10,24,552,17,654,1464,1061,130,60,74,50,14,21,28,36,15,4,151,3785,0,4,0,5,22,67,107,63,16,9,11,15,13,8,15,358,4,0,3,63,460,790,953,423,61,89,62,74,81,34,106,3211,6,159,736,4569,3984,4133,2814,1384,239,221,271,270,210,92,740,19818,0,0,23,79,236,355,284,171,44,76,125,109,139,79,137,1860,0,213,171,83,27,7,7,3,0,0,0,0,0,0,34,539,0,53,47,28,11,10,20,15,3,0,0,0,0,0,8,200,9,17,38,179,507,776,1243,603,168,128,185,152,115,57,284,4455,0,0,0,19,60,336,826,906,276,411,389,582,607,315,140,4853,0,0,8,85,433,1189,845,595,129,156,155,153,146,82,139,4114,0,91,75,48,158,100,61,23,3,9,10,5,10,0,30,628,0,0,13,38,61,81,94,64,7,6,5,11,16,6,11,423
LGA11600,0,0,0,0,3,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,12,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11650,22,36,8,12,0,9,35,1052,16,225,310,188,30,14,12,20,6,6,7,3,0,0,44,888,0,3,3,9,22,52,98,37,5,7,5,5,10,0,11,273,0,0,0,3,42,101,187,150,23,8,17,13,22,11,5,577,0,13,22,65,26,21,14,11,0,0,0,0,0,0,10,192,5,6,34,60,72,67,46,34,11,11,7,8,17,6,24,414,4,258,223,93,17,12,8,3,0,0,0,0,0,0,24,640,8,340,278,124,70,41,45,40,4,3,3,12,0,0,38,1000,31,61,185,685,1374,1106,1061,412,80,90,47,55,56,39,238,5506,0,0,3,6,7,22,18,26,5,5,3,6,19,13,8,137,0,0,14,59,229,490,303,250,38,65,88,65,59,24,69,1752,0,31,33,21,110,56,38,27,3,0,9,0,3,0,7,339,0,3,16,38,28,20,37,20,5,4,12,7,3,5,8,197
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,0,3,0,0,0,0,4,53,0,7,12,9,3,0,0,0,0,0,0,0,0,3,0,39,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,8,3,0,0,3,3,0,0,15,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9,19,0,0,4,4,6,6,4,7,0,0,0,0,0,0,7,42,0,13,8,3,0,0,0,0,0,0,0,0,0,0,3,24,0,31,18,11,5,4,5,0,3,0,0,0,0,0,0,81,3,3,13,73,112,92,75,64,21,7,0,8,3,0,49,519,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,17,0,0,0,0,22,43,27,22,11,18,8,14,0,3,13,179,0,9,4,0,0,3,3,4,0,0,0,0,0,0,3,20,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,9
LGA11730,0,0,0,0,0,0,3,41,0,8,10,8,0,0,5,0,0,0,0,0,0,0,0,38,0,7,0,0,0,0,8,5,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,11,3,3,0,0,0,0,0,0,0,3,0,35,0,9,9,0,0,0,0,0,0,0,0,0,0,0,3,26,0,68,38,20,14,5,0,11,0,0,0,0,0,0,7,162,4,8,20,105,161,107,61,20,6,11,0,10,5,0,43,560,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,10,0,0,0,5,16,32,25,25,9,7,9,6,5,6,6,154,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,8
LGA11750,0,3,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,9,13,24,6,7,0,0,0,3,0,0,68,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,3,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11800,12,12,0,0,0,0,3,158,0,45,43,14,0,3,0,8,0,0,0,0,0,0,12,134,0,0,0,3,0,9,11,13,8,8,0,3,6,0,6,67,0,0,0,0,0,7,13,3,0,3,0,3,10,7,9,59,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,19,0,5,3,14,11,10,3,13,0,4,5,9,15,7,8,121,0,21,17,0,0,0,0,0,0,0,0,0,0,0,3,45,0,90,65,35,23,3,12,6,0,0,0,0,0,0,12,240,3,6,51,152,268,171,169,94,16,25,16,6,14,10,38,1037,0,0,0,0,0,5,0,3,0,3,7,18,9,8,0,65,0,0,0,3,31,55,54,44,20,11,14,20,18,5,19,302,0,3,14,9,17,10,5,3,0,0,0,0,3,0,0,64,0,0,0,0,3,0,0,3,0,3,3,0,0,0,3,26
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,7,4,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
LGA12150,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12350,0,0,0,0,0,0,0,18,0,5,4,0,0,0,0,0,0,0,0,0,0,0,4,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,8,0,12,10,7,3,0,0,0,0,0,0,0,0,0,3,38,0,0,0,12,18,17,13,3,3,0,0,0,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,0,0,3,0,0,3,0,7,28,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5
LGA12380,9,13,7,7,0,3,9,274,7,236,534,316,40,25,23,17,8,3,9,7,3,0,54,1297,0,0,0,3,17,28,39,14,4,4,3,6,8,4,11,135,0,0,0,15,242,616,1174,889,141,219,222,219,269,175,178,4369,7,71,329,2348,1831,2255,1812,765,163,107,137,135,109,63,450,10587,0,0,5,37,106,219,201,114,22,39,39,45,50,55,45,975,9,502,521,221,53,7,3,0,0,0,0,0,0,0,65,1383,0,27,38,17,3,3,3,11,0,3,0,0,0,0,3,100,8,14,19,81,270,405,792,427,113,113,99,71,92,39,145,2695,0,0,3,13,74,288,551,770,236,536,677,565,542,307,90,4653,0,3,9,73,403,1212,821,576,127,159,166,148,123,83,114,4023,0,51,23,16,94,79,23,9,3,0,8,3,0,0,15,326,3,0,7,12,27,50,57,49,3,11,3,17,19,18,3,275
LGA12700,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,15,12,7,12,0,0,0,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12730,0,0,0,0,0,3,0,8,0,11,7,0,0,0,0,0,0,0,0,0,0,3,3,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,7,12,12,3,0,4,3,3,4,3,7,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,0,0,0,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12750,0,3,0,0,0,0,0,75,0,26,40,30,0,0,3,0,0,0,0,0,0,0,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,0,0,10,3,3,0,0,0,0,0,0,0,0,0,0,27,0,26,30,4,0,0,0,0,0,0,0,0,0,0,0,60,0,80,62,20,11,3,7,0,0,0,0,0,0,0,3,189,3,10,37,105,112,85,48,22,0,0,4,3,3,0,20,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,25,13,21,7,3,5,12,0,3,3,104,0,12,9,4,3,0,0,0,0,0,0,0,0,0,0,38,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,12
LGA12850,0,0,0,3,0,0,3,129,20,657,1428,921,159,59,25,18,6,3,14,8,7,5,145,3476,0,4,0,0,4,6,17,11,4,3,3,0,0,0,0,58,0,0,0,5,20,24,12,15,3,3,0,3,7,3,8,96,0,7,50,489,568,482,387,190,26,31,27,36,43,34,99,2472,0,0,5,17,101,165,77,57,15,21,13,10,23,5,36,539,0,304,392,175,51,14,11,3,0,0,0,0,0,0,41,981,0,21,48,14,3,9,9,0,0,0,3,0,5,0,4,120,0,0,16,51,167,407,849,447,113,184,129,136,126,46,131,2807,0,0,0,10,20,33,38,73,8,27,15,35,37,23,5,325,0,0,3,64,453,804,419,232,53,77,71,43,55,36,76,2381,0,71,47,32,158,94,33,9,0,4,0,5,3,0,24,485,0,0,0,7,30,26,21,4,0,4,0,0,0,0,8,96
LGA12870,0,0,0,3,0,0,0,12,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,6,6,3,0,5,0,0,0,0,0,0,0,3,39,0,0,4,17,19,21,22,5,4,3,3,4,0,0,4,106,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,3,7,9,14,6,0,0,3,3,0,0,48,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12900,0,0,0,0,0,0,0,3,0,3,7,6,0,0,3,0,0,0,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,6,3,12,5,10,0,3,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,13,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12930,6,18,12,7,3,11,8,285,14,216,494,226,45,15,16,15,3,6,9,19,6,4,35,1140,0,0,0,6,18,59,88,42,9,23,3,11,17,6,15,302,0,0,3,9,52,103,161,84,16,20,23,21,25,18,23,546,0,23,83,396,295,375,188,95,23,9,19,27,21,14,60,1631,0,0,24,91,182,330,250,139,32,37,29,39,38,39,35,1260,0,97,78,29,6,4,0,0,0,0,0,0,0,0,8,220,0,29,34,16,9,5,10,10,3,0,0,0,0,0,3,113,7,3,42,139,300,382,681,254,61,55,44,40,50,39,92,2179,0,0,0,4,8,29,41,48,5,19,14,23,27,14,0,233,0,0,3,52,180,465,367,421,107,117,133,147,124,78,59,2248,0,20,13,6,50,36,32,19,9,7,4,3,12,0,7,217,0,4,3,36,49,69,85,51,7,8,15,11,14,9,0,351
LGA12950,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,3,3,5,0,0,0,0,0,0,0,0,3,27,0,0,3,13,16,16,11,0,3,0,0,0,0,0,6,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,5,0,3,3,0,3,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA13310,0,5,3,5,0,0,3,43,0,12,21,11,0,0,0,0,0,0,0,0,3,0,5,57,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,3,3,0,0,0,15,23,6,66,0,3,0,12,4,6,0,4,0,0,0,0,0,0,12,38,0,0,0,9,8,5,3,0,0,0,0,0,0,0,0,29,0,5,10,0,0,0,0,0,0,0,0,0,0,0,4,22,0,26,24,3,8,3,3,7,0,0,0,0,0,0,6,88,0,10,11,47,67,53,41,27,13,6,5,7,6,0,30,314,0,0,0,0,0,0,0,12,0,0,0,8,0,3,0,24,0,0,0,4,13,23,18,31,14,3,10,19,14,9,4,152,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,13
LGA13340,3,3,3,0,0,0,0,21,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,15,3,7,0,0,0,0,0,0,0,0,0,3,44,0,0,4,13,16,21,12,9,0,3,0,0,0,5,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,3,0,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13450,4,3,0,0,0,0,0,28,40,425,315,131,9,7,8,0,0,0,3,9,7,6,92,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,5,3,0,0,0,0,8,0,6,23,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,3,0,0,0,9,5,40,24,11,85,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,8,0,8,4,0,5,0,5,0,0,0,0,0,0,0,0,28,0,0,0,16,21,61,148,53,24,15,19,25,18,4,26,432,0,0,0,0,0,0,11,34,12,14,14,11,11,3,3,121,0,0,0,0,17,39,23,61,7,22,5,17,10,4,11,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7
LGA13510,0,0,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,11,3,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,6,11,15,12,6,4,3,0,0,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,10,5,3,0,3,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
LGA13550,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,19,3,15,17,0,14,0,3,5,0,7,93,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,3,4,3,0,6,5,9,3,0,6,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13660,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,3,8,3,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13800,0,6,3,0,0,0,8,181,0,46,54,48,8,4,5,0,0,0,0,0,0,0,11,191,0,3,0,4,0,0,3,5,0,0,0,0,0,0,3,21,0,0,0,0,3,27,6,3,0,0,0,0,0,0,0,42,0,8,3,23,9,19,8,3,0,0,0,0,0,0,0,79,0,0,12,32,30,10,8,3,0,0,3,0,3,0,3,105,4,130,142,105,41,12,6,8,0,0,0,0,0,0,20,475,0,62,101,24,17,10,9,7,0,0,0,3,3,0,11,245,4,3,25,96,187,169,190,60,15,29,3,10,8,5,29,833,0,0,0,0,3,3,5,3,0,0,0,0,0,0,0,26,0,0,0,12,30,72,48,41,12,5,11,13,6,7,8,261,0,3,6,10,6,12,6,0,3,0,0,0,0,0,4,43,0,0,9,9,3,5,4,0,0,0,0,0,0,0,0,35
LGA13850,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,3,3,0,0,3,3,0,3,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
