LGA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
LGA15270,0,0,0,0,..,15,0,18,0,15,..,18,3,25,0,25,..,0,0,0,0,0,..,12,0,9,0,9,..,0,0,0,0,0,..,10,3,16,0,16,..,54,10,62,0,62,..,271,40,312,3,312,..,27,0,31,1171,1196,10588,298,37,335,1176,12099,10456,..,..,..,..,10456,..,14,0,14,0,14,..,5,0,6,0,6,..,3,0,3,0,3,..,3,3,10,0,7,..,5,5,15,0,15,..,0,0,0,0,0,..,17,11,22,0,28,..,10,0,6,0,6,..,9,0,9,3,9,..,10,3,12,0,12,..,29,0,29,0,29,..,6,0,10,0,10,..,3,0,4,0,4,..,3,0,3,0,3,..,11,4,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,16,3,18,0,18,..,18,0,22,0,21,..,4,0,4,0,4,..,3,3,9
LGA15300,0,3,0,3,..,15,0,15,0,15,..,4,0,4,0,4,..,14,0,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,46,7,53,0,57,..,195,35,233,4,233,..,27,5,28,796,826,5574,226,38,260,803,6636,5502,..,..,..,..,5502,..,16,0,14,0,14,..,0,0,0,0,0,..,12,0,12,0,12,..,9,3,8,0,8,..,10,0,6,0,6,..,0,0,0,0,0,..,16,3,16,0,16,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,23,0,23,0,23,..,10,0,10,0,10,..,0,0,3,0,3,..,0,4,4
LGA15350,0,3,0,3,..,56,4,58,0,58,..,131,7,138,3,136,..,11,0,11,0,11,..,23,0,27,0,27,..,17,3,20,0,20,..,12,0,18,0,19,..,217,31,249,0,251,..,1702,170,1877,14,1887,..,36,4,39,918,955,10350,1738,177,1911,929,13189,11847,..,..,..,..,11847,..,39,0,39,0,39,..,17,0,16,0,16,..,0,0,0,0,0,..,128,16,142,0,142,..,277,85,361,4,369,..,12,3,19,0,19,..,418,105,525,4,524,..,39,0,36,0,36,..,49,0,49,0,51,..,164,5,170,3,177,..,133,0,134,0,134,..,85,3,84,0,87,..,15,0,15,0,15,..,38,3,38,0,38,..,5,0,5,0,5,..,6,0,6,0,6,..,6,0,6,0,6,..,57,0,55,0,55,..,120,3,122,0,122,..,119,7,130,0,128,..,105,19,126,0,128,..,38,17,54
LGA15520,0,0,0,0,..,16,0,17,3,13,..,3,0,8,0,8,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,15,4,18,0,22,..,125,23,147,3,149,..,13,0,13,433,446,5204,130,23,155,438,5795,5279,..,..,..,..,5279,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,8,0,8,..,6,0,12,0,12,..,0,0,0,0,0,..,13,4,12,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,14,0,14,0,14,..,23,3,20,0,20,..,0,3,3,0,3,..,0,0,0
LGA15560,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,3,10,0,10,..,55,10,62,0,62,..,0,0,0,212,215,1746,56,10,61,212,2026,1561,..,..,..,..,1561,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,4,3,4,0,4,..,0,0,0,0,0,..,3,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,4,0,6,..,0,0,0,0,0,..,0,0,0
LGA15650,0,0,0,0,..,38,0,38,0,38,..,3,0,3,0,3,..,3,0,3,0,3,..,3,4,6,0,6,..,4,0,4,0,4,..,5,0,5,0,5,..,76,8,86,4,86,..,251,18,277,4,280,..,24,0,26,799,830,7137,280,24,298,806,8243,7046,..,..,..,..,7046,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,4,9,12,0,12,..,10,4,19,0,19,..,0,0,0,0,0,..,18,15,25,0,25,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,6,0,6,0,6,..,7,0,7,0,7,..,3,0,4,0,5,..,8,3,6,0,6,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,33,4,35,0,35,..,3,0,3,0,3,..,8,0,9,0,9,..,0,0,0
LGA15700,0,0,0,0,..,12,0,12,0,12,..,16,0,16,0,16,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,47,6,56,0,56,..,179,17,195,0,191,..,23,0,26,712,739,8483,200,15,217,712,9421,8794,..,..,..,..,8794,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,18,0,19,..,3,0,6,0,6,..,7,0,14,0,14,..,0,0,0,0,0,..,14,5,18,0,18,..,4,0,4,0,4,..,6,0,6,0,6,..,18,0,16,0,16,..,16,0,16,0,16,..,10,0,10,0,10,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,13,0,16,0,17,..,7,0,7,3,7,..,3,0,6,0,6,..,0,0,0
LGA15750,0,0,0,0,..,16,0,16,0,16,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,17,0,20,0,20,..,96,16,112,0,113,..,20,0,16,680,700,5711,116,15,130,677,6528,5710,..,..,..,..,5710,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,3,0,3,..,6,3,5,0,5,..,0,0,0,0,0,..,8,5,13,0,13,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,8,0,8,..,18,0,20,0,20,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
LGA15800,0,0,0,0,..,3,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,23,6,27,0,27,..,62,11,73,0,73,..,12,3,11,296,312,2518,75,10,88,296,2901,2576,..,..,..,..,2576,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,7,..,0,0,0,0,0,..,0,0,0
LGA15850,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,6,..,27,3,30,0,31,..,10,0,10,297,307,2879,38,3,43,302,3214,2877,..,..,..,..,2877,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,6,0,6,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,7,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3
LGA15900,0,49,0,46,..,265,5,270,5,272,..,233,20,253,5,259,..,99,0,105,0,101,..,60,27,84,0,86,..,30,4,34,0,34,..,156,60,218,0,218,..,1175,238,1410,27,1439,..,6297,1069,7365,72,7441,..,191,28,227,3810,4040,65165,6493,1102,7588,3888,76642,66642,..,..,..,..,66642,..,55,0,55,0,54,..,210,101,309,3,314,..,14,0,14,4,17,..,225,58,285,4,293,..,803,225,1030,0,1029,..,82,33,114,0,117,..,1111,319,1434,3,1434,..,93,23,115,0,115,..,57,0,60,0,60,..,147,6,155,0,155,..,214,4,221,0,221,..,317,82,402,6,413,..,93,7,102,0,102,..,134,7,142,0,142,..,73,7,77,3,82,..,72,4,74,0,76,..,80,9,84,0,89,..,120,10,129,0,127,..,570,40,613,4,612,..,366,81,442,4,446,..,88,9,97,0,97,..,150,56,201
LGA15950,0,14,0,14,..,240,5,246,0,244,..,394,30,423,3,422,..,75,5,75,0,75,..,133,50,180,0,181,..,34,3,39,0,39,..,71,11,79,0,79,..,729,87,815,19,835,..,5992,649,6637,47,6686,..,54,9,65,2445,2506,22717,6053,650,6701,2492,31910,24722,..,..,..,..,24722,..,82,3,84,0,84,..,69,6,83,0,80,..,3,0,3,0,3,..,840,103,939,8,948,..,1117,216,1330,7,1343,..,63,9,70,0,70,..,2016,327,2344,18,2357,..,49,3,56,0,56,..,77,3,79,0,83,..,357,17,372,10,376,..,246,9,250,0,257,..,129,4,134,3,135,..,41,9,51,0,53,..,250,10,255,0,253,..,31,4,30,0,30,..,50,0,51,0,50,..,23,0,27,0,27,..,211,10,215,0,215,..,600,26,630,3,635,..,239,11,249,3,250,..,545,127,673,4,680,..,215,53,269
LGA15990,3,34,0,34,..,659,34,692,10,702,..,948,50,997,15,1012,..,35,0,37,0,37,..,168,34,199,3,201,..,62,10,76,0,76,..,172,41,217,4,216,..,3626,482,4112,58,4169,..,15607,1841,17447,181,17627,..,270,28,298,5931,6229,99645,15877,1866,17742,6117,123507,102131,..,..,..,..,102131,..,261,6,266,0,266,..,213,19,231,3,235,..,0,0,0,0,0,..,776,207,983,11,994,..,1402,442,1850,12,1861,..,62,23,85,0,85,..,2239,675,2919,20,2939,..,360,40,400,3,401,..,507,13,521,5,532,..,1158,24,1185,10,1193,..,1198,36,1231,12,1245,..,479,33,518,13,528,..,52,0,52,0,52,..,215,19,228,0,228,..,217,38,255,0,255,..,28,0,27,0,27,..,24,3,30,0,30,..,299,26,331,0,329,..,826,89,916,0,916,..,1492,226,1723,15,1741,..,609,71,682,6,690,..,313,147,453
LGA16100,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,22,3,27,..,79,4,83,3,86,..,3,0,3,397,404,2262,79,4,88,401,2751,2199,..,..,..,..,2199,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
LGA16150,0,10,0,10,..,55,0,55,5,58,..,21,3,26,0,26,..,23,4,24,0,24,..,7,5,12,0,12,..,7,0,9,0,9,..,17,3,21,0,24,..,287,64,353,3,359,..,986,159,1144,12,1157,..,42,3,53,1220,1275,17181,1030,168,1195,1235,19615,18229,..,..,..,..,18229,..,25,0,31,0,31,..,23,6,31,0,31,..,6,0,6,0,6,..,24,16,42,0,42,..,45,19,71,0,71,..,0,0,0,0,0,..,67,39,110,0,110,..,13,3,13,0,13,..,17,0,17,0,17,..,16,0,19,0,19,..,45,3,49,0,49,..,25,0,24,0,22,..,8,3,7,0,7,..,30,3,33,0,31,..,24,6,32,0,32,..,9,0,9,0,9,..,17,0,19,0,19,..,59,3,63,3,65,..,146,18,166,3,164,..,53,11,66,0,67,..,15,0,15,0,15,..,21,15,34
LGA16200,0,0,0,0,..,26,0,32,0,29,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,8,0,9,..,28,4,33,3,34,..,180,22,197,6,205,..,25,0,27,604,630,6354,204,23,222,610,7190,6575,..,..,..,..,6575,..,11,3,14,0,14,..,9,3,12,0,13,..,7,0,7,0,7,..,5,5,11,0,9,..,7,7,19,0,19,..,0,0,3,0,3,..,13,17,27,0,33,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,6,0,6,..,15,0,15,0,15,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3
LGA16260,0,82,0,82,..,1825,86,1911,12,1923,..,812,93,900,8,915,..,2401,184,2581,16,2596,..,179,54,230,3,233,..,351,61,408,7,417,..,437,60,494,4,500,..,5153,872,6023,140,6164,..,48212,9261,57467,475,57944,..,259,80,338,7460,7797,47422,48467,9333,57801,7933,113158,46912,..,..,..,..,46912,..,68,0,68,0,68,..,3051,507,3552,18,3573,..,3,0,3,0,3,..,5727,2018,7745,40,7786,..,8724,3834,12560,48,12605,..,420,150,571,0,571,..,14875,6001,20871,87,20957,..,234,32,263,3,269,..,87,0,89,0,89,..,237,12,246,0,246,..,231,9,238,5,240,..,584,110,690,11,698,..,721,72,790,8,800,..,3540,240,3779,27,3804,..,1080,133,1216,15,1232,..,631,24,657,4,656,..,699,64,757,12,769,..,3212,458,3674,35,3704,..,9884,990,10874,90,10964,..,653,85,738,10,752,..,284,54,334,0,334,..,3588,2129,5720
LGA16350,0,67,0,67,..,1463,45,1514,19,1532,..,536,68,603,4,604,..,217,15,225,0,230,..,85,19,107,0,107,..,290,41,325,3,328,..,167,40,201,0,207,..,2351,406,2761,73,2833,..,14053,1611,15656,214,15873,..,246,29,276,5736,6008,74940,14298,1634,15932,5947,96822,76355,..,..,..,..,76355,..,48,0,48,0,48,..,1318,196,1518,17,1530,..,17,0,19,3,20,..,236,120,353,0,355,..,555,198,754,3,763,..,41,12,51,0,51,..,830,332,1157,5,1162,..,473,66,540,4,544,..,115,3,123,3,120,..,166,6,177,0,177,..,209,7,215,3,218,..,504,94,594,7,605,..,165,10,179,3,176,..,852,51,908,12,916,..,666,116,784,4,792,..,229,12,240,0,240,..,346,44,390,7,390,..,397,60,463,9,473,..,2663,297,2957,35,2994,..,577,69,645,7,656,..,44,5,52,0,52,..,137,59,193
LGA16380,0,4,0,4,..,37,3,36,0,36,..,67,6,80,0,80,..,3,0,3,0,3,..,24,3,26,0,26,..,9,0,9,0,9,..,25,4,34,0,34,..,190,27,214,16,226,..,965,99,1062,30,1095,..,98,3,106,2317,2419,34182,1066,108,1167,2344,37697,37077,..,..,..,..,37077,..,36,0,36,0,34,..,27,3,26,0,30,..,13,0,10,0,13,..,34,19,54,0,54,..,47,19,66,0,71,..,8,0,8,0,8,..,94,32,129,0,131,..,9,0,16,0,16,..,58,0,59,0,59,..,66,3,72,0,70,..,95,0,98,3,102,..,28,0,24,0,26,..,6,0,3,0,3,..,19,3,19,0,19,..,15,4,20,0,20,..,3,0,3,0,3,..,4,0,4,0,4,..,38,4,39,0,39,..,81,11,89,0,89,..,63,8,70,0,66,..,30,3,31,0,31,..,15,8,24
LGA16400,0,4,0,4,..,44,0,50,0,50,..,66,11,79,3,79,..,0,0,0,0,0,..,13,3,19,0,19,..,8,0,11,0,11,..,17,4,25,0,23,..,147,32,181,10,186,..,987,112,1096,27,1128,..,83,3,84,2422,2508,30751,1063,117,1188,2442,34384,31456,..,..,..,..,31456,..,45,0,45,3,47,..,15,0,13,4,14,..,10,3,15,0,15,..,19,8,28,0,28,..,53,11,70,0,72,..,3,0,8,0,9,..,75,20,98,4,101,..,40,4,41,0,48,..,38,3,43,0,43,..,61,4,69,0,69,..,65,3,73,3,75,..,48,5,52,0,56,..,0,0,0,0,0,..,19,0,19,0,19,..,9,3,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,10,3,15,0,15,..,43,5,55,0,55,..,65,4,75,4,74,..,31,3,34,0,34,..,10,6,18
LGA16490,0,12,0,12,..,166,8,167,0,168,..,83,8,91,3,92,..,29,3,32,0,30,..,19,0,21,0,22,..,20,0,20,0,18,..,34,9,39,0,39,..,381,60,445,14,456,..,2950,331,3286,49,3333,..,70,8,80,1984,2063,22736,3016,342,3365,2029,28133,22479,..,..,..,..,22479,..,26,0,24,0,24,..,46,10,53,0,50,..,9,0,9,0,9,..,47,13,59,0,64,..,118,28,143,3,149,..,8,3,9,0,9,..,169,45,211,3,216,..,107,19,119,0,125,..,32,0,32,0,32,..,55,4,59,0,59,..,93,0,93,0,96,..,85,17,104,0,104,..,74,13,83,0,83,..,112,5,125,0,125,..,173,31,201,3,207,..,28,0,28,0,28,..,49,4,58,0,56,..,114,5,120,0,120,..,547,66,615,3,616,..,282,37,314,4,323,..,26,0,27,0,27,..,24,6,25
LGA16550,8,234,0,240,..,1533,93,1627,12,1638,..,987,93,1077,11,1086,..,87,0,87,0,87,..,196,43,239,0,242,..,84,18,97,0,97,..,284,53,335,0,335,..,2155,272,2427,44,2469,..,18778,2470,21251,164,21416,..,188,25,208,6383,6591,41174,18965,2495,21463,6543,69179,42778,..,..,..,..,42778,..,59,0,59,0,59,..,475,102,581,9,585,..,18,0,18,3,24,..,1755,422,2175,3,2187,..,4333,888,5224,30,5255,..,361,128,485,0,485,..,6454,1432,7889,35,7926,..,141,12,152,0,152,..,123,3,127,4,129,..,938,59,996,6,1003,..,447,17,467,6,472,..,2075,345,2413,29,2439,..,182,16,203,0,206,..,244,4,248,0,251,..,58,3,60,0,60,..,82,4,83,0,83,..,60,0,63,0,63,..,131,11,147,0,147,..,764,43,809,3,811,..,731,84,817,12,829,..,274,38,310,4,315,..,232,89,316
LGA16610,0,0,0,0,..,10,0,10,0,10,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,31,6,42,0,49,..,140,22,159,5,170,..,32,0,32,864,896,10252,171,22,192,870,11318,10376,..,..,..,..,10376,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,10,..,5,3,3,0,7,..,13,9,21,0,21,..,0,0,0,0,0,..,17,13,25,3,24,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,8,0,8,0,8,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,11,0,11,0,11,..,10,0,15,0,12,..,0,0,0,0,0,..,0,0,0
LGA16650,3,55,0,55,..,1169,75,1249,5,1253,..,969,150,1117,4,1124,..,61,0,61,0,65,..,211,71,285,5,286,..,192,31,220,0,224,..,441,102,545,0,546,..,1766,497,2270,62,2333,..,25514,4177,29692,288,29975,..,147,52,193,3164,3359,20739,25657,4231,29888,3454,54079,20419,..,..,..,..,20419,..,19,0,19,0,16,..,3600,524,4126,35,4159,..,3,0,3,0,3,..,1665,758,2428,18,2443,..,3116,1094,4211,23,4235,..,177,73,254,0,254,..,4962,1927,6888,43,6935,..,230,31,256,3,259,..,27,0,27,0,27,..,101,6,105,0,108,..,87,9,94,0,94,..,3830,829,4662,51,4709,..,733,143,878,3,875,..,432,22,454,9,464,..,68,7,66,0,66,..,32,0,31,0,31,..,102,9,110,0,110,..,1764,155,1917,11,1928,..,3125,334,3456,23,3483,..,761,175,934,13,946,..,239,27,268,0,266,..,129,55,183
