LGA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
LGA15050,346,1108,3512,3506,3179,2039,261,16,5,13979,659,498,513,437,408,496,261,38,0,3306,24,35,100,83,95,122,28,4,3,489,21,28,66,72,64,37,12,5,5,303,1050,1678,4190,4103,3750,2693,559,59,14,18085,134,183,207,188,160,125,7,0,0,999,159,73,43,32,31,48,8,0,0,396,292,252,249,221,193,171,16,0,0,1401,1339,1931,4443,4320,3939,2863,571,63,14,19479,1120,290,369,435,555,1214,2382,1249,366,7979,99,102,269,274,245,225,169,123,53,1558,2557,2322,5073,5029,4739,4306,3125,1439,428,29015,147,816,1808,1621,1944,997,115,11,0,7467,923,789,1596,1822,1670,1098,227,19,5,8149,38,66,278,142,95,114,22,0,0,749,23,36,50,55,48,21,10,3,3,249,1134,1705,3726,3629,3759,2230,370,35,12,16610,77,118,134,103,117,49,3,0,0,606,189,93,156,134,100,56,0,0,0,734,270,213,287,242,220,108,8,0,0,1343
LGA15240,259,654,1610,2020,2627,2243,450,72,7,9944,537,318,485,487,780,1012,533,77,14,4235,44,57,96,94,137,190,45,9,0,675,40,37,47,67,92,69,33,17,5,408,889,1069,2236,2669,3631,3507,1058,169,30,15261,148,179,218,201,246,246,7,5,0,1247,95,50,58,50,59,106,19,0,3,444,242,226,276,255,304,351,25,7,3,1688,1133,1296,2512,2919,3935,3854,1090,178,33,16942,1183,295,467,739,1149,2715,6056,3529,1125,17261,130,125,217,249,380,504,550,346,215,2715,2447,1712,3194,3908,5463,7072,7696,4047,1371,36916,95,421,831,1097,1737,1289,181,19,0,5666,718,499,1052,1539,1895,1775,525,48,3,8063,55,49,123,96,140,191,58,8,0,724,40,30,27,47,61,61,33,12,8,318,904,998,2031,2780,3837,3317,796,94,11,14773,75,95,100,109,143,102,3,0,0,625,119,61,111,117,119,126,9,0,0,666,192,163,213,226,260,230,15,0,3,1289
LGA15270,112,310,884,874,954,662,180,41,10,4021,120,64,111,103,183,195,142,31,4,955,10,7,33,31,42,35,14,4,0,175,14,14,15,19,25,13,4,4,0,104,257,395,1046,1028,1204,905,340,78,12,5255,33,50,64,45,47,46,0,0,0,286,15,17,13,10,13,24,3,0,0,93,47,65,77,52,60,69,4,3,0,374,296,461,1119,1081,1264,969,344,78,12,5634,345,58,92,108,281,454,913,524,150,2923,69,54,141,119,176,176,171,69,22,995,714,566,1356,1306,1720,1600,1431,673,182,9550,50,154,317,383,514,321,55,21,3,1823,178,134,381,500,580,407,130,20,0,2329,13,8,66,40,29,37,8,0,0,209,11,8,11,16,9,8,9,6,0,81,257,309,771,937,1133,775,208,42,7,4438,11,20,32,28,45,17,0,0,0,153,25,18,29,41,23,20,0,0,0,147,35,40,61,68,65,32,0,0,0,300
LGA15300,66,211,478,505,564,427,150,30,0,2428,62,29,36,39,60,87,59,14,0,379,3,4,13,14,19,18,4,4,0,89,8,12,10,13,14,15,8,0,0,88,139,256,540,571,660,540,219,54,0,2981,19,29,35,24,34,14,3,0,0,166,13,8,13,5,8,5,0,0,0,51,31,29,49,28,44,24,3,0,0,216,166,287,586,606,701,561,224,54,0,3195,182,53,94,83,134,172,328,215,55,1316,56,42,92,106,112,107,87,49,7,661,408,392,775,797,950,842,635,315,60,5169,27,102,299,281,345,230,48,6,0,1339,79,72,165,219,206,185,65,8,3,1006,10,11,35,28,13,17,8,6,0,129,7,4,12,7,12,15,4,0,0,68,116,190,516,539,579,450,129,23,3,2536,12,20,21,24,26,4,0,0,0,104,13,8,6,18,8,8,0,0,0,64,23,22,24,41,34,16,0,0,0,165
LGA15350,20,194,1120,1477,1416,896,278,40,3,5439,160,209,142,130,163,253,284,80,10,1446,12,15,26,16,26,23,14,7,0,137,6,10,19,18,18,15,11,3,0,109,187,438,1312,1646,1624,1186,587,126,14,7123,5,8,20,42,44,43,3,0,0,169,43,12,9,11,13,10,9,0,0,102,43,23,30,50,58,57,15,0,0,273,234,455,1341,1692,1682,1242,599,133,14,7395,494,126,48,50,100,239,599,491,267,2428,42,62,135,133,124,110,89,50,41,785,774,645,1529,1877,1898,1595,1288,677,332,10613,17,222,1077,922,949,541,125,9,0,3862,201,249,308,533,598,465,286,35,7,2676,10,15,64,65,35,32,17,4,0,257,3,6,19,22,19,9,10,7,0,80,236,485,1469,1551,1595,1044,431,57,4,6878,0,8,33,36,38,22,0,0,0,141,29,15,20,29,33,19,9,0,0,155,32,26,58,70,69,41,6,0,0,299
LGA15520,57,127,359,404,490,456,128,22,5,2049,74,28,44,49,53,94,72,24,3,446,3,5,14,12,19,25,13,3,0,92,3,3,9,14,13,14,5,0,3,68,141,172,421,472,582,593,215,49,12,2656,6,8,14,9,22,24,0,0,0,83,5,0,0,3,3,14,3,0,0,32,13,8,13,9,22,39,3,0,0,113,152,182,437,485,606,626,219,49,12,2767,128,19,29,35,74,222,637,373,108,1629,16,26,33,42,43,83,76,65,17,397,295,222,498,563,723,937,929,485,140,4792,16,70,196,196,311,185,45,6,0,1031,104,68,182,206,257,251,65,7,0,1140,9,7,38,10,20,34,9,4,0,121,3,3,3,9,7,14,11,0,0,53,134,149,411,426,589,486,127,22,0,2340,3,7,5,5,7,13,0,0,0,38,17,0,11,3,3,11,0,0,0,46,21,11,21,7,11,21,0,0,0,83
LGA15560,27,51,147,147,174,168,32,8,0,759,12,17,18,18,20,26,25,7,0,132,0,0,3,3,4,13,8,0,0,37,0,3,6,4,9,4,0,3,0,33,44,73,179,171,205,204,62,20,0,959,8,3,8,6,3,3,0,0,0,37,3,4,0,0,0,0,0,0,0,9,11,7,11,5,5,3,0,0,0,51,54,81,183,181,215,214,63,20,0,1006,75,14,14,13,31,47,109,77,22,402,13,17,20,27,27,30,25,10,3,175,144,109,224,220,271,291,196,108,24,1581,8,22,60,74,94,69,18,0,0,350,19,24,65,66,81,74,13,4,0,347,0,3,11,7,8,5,7,0,0,43,0,3,0,3,9,0,3,0,0,15,32,47,135,152,188,150,39,8,3,760,4,0,3,3,3,3,0,0,0,18,4,3,0,0,3,0,0,0,0,11,3,3,3,8,6,5,0,0,0,31
LGA15650,88,239,719,704,698,427,79,9,3,2960,96,62,94,59,101,92,46,13,7,568,11,14,21,14,36,34,10,0,3,137,3,6,14,22,15,15,4,0,0,92,204,323,848,794,848,567,139,21,8,3748,36,41,60,31,42,32,3,0,0,249,26,15,16,13,15,8,3,0,0,85,58,57,76,43,63,35,4,0,0,331,256,378,926,837,905,601,146,21,8,4083,218,73,190,167,182,283,445,230,50,1840,30,32,79,69,78,67,52,35,4,443,504,481,1190,1069,1169,946,641,288,69,6366,29,142,306,283,372,210,28,0,0,1386,132,111,274,331,300,184,43,5,7,1391,14,15,57,27,26,19,3,0,0,157,0,10,8,10,18,0,5,3,0,51,182,277,636,653,711,416,84,11,7,2986,28,22,37,28,26,11,0,0,0,154,26,22,15,24,24,9,0,0,0,121,51,44,53,51,56,16,0,0,0,270
LGA15700,58,145,323,412,485,409,106,23,4,1964,102,73,114,126,189,288,88,15,0,996,9,10,17,23,24,31,7,0,0,127,8,14,18,11,11,13,7,4,0,94,173,244,472,570,712,743,209,42,7,3178,19,52,45,48,52,59,0,0,0,275,19,16,3,9,13,20,7,0,0,94,36,69,47,58,66,77,9,0,0,372,212,309,517,632,781,821,223,46,6,3550,264,62,125,146,291,694,1165,617,219,3589,30,34,35,48,109,110,127,114,59,669,511,404,679,827,1182,1629,1511,775,285,7808,15,84,157,240,343,278,41,10,3,1168,140,103,220,294,395,431,79,6,0,1675,6,13,32,18,28,36,14,3,0,151,10,4,12,11,15,14,6,0,0,59,179,200,416,560,779,759,142,23,3,3053,14,18,27,20,32,29,0,0,0,140,24,11,24,25,28,26,6,0,0,139,37,30,45,47,57,47,6,0,0,275
LGA15750,75,168,449,526,587,453,129,17,3,2414,88,39,56,43,71,98,70,10,4,485,3,0,15,16,10,37,14,3,0,107,7,8,11,9,7,11,10,3,0,75,183,222,535,597,678,601,222,41,10,3084,23,29,37,18,27,26,0,0,0,151,14,8,7,6,8,10,0,0,0,47,34,37,46,26,28,33,0,0,0,203,216,255,576,619,710,628,224,41,10,3278,170,34,52,73,90,200,382,248,59,1312,43,33,67,77,96,108,68,50,15,568,423,330,691,768,900,944,675,336,88,5153,27,104,257,242,300,239,53,12,3,1230,114,70,216,237,254,205,65,4,0,1164,3,8,40,15,23,25,5,3,0,126,8,7,4,10,9,10,0,3,0,55,148,188,515,518,585,470,124,21,3,2576,10,11,18,18,18,11,0,0,0,90,7,15,11,10,18,10,0,0,0,69,21,27,29,29,36,21,0,0,0,155
LGA15800,31,73,150,197,219,228,58,11,0,979,22,24,21,19,33,28,27,9,0,175,0,0,7,8,9,13,8,0,0,47,0,0,6,3,6,7,0,0,3,32,50,101,189,231,269,276,95,21,4,1233,8,14,22,9,8,18,0,0,0,79,6,8,0,0,4,3,0,0,0,20,7,21,22,14,10,18,3,0,0,98,60,120,209,242,274,290,95,21,4,1329,95,25,30,35,49,103,217,149,53,743,9,14,30,38,46,40,52,21,7,255,165,156,265,319,372,438,357,187,69,2325,7,47,72,91,147,116,26,6,0,512,34,39,85,113,96,91,30,5,3,497,3,3,15,3,14,11,6,0,0,57,5,4,7,9,3,5,3,4,0,30,44,94,176,215,260,225,61,14,3,1096,5,5,6,6,3,0,0,0,0,28,4,3,3,4,3,0,0,0,0,23,7,4,6,8,10,4,0,0,0,51
LGA15850,32,87,198,211,235,230,79,13,5,1085,13,19,24,29,29,46,35,14,3,215,0,3,7,7,13,6,8,0,0,42,3,5,4,6,12,5,3,3,0,49,51,110,234,251,287,294,130,25,5,1391,19,20,21,14,10,13,0,0,0,99,3,0,7,0,0,0,0,0,0,18,21,22,28,18,10,19,0,0,0,120,71,127,261,267,300,308,133,28,5,1507,114,14,22,24,45,92,232,150,47,743,16,22,25,38,42,45,35,27,14,256,199,170,308,330,380,444,403,206,67,2501,7,48,121,111,160,139,28,3,0,617,46,28,89,106,108,91,40,8,3,521,0,3,12,7,6,3,7,0,0,38,0,0,0,8,3,7,0,3,0,25,56,82,225,232,281,242,70,14,5,1199,4,8,9,8,9,11,0,0,0,38,7,12,7,4,6,7,0,0,0,44,14,17,18,9,15,17,0,0,0,85
LGA15900,365,2154,7441,6588,5984,3797,485,48,5,26861,1196,1879,1666,1033,1010,1166,506,93,10,8573,77,135,226,161,177,176,56,10,0,1007,39,105,181,123,106,48,22,13,3,628,1678,4267,9515,7905,7272,5185,1064,167,18,37065,192,410,460,381,366,268,8,0,3,2090,383,356,196,88,81,115,32,6,3,1251,575,767,654,468,452,385,38,4,7,3340,2249,5030,10168,8370,7724,5569,1103,175,26,40409,2145,1544,1340,1040,1447,2837,4701,2802,1082,18926,151,289,646,463,593,541,419,348,269,3721,4543,6867,12150,9875,9759,8939,6228,3321,1372,63053,250,1728,4870,3389,3766,2309,221,10,0,16534,1700,2484,3109,3761,3256,2345,532,51,5,17246,99,165,588,328,223,203,47,5,0,1660,63,104,111,90,78,46,17,12,0,526,2115,4481,8677,7561,7325,4905,824,74,7,35973,113,199,264,203,167,88,0,0,0,1037,395,326,256,200,141,115,18,0,0,1451,512,522,520,402,309,208,16,0,0,2489
LGA15950,33,646,5829,4619,2785,1711,527,68,9,16230,185,432,609,366,308,526,548,121,15,3092,15,18,108,78,50,54,36,7,0,369,6,24,78,66,37,20,11,3,0,251,241,1116,6626,5135,3173,2307,1122,202,22,19948,11,36,98,145,115,99,15,3,0,522,35,43,29,19,22,35,34,3,0,224,44,80,127,162,140,139,46,9,0,745,282,1197,6753,5299,3315,2450,1170,211,22,20691,598,216,234,225,280,553,1358,872,318,4649,65,160,665,467,299,276,202,100,37,2268,939,1568,7650,5988,3895,3273,2727,1182,384,27605,35,783,5590,3370,2292,1348,265,21,0,13704,254,581,1173,1270,872,937,623,74,14,5787,12,30,333,240,76,65,35,3,0,804,8,16,73,43,35,16,22,4,3,206,302,1409,7171,4920,3275,2365,942,99,13,20497,6,20,121,117,101,64,6,0,0,434,51,39,81,76,51,63,16,4,0,377,56,59,199,190,155,126,24,4,0,815
LGA15990,627,2763,10108,14577,13585,7569,1530,156,12,50932,2138,2056,1712,1416,1764,2206,1723,341,39,13404,99,126,269,283,265,258,134,22,3,1463,56,106,226,238,214,137,50,8,5,1047,2927,5057,12314,16523,15827,10167,3430,533,63,66843,59,140,230,269,382,252,35,6,0,1369,380,166,104,55,71,127,77,11,0,1001,440,312,333,321,451,385,116,14,0,2365,3374,5367,12648,16844,16278,10546,3548,541,62,69209,3836,797,703,748,1098,2580,6540,4950,2115,23376,279,316,851,939,858,710,580,466,276,5271,7481,6485,14200,18525,18234,13842,10672,5965,2456,97849,320,2131,7780,7234,7961,4208,679,39,6,30356,2615,2421,3638,7109,6752,4704,1803,208,11,29260,127,127,764,642,308,284,111,10,3,2368,62,88,169,181,179,115,43,16,16,860,3121,4761,12347,15173,15190,9312,2636,274,33,62839,50,99,175,193,203,95,8,3,0,835,366,148,164,311,259,159,29,4,0,1441,416,244,341,500,465,251,40,4,4,2274
LGA16100,31,64,159,176,248,189,81,13,0,966,27,13,13,20,23,41,44,7,3,196,0,5,3,7,4,8,8,4,0,32,4,4,5,8,9,0,4,0,0,34,62,82,187,215,287,234,132,21,3,1227,6,12,8,10,14,11,0,0,0,55,6,3,0,0,4,0,0,0,0,20,14,16,7,12,16,10,0,0,0,74,74,99,189,221,308,246,129,21,3,1302,87,92,49,31,45,72,208,102,36,736,18,16,21,37,43,23,53,21,4,242,184,207,263,292,393,350,391,149,44,2278,0,27,59,101,151,89,30,3,0,456,62,39,67,83,95,95,45,3,0,494,3,0,5,5,5,8,4,0,0,42,0,3,0,8,0,0,3,3,0,25,70,67,136,190,256,199,83,8,0,1017,4,3,12,12,4,3,0,0,0,35,10,0,0,4,0,5,0,0,0,23,16,4,12,11,3,12,0,0,0,62
LGA16150,208,545,1715,1699,1510,1051,214,17,4,6964,275,187,251,206,199,280,176,40,3,1619,21,26,48,40,51,51,30,3,0,281,14,19,31,36,39,16,18,5,0,173,527,780,2047,1989,1798,1404,431,62,5,9033,59,68,107,86,76,71,8,0,0,480,64,18,24,20,18,15,5,0,0,167,128,87,128,105,101,84,16,3,0,651,650,870,2178,2092,1897,1489,442,65,5,9681,611,157,195,259,317,630,1142,827,274,4413,86,73,173,173,171,147,114,91,32,1047,1349,1092,2536,2525,2380,2269,1693,980,311,15142,89,436,1015,952,1099,693,85,12,3,4386,417,310,751,847,731,600,186,20,3,3861,21,24,141,71,51,60,18,3,0,384,22,9,27,23,30,10,11,9,0,137,544,790,1931,1884,1913,1368,297,41,6,8772,40,41,57,59,45,27,0,0,0,274,65,45,62,44,34,20,5,0,0,281,99,90,119,103,84,50,9,0,0,553
LGA16200,70,215,486,477,607,430,111,16,3,2411,91,60,70,53,56,113,61,21,3,536,4,3,15,12,22,28,19,3,0,108,12,5,19,10,10,13,5,3,0,70,172,288,591,558,692,583,193,42,8,3125,22,46,49,33,24,21,0,0,0,200,16,3,10,7,13,16,0,0,0,59,38,48,53,40,33,37,3,0,0,256,215,332,643,599,731,621,195,42,8,3383,235,52,66,76,147,260,481,318,115,1738,36,40,54,70,85,86,90,63,32,558,488,426,759,745,965,969,766,418,154,5680,42,128,226,260,332,195,53,6,0,1233,144,86,211,261,272,237,55,14,3,1270,16,16,40,17,27,34,12,0,0,153,7,3,4,14,15,8,3,4,0,60,204,225,476,552,632,484,121,21,3,2715,22,21,20,20,16,13,0,0,0,106,30,18,13,12,20,10,0,0,0,103,49,34,35,28,36,25,0,0,0,208
LGA16260,330,2179,14408,12896,8467,5296,955,76,13,44616,1075,2198,2683,1752,1460,1397,728,140,13,11457,66,110,282,231,158,173,75,11,0,1096,35,128,387,263,171,108,31,6,3,1133,1506,4607,17755,15143,10255,6977,1789,226,34,58301,93,286,776,571,408,306,34,0,3,2482,379,419,269,125,92,156,40,3,3,1492,472,712,1050,701,499,460,78,8,4,3973,1986,5320,18800,15842,10753,7432,1864,235,39,62277,3791,2100,2373,1727,1642,2807,4979,3487,1267,24167,245,453,1577,1138,639,557,389,256,144,5397,6020,7866,22756,18710,13031,10801,7235,3973,1453,91838,187,1869,9682,6481,5598,3180,438,24,11,27465,1434,2154,3989,4125,3374,2402,739,65,8,18295,81,109,757,416,162,157,60,3,0,1754,33,94,271,145,126,77,23,7,5,780,1736,4230,14695,11168,9264,5812,1265,99,22,48289,52,193,864,412,249,157,6,0,0,1934,359,330,530,454,251,161,15,0,3,2108,407,523,1395,869,500,318,26,3,3,4044
LGA16350,1241,3559,10332,9861,8407,5921,1025,35,5,40384,1475,1420,1326,970,929,1045,571,74,6,7821,79,132,208,180,195,220,62,8,3,1098,87,133,292,225,182,117,39,9,0,1070,2887,5243,12148,11237,9714,7309,1697,127,13,50373,227,405,452,356,283,251,15,0,0,1994,369,158,100,54,53,105,30,0,0,869,601,561,552,415,335,350,46,0,0,2865,3486,5809,12701,11647,10056,7657,1746,129,13,53238,2937,911,1253,1187,1354,2463,4985,2373,669,18127,310,382,863,728,663,621,431,222,110,4334,6729,7106,14820,13567,12076,10736,7156,2725,793,75700,562,2746,6061,5388,5384,3332,370,17,3,23856,2204,1894,3507,3913,3260,2574,555,43,4,17962,92,128,771,346,226,247,53,10,0,1867,68,126,191,138,152,93,30,8,0,795,2929,4901,10525,9776,9021,6253,1002,77,4,44489,162,264,324,262,238,150,9,0,3,1402,404,204,295,247,173,137,15,0,0,1480,565,467,620,512,406,287,17,3,3,2875
LGA16380,269,685,1884,2443,2745,1916,334,34,11,10328,517,317,458,489,667,801,394,70,3,3717,52,31,59,74,102,125,38,7,0,489,27,39,52,55,52,46,26,10,3,303,868,1068,2453,3056,3566,2891,797,117,22,14840,76,119,136,121,166,163,6,0,0,798,134,46,36,30,32,67,16,0,0,369,209,166,178,158,199,229,27,0,0,1159,1078,1228,2631,3216,3764,3119,826,124,19,15999,1058,214,303,433,727,1855,4449,2824,1005,12865,130,106,220,218,284,334,412,301,121,2130,2256,1550,3152,3868,4780,5305,5681,3251,1145,30994,107,432,1041,1419,1916,1263,146,13,0,6328,827,471,1066,1488,1820,1539,359,35,3,7603,57,37,160,91,110,145,32,3,0,633,15,28,29,49,57,37,20,13,0,250,1011,960,2290,3041,3901,2979,562,63,5,14816,65,59,83,77,94,68,4,0,0,445,128,46,69,82,117,95,4,0,0,545,192,103,153,155,213,163,12,0,0,989
LGA16400,253,813,2048,2527,2827,1811,304,28,6,10608,531,358,363,352,484,628,318,73,4,3111,35,39,55,95,90,136,33,8,0,501,20,44,62,51,56,47,19,3,0,308,840,1251,2531,3031,3460,2622,674,108,15,14530,107,143,159,130,168,134,6,0,0,841,121,42,39,24,28,45,23,0,0,321,227,183,195,152,196,172,27,3,0,1156,1066,1439,2729,3181,3651,2793,699,112,15,15689,922,230,307,386,565,1507,3636,1975,547,10083,110,158,268,259,318,331,369,252,94,2163,2091,1832,3308,3821,4542,4633,4706,2341,651,27935,119,480,936,1206,1550,919,96,8,3,5315,763,566,1000,1457,1555,1203,327,28,0,6895,43,55,169,103,120,112,30,3,0,632,24,29,33,33,49,41,14,6,3,231,943,1126,2140,2801,3270,2278,466,46,4,13072,87,67,78,89,98,56,0,0,0,471,122,56,75,100,77,69,11,0,0,519,207,124,160,190,178,121,11,3,0,988
LGA16490,247,836,2642,2858,3210,1817,315,30,6,11960,504,331,383,275,317,402,250,37,3,2502,24,29,78,79,121,99,28,5,0,468,28,32,66,62,46,42,9,8,0,300,804,1236,3173,3273,3699,2352,607,81,11,15227,40,61,89,98,79,62,12,0,0,438,92,28,28,19,19,27,11,0,0,222,138,86,114,115,97,89,21,0,0,662,945,1319,3282,3391,3791,2447,625,83,11,15890,781,151,215,221,344,836,1356,734,217,4856,102,117,276,300,333,257,193,85,25,1692,1828,1594,3778,3909,4471,3538,2177,907,247,22443,138,712,1699,1892,2385,1149,148,15,0,8141,662,465,869,1080,1061,739,189,22,0,5092,32,46,245,168,108,106,19,0,0,721,19,17,38,43,55,26,3,3,0,208,854,1246,2850,3187,3606,2014,362,41,6,14164,25,40,68,51,41,29,0,0,0,254,93,31,58,40,31,43,12,0,0,311,122,70,127,94,74,66,10,0,0,567
LGA16550,173,1385,7663,7319,5532,3055,661,49,8,25846,728,1580,1631,813,804,862,554,111,13,7110,41,84,174,163,115,100,48,13,5,751,37,88,161,112,88,54,25,11,0,576,980,3143,9639,8411,6536,4069,1288,186,27,34284,40,141,278,200,187,140,12,0,0,1000,233,421,183,54,45,65,25,7,0,1040,270,570,467,251,234,209,35,8,0,2042,1254,3711,10101,8666,6771,4277,1325,192,27,36322,2619,3341,2065,959,979,1578,2912,2230,949,17644,250,604,1092,755,577,472,388,250,145,4530,4128,7660,13259,10384,8331,6326,4626,2670,1129,58503,84,1349,7022,4569,3830,2054,330,19,4,19259,907,1863,2376,2906,2430,1700,606,67,6,12853,70,102,416,416,151,122,46,6,0,1330,55,108,145,97,72,54,16,8,0,556,1114,3422,9958,7973,6490,3927,994,102,14,33998,20,116,213,149,126,69,3,4,0,695,287,416,225,153,109,93,19,3,0,1306,307,528,440,302,235,160,22,3,0,2001
