LGA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
LGA10050,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,34,34,25,0,0,0,0,0,101,0,3,0,12,10,16,34,23,12,100,0,19,19,58,54,56,33,17,0,263,0,0,0,0,0,0,3,4,0,10,0,3,0,5,0,0,0,0,0,10,0,0,0,5,6,0,0,0,0,9,3,11,16,68,34,30,13,0,0,182,0,0,0,4,0,3,3,0,7,16,0,0,0,7,8,18,12,16,11,78,0,0,0,3,3,3,0,0,0,11,0,3,5,20,19,9,7,0,4,66,0,0,0,3,0,0,3,5,3,14,3,3,9,29,6,3,0,0,0,57,0,0,0,0,0,0,0,0,0,6,0,0,6,31,10,6,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,20,3,14,3,0,0,52
LGA10130,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,23,63,0,0,0,0,0,89,0,0,0,6,5,11,13,5,3,33,0,11,27,29,32,29,14,6,0,143,0,0,0,3,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,9,0,0,0,11,7,4,0,0,0,22,0,4,20,53,10,17,0,0,0,101,0,0,0,3,0,3,0,0,0,3,0,3,3,7,10,8,14,3,3,50,0,8,0,4,0,4,0,3,0,17,0,3,12,14,9,4,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,5,3,16,3,4,0,0,0,37,0,0,4,23,0,0,0,0,0,33,0,0,3,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,21,9,15,9,5,0,74
LGA10250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,12,18,21,11,12,86,0,22,21,89,57,70,54,24,6,337,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,10,0,0,0,39,0,8,3,35,11,23,12,3,0,86,0,0,0,4,0,0,3,0,3,11,0,0,5,18,14,12,22,13,3,83,3,0,0,7,5,3,0,0,0,21,0,7,9,25,27,13,19,10,3,115,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,3,0,0,8,0,0,0,3,0,0,0,0,0,3,0,3,0,25,11,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,19,17,18,10,3,0,84
LGA10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA10470,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,6,3,20,0,0,0,0,0,23,0,0,0,3,6,10,20,9,6,60,0,5,21,61,45,35,24,7,8,201,0,0,0,0,0,3,7,0,0,14,0,0,0,9,3,0,0,0,0,14,0,0,0,0,11,3,0,0,0,14,3,9,4,41,23,16,0,3,0,95,0,0,0,0,0,3,0,0,0,11,3,0,3,3,21,16,21,11,4,79,0,0,0,6,4,3,0,3,0,14,0,3,11,20,9,3,7,0,0,54,0,0,0,0,0,0,3,0,0,6,0,3,3,11,6,0,5,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,19,7,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,14,3,4,6,0,0,41
LGA10550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,21,37,26,11,106,0,8,3,31,50,66,25,5,0,186,0,0,0,0,0,3,5,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,0,11,0,3,0,24,23,29,4,3,0,93,0,0,0,4,0,4,0,3,0,12,0,0,0,3,10,12,29,18,5,74,0,0,0,3,0,4,0,0,0,5,0,0,0,7,3,15,8,5,4,42,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,26,11,8,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,5,22,16,4,0,73
LGA10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,14,10,0,33,0,0,3,19,14,24,14,8,0,84,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,3,8,6,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,4,9,3,3,25,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,10,3,0,28
LGA10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,9,0,0,20,0,3,5,8,7,10,4,0,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,8,10,0,3,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA10750,0,9,10,80,63,97,61,35,19,371,0,15,34,159,100,62,40,13,5,420,0,47,96,464,42,38,3,4,0,697,0,0,8,15,16,35,77,58,21,238,82,498,807,1523,523,361,133,34,11,3977,0,0,0,13,24,10,37,15,9,103,52,241,233,972,243,122,47,21,0,1927,0,0,6,22,27,11,8,4,0,82,64,501,1043,4447,2535,2160,928,240,161,12082,0,0,11,95,61,114,84,61,100,522,3,11,11,43,81,98,108,62,33,453,4,33,36,67,42,46,26,12,4,275,3,68,111,318,176,141,68,32,5,931,0,0,4,37,48,56,51,51,16,257,24,101,174,989,408,320,173,77,32,2303,8,3,10,88,14,32,8,0,4,165,3,23,40,229,80,45,15,3,0,442,0,0,0,21,15,28,26,10,0,104,7,9,43,202,205,102,77,25,0,671,8,72,73,138,50,28,21,3,0,394
LGA10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,13,0,0,0,8,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,8,0,3,0,11,7,7,3,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
LGA10900,0,0,0,3,5,7,3,0,3,23,0,0,0,0,0,3,0,6,0,11,0,0,0,3,0,0,0,0,0,9,0,0,0,17,20,38,61,28,16,185,0,18,30,130,145,149,92,29,12,610,0,0,0,5,14,13,21,10,4,60,0,0,0,3,5,0,0,0,0,10,0,0,0,9,13,14,3,3,0,43,0,12,17,68,27,39,24,3,0,187,0,0,3,25,13,30,23,10,0,110,0,9,8,22,40,65,74,38,13,260,0,0,11,7,3,3,6,4,0,34,0,7,5,48,36,26,30,11,4,166,0,0,0,5,8,13,6,4,0,30,0,0,3,9,5,6,0,3,0,27,0,3,0,4,6,0,0,0,0,15,4,3,3,48,14,10,3,0,0,86,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,18,12,57,53,48,48,5,6,253
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11100,0,0,0,9,4,3,8,0,0,29,0,0,5,4,4,0,0,0,0,18,0,3,3,26,0,0,0,0,0,32,0,0,0,8,7,3,4,5,0,28,0,18,29,156,86,59,34,10,0,399,0,0,3,13,9,5,3,0,0,31,3,3,4,30,8,6,0,0,0,58,0,0,3,6,3,0,0,0,0,16,3,29,48,269,115,114,51,18,11,653,0,0,3,25,11,22,9,5,0,79,0,0,3,25,16,16,14,8,0,88,0,0,11,31,4,3,5,0,0,59,3,3,7,54,28,10,14,3,0,118,0,0,0,3,11,10,3,7,7,41,0,0,3,25,10,11,3,0,3,57,0,3,8,43,7,5,3,0,0,67,3,6,8,210,29,23,4,0,0,286,0,0,0,6,5,4,9,8,0,27,0,0,4,42,53,28,28,14,0,168,0,6,17,19,11,4,4,0,0,61
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,13,0,0,4,6,8,8,11,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28,15,16,7,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,14
LGA11300,0,0,0,8,3,5,0,0,0,21,0,0,10,15,20,8,3,6,3,68,3,5,198,307,8,3,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,3,34,47,22,35,14,4,3,167,0,0,0,0,0,0,3,0,0,3,0,7,9,15,3,3,3,0,0,39,0,0,0,3,9,8,7,4,5,31,0,6,16,134,35,44,29,8,3,273,0,0,0,14,3,12,13,6,9,61,0,0,0,5,0,6,5,3,3,24,0,6,24,13,9,10,7,4,0,64,0,3,4,12,7,3,3,3,0,32,0,0,0,0,0,3,3,12,0,17,0,3,5,39,19,23,16,15,5,126,0,4,25,137,12,14,7,3,0,208,0,0,21,115,19,6,0,0,0,170,0,0,0,0,8,0,0,0,0,10,0,0,3,8,17,5,3,8,3,45,0,6,10,10,4,0,0,3,0,39
LGA11350,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,17,17,9,3,85,3,23,29,104,85,87,43,12,7,393,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,10,10,4,0,0,0,27,0,0,5,11,9,10,4,3,0,38,0,0,0,12,0,3,0,3,3,22,0,0,0,14,6,14,15,4,3,51,0,0,0,3,4,3,0,0,0,8,0,0,3,29,23,21,12,4,3,92,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,6,26,8,8,6,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,17,59,42,35,22,7,0,189
LGA11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,5,10,18,4,9,0,0,56,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,4
LGA11450,0,0,0,19,10,16,11,3,0,64,0,0,0,0,0,3,0,0,0,7,0,0,0,17,3,6,0,0,0,21,0,0,0,3,7,12,29,13,12,76,3,39,59,188,110,81,24,9,4,520,0,4,0,20,20,10,19,3,0,75,0,10,6,29,16,3,3,0,0,75,0,0,3,6,9,4,0,0,0,23,3,10,23,147,68,58,12,0,3,324,0,0,3,42,8,6,13,3,6,84,0,7,11,37,31,48,43,16,3,203,0,0,4,10,3,8,9,0,0,36,0,9,28,80,40,26,15,0,0,194,0,0,0,9,13,15,3,4,0,45,0,3,5,24,14,7,3,4,0,64,0,0,0,19,3,8,0,0,0,27,3,3,10,62,14,8,0,0,0,102,0,0,0,16,10,9,6,0,0,36,0,0,0,7,3,0,0,0,0,11,3,11,12,33,12,9,3,0,0,77
LGA11500,0,3,7,55,56,53,53,20,9,247,0,3,0,14,10,4,4,3,0,39,3,33,55,390,22,23,7,0,0,534,0,0,0,9,6,31,38,16,13,114,35,278,473,838,308,180,91,36,4,2240,0,0,0,11,18,24,26,16,4,89,12,54,46,280,60,28,3,0,3,491,0,0,6,14,17,10,0,0,0,52,9,106,188,859,555,433,198,44,23,2410,0,0,4,66,35,78,50,17,10,261,0,4,4,32,55,120,117,50,12,387,0,0,7,20,6,17,3,0,0,61,0,9,36,138,90,98,78,25,4,465,0,0,0,6,20,9,18,18,3,82,5,23,24,122,51,40,28,12,3,320,0,0,3,29,8,9,0,0,0,54,4,5,29,180,82,42,24,0,0,370,0,0,6,23,29,23,15,0,0,91,0,0,0,12,5,7,4,0,0,34,0,13,23,48,18,6,13,3,0,130
LGA11520,0,0,0,16,4,16,5,3,0,43,0,0,9,20,11,8,0,3,3,45,0,0,55,101,3,5,0,0,0,162,0,3,6,11,11,5,10,3,3,46,7,33,40,235,127,97,69,18,3,624,0,0,0,13,12,4,11,6,0,49,4,8,8,31,3,5,5,0,0,61,0,0,0,13,9,0,3,0,0,32,3,17,13,237,69,77,33,5,3,456,0,0,0,44,7,24,12,16,12,110,0,3,6,40,25,21,28,19,5,145,8,17,14,48,13,21,11,4,0,146,0,7,21,89,45,40,15,9,3,225,0,0,3,9,14,14,8,8,4,44,0,0,7,72,28,31,21,19,6,186,8,0,17,90,11,24,9,3,0,159,0,15,15,168,24,26,9,3,0,249,0,0,0,10,11,3,0,3,0,28,0,0,0,30,30,23,13,10,6,113,12,31,23,64,30,23,22,0,4,213
LGA11570,0,3,12,56,57,69,70,45,19,338,3,31,76,192,71,50,18,9,3,448,5,49,303,887,41,37,4,0,0,1326,0,0,6,19,8,13,17,20,16,104,46,251,359,814,336,237,110,33,3,2190,0,3,0,7,10,6,16,0,7,50,94,227,186,1061,148,54,15,3,3,1787,0,0,4,23,18,20,6,12,3,80,18,76,215,1013,514,447,206,39,15,2552,0,3,5,83,35,46,66,71,76,385,0,0,0,15,21,51,49,34,25,194,0,20,19,79,34,44,31,18,0,242,0,5,28,99,60,34,29,14,7,282,0,0,0,11,14,29,44,24,3,127,0,9,21,98,47,64,36,19,14,316,8,3,26,150,36,36,12,0,3,270,12,32,78,469,111,102,24,7,0,824,0,7,20,144,204,239,202,127,31,961,0,4,7,96,97,55,47,19,3,324,10,44,42,96,34,21,18,3,3,270
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11650,0,3,0,16,16,18,17,9,5,81,0,0,0,8,3,3,3,6,0,38,0,3,3,33,0,3,0,0,0,42,0,7,4,34,46,88,185,100,52,514,18,98,162,733,622,592,372,175,65,2837,0,3,6,20,40,26,46,31,5,176,3,11,3,26,7,11,5,3,0,60,0,5,7,49,48,31,11,9,5,165,7,46,69,435,269,268,106,20,13,1246,0,4,3,56,24,41,31,16,16,187,0,27,21,94,139,171,253,167,80,950,3,4,5,23,29,29,14,6,4,111,0,43,83,256,164,136,101,51,17,844,0,0,0,8,12,12,19,12,3,72,0,0,6,38,17,20,13,8,3,116,0,9,7,42,11,12,0,0,0,75,8,22,33,230,85,42,3,0,0,422,0,0,0,0,7,6,5,3,0,20,0,0,0,14,7,3,8,0,0,37,7,52,51,153,100,82,60,8,6,513
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,3,6,24,3,4,47,0,12,8,73,42,59,37,5,0,236,0,0,0,0,0,3,0,3,0,7,0,0,0,0,5,4,0,0,0,3,0,0,0,3,3,7,0,0,0,16,3,9,6,49,30,30,13,0,0,137,0,0,0,5,0,3,0,0,0,11,0,0,7,3,12,22,38,18,3,106,0,0,0,0,0,0,0,0,0,5,0,3,6,9,7,4,5,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,3,7,6,32,10,5,0,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,11,12,0,0,46
