LGA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
LGA15560,3,0,22,13,3,8,4,25,0,77,10,7,17,16,5,3,11,37,0,118,71,34,43,38,27,13,20,59,5,312,98,33,36,26,45,16,29,39,3,323,119,38,35,36,42,22,41,67,7,397,138,32,15,10,43,15,31,54,13,357,45,14,9,0,7,4,15,9,3,106,19,0,0,0,0,3,0,0,3,27,3,0,0,0,0,0,0,0,0,3,508,157,177,143,182,87,155,276,32,1716
LGA15650,4,3,90,43,13,122,13,87,7,381,31,35,178,72,46,70,41,123,9,602,104,195,357,113,137,115,268,177,19,1488,137,167,269,138,165,75,311,166,30,1449,164,173,288,130,185,92,341,170,26,1561,124,119,147,101,112,47,197,121,12,989,69,21,21,9,19,11,28,26,9,219,16,3,0,0,3,3,3,3,0,31,3,0,0,0,0,0,0,0,0,9,650,717,1347,607,684,533,1201,870,115,6732
LGA15700,3,3,56,56,13,104,8,111,3,356,17,28,86,93,43,45,22,99,16,449,70,162,187,118,95,64,49,125,22,881,125,193,186,178,129,77,78,142,15,1130,190,254,196,225,166,119,133,181,27,1492,220,284,192,218,172,93,107,187,22,1495,108,52,28,20,37,26,25,37,8,348,36,10,0,0,3,4,3,3,7,68,6,0,0,0,3,0,0,0,0,9,774,988,925,907,659,538,429,892,121,6229
LGA15750,4,11,57,27,12,126,15,80,10,333,28,38,95,64,28,45,46,57,4,408,123,207,179,113,115,63,116,112,26,1054,189,173,172,106,127,66,139,116,18,1110,234,188,161,101,147,72,173,158,22,1261,250,130,121,73,132,61,144,136,18,1070,147,27,23,6,31,26,46,40,7,347,34,0,0,3,4,0,3,3,8,65,9,0,0,0,0,0,0,0,3,8,1009,774,801,492,604,468,691,704,115,5657
LGA15800,0,3,24,9,3,19,3,31,0,96,16,16,38,22,14,20,10,57,3,190,52,51,64,48,34,26,23,63,4,365,93,66,58,43,55,30,38,63,8,447,110,73,47,49,63,30,61,88,7,527,125,51,42,38,67,29,50,81,18,497,77,13,14,12,13,3,16,13,3,150,19,3,3,0,0,3,0,0,0,35,5,0,0,0,0,0,0,0,0,7,499,277,289,222,242,154,206,393,40,2325
LGA15850,0,0,28,30,0,28,3,14,0,106,8,15,57,28,16,19,17,31,0,194,79,83,60,53,51,30,47,53,5,458,101,84,61,49,54,29,57,41,6,488,143,68,67,57,75,26,58,52,14,566,147,55,53,48,62,38,61,65,5,534,95,20,17,10,9,6,23,19,4,196,23,0,4,0,4,0,0,3,3,39,8,0,0,0,0,3,0,0,3,13,599,330,340,271,266,182,270,289,39,2592
LGA15900,42,123,375,754,161,1379,84,816,55,3786,365,1291,1323,2080,859,1526,285,911,119,8749,1557,6152,2829,2122,2081,1241,782,1188,244,18194,2043,5058,1979,1452,2061,874,799,969,228,15468,1903,3848,1689,1441,2421,911,973,1225,197,14599,1144,2840,1044,975,1639,643,698,972,133,10090,243,499,174,158,300,135,151,194,41,1890,31,79,16,9,31,16,18,23,20,242,3,3,3,0,4,0,0,5,5,27,7321,19901,9424,8998,9555,6715,3781,6305,1034,73034
LGA15950,10,42,19,165,39,175,4,66,10,543,205,820,163,460,364,376,28,75,31,2523,2454,6913,839,771,1435,872,64,220,222,13792,2592,4463,514,435,1178,467,76,139,182,10057,1817,2582,283,274,872,351,71,92,107,6446,1087,1894,183,217,772,283,69,107,70,4678,397,847,69,74,392,136,40,70,42,2068,63,145,7,5,45,12,9,11,14,303,9,9,0,0,4,5,0,3,6,39,8633,17713,2080,2402,5105,2673,362,790,691,40445
LGA15990,87,245,637,1490,315,1984,180,1018,86,6049,554,1564,1634,2082,1161,1702,250,736,134,9818,3780,7855,3647,2591,2659,2061,574,1103,398,24664,7759,10519,3407,2069,3912,1901,570,1062,502,31693,7175,9230,2955,2212,4715,2097,854,1275,505,31017,3647,5662,1858,1394,3369,1418,810,1015,291,19477,927,1718,514,365,1197,563,288,357,136,6067,135,256,51,43,138,69,25,47,40,805,12,34,8,0,13,11,0,7,20,97,24082,37083,14705,12242,17481,11805,3554,6623,2109,129685
LGA16100,0,0,23,31,3,39,9,30,0,141,3,9,37,26,10,20,16,28,0,157,43,47,69,33,29,17,45,29,4,326,63,51,60,35,45,21,68,49,11,406,94,70,64,57,77,25,86,55,19,543,92,64,53,30,45,27,67,58,7,430,95,25,16,8,17,11,17,19,6,214,21,3,0,0,0,0,3,0,3,27,3,0,0,0,0,0,0,0,0,7,417,268,321,209,225,159,319,268,56,2241
LGA16150,19,18,170,172,44,375,23,233,16,1068,60,188,377,306,133,251,61,189,15,1573,363,1056,724,467,424,341,244,321,45,3973,482,987,539,422,524,250,294,322,53,3874,497,749,443,372,620,270,285,410,73,3708,351,621,297,271,460,191,239,324,27,2775,139,143,63,48,111,52,72,77,16,728,31,18,3,8,13,4,7,12,16,102,3,0,3,0,0,0,0,0,0,9,1945,3772,2609,2056,2331,1732,1225,1881,256,17805
LGA16200,7,8,58,63,22,129,12,72,9,379,29,50,131,69,53,83,32,60,8,513,125,206,198,120,94,83,134,90,16,1065,188,210,169,107,133,80,117,78,26,1103,242,187,167,152,198,82,156,138,17,1327,240,153,121,91,117,57,130,136,22,1068,131,36,19,14,36,12,23,25,12,311,45,3,0,0,5,0,3,0,4,63,8,0,0,0,0,0,0,3,4,17,1016,854,864,617,652,524,601,609,110,5840
LGA16260,63,226,301,593,261,1196,73,465,63,3246,488,1858,928,1305,1303,1583,364,808,197,8837,3477,12629,3128,2452,4692,2463,1251,1682,677,32450,4232,9322,2732,1780,3912,1521,1145,1184,471,26306,3086,5366,2250,1510,3272,1143,1155,1377,358,19521,1776,3399,1336,967,2306,781,870,1134,233,12793,346,847,289,193,626,238,193,248,71,3056,48,108,28,11,55,24,13,24,19,326,0,17,4,0,4,3,7,3,9,53,13515,33768,11004,8816,16428,8960,5070,6926,2099,106593
LGA16350,84,118,1089,825,345,1930,196,1095,120,5812,544,982,2020,1483,1522,1425,793,1196,190,10145,2098,4345,3816,2411,3757,1760,2261,1795,439,22677,2673,3670,2782,1951,3960,1475,2467,1633,408,21017,2383,2568,2391,1827,3826,1283,2364,1737,357,18734,1491,1945,1600,1215,2874,1005,1803,1402,222,13555,301,402,336,220,535,179,388,278,61,2700,27,40,16,12,33,24,10,21,15,203,4,0,4,3,0,0,3,0,3,20,9598,14073,14049,9950,16844,9081,10287,9165,1806,94859
LGA16380,25,29,241,357,54,711,57,381,25,1881,99,199,468,377,190,321,83,275,24,2031,388,1071,904,642,521,434,225,485,64,4743,766,1430,961,716,878,479,300,475,97,6099,953,1566,965,905,1200,624,453,707,105,7472,769,1241,709,699,835,544,385,611,75,5867,283,253,117,101,210,112,101,133,36,1358,56,24,9,7,25,10,8,12,21,181,11,3,3,4,0,0,0,0,3,23,3339,5827,4372,3816,3917,3239,1618,3080,444,29655
LGA16400,23,23,237,291,65,669,44,407,26,1785,101,171,580,474,197,379,131,313,31,2375,417,736,1099,620,541,366,332,481,75,4672,728,1019,1070,697,803,420,466,532,92,5830,889,1015,1085,793,1001,520,648,678,96,6725,619,863,681,533,721,380,520,503,89,4896,181,210,120,83,194,99,119,106,26,1137,35,30,4,0,17,16,10,17,19,155,9,0,0,0,0,0,0,0,3,18,3000,4065,4868,3494,3549,2844,2272,3044,465,27602
LGA16490,26,37,225,348,109,567,36,279,32,1662,135,228,520,457,442,359,83,211,44,2476,700,1298,1047,654,1099,403,250,430,152,6024,1257,1607,753,588,1164,333,269,339,148,6457,1558,1534,799,581,1550,339,336,428,174,7304,788,944,477,338,866,233,283,337,101,4368,218,216,85,58,150,60,76,81,16,965,51,20,11,0,13,7,7,4,10,117,3,4,3,0,0,0,0,0,0,16,4735,5883,3924,3026,5384,2308,1346,2114,675,29389
LGA16550,20,155,166,543,166,699,49,273,28,2095,293,1574,600,1392,893,1124,157,437,93,6561,2582,7862,2131,1822,2275,1339,374,870,349,19594,3545,6409,1370,1075,2012,903,331,489,256,16387,2646,4339,1037,1001,2004,830,431,524,211,13022,1191,2604,682,648,1436,472,385,454,121,7995,250,713,218,166,423,186,155,137,42,2284,45,87,20,16,41,20,5,42,17,287,9,16,9,3,5,10,0,0,0,46,10580,23755,6230,6665,9253,5570,1888,3223,1110,68276
LGA16610,16,12,74,63,25,197,15,181,6,597,26,45,135,111,52,76,29,191,12,675,90,154,250,138,136,93,102,286,15,1265,196,238,207,201,204,133,145,275,20,1622,237,242,196,272,242,127,184,360,39,1909,225,225,193,186,205,126,176,310,27,1679,111,69,32,30,48,27,43,53,18,433,45,3,3,3,7,3,3,9,12,84,8,0,0,0,0,0,0,0,0,10,954,989,1093,1000,920,779,697,1673,160,8265
LGA16650,34,85,183,256,122,644,39,271,31,1665,233,784,637,791,599,918,192,719,129,5015,1690,4535,1997,1753,2159,1443,658,1700,364,16294,1886,3167,1381,998,1939,901,730,901,229,12120,1391,1905,1154,863,1736,828,810,843,198,9721,717,1129,750,519,1084,494,707,792,120,6298,168,294,181,116,236,105,156,226,43,1518,15,38,19,3,24,16,18,19,14,165,3,8,5,0,5,0,3,0,5,28,6145,11934,6300,5303,7906,5350,3303,5467,1120,52827
LGA16700,19,118,170,456,148,706,26,268,27,1924,246,1161,564,971,754,991,102,353,96,5246,1873,6479,1548,1166,2265,1263,286,560,313,15749,2497,5320,1256,747,1906,789,304,504,229,13547,2124,3386,1215,745,1843,672,406,628,183,11210,1122,2068,760,533,1388,476,369,607,125,7454,258,522,182,130,367,111,112,157,31,1873,21,75,18,13,33,11,8,16,11,210,4,7,0,0,4,0,0,0,11,29,8172,19137,5715,4771,8707,5017,1609,3095,1017,57245
LGA16900,24,37,361,265,89,708,57,389,26,1959,132,307,719,552,305,518,140,361,37,3077,489,1046,1280,823,803,538,435,507,102,6025,722,1109,1079,780,1028,549,633,588,102,6595,752,927,1027,893,1013,596,754,742,107,6817,477,673,626,517,643,348,550,509,55,4404,78,94,95,55,103,70,88,69,18,666,3,10,4,5,3,8,6,7,10,59,3,0,0,0,0,0,0,0,4,16,2681,4211,5190,3884,3982,3330,2673,3177,470,29606
LGA16950,49,30,317,391,74,868,52,474,30,2284,149,218,784,547,224,461,113,438,49,2986,597,1116,1544,874,603,568,274,628,82,6281,936,1407,1253,976,812,555,363,695,101,7098,1130,1506,1243,1194,1108,678,535,909,143,8449,948,1467,925,898,1036,608,490,789,122,7282,330,338,182,139,255,156,129,141,45,1711,66,32,14,7,25,8,7,19,31,202,11,5,6,0,3,3,0,3,10,32,4209,6125,6250,5026,4139,3901,1971,4097,614,36330
LGA17000,17,16,111,223,34,202,33,174,14,816,37,86,262,268,96,112,79,126,17,1085,170,352,484,222,190,140,362,170,27,2116,259,304,452,196,274,151,474,176,48,2325,315,280,379,199,364,147,549,228,45,2501,243,224,201,110,178,88,333,160,26,1561,125,43,31,10,42,19,43,41,3,356,25,3,0,0,0,4,5,3,3,45,6,3,0,0,0,0,0,0,0,12,1186,1325,1922,1224,1179,860,1873,1073,174,10822
LGA17040,9,8,73,118,28,170,14,125,11,557,44,51,155,159,50,106,64,141,28,794,203,261,331,241,170,139,106,207,19,1672,336,317,300,225,245,147,109,198,31,1899,523,348,280,233,337,182,163,237,34,2335,432,284,188,191,241,143,142,179,35,1837,247,72,49,36,58,44,43,65,9,630,66,8,3,6,5,0,0,8,6,112,10,0,0,0,0,0,0,0,3,19,1867,1355,1393,1202,1137,931,636,1166,174,9860
LGA17080,5,3,44,44,9,80,6,90,7,294,21,31,105,65,19,43,40,90,12,423,101,173,188,96,80,61,122,162,15,995,154,180,147,114,137,69,153,158,19,1142,231,154,188,139,162,92,184,216,15,1377,302,157,120,97,138,56,187,190,17,1262,160,22,34,26,36,18,41,46,12,397,50,0,3,0,3,3,3,11,14,89,4,0,0,0,0,0,0,0,0,12,1036,733,831,581,578,428,728,963,106,5991
LGA17100,6,47,55,116,83,204,11,76,14,624,99,461,260,335,308,378,89,254,75,2256,624,2563,681,557,824,494,221,476,166,6611,578,1336,413,270,556,254,157,203,89,3852,553,955,355,243,494,266,160,283,67,3368,323,630,216,133,360,168,141,198,60,2230,70,214,45,24,90,42,26,45,16,579,11,33,10,0,19,5,0,5,10,92,0,8,0,0,0,0,0,0,3,14,2272,6250,2031,1686,2729,1815,808,1541,498,19618
LGA17150,106,217,926,1384,363,1944,133,972,76,6131,512,1676,1956,1990,1376,1687,297,658,163,10313,2881,6573,3544,2347,3127,1686,668,850,380,22067,4901,6923,3222,2156,4307,1664,861,1014,397,25450,4843,5845,3048,2324,4767,1886,1071,1202,375,25357,2964,4540,2015,1306,3860,1404,1009,1043,249,18391,695,1161,429,294,916,390,278,289,92,4537,56,119,43,26,88,30,15,39,28,450,11,12,4,3,14,5,0,3,15,62,16977,27083,15188,11832,18813,10692,4339,6066,1781,112765
LGA17200,44,165,118,580,155,536,34,236,48,1910,726,2863,1228,2798,1574,1864,205,1140,268,12670,7272,21098,4392,5163,5063,3546,591,2577,905,50603,5945,10143,1883,1796,2835,1372,305,944,434,25657,3510,5419,1018,946,1850,829,287,508,264,14637,1842,3275,519,544,1159,542,233,442,153,8713,506,1091,120,139,351,186,76,131,59,2664,69,152,18,12,41,17,9,15,11,344,6,19,0,7,8,0,0,0,5,49,19929,44228,9300,11980,13028,8894,1742,5997,2154,117252
LGA17310,22,29,222,214,58,602,49,391,40,1638,127,237,473,292,157,293,102,417,18,2125,482,1062,958,590,512,471,294,822,84,5270,697,1104,738,517,664,386,365,650,72,5195,871,1045,664,612,856,424,469,682,75,5705,731,869,544,427,701,290,373,563,74,4571,355,192,123,80,143,89,117,137,29,1254,94,17,13,11,9,12,10,16,15,209,15,0,0,0,6,0,3,0,3,33,3399,4559,3740,2747,3113,2557,1786,3678,418,25997
LGA17350,5,0,35,25,3,43,9,37,0,151,12,11,42,19,15,30,5,31,7,163,66,78,84,31,42,37,19,49,4,415,96,99,54,45,49,32,27,41,3,450,127,88,72,79,78,50,54,66,7,620,153,67,49,51,59,31,39,63,5,513,78,15,8,9,16,9,13,10,8,166,16,0,0,0,4,3,3,4,0,33,0,0,0,0,0,0,0,0,0,4,558,354,350,255,271,231,171,299,30,2514
LGA17400,3,0,22,12,10,37,0,30,4,117,5,7,29,27,10,10,8,27,3,115,48,35,45,21,30,11,19,44,3,259,70,63,39,54,53,31,40,56,8,417,116,62,61,46,55,36,37,75,8,497,178,72,58,60,57,47,55,107,17,646,117,17,11,12,26,12,14,23,10,242,38,4,3,0,0,0,0,5,8,59,0,0,0,0,0,0,0,0,0,5,566,262,270,233,232,179,182,370,59,2361
LGA17420,54,241,546,946,320,1499,103,688,62,4454,402,1450,1042,1171,1124,1372,217,526,134,7441,1900,4944,1563,938,1925,1063,330,466,253,13386,4250,6711,1793,1051,3110,1225,454,500,356,19441,4327,5171,1854,1211,3306,1321,610,759,311,18878,2432,3584,1197,717,2460,872,521,611,162,12555,648,1022,325,174,715,316,182,200,80,3665,69,95,23,9,49,33,18,23,17,333,10,3,3,0,3,0,0,3,3,26,14079,23235,8348,6226,13014,7702,2427,3772,1378,80179
LGA17550,28,17,264,362,78,830,48,493,49,2162,128,214,564,532,207,502,96,404,34,2692,531,1085,1179,781,635,526,310,646,105,5797,930,1610,1319,975,1009,530,374,690,115,7566,1094,1570,1195,1137,1228,719,530,931,101,8522,897,1363,884,943,957,648,496,813,119,7130,290,269,169,167,213,144,148,165,52,1623,56,26,15,9,24,10,17,28,20,213,11,3,0,3,4,8,0,6,7,37,3954,6168,5595,4917,4356,3927,2029,4179,603,35731
LGA17620,8,3,63,37,13,108,9,99,0,345,21,24,116,50,38,45,21,117,5,442,105,207,299,79,96,74,156,205,8,1227,188,175,219,98,130,72,229,188,18,1321,247,185,203,113,155,64,191,197,26,1386,261,144,122,85,118,62,176,145,17,1132,141,32,36,15,30,12,29,41,3,344,52,5,4,0,4,4,7,5,10,91,8,0,0,0,3,0,0,0,0,19,1030,768,1060,482,589,447,823,1005,90,6298
LGA17640,4,0,42,39,6,39,5,52,3,185,16,19,50,37,7,15,5,37,0,194,66,74,106,51,64,28,34,60,9,481,116,96,87,74,76,37,51,67,12,602,202,108,117,101,126,42,88,82,19,883,253,110,71,66,73,42,41,69,6,731,218,34,9,11,26,3,12,23,4,338,60,7,3,0,5,0,0,12,3,93,10,3,0,0,0,0,0,0,0,17,943,452,482,378,381,195,229,401,63,3528
LGA17650,0,0,15,32,9,46,0,28,3,136,17,9,28,21,17,21,4,35,0,164,53,49,65,43,46,20,18,52,0,359,93,104,83,59,74,31,28,64,8,536,119,130,83,54,97,41,36,77,11,643,121,102,81,48,66,33,32,81,10,563,72,25,12,8,14,12,11,16,7,175,24,0,3,0,3,3,0,4,0,38,3,0,0,0,0,0,0,6,0,8,499,423,373,267,328,204,127,368,43,2633
LGA17750,35,40,334,398,59,782,39,355,27,2072,129,383,838,726,273,509,129,393,42,3428,640,1616,1234,919,718,513,255,612,87,6584,792,1491,866,669,741,396,334,573,61,5926,931,1212,697,644,959,432,383,566,71,5892,744,897,571,440,744,334,390,436,49,4610,270,216,121,68,150,78,86,115,28,1120,80,23,8,5,20,15,6,17,9,175,12,0,3,0,3,0,0,5,3,28,3634,5877,4667,3868,3657,3061,1627,3072,374,29834
LGA17850,0,0,13,8,0,24,0,12,0,67,5,11,18,8,10,11,0,31,0,100,31,24,31,13,11,11,20,31,0,187,70,37,26,25,21,16,13,25,3,234,119,35,23,16,40,13,18,51,6,328,118,33,16,23,36,3,18,44,0,294,104,7,9,5,10,0,6,14,3,170,25,0,0,0,4,0,0,6,0,40,0,0,0,0,0,0,0,0,0,5,489,156,147,95,128,89,81,211,13,1414
LGA17900,3,0,10,8,3,9,6,13,3,62,14,17,18,23,6,10,9,37,0,142,59,86,41,68,42,17,28,46,8,401,65,63,37,65,35,21,38,48,8,381,110,56,28,59,45,24,44,60,13,442,150,43,35,51,32,23,29,49,11,419,68,14,14,16,19,6,21,23,9,178,16,0,0,0,3,0,3,6,3,35,0,0,0,0,0,0,0,0,0,3,490,283,178,289,192,108,178,283,49,2060
LGA17950,0,0,3,3,0,12,0,10,0,30,6,9,11,15,10,7,5,7,0,69,51,45,25,17,20,10,18,21,0,208,58,27,30,25,19,10,11,29,3,214,100,27,20,17,23,9,27,26,7,257,87,26,31,18,23,10,19,39,7,247,42,8,4,6,11,3,11,14,0,95,19,0,4,0,0,0,0,0,4,35,3,0,0,0,0,0,0,0,0,7,366,140,130,96,110,64,88,142,21,1149
LGA18020,0,0,22,12,5,21,0,31,5,98,22,12,43,35,16,24,5,47,3,201,57,97,65,66,33,25,39,76,5,453,133,117,64,64,62,38,41,87,10,608,206,111,77,114,78,48,62,110,16,818,246,102,57,70,73,47,52,78,16,745,160,25,8,12,24,8,15,38,6,299,59,4,4,0,4,0,3,3,3,89,15,3,0,0,0,0,0,0,4,22,890,469,341,373,280,216,218,476,65,3335
LGA18050,17,36,31,209,56,225,4,78,6,659,174,529,240,561,280,385,46,204,33,2463,2168,5175,1043,1127,1088,959,142,474,225,12404,2430,3943,607,572,842,549,73,210,171,9392,1534,2399,404,372,743,413,84,185,114,6252,629,1485,232,250,516,231,88,143,51,3619,198,542,81,83,235,100,62,64,34,1401,23,74,7,6,43,13,8,11,12,202,8,7,0,3,10,5,0,3,4,43,7178,14175,2648,3182,3803,2891,513,1375,659,36426
LGA18100,3,3,17,4,0,20,0,17,0,62,9,4,21,9,3,3,0,19,0,72,36,31,30,24,16,14,12,20,0,183,82,49,27,23,36,14,26,23,0,289,96,43,37,16,38,16,29,32,3,311,148,38,23,29,22,8,20,38,0,320,89,17,6,8,17,3,9,12,4,154,23,0,0,0,0,0,0,3,0,35,0,0,0,0,0,0,0,0,0,3,481,176,164,110,129,89,98,176,14,1437
LGA18200,3,6,21,20,6,67,10,24,7,161,13,20,53,31,14,31,10,34,0,197,72,58,75,51,43,32,27,64,6,429,110,101,70,59,54,37,31,71,5,540,165,100,64,61,78,39,62,75,9,652,162,70,65,35,77,20,52,88,20,592,71,17,10,4,17,15,13,22,11,180,22,0,0,0,0,3,0,6,5,35,0,0,0,0,0,0,0,0,0,3,626,367,356,270,289,232,213,379,56,2786
LGA18230,28,24,217,224,50,526,21,275,19,1383,94,198,471,383,173,303,74,271,21,1993,434,1019,834,642,511,418,241,524,83,4715,606,958,581,529,604,356,232,397,60,4319,733,857,536,580,785,360,341,455,69,4701,608,664,397,382,622,314,310,401,62,3749,269,149,112,64,114,95,102,119,32,1052,80,13,19,7,17,9,13,16,10,188,22,0,4,3,0,0,0,3,4,35,2868,3882,3170,2811,2873,2380,1330,2460,366,22142
