LGA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
LGA15300,0,0,0,0,3,0,6,3,8,0,16,0,3,0,3,3,0,3,4,7,0,13,3,0,0,8,5,0,7,10,28,0,39,0,6,0,5,3,0,4,13,30,0,42,0,5,0,5,7,3,9,14,35,0,53,3,12,3,16,4,3,10,28,44,0,69,12,22,0,31,7,4,10,42,42,0,84,16,11,0,29,0,0,0,31,37,0,67,26,11,3,41,0,0,0,41,27,0,63,19,4,0,23,0,0,0,23,8,0,33,22,4,0,26,0,0,0,26,11,0,33,8,3,0,14,0,0,0,14,6,0,23,10,0,0,16,0,0,0,16,7,0,21,11,0,0,9,0,0,0,9,0,0,10,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,22,16,3,39,3,4,10,41,24,3,68,4,0
LGA15350,0,0,0,0,0,0,0,0,30,0,28,0,0,0,0,0,0,0,0,8,0,4,0,3,0,9,0,0,0,10,9,0,14,0,5,0,4,0,4,3,12,12,0,16,0,5,0,8,0,3,3,9,9,0,14,0,10,0,16,3,3,4,16,11,0,30,0,17,0,19,0,3,3,21,8,0,35,6,15,3,28,0,3,3,30,11,0,40,23,14,0,38,3,0,3,37,13,0,58,18,19,0,32,0,0,3,34,18,0,56,27,9,3,35,0,0,0,35,15,0,54,31,11,0,40,0,0,0,40,12,0,50,53,8,0,62,0,0,0,65,12,0,77,14,12,0,27,0,0,0,25,10,0,36,5,3,0,10,0,0,0,10,3,0,17,62,13,3,74,0,0,0,74,8,0,85,37,11,3,44,0,0,0,44,18,0,64,48,30,0,78,7,0,7,83,23,3,107,3,0
LGA15520,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,5,3,0,7,0,6,0,6,0,0,0,7,5,0,16,0,9,0,11,3,0,3,15,14,0,27,5,13,0,18,0,0,0,20,17,0,33,6,16,0,21,0,0,0,21,8,0,33,17,7,0,23,0,0,0,23,20,0,45,20,11,0,34,0,0,3,36,10,0,49,9,6,0,16,0,0,0,16,6,0,21,6,0,0,9,0,0,0,9,0,0,11,6,5,0,7,0,0,0,7,5,0,17,10,3,0,8,0,0,0,8,0,0,11,4,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,10,4,21,0,0,0,21,8,3,30,0,0
LGA15560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,4,0,3,0,3,0,0,3,6,4,0,10,0,3,0,3,0,0,0,5,3,0,9,3,7,0,15,0,0,0,10,13,0,23,4,0,0,3,0,0,0,3,8,0,17,9,3,3,14,0,0,0,10,11,0,25,3,5,0,13,0,0,0,14,3,0,14,3,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,5,6,0,11,0,0
LGA15650,0,0,0,0,0,3,3,3,14,0,17,0,3,0,5,3,0,4,7,4,0,13,0,4,0,6,3,0,7,11,16,0,32,3,8,0,9,3,5,10,22,27,0,46,0,12,3,17,11,0,11,26,36,0,67,8,21,0,23,19,10,28,48,62,0,114,14,28,3,44,7,3,8,53,47,0,100,27,16,0,43,0,0,0,43,33,0,75,24,10,0,30,0,0,3,36,25,0,61,15,3,0,23,0,0,0,21,14,0,37,16,7,3,29,0,0,0,29,10,0,30,19,0,0,18,0,0,0,18,4,0,21,38,0,0,35,0,0,0,35,3,0,40,6,0,0,6,0,0,0,6,0,0,9,6,0,0,7,0,0,0,7,3,0,11,3,0,0,3,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,3,0,5,17,12,0,33,4,3,6,39,28,3,68,3,7
LGA15700,0,3,0,3,0,0,0,8,7,0,11,0,5,0,0,0,0,0,0,3,0,3,0,5,0,11,0,0,0,11,22,0,36,3,6,5,16,5,5,11,21,29,0,53,3,18,0,19,3,10,10,32,51,0,84,8,36,4,48,10,4,13,64,76,0,138,17,43,3,59,0,5,10,66,86,0,153,19,24,4,49,0,3,3,48,78,0,132,32,18,0,44,0,4,5,51,46,0,94,15,15,6,30,0,0,0,30,28,0,63,14,4,0,22,0,0,0,17,3,0,24,14,7,0,24,0,0,0,27,8,0,32,7,0,0,11,0,0,0,11,3,0,19,6,0,0,7,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,27,4,44,3,0,3,44,59,4,102,3,0
LGA15750,0,0,0,0,0,0,0,0,11,0,10,0,3,0,3,0,0,0,3,4,0,7,3,0,0,4,0,0,0,10,21,0,27,0,4,0,9,3,0,7,12,26,0,36,0,7,0,10,7,3,8,17,20,3,42,5,18,0,17,0,5,8,26,46,0,70,9,18,0,31,0,3,5,32,25,0,59,22,16,0,31,0,0,0,31,28,0,63,22,15,8,42,0,0,0,42,16,0,57,10,8,0,19,3,3,3,25,8,0,31,10,3,0,12,0,0,0,14,7,0,24,12,3,0,14,0,0,0,14,7,0,14,17,6,0,19,0,0,0,19,3,0,23,6,0,0,3,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,3,21,14,3,33,4,0,4,43,16,0,59,4,0
LGA15800,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,10,0,17,0,11,0,8,0,0,0,11,16,0,27,0,12,0,12,0,3,3,20,18,0,35,4,12,0,22,0,0,0,26,17,0,38,9,7,0,17,4,0,4,22,10,0,35,7,0,0,7,0,0,0,7,9,0,19,7,9,0,17,0,0,0,17,4,0,21,0,0,0,0,0,0,0,0,3,0,6,3,0,0,6,0,0,0,6,0,0,9,3,3,0,9,0,0,0,9,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,10,5,0,14,0,0
LGA15850,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,14,0,0,0,0,0,0,3,5,6,0,14,0,3,0,3,3,0,3,8,13,0,26,3,15,0,22,3,3,7,26,27,0,52,3,3,0,9,3,3,5,15,27,0,42,5,3,0,9,0,4,4,16,12,0,31,12,6,0,17,0,0,0,18,13,0,32,14,3,0,13,0,0,0,13,5,0,19,7,0,0,7,0,0,0,7,3,0,8,8,0,0,8,0,0,0,8,3,0,11,8,0,0,8,0,0,0,8,0,0,10,4,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,19,0,3,3,23,11,3,32,0,0
LGA15900,3,0,3,11,9,13,19,28,73,0,98,0,4,0,9,9,3,11,14,24,0,43,4,35,0,38,28,10,37,75,113,0,194,11,54,0,62,26,30,58,121,128,0,250,6,78,5,92,33,22,54,149,255,0,403,44,213,9,266,32,45,82,342,350,3,691,97,233,20,346,17,12,31,377,394,3,778,148,222,19,390,17,10,29,420,382,0,804,260,229,25,504,10,11,15,518,315,0,837,284,148,9,447,4,9,7,454,196,3,659,243,99,8,352,3,6,11,356,136,0,496,217,57,12,281,4,3,5,292,89,0,377,269,75,8,357,0,0,0,357,88,0,448,121,27,4,159,0,0,0,159,29,0,186,36,5,3,43,0,0,0,43,8,0,55,61,15,6,82,0,0,0,83,3,0,84,48,3,3,55,0,0,0,61,14,0,75,198,130,24,353,22,7,33,385,219,13,620,12,10
LGA15950,0,0,0,3,0,0,0,6,39,0,42,0,3,0,5,0,3,3,7,16,0,21,0,10,0,9,3,3,4,10,12,0,26,0,5,0,4,0,4,3,9,16,0,25,7,11,0,16,5,4,3,20,15,0,40,7,22,0,30,3,3,4,33,31,0,67,15,26,0,43,3,3,10,48,28,0,77,29,20,0,51,0,3,6,53,27,0,80,43,37,0,83,0,5,5,86,50,0,135,64,36,0,104,0,4,4,106,22,0,126,53,24,4,76,0,0,3,83,35,0,112,67,29,0,89,3,0,3,91,23,0,111,158,26,5,191,0,0,5,194,38,0,238,43,23,0,60,0,0,0,60,23,0,87,24,3,0,31,0,0,0,31,3,0,40,156,15,0,175,3,0,3,177,12,0,197,103,18,0,122,0,0,0,119,23,0,148,78,34,3,120,3,0,3,125,50,0,176,6,3
LGA15990,4,5,0,14,9,3,16,24,107,0,141,3,7,0,13,3,6,6,21,35,0,54,3,34,4,42,6,4,16,54,60,0,118,4,44,3,57,7,11,13,72,61,0,135,15,79,3,94,3,19,22,120,97,4,223,58,179,3,242,12,14,22,266,136,3,404,80,189,9,274,5,7,15,294,162,0,460,157,199,15,369,6,10,16,391,234,3,629,238,245,19,501,10,11,21,518,242,0,762,287,207,22,519,5,3,11,527,216,3,747,271,137,6,415,7,0,7,423,161,0,586,244,115,8,367,3,3,7,375,136,0,511,519,172,20,710,4,0,3,714,191,3,910,188,78,10,278,3,4,5,282,83,3,365,88,22,3,110,3,0,3,115,35,0,148,251,48,5,309,3,0,3,311,27,0,344,206,20,8,233,0,0,0,232,68,0,299,366,204,22,599,14,5,17,620,293,15,919,25,19
LGA16100,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,3,0,3,0,0,0,0,3,0,3,6,3,0,10,0,3,0,3,3,0,3,6,6,0,13,0,0,0,0,0,0,0,0,9,0,14,0,11,0,11,0,0,0,9,9,0,15,3,0,0,7,0,0,0,8,14,0,20,8,9,0,18,0,0,3,17,12,0,26,3,0,0,4,0,0,0,10,11,0,16,4,0,0,9,0,0,0,9,5,0,8,5,0,0,7,0,0,0,5,0,0,12,9,3,0,8,0,0,0,8,3,0,13,6,3,0,12,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,20,0,0,0,18,3,0,21,0,4
LGA16150,0,0,0,0,4,3,4,4,24,0,27,0,0,0,3,7,4,7,6,6,0,18,3,7,0,11,4,5,15,21,33,0,52,3,17,0,16,4,4,11,31,37,0,73,0,24,0,25,5,13,20,38,74,0,110,14,64,5,85,17,19,34,123,112,5,237,43,66,9,117,5,7,11,128,111,0,243,66,53,9,131,8,4,5,137,62,0,203,72,52,3,127,0,7,4,129,80,0,214,67,32,8,105,0,0,0,105,39,0,146,58,10,0,66,0,0,0,66,19,0,91,53,3,4,58,0,0,0,60,14,0,71,92,10,7,105,0,0,0,106,17,0,119,25,4,0,31,0,0,0,34,10,0,39,13,3,0,12,0,0,0,12,3,0,17,14,0,0,13,4,0,4,18,3,0,18,4,0,0,4,0,0,0,4,0,0,4,49,31,0,79,13,0,12,95,68,6,166,6,5
LGA16200,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,0,0,3,6,0,15,0,4,0,4,3,0,3,12,9,0,23,0,6,0,6,3,5,5,14,27,0,40,3,15,0,17,4,3,9,21,37,0,61,5,24,3,35,3,9,10,43,53,0,97,11,27,4,46,0,6,6,47,40,0,89,19,14,0,33,0,0,0,37,34,0,68,23,4,0,30,0,0,3,34,23,0,59,22,5,0,28,0,0,0,28,15,0,43,15,10,0,22,0,0,0,21,4,0,26,15,0,0,13,0,0,0,13,8,0,18,9,10,0,23,0,0,0,23,3,0,29,3,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3,4,0,0,4,0,0,0,4,0,0,3,21,13,0,34,3,0,3,32,31,0,64,0,0
LGA16260,3,9,0,12,23,21,38,57,241,0,292,4,18,0,16,5,11,10,29,70,3,107,3,58,3,61,13,23,37,99,150,0,253,9,57,4,71,8,8,20,87,117,0,210,17,68,0,89,13,29,42,129,234,0,363,58,143,19,220,22,32,53,273,259,3,535,94,176,17,289,12,27,37,327,283,3,609,194,149,14,357,12,12,23,380,231,0,614,293,146,9,451,7,3,12,466,286,5,759,290,151,19,465,10,7,15,481,232,6,720,263,111,10,396,8,0,5,399,153,0,553,236,64,9,307,4,4,8,313,127,3,440,454,91,18,565,8,3,10,576,182,3,757,183,46,8,234,0,0,0,234,109,0,345,96,19,3,122,0,0,0,122,32,0,154,81,20,10,110,0,0,0,110,27,0,132,103,7,9,119,0,0,3,117,47,4,169,195,109,23,324,10,12,18,348,255,19,617,15,8
LGA16350,3,3,3,11,12,7,18,29,131,3,163,3,0,0,3,4,3,8,15,35,0,52,6,36,7,46,25,24,50,96,125,0,222,11,50,5,65,13,28,41,109,187,4,296,20,123,14,154,41,32,66,225,323,0,552,43,234,19,303,42,48,91,392,517,0,913,145,257,23,420,25,29,51,474,448,6,924,252,289,25,566,15,15,32,597,373,3,972,485,248,22,759,15,13,30,790,373,0,1162,409,175,24,610,20,7,30,636,272,3,916,345,111,21,478,6,8,13,492,173,0,666,331,82,15,433,7,0,5,437,134,3,573,499,107,21,627,3,4,11,643,165,4,808,224,49,10,281,0,0,3,282,89,0,367,130,19,9,156,3,0,3,159,24,0,186,81,17,4,103,0,3,3,107,17,0,124,87,11,4,104,0,0,0,104,26,0,126,337,136,29,506,21,12,34,536,280,10,829,25,16
LGA16380,0,3,0,4,3,7,10,14,31,0,44,0,5,0,5,3,0,3,10,9,0,21,0,18,0,19,4,6,10,31,46,0,75,3,37,3,43,3,8,18,55,77,0,139,7,50,5,57,17,13,26,90,119,0,209,16,145,13,180,19,25,51,229,206,4,437,50,158,9,213,4,6,17,228,204,0,438,100,155,10,268,8,10,22,289,206,3,501,130,98,8,238,3,3,11,245,171,0,419,106,62,10,177,4,0,8,188,70,0,260,101,34,3,136,0,0,4,137,40,0,185,99,20,4,125,0,0,0,120,35,0,157,82,18,4,103,0,0,0,102,36,0,139,26,5,4,33,0,0,0,33,10,0,47,14,0,0,12,0,0,0,12,3,0,16,12,0,0,14,0,0,0,14,7,0,28,12,0,0,14,0,0,0,14,13,0,24,102,75,12,190,13,8,17,209,97,6,311,5,11
LGA16400,0,8,0,6,5,4,10,15,33,0,51,0,0,0,3,3,3,5,10,15,0,24,3,20,3,25,13,9,22,41,43,0,87,3,24,3,37,8,14,19,53,77,0,130,6,43,5,59,15,23,31,93,112,0,203,11,112,9,132,19,20,39,173,178,0,346,40,113,11,162,11,8,21,181,170,0,356,75,109,5,187,0,8,5,198,163,0,365,122,96,8,231,4,3,6,234,143,0,374,94,53,12,157,5,0,5,165,84,0,252,97,30,4,133,3,3,8,139,52,0,185,84,13,3,102,0,0,0,105,31,3,141,73,12,4,97,3,0,3,96,30,0,131,36,8,0,50,0,0,0,50,16,0,61,17,0,0,18,0,0,0,18,4,0,25,14,0,0,17,3,0,3,21,3,0,24,16,3,0,21,0,0,0,21,3,0,21,77,50,12,138,8,3,9,148,99,6,248,4,7
LGA16490,3,0,0,4,4,3,5,12,21,0,29,5,0,0,5,0,0,0,5,8,0,12,0,6,0,9,0,4,5,14,28,0,46,4,15,8,20,3,6,8,31,39,0,69,3,25,0,26,8,3,10,35,47,0,88,9,41,3,50,3,7,11,66,77,0,136,28,50,9,78,3,0,5,86,64,0,151,51,55,0,112,0,4,4,113,57,0,173,84,40,7,133,0,0,0,135,45,0,183,88,36,4,127,0,0,0,128,41,0,169,96,27,12,133,0,5,3,140,26,0,166,87,22,3,108,0,0,4,109,27,0,138,178,15,6,204,0,3,3,206,30,0,237,65,3,0,67,0,0,0,67,18,0,89,29,3,0,36,0,0,0,36,6,0,39,32,3,3,40,0,0,0,43,3,0,45,24,8,0,31,0,0,0,31,9,0,41,98,24,10,136,0,3,3,140,48,3,191,9,0
LGA16550,3,3,0,6,7,3,12,17,80,0,98,4,3,0,3,3,0,8,12,31,0,45,4,8,0,17,10,8,13,29,77,0,102,3,21,3,28,3,5,11,39,62,0,105,3,34,4,43,7,14,18,61,127,0,184,19,88,5,109,3,25,28,140,140,0,283,34,90,6,132,5,4,11,143,160,0,302,86,103,12,197,4,5,12,212,151,3,369,138,116,8,265,4,0,4,269,177,0,440,145,100,8,255,8,0,11,257,120,0,384,179,65,3,248,4,0,7,255,119,3,374,137,41,11,190,3,0,3,190,73,0,259,279,76,18,369,7,3,3,375,114,0,488,91,34,7,128,0,0,0,130,73,0,203,58,16,0,72,0,0,0,72,13,0,87,127,22,5,156,3,0,4,160,19,0,172,83,23,0,104,0,0,0,104,42,0,151,171,84,13,264,11,7,14,283,161,14,450,6,11
LGA16610,0,0,0,0,0,0,0,3,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,12,13,17,0,31,0,9,4,8,4,3,7,20,42,0,62,6,12,4,23,11,3,11,28,67,0,102,5,43,4,50,4,6,11,64,75,0,137,16,32,0,53,0,4,6,61,111,0,169,36,35,3,73,0,3,6,83,87,0,165,32,37,0,72,4,0,4,80,49,0,125,19,15,0,35,3,4,4,40,31,0,72,18,12,0,29,0,0,0,26,6,0,38,17,8,0,33,3,0,3,34,10,0,43,22,6,0,29,0,0,0,29,5,0,34,15,0,0,15,0,0,0,15,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,15,25,5,43,3,4,5,50,52,3,105,0,3
LGA16650,0,0,0,3,12,7,15,18,105,0,126,3,7,0,7,0,0,0,11,37,0,46,3,19,4,22,5,11,20,42,77,0,122,0,33,0,33,3,4,5,39,60,0,102,14,45,6,66,3,6,12,78,106,0,189,15,93,0,113,3,4,7,128,160,0,287,48,86,8,141,9,7,7,153,187,0,337,104,119,4,231,7,3,14,239,171,5,421,140,86,12,245,6,7,11,255,167,3,424,146,80,12,232,10,6,18,253,151,0,408,139,47,13,200,0,3,5,205,112,0,320,110,40,9,157,3,0,3,165,98,0,266,199,50,13,258,3,3,6,265,102,0,369,98,22,6,119,4,0,4,123,57,0,184,41,11,3,58,0,0,0,58,26,0,85,53,11,0,59,3,0,3,66,19,0,82,38,3,4,45,0,0,0,45,25,0,69,120,62,12,196,6,5,15,211,161,7,374,11,3
LGA16700,0,0,0,3,6,11,17,23,121,0,145,0,7,0,11,0,0,0,10,33,0,39,4,24,0,25,3,6,11,35,46,0,86,3,25,0,30,3,4,8,36,45,0,85,6,38,3,40,5,3,10,54,81,0,132,31,63,0,98,6,8,14,115,102,0,215,34,87,3,118,9,3,9,128,126,0,259,86,90,3,187,5,6,7,195,130,0,324,130,92,9,231,3,6,13,239,150,0,396,113,71,3,187,8,3,12,196,134,3,337,133,57,5,199,0,0,0,199,104,0,305,121,37,9,169,0,0,0,170,71,0,240,216,45,3,270,0,0,4,273,110,0,378,98,23,5,124,0,0,3,132,64,0,197,47,14,0,59,0,0,0,59,23,0,81,84,7,0,92,0,0,0,91,17,0,112,79,9,7,94,0,0,0,94,37,0,123,113,52,3,172,0,3,5,178,111,11,303,14,3
LGA16900,0,3,0,6,3,3,9,12,26,0,35,3,0,0,3,0,3,3,7,19,0,25,0,20,3,21,13,9,20,41,62,0,103,3,30,0,33,8,9,20,55,84,0,137,8,42,7,50,3,17,19,75,151,0,229,16,126,7,156,25,25,54,208,191,0,401,54,146,13,211,14,14,23,239,175,0,412,104,133,11,253,11,5,19,271,174,0,441,138,89,12,239,11,8,10,255,150,3,402,109,66,8,184,3,3,9,192,107,0,296,106,39,10,154,5,0,6,158,48,0,212,99,31,3,138,0,0,0,136,31,3,173,129,38,6,171,0,0,0,172,34,0,209,56,6,0,69,0,0,0,71,19,0,92,26,12,0,34,0,0,0,34,8,0,42,11,3,3,16,0,0,0,16,6,0,17,12,0,0,18,0,0,0,15,14,0,31,87,71,11,161,4,6,14,179,112,8,294,11,11
LGA16950,0,0,0,3,7,0,15,13,41,4,60,0,3,0,5,7,3,6,8,23,0,30,0,43,0,42,9,9,22,62,81,0,140,5,40,8,49,9,13,27,71,128,3,205,7,73,12,90,18,12,28,117,226,0,345,31,155,14,201,27,34,60,258,272,0,531,82,173,12,268,9,22,30,297,306,9,616,108,169,16,292,6,20,28,316,278,3,600,151,135,16,296,7,9,18,319,188,7,504,114,81,4,197,8,3,8,205,104,0,307,90,30,4,128,0,0,0,130,47,0,177,82,28,6,109,0,0,0,109,27,3,140,97,36,4,135,0,0,0,136,40,0,182,31,10,0,41,0,0,0,41,13,0,52,3,0,0,12,0,0,0,12,0,0,15,8,3,0,11,0,0,0,11,0,0,19,20,4,0,19,0,0,0,23,10,0,38,110,122,3,240,9,3,12,251,188,8,449,14,9
